,date,hour,type,前门
305592,20200326,2,PM2.5,32.0
305598,20200326,3,PCA,-96.79218240758718
305598,20200326,3,PM2.5,11.0
305604,20200326,4,PCA,-124.00786606918892
305604,20200326,4,PM2.5,2.0
305610,20200326,5,PCA,-115.14162426101164
305610,20200326,5,PM2.5,2.0
305616,20200326,6,PCA,-113.91615206586509
305616,20200326,6,PM2.5,3.0
305622,20200326,7,PCA,-114.55306903055872
305622,20200326,7,PM2.5,2.0
305628,20200326,8,PCA,-114.0730364013323
305628,20200326,8,PM2.5,2.0
305634,20200326,9,PCA,-114.64335206292294
305634,20200326,9,PM2.5,2.0
305640,20200326,10,PCA,-115.24638261050556
305640,20200326,10,PM2.5,1.0
305646,20200326,11,PCA,-109.16789313945108
305646,20200326,11,PM2.5,9.0
305652,20200326,12,PCA,-114.21588565927865
305652,20200326,12,PM2.5,2.0
305658,20200326,13,PCA,-115.05412242371801
305658,20200326,13,PM2.5,1.0
305664,20200326,14,PCA,-112.89690110244902
305664,20200326,14,PM2.5,4.0
305670,20200326,15,PCA,-109.75250427238261
305670,20200326,15,PM2.5,8.0
305676,20200326,16,PCA,-114.47038926826639
305676,20200326,16,PM2.5,2.0
305682,20200326,17,PCA,-110.1100585798452
305682,20200326,17,PM2.5,8.0
305688,20200326,18,PCA,-114.02864391658893
305688,20200326,18,PM2.5,2.0
305694,20200326,19,PCA,-114.72026636882437
305694,20200326,19,PM2.5,1.0
305700,20200326,20,PCA,-112.4679234168821
305700,20200326,20,PM2.5,4.0
305706,20200326,21,PCA,-104.74837463929032
305706,20200326,21,PM2.5,13.0
305712,20200326,22,PCA,-109.26462239579567
305712,20200326,22,PM2.5,4.0
305718,20200326,23,PCA,-113.49027097672123
305718,20200326,23,PM2.5,2.0
305724,20200327,0,PCA,-114.14703928100509
305724,20200327,0,PM2.5,2.0
305730,20200327,1,PCA,-109.57952495441837
305730,20200327,1,PM2.5,9.0
305736,20200327,2,PCA,-103.85905366438617
305736,20200327,2,PM2.5,2.0
305742,20200327,3,PCA,-112.23294331147467
305742,20200327,3,PM2.5,2.0
305748,20200327,4,PCA,-96.34826186826052
305748,20200327,4,PM2.5,3.0
305754,20200327,5,PCA,-103.0974708120282
305754,20200327,5,PM2.5,2.0
305760,20200327,6,PCA,-102.91081024532278
305760,20200327,6,PM2.5,12.0
305766,20200327,7,PCA,-101.21104154203915
305766,20200327,7,PM2.5,2.0
305772,20200327,8,PCA,-111.51942204933026
305772,20200327,8,PM2.5,4.0
305778,20200327,9,PCA,-112.88724042913866
305778,20200327,9,PM2.5,3.0
305784,20200327,10,PCA,-111.2548844614482
305784,20200327,10,PM2.5,6.0
305790,20200327,11,PCA,-110.40927257666645
305790,20200327,11,PM2.5,8.0
305796,20200327,12,PCA,-114.11723582124176
305796,20200327,12,PM2.5,2.0
305802,20200327,13,PCA,-111.42818846155893
305802,20200327,13,PM2.5,6.0
305808,20200327,14,PCA,-123.35895610439132
305808,20200327,14,PM2.5,2.0
305814,20200327,15,PCA,-107.77921720498722
305814,20200327,15,PM2.5,9.0
305820,20200327,16,PCA,-111.8183536914144
305820,20200327,16,PM2.5,2.0
305826,20200327,17,PCA,-110.8210933295482
305826,20200327,17,PM2.5,4.0
305832,20200327,18,PCA,-111.5054200184248
305832,20200327,18,PM2.5,3.0
305838,20200327,19,PCA,-110.72865451191663
305838,20200327,19,PM2.5,5.0
305844,20200327,20,PCA,-104.78780411265687
305844,20200327,20,PM2.5,2.0
305850,20200327,21,PCA,-113.0545601039229
305850,20200327,21,PM2.5,2.0
305856,20200327,22,PCA,-104.14364506935681
305856,20200327,22,PM2.5,14.0
305862,20200327,23,PCA,-111.51313699634707
305862,20200327,23,PM2.5,4.0
305868,20200328,0,PCA,-113.69437197153752
305868,20200328,0,PM2.5,1.0
305874,20200328,1,PCA,-112.90762788862881
305874,20200328,1,PM2.5,2.0
305880,20200328,2,PCA,-112.91052279154977
305880,20200328,2,PM2.5,2.0
305886,20200328,3,PCA,-113.9071333256656
305886,20200328,3,PM2.5,1.0
305892,20200328,4,PCA,-111.06256596930405
305892,20200328,4,PM2.5,2.0
305898,20200328,5,PCA,-100.2103401559361
305898,20200328,5,PM2.5,3.0
305904,20200328,6,PCA,-95.79269105445276
305904,20200328,6,PM2.5,1.0
305910,20200328,7,PCA,-92.4214635103667
305910,20200328,7,PM2.5,4.0
305916,20200328,8,PCA,-106.4954316071856
305916,20200328,8,PM2.5,2.0
305922,20200328,9,PCA,-109.28609333225698
305922,20200328,9,PM2.5,6.0
305928,20200328,10,PCA,-111.25552685801661
305928,20200328,10,PM2.5,2.0
305934,20200328,11,PCA,-103.19040810612894
305934,20200328,11,PM2.5,5.0
305940,20200328,12,PCA,-111.48826188825346
305940,20200328,12,PM2.5,3.0
305946,20200328,13,PCA,-110.3463309095714
305946,20200328,13,PM2.5,5.0
305952,20200328,14,PCA,-107.45235473114501
305952,20200328,14,PM2.5,9.0
305958,20200328,15,PCA,-104.94466277589305
305958,20200328,15,PM2.5,13.0
305964,20200328,16,PCA,-108.82925588231484
305964,20200328,16,PM2.5,6.0
305970,20200328,17,PCA,-105.92058486569755
305970,20200328,17,PM2.5,9.0
305976,20200328,18,PCA,-99.68517467002887
305976,20200328,18,PM2.5,13.0
305982,20200328,19,PCA,-95.89277236566983
305982,20200328,19,PM2.5,12.0
305988,20200328,20,PCA,-84.72719166474876
305988,20200328,20,PM2.5,13.0
305994,20200328,21,PCA,-83.91051185263848
305994,20200328,21,PM2.5,11.0
306000,20200328,22,PCA,-83.35424120148839
306000,20200328,22,PM2.5,13.0
306006,20200328,23,PCA,-82.3859129122936
306006,20200328,23,PM2.5,11.0
306012,20200329,0,PCA,-66.28863954583436
306012,20200329,0,PM2.5,27.0
306018,20200329,1,PCA,-63.76095451209178
306018,20200329,1,PM2.5,21.0
306024,20200329,2,PCA,-52.739674396437984
306024,20200329,2,PM2.5,32.0
306030,20200329,3,PCA,-56.93129639617476
306030,20200329,3,PM2.5,27.0
306036,20200329,4,PCA,-52.75423900347083
306036,20200329,4,PM2.5,33.0
306042,20200329,5,PCA,-52.033648552874375
306042,20200329,5,PM2.5,30.0
306048,20200329,6,PCA,-52.08092068321338
306048,20200329,6,PM2.5,27.0
306054,20200329,7,PCA,-62.06184055391285
306054,20200329,7,PM2.5,23.0
306060,20200329,8,PCA,-72.77342625881548
306060,20200329,8,PM2.5,15.0
306066,20200329,9,PCA,-63.64179480954993
306066,20200329,9,PM2.5,22.0
306072,20200329,10,PCA,-55.59250728527904
306072,20200329,10,PM2.5,33.0
306078,20200329,11,PCA,-74.68838165593644
306078,20200329,11,PM2.5,20.0
306084,20200329,12,PCA,-68.83877240750064
306084,20200329,12,PM2.5,30.0
306090,20200329,13,PCA,-71.862134811942
306090,20200329,13,PM2.5,33.0
306096,20200329,14,PCA,-75.13000618912034
306096,20200329,14,PM2.5,33.0
306102,20200329,15,PCA,-70.78232742067912
306102,20200329,15,PM2.5,35.0
306108,20200329,16,PCA,-69.2937727209928
306108,20200329,16,PM2.5,37.0
306114,20200329,17,PCA,-56.44289032578843
306114,20200329,17,PM2.5,45.0
306120,20200329,18,PCA,-44.978553231756514
306120,20200329,18,PM2.5,52.0
306126,20200329,19,PCA,-42.27019176796672
306126,20200329,19,PM2.5,52.0
306132,20200329,20,PCA,-34.447637829970496
306132,20200329,20,PM2.5,55.0
306138,20200329,21,PCA,-16.419715976269643
306138,20200329,21,PM2.5,65.0
306144,20200329,22,PCA,-18.62944482280291
306144,20200329,22,PM2.5,61.0
306150,20200329,23,PCA,-10.984066799472854
306150,20200329,23,PM2.5,64.0
306156,20200330,0,PCA,0.6732067653243541
306156,20200330,0,PM2.5,70.0
306162,20200330,1,PCA,-6.669524131587101
306162,20200330,1,PM2.5,66.0
306168,20200330,2,PCA,-29.951870968306622
306168,20200330,2,PM2.5,54.0
306174,20200330,3,PCA,-41.57977018254345
306174,20200330,3,PM2.5,49.0
306180,20200330,4,PCA,-52.789704351106174
306180,20200330,4,PM2.5,43.0
306186,20200330,5,PCA,-62.36974623892009
306186,20200330,5,PM2.5,36.0
306192,20200330,6,PCA,-64.62143936311193
306192,20200330,6,PM2.5,34.0
306198,20200330,7,PCA,-62.97092364700016
306198,20200330,7,PM2.5,33.0
306204,20200330,8,PCA,-44.00999388443481
306204,20200330,8,PM2.5,45.0
306210,20200330,9,PCA,-41.4541688081291
306210,20200330,9,PM2.5,48.0
306216,20200330,10,PCA,-43.11603929045768
306216,20200330,10,PM2.5,47.0
306222,20200330,11,PCA,-39.83728234463626
306222,20200330,11,PM2.5,51.0
306228,20200330,12,PCA,-41.932425096301266
306228,20200330,12,PM2.5,52.0
306234,20200330,13,PCA,-30.814107376795842
306234,20200330,13,PM2.5,61.0
306240,20200330,14,PCA,-34.92759063875591
306240,20200330,14,PM2.5,59.0
306246,20200330,15,PCA,-39.46950803520084
306246,20200330,15,PM2.5,56.0
306252,20200330,16,PCA,-36.50558547822209
306252,20200330,16,PM2.5,58.0
306258,20200330,17,PCA,-48.48467661653633
306258,20200330,17,PM2.5,50.0
306264,20200330,18,PCA,-54.240494422587375
306264,20200330,18,PM2.5,46.0
306270,20200330,19,PCA,-46.32260676403864
306270,20200330,19,PM2.5,50.0
306276,20200330,20,PCA,-38.354324385957916
306276,20200330,20,PM2.5,53.0
306282,20200330,21,PCA,-29.183379691442415
306282,20200330,21,PM2.5,57.0
306288,20200330,22,PCA,-25.686450284136853
306288,20200330,22,PM2.5,58.0
306294,20200330,23,PCA,-27.994121631686472
306294,20200330,23,PM2.5,55.0
306300,20200331,0,PCA,-54.76952747170056
306300,20200331,0,PM2.5,38.0
306306,20200331,1,PCA,-58.30709833106204
306306,20200331,1,PM2.5,36.0
306312,20200331,2,PCA,-40.87771937634034
306312,20200331,2,PM2.5,43.0
306318,20200331,3,PCA,-47.56526892678732
306318,20200331,3,PM2.5,44.0
306324,20200331,4,PCA,-39.13672590208679
306324,20200331,4,PM2.5,49.0
306330,20200331,5,PCA,-45.761315223850815
306330,20200331,5,PM2.5,45.0
306336,20200331,6,PCA,-48.3263975864626
306336,20200331,6,PM2.5,45.0
306342,20200331,7,PCA,-31.252522967146962
306342,20200331,7,PM2.5,54.0
306348,20200331,8,PCA,-29.985226658419542
306348,20200331,8,PM2.5,56.0
306354,20200331,9,PCA,-28.019664463585862
306354,20200331,9,PM2.5,58.0
306360,20200331,10,PCA,-26.718580119776263
306360,20200331,10,PM2.5,58.0
306366,20200331,11,PCA,-18.358006229898095
306366,20200331,11,PM2.5,62.0
306372,20200331,12,PCA,-6.132161043676353
306372,20200331,12,PM2.5,72.0
306378,20200331,13,PCA,-2.8997348850845266
306378,20200331,13,PM2.5,76.0
306384,20200331,14,PCA,-7.6434118574264565
306384,20200331,14,PM2.5,76.0
306390,20200331,15,PCA,-26.242299200468366
306390,20200331,15,PM2.5,65.0
306396,20200331,16,PCA,-22.673964976646285
306396,20200331,16,PM2.5,68.0
306402,20200331,17,PCA,-30.940888842501273
306402,20200331,17,PM2.5,62.0
306408,20200331,18,PCA,-49.06894542843049
306408,20200331,18,PM2.5,50.0
306414,20200331,19,PCA,-42.9924530169778
306414,20200331,19,PM2.5,52.0
306420,20200331,20,PCA,-29.37764181047844
306420,20200331,20,PM2.5,61.0
306426,20200331,21,PCA,-61.465068094529485
306426,20200331,21,PM2.5,39.0
306432,20200331,22,PCA,-77.23043776842044
306432,20200331,22,PM2.5,30.0
306438,20200331,23,PCA,-70.98302344224199
306438,20200331,23,PM2.5,34.0
306444,20200401,0,PCA,-104.63578810576139
306444,20200401,0,PM2.5,12.0
306450,20200401,1,PCA,-112.31178729119414
306450,20200401,1,PM2.5,2.0
306456,20200401,2,PCA,-112.83802586939396
306456,20200401,2,PM2.5,2.0
306462,20200401,3,PCA,-113.18570741366685
306462,20200401,3,PM2.5,2.0
306468,20200401,4,PCA,-115.2681128876548
306468,20200401,4,PM2.5,9.0
306474,20200401,5,PCA,-112.16109825534942
306474,20200401,5,PM2.5,4.0
306480,20200401,6,PCA,-109.9779361080786
306480,20200401,6,PM2.5,6.0
306486,20200401,7,PCA,-112.1239750777375
306486,20200401,7,PM2.5,2.0
306492,20200401,8,PCA,-111.91624788849003
306492,20200401,8,PM2.5,2.0
306498,20200401,9,PCA,-112.95265698207744
306498,20200401,9,PM2.5,1.0
306504,20200401,10,PCA,-112.61205911128411
306504,20200401,10,PM2.5,2.0
306510,20200401,11,PCA,-111.9425231408897
306510,20200401,11,PM2.5,2.0
306516,20200401,12,PCA,-111.62992389429795
306516,20200401,12,PM2.5,2.0
306522,20200401,13,PCA,-111.69105329464921
306522,20200401,13,PM2.5,1.0
306528,20200401,14,PCA,-111.12008780530817
306528,20200401,14,PM2.5,2.0
306534,20200401,15,PCA,-110.92360660387153
306534,20200401,15,PM2.5,2.0
306540,20200401,16,PCA,-108.55394183156461
306540,20200401,16,PM2.5,5.0
306546,20200401,17,PCA,-106.51190557043823
306546,20200401,17,PM2.5,8.0
306552,20200401,18,PCA,-101.78276419036655
306552,20200401,18,PM2.5,14.0
306558,20200401,19,PCA,-78.21955461378693
306558,20200401,19,PM2.5,9.0
306564,20200401,20,PCA,-65.41669952642536
306564,20200401,20,PM2.5,17.0
306570,20200401,21,PCA,-72.89469785187326
306570,20200401,21,PM2.5,25.0
306576,20200401,22,PCA,-82.87359467020109
306576,20200401,22,PM2.5,22.0
306582,20200401,23,PCA,-78.7383328965705
306582,20200401,23,PM2.5,22.0
306588,20200402,0,PCA,-76.02921532836193
306588,20200402,0,PM2.5,25.0
306594,20200402,1,PCA,-67.7747866951015
306594,20200402,1,PM2.5,25.0
306600,20200402,2,PCA,-66.12578226091237
306600,20200402,2,PM2.5,24.0
306606,20200402,3,PCA,-71.9300928731562
306606,20200402,3,PM2.5,26.0
306612,20200402,4,PCA,-79.87024225082077
306612,20200402,4,PM2.5,18.0
306618,20200402,5,PCA,-93.87802289641424
306618,20200402,5,PM2.5,15.0
306624,20200402,6,PCA,-103.45857971458555
306624,20200402,6,PM2.5,4.0
306630,20200402,7,PCA,-88.431452293781
306630,20200402,7,PM2.5,10.0
306636,20200402,8,PCA,-93.08312409771212
306636,20200402,8,PM2.5,15.0
306642,20200402,9,PCA,-107.68181002134597
306642,20200402,9,PM2.5,7.0
306648,20200402,10,PCA,-109.49532647902143
306648,20200402,10,PM2.5,6.0
306654,20200402,11,PCA,-109.60214223175379
306654,20200402,11,PM2.5,6.0
306660,20200402,12,PCA,-112.21482858086863
306660,20200402,12,PM2.5,2.0
306666,20200402,13,PCA,-112.31070585250318
306666,20200402,13,PM2.5,2.0
306672,20200402,14,PCA,-108.12486576396884
306672,20200402,14,PM2.5,7.0
306678,20200402,15,PCA,-111.84280758494461
306678,20200402,15,PM2.5,2.0
306684,20200402,16,PCA,-108.93885283011778
306684,20200402,16,PM2.5,5.0
306690,20200402,17,PCA,-108.8681850929747
306690,20200402,17,PM2.5,5.0
306696,20200402,18,PCA,-94.93181052988014
306696,20200402,18,PM2.5,2.0
306702,20200402,19,PCA,-87.12883424367423
306702,20200402,19,PM2.5,11.0
306708,20200402,20,PCA,-74.60846486619425
306708,20200402,20,PM2.5,19.0
306714,20200402,21,PCA,-72.28739128210898
306714,20200402,21,PM2.5,26.0
306720,20200402,22,PCA,-75.11436020019418
306720,20200402,22,PM2.5,25.0
306726,20200402,23,PCA,-65.63031442155754
306726,20200402,23,PM2.5,33.0
306732,20200403,0,PCA,-57.38015437929677
306732,20200403,0,PM2.5,30.0
306738,20200403,1,PCA,-48.46886109800381
306738,20200403,1,PM2.5,35.0
306744,20200403,2,PCA,-63.466784149613275
306744,20200403,2,PM2.5,27.0
306750,20200403,3,PCA,-59.27578755967971
306750,20200403,3,PM2.5,32.0
306756,20200403,4,PCA,-55.637512086997596
306756,20200403,4,PM2.5,33.0
306762,20200403,5,PCA,-66.7551058199576
306762,20200403,5,PM2.5,26.0
306768,20200403,6,PCA,-75.21368881224792
306768,20200403,6,PM2.5,19.0
306774,20200403,7,PCA,-89.59783756095453
306774,20200403,7,PM2.5,5.0
306780,20200403,8,PCA,-100.69103504757018
306780,20200403,8,PM2.5,5.0
306786,20200403,9,PCA,-100.54983927390438
306786,20200403,9,PM2.5,11.0
306792,20200403,10,PCA,-97.37021670804376
306792,20200403,10,PM2.5,5.0
306810,20200403,13,PCA,-110.73015303825154
306810,20200403,13,PM2.5,2.0
306816,20200403,14,PCA,-104.54439520779106
306816,20200403,14,PM2.5,9.0
306822,20200403,15,PCA,-106.26047836466543
306822,20200403,15,PM2.5,6.0
306828,20200403,16,PCA,-101.58163628729189
306828,20200403,16,PM2.5,12.0
306834,20200403,17,PCA,-107.6027374577629
306834,20200403,17,PM2.5,3.0
306840,20200403,18,PCA,-103.25548194216526
306840,20200403,18,PM2.5,9.0
306846,20200403,19,PCA,-101.59738684197518
306846,20200403,19,PM2.5,10.0
306852,20200403,20,PCA,-103.14577128651194
306852,20200403,20,PM2.5,9.0
306858,20200403,21,PCA,-98.1192207451807
306858,20200403,21,PM2.5,16.0
306864,20200403,22,PCA,-85.24802031455003
306864,20200403,22,PM2.5,21.0
306870,20200403,23,PCA,-84.67540916707176
306870,20200403,23,PM2.5,16.0
306876,20200404,0,PCA,-88.68716085693593
306876,20200404,0,PM2.5,21.0
306882,20200404,1,PCA,-108.83538011455462
306882,20200404,1,PM2.5,5.0
306888,20200404,2,PCA,-108.06366529623472
306888,20200404,2,PM2.5,6.0
306894,20200404,3,PCA,-106.14623622245482
306894,20200404,3,PM2.5,9.0
306900,20200404,4,PCA,-108.48201457765073
306900,20200404,4,PM2.5,6.0
306906,20200404,5,PCA,-108.34023886375586
306906,20200404,5,PM2.5,6.0
306912,20200404,6,PCA,-105.57225349367422
306912,20200404,6,PM2.5,10.0
306918,20200404,7,PCA,-106.14321898301527
306918,20200404,7,PM2.5,9.0
306924,20200404,8,PCA,-105.84689988911495
306924,20200404,8,PM2.5,9.0
306930,20200404,9,PCA,-97.12631583097588
306930,20200404,9,PM2.5,17.0
306936,20200404,10,PCA,-82.90568795237891
306936,20200404,10,PM2.5,25.0
306942,20200404,11,PCA,-81.33521702600109
306942,20200404,11,PM2.5,27.0
306948,20200404,12,PCA,-95.12625378042772
306948,20200404,12,PM2.5,25.0
306954,20200404,13,PCA,-89.69484214158778
306954,20200404,13,PM2.5,23.0
306960,20200404,14,PCA,12.845298356418454
306960,20200404,14,PM2.5,41.0
306966,20200404,15,PCA,-7.347202895330945
306966,20200404,15,PM2.5,38.0
306972,20200404,16,PCA,-16.14814305590601
306972,20200404,16,PM2.5,37.0
306978,20200404,17,PCA,-30.628372074000783
306978,20200404,17,PM2.5,26.0
306984,20200404,18,PCA,-37.3116613230489
306984,20200404,18,PM2.5,27.0
306990,20200404,19,PCA,-51.59157335713413
306990,20200404,19,PM2.5,16.0
306996,20200404,20,PCA,-54.945546427300066
306996,20200404,20,PM2.5,18.0
307002,20200404,21,PCA,-58.79166003213293
307002,20200404,21,PM2.5,18.0
307008,20200404,22,PCA,-61.717711201720505
307008,20200404,22,PM2.5,17.0
307014,20200404,23,PCA,-57.73025303047584
307014,20200404,23,PM2.5,21.0
307020,20200405,0,PCA,-62.00792382244401
307020,20200405,0,PM2.5,21.0
307026,20200405,1,PCA,-57.89788151622456
307026,20200405,1,PM2.5,24.0
307032,20200405,2,PCA,-55.61835803738138
307032,20200405,2,PM2.5,18.0
307038,20200405,3,PCA,-49.626190977862024
307038,20200405,3,PM2.5,26.0
307044,20200405,4,PCA,-43.41394291486219
307044,20200405,4,PM2.5,32.0
307050,20200405,5,PCA,-46.38202778617221
307050,20200405,5,PM2.5,29.0
307056,20200405,6,PCA,-43.50163901447595
307056,20200405,6,PM2.5,29.0
307062,20200405,7,PCA,-37.090706388421616
307062,20200405,7,PM2.5,39.0
307068,20200405,8,PCA,-41.57238025663467
307068,20200405,8,PM2.5,37.0
307074,20200405,9,PCA,-43.03866534256565
307074,20200405,9,PM2.5,39.0
307080,20200405,10,PCA,-52.07618540807615
307080,20200405,10,PM2.5,35.0
307086,20200405,11,PCA,-71.66086510237459
307086,20200405,11,PM2.5,20.0
307104,20200405,14,PCA,-67.55136965149971
307104,20200405,14,PM2.5,23.0
307110,20200405,15,PCA,-63.68200796662634
307110,20200405,15,PM2.5,26.0
307116,20200405,16,PCA,-73.30460841943977
307116,20200405,16,PM2.5,16.0
307122,20200405,17,PCA,-71.38601774746043
307122,20200405,17,PM2.5,21.0
307128,20200405,18,PCA,-71.21743928993408
307128,20200405,18,PM2.5,22.0
307134,20200405,19,PCA,-68.62394451973934
307134,20200405,19,PM2.5,25.0
307140,20200405,20,PCA,-68.92013134420142
307140,20200405,20,PM2.5,22.0
307146,20200405,21,PCA,-64.23888546599177
307146,20200405,21,PM2.5,22.0
307152,20200405,22,PCA,-57.619091763001705
307152,20200405,22,PM2.5,25.0
307158,20200405,23,PCA,-51.93895849487264
307158,20200405,23,PM2.5,23.0
307164,20200406,0,PCA,-43.52359849448676
307164,20200406,0,PM2.5,32.0
307170,20200406,1,PCA,-38.50894423217426
307170,20200406,1,PM2.5,35.0
307176,20200406,2,PCA,-33.57066026122367
307176,20200406,2,PM2.5,39.0
307182,20200406,3,PCA,-29.389704240572495
307182,20200406,3,PM2.5,38.0
307188,20200406,4,PCA,-9.850924186020599
307188,20200406,4,PM2.5,49.0
307194,20200406,5,PCA,1.8588375016590644
307194,20200406,5,PM2.5,65.0
307200,20200406,6,PCA,-23.150090017019853
307200,20200406,6,PM2.5,38.0
307206,20200406,7,PCA,2.952839091069694
307206,20200406,7,PM2.5,66.0
307212,20200406,8,PCA,2.5675837331990095
307212,20200406,8,PM2.5,68.0
307218,20200406,9,PCA,17.79731948528271
307218,20200406,9,PM2.5,80.0
307224,20200406,10,PCA,-0.6155133669713294
307224,20200406,10,PM2.5,70.0
307230,20200406,11,PCA,-35.20998007931122
307230,20200406,11,PM2.5,44.0
307236,20200406,12,PCA,-42.9142444661022
307236,20200406,12,PM2.5,42.0
307242,20200406,13,PCA,-49.294095824605776
307242,20200406,13,PM2.5,33.0
307248,20200406,14,PCA,-37.25809787541206
307248,20200406,14,PM2.5,48.0
307254,20200406,15,PCA,-19.99695584117563
307254,20200406,15,PM2.5,69.0
307260,20200406,16,PCA,-13.856667276180188
307260,20200406,16,PM2.5,73.0
307266,20200406,17,PCA,-22.141515309544957
307266,20200406,17,PM2.5,67.0
307272,20200406,18,PCA,-26.6316200830889
307272,20200406,18,PM2.5,61.0
307278,20200406,19,PCA,-14.526070977136335
307278,20200406,19,PM2.5,70.0
307284,20200406,20,PCA,11.617802549312785
307284,20200406,20,PM2.5,85.0
307290,20200406,21,PCA,29.256887134498218
307290,20200406,21,PM2.5,93.0
307296,20200406,22,PCA,26.35358220742176
307296,20200406,22,PM2.5,91.0
307302,20200406,23,PCA,76.40724337833417
307302,20200406,23,PM2.5,112.0
307308,20200407,0,PCA,71.26212019703183
307308,20200407,0,PM2.5,105.0
307314,20200407,1,PCA,56.97100087906039
307314,20200407,1,PM2.5,104.0
307320,20200407,2,PCA,59.779974167291776
307320,20200407,2,PM2.5,104.0
307326,20200407,3,PCA,49.48602434835014
307326,20200407,3,PM2.5,94.0
307332,20200407,4,PCA,34.0799884902461
307332,20200407,4,PM2.5,90.0
307338,20200407,5,PCA,2.2030445292470273
307338,20200407,5,PM2.5,74.0
307344,20200407,6,PCA,-47.83632730318128
307344,20200407,6,PM2.5,33.0
307350,20200407,7,PCA,-58.91657110099941
307350,20200407,7,PM2.5,19.0
307356,20200407,8,PCA,-67.65475279488987
307356,20200407,8,PM2.5,12.0
307362,20200407,9,PCA,-58.84352858948138
307362,20200407,9,PM2.5,15.0
307368,20200407,10,PCA,-35.31992361850185
307368,20200407,10,PM2.5,41.0
307374,20200407,11,PCA,-43.26385587798314
307374,20200407,11,PM2.5,36.0
307392,20200407,14,PCA,-89.78920023666022
307392,20200407,14,PM2.5,23.0
307398,20200407,15,PCA,-82.87719685334493
307398,20200407,15,PM2.5,28.0
307404,20200407,16,PCA,-65.94040814236111
307404,20200407,16,PM2.5,39.0
307410,20200407,17,PCA,-60.20057943709996
307410,20200407,17,PM2.5,42.0
307416,20200407,18,PCA,-45.76927321134827
307416,20200407,18,PM2.5,39.0
307422,20200407,19,PCA,-50.02697691759578
307422,20200407,19,PM2.5,34.0
307428,20200407,20,PCA,-59.01446273953972
307428,20200407,20,PM2.5,26.0
307434,20200407,21,PCA,-70.53992014179724
307434,20200407,21,PM2.5,22.0
307440,20200407,22,PCA,-71.85353610734842
307440,20200407,22,PM2.5,21.0
307446,20200407,23,PCA,-72.39230426900963
307446,20200407,23,PM2.5,17.0
307452,20200408,0,PCA,-66.45353107033144
307452,20200408,0,PM2.5,21.0
307458,20200408,1,PCA,-75.21572845642345
307458,20200408,1,PM2.5,17.0
307464,20200408,2,PCA,-71.46183288217846
307464,20200408,2,PM2.5,18.0
307470,20200408,3,PCA,-61.413002119955486
307470,20200408,3,PM2.5,22.0
307476,20200408,4,PCA,-62.49940576369992
307476,20200408,4,PM2.5,21.0
307482,20200408,5,PCA,-75.14544804643445
307482,20200408,5,PM2.5,13.0
307488,20200408,6,PCA,-73.48685071375375
307488,20200408,6,PM2.5,21.0
307494,20200408,7,PCA,-68.82761399868173
307494,20200408,7,PM2.5,24.0
307500,20200408,8,PCA,-69.996164589081
307500,20200408,8,PM2.5,24.0
307506,20200408,9,PCA,-84.29591066715089
307506,20200408,9,PM2.5,8.0
307512,20200408,10,PCA,-83.55774040836218
307512,20200408,10,PM2.5,7.0
307518,20200408,11,PCA,-76.42666704078233
307518,20200408,11,PM2.5,20.0
307524,20200408,12,PCA,-83.55254783835484
307524,20200408,12,PM2.5,19.0
307530,20200408,13,PCA,-87.78613207746999
307530,20200408,13,PM2.5,13.0
307536,20200408,14,PCA,-84.13705315807547
307536,20200408,14,PM2.5,17.0
307542,20200408,15,PCA,-85.54378422523597
307542,20200408,15,PM2.5,16.0
307548,20200408,16,PCA,-82.42252966199919
307548,20200408,16,PM2.5,16.0
307554,20200408,17,PCA,-82.532548287823
307554,20200408,17,PM2.5,13.0
307560,20200408,18,PCA,-69.94432012874934
307560,20200408,18,PM2.5,26.0
307566,20200408,19,PCA,-61.33705805833075
307566,20200408,19,PM2.5,29.0
307572,20200408,20,PCA,-63.54340418598383
307572,20200408,20,PM2.5,28.0
307578,20200408,21,PCA,-64.27382107770327
307578,20200408,21,PM2.5,23.0
307584,20200408,22,PCA,-61.899728988731084
307584,20200408,22,PM2.5,24.0
307590,20200408,23,PCA,-57.37057182721471
307590,20200408,23,PM2.5,24.0
307596,20200409,0,PCA,-63.877873216023424
307596,20200409,0,PM2.5,25.0
307602,20200409,1,PCA,-65.46080383834133
307602,20200409,1,PM2.5,26.0
307608,20200409,2,PCA,-64.9379719335115
307608,20200409,2,PM2.5,25.0
307614,20200409,3,PCA,-60.193589662429176
307614,20200409,3,PM2.5,29.0
307620,20200409,4,PCA,-65.0290492289775
307620,20200409,4,PM2.5,33.0
307626,20200409,5,PCA,-62.033514482736535
307626,20200409,5,PM2.5,38.0
307632,20200409,6,PCA,-66.49627249810948
307632,20200409,6,PM2.5,35.0
307638,20200409,7,PCA,-61.616776972048406
307638,20200409,7,PM2.5,39.0
307644,20200409,8,PCA,-72.83306082612944
307644,20200409,8,PM2.5,33.0
307650,20200409,9,PCA,-72.61332161173269
307650,20200409,9,PM2.5,33.0
307656,20200409,10,PCA,-85.39611577136242
307656,20200409,10,PM2.5,25.0
307662,20200409,11,PCA,-93.38188207734416
307662,20200409,11,PM2.5,22.0
307668,20200409,12,PCA,-81.73684868742572
307668,20200409,12,PM2.5,29.0
307674,20200409,13,PCA,-73.59184919587547
307674,20200409,13,PM2.5,34.0
