,date,hour,type,永乐店
187218,20171211,20,PCA,-101.55733344488674
187218,20171211,20,PM2.5,8.0
187224,20171211,21,PCA,-96.10891108256673
187224,20171211,21,PM2.5,13.0
187230,20171211,22,PCA,-86.57794437570738
187230,20171211,22,PM2.5,12.0
187236,20171211,23,PCA,-95.49569370872089
187236,20171211,23,PM2.5,11.0
187242,20171212,0,PCA,-114.7857989836143
187242,20171212,0,PM2.5,4.0
187248,20171212,1,PCA,-118.27812126663206
187248,20171212,1,PM2.5,4.0
187254,20171212,2,PCA,-122.19034548440307
187254,20171212,2,PM2.5,6.0
187260,20171212,3,PCA,-121.44302869064487
187260,20171212,3,PM2.5,5.0
187266,20171212,4,PCA,-116.21772355179152
187266,20171212,4,PM2.5,3.0
187272,20171212,5,PCA,-116.90159021723437
187272,20171212,5,PM2.5,4.0
187278,20171212,6,PCA,-103.84684256466298
187278,20171212,6,PM2.5,9.0
187284,20171212,7,PCA,-107.86495181030784
187284,20171212,7,PM2.5,3.0
187290,20171212,8,PCA,-103.8449781914368
187290,20171212,8,PM2.5,10.0
187296,20171212,9,PCA,-115.3463738317817
187296,20171212,9,PM2.5,5.0
187302,20171212,10,PCA,-120.83287924736229
187302,20171212,10,PM2.5,7.0
187308,20171212,11,PCA,-117.77109009929497
187308,20171212,11,PM2.5,11.0
187314,20171212,12,PCA,-104.95575414861611
187314,20171212,12,PM2.5,18.0
187332,20171212,15,PCA,213.49276990601732
187332,20171212,15,PM2.5,10.0
187338,20171212,16,PCA,-102.00958979828262
187338,20171212,16,PM2.5,19.0
187344,20171212,17,PCA,-81.21892392881749
187344,20171212,17,PM2.5,28.0
187350,20171212,18,PCA,-64.60509667441178
187350,20171212,18,PM2.5,35.0
187356,20171212,19,PCA,-62.66316222296479
187356,20171212,19,PM2.5,36.0
187362,20171212,20,PCA,-43.42318543392476
187362,20171212,20,PM2.5,48.0
187368,20171212,21,PCA,47.217680785127655
187368,20171212,21,PM2.5,106.0
187374,20171212,22,PCA,70.40836659655227
187374,20171212,22,PM2.5,121.0
187380,20171212,23,PCA,65.8937578200698
187380,20171212,23,PM2.5,118.0
187386,20171213,0,PCA,80.24098162906579
187386,20171213,0,PM2.5,126.0
187392,20171213,1,PCA,77.08719204644619
187392,20171213,1,PM2.5,125.0
187398,20171213,2,PCA,33.00273561883043
187398,20171213,2,PM2.5,98.0
187404,20171213,3,PCA,28.942697647453258
187404,20171213,3,PM2.5,96.0
187410,20171213,4,PCA,27.067770928960005
187410,20171213,4,PM2.5,94.0
187416,20171213,5,PCA,68.96906502539697
187416,20171213,5,PM2.5,86.0
187422,20171213,6,PCA,49.196810371281366
187422,20171213,6,PM2.5,77.0
187428,20171213,7,PCA,36.61000159915288
187428,20171213,7,PM2.5,75.0
187434,20171213,8,PCA,38.22838342616511
187434,20171213,8,PM2.5,73.0
187440,20171213,9,PCA,37.7824404896665
187440,20171213,9,PM2.5,83.0
187446,20171213,10,PCA,11.000231171989622
187446,20171213,10,PM2.5,63.0
187452,20171213,11,PCA,-58.48267002648122
187452,20171213,11,PM2.5,42.0
187458,20171213,12,PCA,-74.65541033851429
187458,20171213,12,PM2.5,34.0
187464,20171213,13,PCA,-81.58269751720468
187464,20171213,13,PM2.5,31.0
187470,20171213,14,PCA,-74.705088683537
187470,20171213,14,PM2.5,36.0
187476,20171213,15,PCA,-65.14299430104795
187476,20171213,15,PM2.5,42.0
187482,20171213,16,PCA,-56.02712868644861
187482,20171213,16,PM2.5,47.0
187488,20171213,17,PCA,-46.15537579673596
187488,20171213,17,PM2.5,49.0
187494,20171213,18,PCA,-10.231091095920394
187494,20171213,18,PM2.5,68.0
187500,20171213,19,PCA,28.00216104809886
187500,20171213,19,PM2.5,92.0
187506,20171213,20,PCA,2.634464582064004
187506,20171213,20,PM2.5,76.0
187512,20171213,21,PCA,6.317288168825855
187512,20171213,21,PM2.5,78.0
187518,20171213,22,PCA,28.6994598680665
187518,20171213,22,PM2.5,93.0
187524,20171213,23,PCA,32.14526345884242
187524,20171213,23,PM2.5,96.0
187530,20171214,0,PCA,17.090029537519648
187530,20171214,0,PM2.5,86.0
187536,20171214,1,PCA,44.15313339655898
187536,20171214,1,PM2.5,103.0
187542,20171214,2,PCA,43.091293522095285
187542,20171214,2,PM2.5,102.0
187548,20171214,3,PCA,50.44810526975883
187548,20171214,3,PM2.5,107.0
187554,20171214,4,PCA,61.37460923053389
187554,20171214,4,PM2.5,114.0
187560,20171214,5,PCA,62.561241189146834
187560,20171214,5,PM2.5,115.0
187566,20171214,6,PCA,84.48511671790739
187566,20171214,6,PM2.5,128.0
187572,20171214,7,PCA,107.84502825656993
187572,20171214,7,PM2.5,143.0
187578,20171214,8,PCA,124.40506249042394
187578,20171214,8,PM2.5,154.0
187584,20171214,9,PCA,141.71831078688132
187584,20171214,9,PM2.5,167.0
187590,20171214,10,PCA,112.87003818155428
187590,20171214,10,PM2.5,148.0
187596,20171214,11,PCA,84.02176557622732
187596,20171214,11,PM2.5,129.0
187602,20171214,12,PCA,44.83196251547088
187602,20171214,12,PM2.5,104.0
187608,20171214,13,PCA,17.455720943402063
187608,20171214,13,PM2.5,87.0
187614,20171214,14,PCA,8.78271945659248
187614,20171214,14,PM2.5,82.0
187620,20171214,15,PCA,10.980127576970384
187620,20171214,15,PM2.5,84.0
187626,20171214,16,PCA,15.353471895604182
187626,20171214,16,PM2.5,87.0
187632,20171214,17,PCA,28.223793269972436
187632,20171214,17,PM2.5,94.0
187638,20171214,18,PCA,50.28449516618476
187638,20171214,18,PM2.5,106.0
187644,20171214,19,PCA,57.283618631710794
187644,20171214,19,PM2.5,110.0
187650,20171214,20,PCA,80.4792387737464
187650,20171214,20,PM2.5,125.0
187656,20171214,21,PCA,71.11164446527502
187656,20171214,21,PM2.5,121.0
187662,20171214,22,PCA,64.18409572315718
187662,20171214,22,PM2.5,118.0
187668,20171214,23,PCA,65.38331044300267
187668,20171214,23,PM2.5,118.0
187674,20171215,0,PCA,84.25688180432043
187674,20171215,0,PM2.5,129.0
187680,20171215,1,PCA,93.38764672103059
187680,20171215,1,PM2.5,134.0
187686,20171215,2,PCA,115.50497658490073
187686,20171215,2,PM2.5,147.0
187692,20171215,3,PCA,116.50300135120598
187692,20171215,3,PM2.5,148.0
187698,20171215,4,PCA,124.7505145457389
187698,20171215,4,PM2.5,154.0
187704,20171215,5,PCA,135.99698466159083
187704,20171215,5,PM2.5,163.0
187710,20171215,6,PCA,151.31418342543765
187710,20171215,6,PM2.5,174.0
187716,20171215,7,PCA,162.37506459815899
187716,20171215,7,PM2.5,182.0
187722,20171215,8,PCA,151.61976563704587
187722,20171215,8,PM2.5,174.0
187728,20171215,9,PCA,26.389116386162073
187728,20171215,9,PM2.5,95.0
187734,20171215,10,PCA,-95.68618069171794
187734,20171215,10,PM2.5,23.0
187740,20171215,11,PCA,-120.92721644580915
187740,20171215,11,PM2.5,8.0
187746,20171215,12,PCA,-106.09912609103763
187746,20171215,12,PM2.5,21.0
187752,20171215,13,PCA,-109.65811850506284
187752,20171215,13,PM2.5,19.0
187758,20171215,14,PCA,-91.71776642341376
187758,20171215,14,PM2.5,21.0
187764,20171215,15,PCA,-110.92168884185888
187764,20171215,15,PM2.5,15.0
187770,20171215,16,PCA,-112.65225025357756
187770,20171215,16,PM2.5,17.0
187776,20171215,17,PCA,-114.21818705385812
187776,20171215,17,PM2.5,15.0
187782,20171215,18,PCA,-93.41831537079068
187782,20171215,18,PM2.5,27.0
187788,20171215,19,PCA,-81.36806020129724
187788,20171215,19,PM2.5,29.0
187794,20171215,20,PCA,-83.69866630659543
187794,20171215,20,PM2.5,24.0
187800,20171215,21,PCA,-92.88005737384856
187800,20171215,21,PM2.5,12.0
187806,20171215,22,PCA,-84.38174901895945
187806,20171215,22,PM2.5,20.0
187812,20171215,23,PCA,-65.14930467823167
187812,20171215,23,PM2.5,20.0
187818,20171216,0,PCA,-90.82783204123243
187818,20171216,0,PM2.5,15.0
187824,20171216,1,PCA,-91.63064725700869
187824,20171216,1,PM2.5,16.0
187830,20171216,2,PCA,-88.83719787160457
187830,20171216,2,PM2.5,15.0
187836,20171216,3,PCA,-100.73266389646552
187836,20171216,3,PM2.5,14.0
187842,20171216,4,PCA,-90.63262249070341
187842,20171216,4,PM2.5,17.0
187848,20171216,5,PCA,-71.42178674036788
187848,20171216,5,PM2.5,13.0
187854,20171216,6,PCA,-46.622561677165024
187854,20171216,6,PM2.5,17.0
187860,20171216,7,PCA,-77.80393745731843
187860,20171216,7,PM2.5,18.0
187866,20171216,8,PCA,-87.33844081958253
187866,20171216,8,PM2.5,16.0
187872,20171216,9,PCA,-81.6338707914216
187872,20171216,9,PM2.5,22.0
187878,20171216,10,PCA,-88.5124879901414
187878,20171216,10,PM2.5,17.0
187884,20171216,11,PCA,-96.42668567574665
187884,20171216,11,PM2.5,16.0
187890,20171216,12,PCA,-92.5028650215782
187890,20171216,12,PM2.5,27.0
187896,20171216,13,PCA,-105.82937216619828
187896,20171216,13,PM2.5,15.0
187902,20171216,14,PCA,-96.54444723084148
187902,20171216,14,PM2.5,16.0
187908,20171216,15,PCA,-87.70919059735814
187908,20171216,15,PM2.5,26.0
187914,20171216,16,PCA,-101.52734877575786
187914,20171216,16,PM2.5,15.0
187920,20171216,17,PCA,-107.3063782883862
187920,20171216,17,PM2.5,5.0
187926,20171216,18,PCA,-103.17561930380877
187926,20171216,18,PM2.5,19.0
187932,20171216,19,PCA,-91.6895134290597
187932,20171216,19,PM2.5,23.0
187938,20171216,20,PCA,-56.76100642605087
187938,20171216,20,PM2.5,41.0
187944,20171216,21,PCA,-52.62755909624956
187944,20171216,21,PM2.5,44.0
187950,20171216,22,PCA,-21.645885837510207
187950,20171216,22,PM2.5,62.0
187956,20171216,23,PCA,-61.40241696988232
187956,20171216,23,PM2.5,33.0
187962,20171217,0,PCA,-66.83658854335947
187962,20171217,0,PM2.5,29.0
187968,20171217,1,PCA,-25.711987685138098
187968,20171217,1,PM2.5,59.0
187974,20171217,2,PCA,-43.76423608921328
187974,20171217,2,PM2.5,47.0
187980,20171217,3,PCA,-27.962468528848994
187980,20171217,3,PM2.5,57.0
187986,20171217,4,PCA,-26.841573501219592
187986,20171217,4,PM2.5,58.0
187992,20171217,5,PCA,-30.965513768564335
187992,20171217,5,PM2.5,56.0
187998,20171217,6,PCA,-25.965458084825894
187998,20171217,6,PM2.5,59.0
188004,20171217,7,PCA,-28.522524637296645
188004,20171217,7,PM2.5,57.0
188010,20171217,8,PCA,-27.853358901527344
188010,20171217,8,PM2.5,58.0
188016,20171217,9,PCA,33.789267710875954
188016,20171217,9,PM2.5,99.0
188022,20171217,10,PCA,18.72681555658625
188022,20171217,10,PM2.5,91.0
188028,20171217,11,PCA,-3.2553108253737086
188028,20171217,11,PM2.5,79.0
188034,20171217,12,PCA,-22.35661458916511
188034,20171217,12,PM2.5,68.0
188040,20171217,13,PCA,-26.276879727864163
188040,20171217,13,PM2.5,67.0
188046,20171217,14,PCA,-66.8144388554338
188046,20171217,14,PM2.5,43.0
188052,20171217,15,PCA,-71.24452178635495
188052,20171217,15,PM2.5,41.0
188058,20171217,16,PCA,-48.00466198653291
188058,20171217,16,PM2.5,55.0
188064,20171217,17,PCA,-53.64045709228241
188064,20171217,17,PM2.5,50.0
188070,20171217,18,PCA,-53.15434057525151
188070,20171217,18,PM2.5,49.0
188076,20171217,19,PCA,-19.11372981021621
188076,20171217,19,PM2.5,70.0
188082,20171217,20,PCA,-44.72423573753144
188082,20171217,20,PM2.5,53.0
188088,20171217,21,PCA,-25.989624315964868
188088,20171217,21,PM2.5,63.0
188094,20171217,22,PCA,-41.84165973026924
188094,20171217,22,PM2.5,55.0
188100,20171217,23,PCA,11.213858637883163
188100,20171217,23,PM2.5,84.0
188106,20171218,0,PCA,29.29958742423794
188106,20171218,0,PM2.5,93.0
188112,20171218,1,PCA,47.95819569446678
188112,20171218,1,PM2.5,105.0
188118,20171218,2,PCA,52.026867004697124
188118,20171218,2,PM2.5,108.0
188124,20171218,3,PCA,44.466862034250255
188124,20171218,3,PM2.5,103.0
188130,20171218,4,PCA,42.74454147107821
188130,20171218,4,PM2.5,102.0
188136,20171218,5,PCA,-7.4485027091091816
188136,20171218,5,PM2.5,73.0
188142,20171218,6,PCA,-77.35247844764297
188142,20171218,6,PM2.5,28.0
188148,20171218,7,PCA,-79.50146815551834
188148,20171218,7,PM2.5,23.0
188154,20171218,8,PCA,-92.68755280086137
188154,20171218,8,PM2.5,15.0
188160,20171218,9,PCA,-96.32370967689575
188160,20171218,9,PM2.5,10.0
188166,20171218,10,PCA,-93.78109188537887
188166,20171218,10,PM2.5,14.0
188172,20171218,11,PCA,-91.23847409386202
188172,20171218,11,PM2.5,18.0
188178,20171218,12,PCA,-100.04523624530681
188178,20171218,12,PM2.5,13.0
188184,20171218,13,PCA,-106.88723862146351
188184,20171218,13,PM2.5,14.0
188190,20171218,14,PCA,-99.84523126018372
188190,20171218,14,PM2.5,15.0
188196,20171218,15,PCA,-100.3891607132895
188196,20171218,15,PM2.5,18.0
188202,20171218,16,PCA,-100.72069903680006
188202,20171218,16,PM2.5,14.0
188208,20171218,17,PCA,-92.62478005053352
188208,20171218,17,PM2.5,14.0
188214,20171218,18,PCA,-82.63035324511257
188214,20171218,18,PM2.5,17.0
188220,20171218,19,PCA,-78.95283045562762
188220,20171218,19,PM2.5,20.0
188226,20171218,20,PCA,-69.28371494626711
188226,20171218,20,PM2.5,14.0
188232,20171218,21,PCA,-96.33387302083298
188232,20171218,21,PM2.5,8.0
188238,20171218,22,PCA,-108.37706561149095
188238,20171218,22,PM2.5,3.0
188244,20171218,23,PCA,-112.9488429267707
188244,20171218,23,PM2.5,9.0
188250,20171219,0,PCA,-100.30553047750499
188250,20171219,0,PM2.5,19.0
188256,20171219,1,PCA,-88.56443622076496
188256,20171219,1,PM2.5,22.0
188262,20171219,2,PCA,-91.87655518542462
188262,20171219,2,PM2.5,22.0
188268,20171219,3,PCA,-98.89088663663645
188268,20171219,3,PM2.5,13.0
188274,20171219,4,PCA,-82.2028834311884
188274,20171219,4,PM2.5,25.0
188280,20171219,5,PCA,-90.89160049411336
188280,20171219,5,PM2.5,19.0
188286,20171219,6,PCA,-88.8258923195286
188286,20171219,6,PM2.5,21.0
188292,20171219,7,PCA,-87.32005303024434
188292,20171219,7,PM2.5,22.0
188298,20171219,8,PCA,-89.13042643191511
188298,20171219,8,PM2.5,21.0
188304,20171219,9,PCA,-57.03329783884019
188304,20171219,9,PM2.5,41.0
188310,20171219,10,PCA,-51.821936984258876
188310,20171219,10,PM2.5,48.0
188316,20171219,11,PCA,-66.92103781531237
188316,20171219,11,PM2.5,41.0
188322,20171219,12,PCA,-65.60850782230871
188322,20171219,12,PM2.5,37.0
188328,20171219,13,PCA,-62.865109529983016
188328,20171219,13,PM2.5,36.0
188334,20171219,14,PCA,-79.50164264140702
188334,20171219,14,PM2.5,30.5
188340,20171219,15,PCA,-96.138175752831
188340,20171219,15,PM2.5,25.0
188346,20171219,16,PCA,-54.74870900007261
188346,20171219,16,PM2.5,45.0
188352,20171219,17,PCA,-49.077371438945406
188352,20171219,17,PM2.5,45.0
188358,20171219,18,PCA,-33.5080118054931
188358,20171219,18,PM2.5,57.0
188364,20171219,19,PCA,-7.818016621403154
188364,20171219,19,PM2.5,67.0
188370,20171219,20,PCA,-21.944773233766607
188370,20171219,20,PM2.5,60.0
188376,20171219,21,PCA,-31.279603070042
188376,20171219,21,PM2.5,58.0
188382,20171219,22,PCA,-6.352408764100472
188382,20171219,22,PM2.5,72.0
188388,20171219,23,PCA,6.82645900253168
188388,20171219,23,PM2.5,80.0
188394,20171220,0,PCA,2.4842602758821015
188394,20171220,0,PM2.5,77.0
188400,20171220,1,PCA,15.053011718519514
188400,20171220,1,PM2.5,85.0
188406,20171220,2,PCA,-7.4316844844853795
188406,20171220,2,PM2.5,71.0
188412,20171220,3,PCA,-6.616236153524837
188412,20171220,3,PM2.5,71.0
188418,20171220,4,PCA,-26.47990031710135
188418,20171220,4,PM2.5,57.0
188424,20171220,5,PCA,-44.16147586410608
188424,20171220,5,PM2.5,43.0
188430,20171220,6,PCA,-75.66228540012091
188430,20171220,6,PM2.5,20.0
188436,20171220,7,PCA,-9.586955568172469
188436,20171220,7,PM2.5,68.0
188442,20171220,8,PCA,-60.14891617433257
188442,20171220,8,PM2.5,33.0
188448,20171220,9,PCA,-46.510614923367946
188448,20171220,9,PM2.5,46.0
188454,20171220,10,PCA,-67.84405326005508
188454,20171220,10,PM2.5,30.0
188460,20171220,11,PCA,-101.75906824561152
188460,20171220,11,PM2.5,6.0
188466,20171220,12,PCA,-109.00446294754377
188466,20171220,12,PM2.5,3.0
188472,20171220,13,PCA,-122.75874627022003
188472,20171220,13,PM2.5,3.0
188478,20171220,14,PCA,-119.3595830330389
188478,20171220,14,PM2.5,9.0
188484,20171220,15,PCA,-122.8765078253148
188484,20171220,15,PM2.5,3.0
188490,20171220,16,PCA,-120.30510329619204
188490,20171220,16,PM2.5,6.0
188496,20171220,17,PCA,-119.29867465593728
188496,20171220,17,PM2.5,7.0
188502,20171220,18,PCA,-99.32369975844809
188502,20171220,18,PM2.5,9.0
188508,20171220,19,PCA,-85.5650225437335
188508,20171220,19,PM2.5,20.0
188514,20171220,20,PCA,-62.69224980418953
188514,20171220,20,PM2.5,32.0
188520,20171220,21,PCA,-54.878124767456015
188520,20171220,21,PM2.5,40.0
188526,20171220,22,PCA,-26.271688956975442
188526,20171220,22,PM2.5,56.0
188532,20171220,23,PCA,-38.283273110776626
188532,20171220,23,PM2.5,51.0
188538,20171221,0,PCA,-31.300913320587668
188538,20171221,0,PM2.5,54.0
188544,20171221,1,PCA,-3.123857775164182
188544,20171221,1,PM2.5,72.0
188550,20171221,2,PCA,13.054163258402872
188550,20171221,2,PM2.5,82.0
188556,20171221,3,PCA,11.88005999250112
188556,20171221,3,PM2.5,82.0
188562,20171221,4,PCA,31.23215891664871
188562,20171221,4,PM2.5,95.0
188568,20171221,5,PCA,61.0688197245153
188568,20171221,5,PM2.5,114.0
188574,20171221,6,PCA,61.84542888632176
188574,20171221,6,PM2.5,115.0
188580,20171221,7,PCA,55.73325615121515
188580,20171221,7,PM2.5,111.0
188586,20171221,8,PCA,45.01090632463597
188586,20171221,8,PM2.5,104.0
188592,20171221,9,PCA,65.7953479918345
188592,20171221,9,PM2.5,117.0
188616,20171221,13,PCA,132.20553122157708
188616,20171221,13,PM2.5,157.0
188622,20171221,14,PCA,72.71506247896646
188622,20171221,14,PM2.5,122.0
188628,20171221,17,PCA,122.6310951690283
188628,20171221,17,PM2.5,147.0
188634,20171221,18,PCA,173.08623241053624
188634,20171221,18,PM2.5,177.0
188640,20171221,19,PCA,187.27576718112664
188640,20171221,19,PM2.5,187.0
188646,20171221,20,PCA,228.45597980581215
188646,20171221,20,PM2.5,215.0
188652,20171221,21,PCA,239.9591401235482
188652,20171221,21,PM2.5,224.0
188658,20171221,22,PCA,236.7732119390081
188658,20171221,22,PM2.5,224.0
188664,20171221,23,PCA,268.08386554143783
188664,20171221,23,PM2.5,244.0
188670,20171222,0,PCA,267.5187764317878
188670,20171222,0,PM2.5,246.0
188676,20171222,1,PCA,250.53918598153808
188676,20171222,1,PM2.5,234.0
188682,20171222,2,PCA,267.9055012599373
188682,20171222,2,PM2.5,248.0
188688,20171222,3,PCA,244.09496497217776
188688,20171222,3,PM2.5,232.0
188694,20171222,4,PCA,257.868939921626
188694,20171222,4,PM2.5,240.0
188700,20171222,5,PCA,274.0605607231811
188700,20171222,5,PM2.5,250.0
188706,20171222,6,PCA,271.3124165303741
188706,20171222,6,PM2.5,244.0
188712,20171222,7,PCA,222.16017050887865
188712,20171222,7,PM2.5,212.0
188718,20171222,8,PCA,151.88455086732466
188718,20171222,8,PM2.5,162.0
188724,20171222,9,PCA,101.15449104625775
188724,20171222,9,PM2.5,133.0
188730,20171222,10,PCA,-39.95466224238506
188730,20171222,10,PM2.5,48.0
188736,20171222,11,PCA,-71.89756370474713
188736,20171222,11,PM2.5,27.0
188742,20171222,12,PCA,-79.16529844358053
188742,20171222,12,PM2.5,21.0
188748,20171222,13,PCA,-69.1696175308547
188748,20171222,13,PM2.5,27.0
188754,20171222,14,PCA,-93.60631806004493
188754,20171222,14,PM2.5,13.0
188760,20171222,15,PCA,-101.48152693260984
188760,20171222,15,PM2.5,18.0
188766,20171222,16,PCA,-108.38808154247758
188766,20171222,16,PM2.5,7.0
188772,20171222,17,PCA,-103.12282667917135
188772,20171222,17,PM2.5,11.0
188778,20171222,18,PCA,-74.77746832582513
188778,20171222,18,PM2.5,19.0
188784,20171222,19,PCA,17.80654306787804
188784,20171222,19,PM2.5,85.0
188790,20171222,20,PCA,-9.090230573946451
188790,20171222,20,PM2.5,67.0
188796,20171222,21,PCA,-35.987004215770945
188796,20171222,21,PM2.5,49.0
188802,20171222,22,PCA,-40.73765584822033
188802,20171222,22,PM2.5,47.0
188808,20171222,23,PCA,-42.92792766281469
188808,20171222,23,PM2.5,43.0
188814,20171223,0,PCA,-37.97921922519996
188814,20171223,0,PM2.5,47.0
188820,20171223,1,PCA,-36.188705960657074
188820,20171223,1,PM2.5,44.0
188826,20171223,2,PCA,-40.157023177759626
188826,20171223,2,PM2.5,44.0
188832,20171223,3,PCA,-23.575405503663323
188832,20171223,3,PM2.5,53.0
188838,20171223,4,PCA,-15.511559429435929
188838,20171223,4,PM2.5,58.0
188844,20171223,5,PCA,-38.614838340114076
188844,20171223,5,PM2.5,47.0
188850,20171223,6,PCA,-30.427161093150005
188850,20171223,6,PM2.5,52.0
188856,20171223,7,PCA,-13.492930723857695
188856,20171223,7,PM2.5,64.0
188862,20171223,8,PCA,-12.986077112291262
188862,20171223,8,PM2.5,64.0
188868,20171223,9,PCA,44.10325903941245
188868,20171223,9,PM2.5,101.0
188874,20171223,10,PCA,85.5750945976922
188874,20171223,10,PM2.5,127.0
188880,20171223,11,PCA,104.81693967502366
188880,20171223,11,PM2.5,138.0
188886,20171223,12,PCA,89.01432812926623
188886,20171223,12,PM2.5,129.0
188892,20171223,13,PCA,47.22428521290228
188892,20171223,13,PM2.5,106.0
188898,20171223,14,PCA,8.51645121386296
188898,20171223,14,PM2.5,82.0
188904,20171223,15,PCA,-7.023329533979734
188904,20171223,15,PM2.5,72.0
188910,20171223,16,PCA,2.246464746118768
188910,20171223,16,PM2.5,77.0
188916,20171223,17,PCA,27.550617614639318
188916,20171223,17,PM2.5,90.0
188922,20171223,18,PCA,36.0409071511648
188922,20171223,18,PM2.5,95.0
188928,20171223,19,PCA,24.221650147147013
188928,20171223,19,PM2.5,87.0
188934,20171223,20,PCA,43.79829729018056
188934,20171223,20,PM2.5,100.0
188940,20171223,21,PCA,55.123364890282474
188940,20171223,21,PM2.5,108.0
188946,20171223,22,PCA,60.628216847822884
188946,20171223,22,PM2.5,112.0
188952,20171223,23,PCA,58.1950240538279
188952,20171223,23,PM2.5,110.0
188958,20171224,0,PCA,38.94723019993919
188958,20171224,0,PM2.5,98.0
188964,20171224,1,PCA,15.077643146149045
188964,20171224,1,PM2.5,83.0
188970,20171224,2,PCA,38.38730386503977
188970,20171224,2,PM2.5,98.0
188976,20171224,3,PCA,14.460583480909039
188976,20171224,3,PM2.5,83.0
