,date,hour,type,古城
280992,20191007,1,PCA,-16.96187861613683
280992,20191007,1,PM2.5,54.0
280998,20191007,2,PCA,-23.34822432081834
280998,20191007,2,PM2.5,50.0
281004,20191007,3,PCA,-24.002222966448667
281004,20191007,3,PM2.5,50.0
281010,20191007,4,PCA,-25.09222070916588
281010,20191007,4,PM2.5,50.0
281016,20191007,5,PCA,-37.089450960911726
281016,20191007,5,PM2.5,44.0
281022,20191007,6,PCA,-68.34476177853995
281022,20191007,6,PM2.5,25.0
281028,20191007,7,PCA,-65.67843187899453
281028,20191007,7,PM2.5,27.0
281034,20191007,8,PCA,-71.27779936144252
281034,20191007,8,PM2.5,24.0
281040,20191007,9,PCA,-49.97296521613603
281040,20191007,9,PM2.5,37.0
281046,20191007,10,PCA,-48.53787804528393
281046,20191007,10,PM2.5,39.0
281052,20191007,11,PCA,-47.6117274736048
281052,20191007,11,PM2.5,43.0
281058,20191007,12,PCA,-47.6508062208397
281058,20191007,12,PM2.5,45.0
281076,20191007,15,PCA,-62.95570604811117
281076,20191007,15,PM2.5,34.0
281082,20191007,16,PCA,-54.54388537472934
281082,20191007,16,PM2.5,39.0
281088,20191007,17,PCA,-43.13866957100056
281088,20191007,17,PM2.5,46.0
281094,20191007,18,PCA,-55.36717543408939
281094,20191007,18,PM2.5,38.0
281100,20191007,19,PCA,-51.177694809342334
281100,20191007,19,PM2.5,38.0
281106,20191007,20,PCA,-33.3081079649909
281106,20191007,20,PM2.5,46.0
281112,20191007,21,PCA,-26.09420934359215
281112,20191007,21,PM2.5,46.0
281118,20191007,22,PCA,-27.723250352669854
281118,20191007,22,PM2.5,45.0
281124,20191007,23,PCA,-38.14014661709899
281124,20191007,23,PM2.5,38.0
281130,20191008,0,PCA,-65.44179176149554
281130,20191008,0,PM2.5,27.0
281136,20191008,1,PCA,-98.47168403075531
281136,20191008,1,PM2.5,5.0
281142,20191008,2,PCA,-96.72550682919203
281142,20191008,2,PM2.5,3.0
281148,20191008,3,PCA,-102.92225820109597
281148,20191008,3,PM2.5,3.0
281154,20191008,4,PCA,-89.93745437153989
281154,20191008,4,PM2.5,5.0
281160,20191008,5,PCA,-103.72638250064472
281160,20191008,5,PM2.5,3.0
281166,20191008,6,PCA,-102.90960068705445
281166,20191008,6,PM2.5,4.0
281172,20191008,7,PCA,-104.51986896864798
281172,20191008,7,PM2.5,2.0
281178,20191008,8,PCA,-95.12961935989969
281178,20191008,8,PM2.5,4.0
281184,20191008,9,PCA,-98.07235410319863
281184,20191008,9,PM2.5,6.0
281190,20191008,10,PCA,-92.52045837957556
281190,20191008,10,PM2.5,5.0
281196,20191008,11,PCA,-104.17783958679968
281196,20191008,11,PM2.5,6.0
281202,20191008,12,PCA,-101.23774124017477
281202,20191008,12,PM2.5,5.0
281208,20191008,13,PCA,-102.06578219221566
281208,20191008,13,PM2.5,7.0
281214,20191008,14,PCA,-102.93153335697404
281214,20191008,14,PM2.5,5.0
281220,20191008,15,PCA,-102.90674022955814
281220,20191008,15,PM2.5,6.0
281226,20191008,16,PCA,-101.94295424641432
281226,20191008,16,PM2.5,7.0
281232,20191008,17,PCA,-90.41328239110676
281232,20191008,17,PM2.5,10.0
281238,20191008,18,PCA,-74.83516372349118
281238,20191008,18,PM2.5,12.0
281244,20191008,19,PCA,-73.21949359072387
281244,20191008,19,PM2.5,15.0
281250,20191008,20,PCA,-65.1800585979855
281250,20191008,20,PM2.5,14.0
281256,20191008,21,PCA,-57.28398420028279
281256,20191008,21,PM2.5,18.0
281262,20191008,22,PCA,-59.952819983067876
281262,20191008,22,PM2.5,16.0
281268,20191008,23,PCA,-69.0613286820563
281268,20191008,23,PM2.5,14.0
281274,20191009,0,PCA,-76.33444459095993
281274,20191009,0,PM2.5,11.0
281280,20191009,1,PCA,-81.16323251139166
281280,20191009,1,PM2.5,10.0
281286,20191009,2,PCA,-70.16535101772381
281286,20191009,2,PM2.5,15.0
281292,20191009,3,PCA,-74.47663274072619
281292,20191009,3,PM2.5,11.0
281298,20191009,4,PCA,-77.95109041540321
281298,20191009,4,PM2.5,12.0
281304,20191009,5,PCA,-79.06425463536745
281304,20191009,5,PM2.5,11.0
281310,20191009,6,PCA,-65.99843411996822
281310,20191009,6,PM2.5,19.0
281316,20191009,7,PCA,-74.7002624150213
281316,20191009,7,PM2.5,14.0
281322,20191009,8,PCA,-65.51587674144204
281322,20191009,8,PM2.5,16.0
281328,20191009,9,PCA,-64.65051566137808
281328,20191009,9,PM2.5,17.0
281334,20191009,10,PCA,-79.82582282652135
281334,20191009,10,PM2.5,12.0
281340,20191009,11,PCA,-73.07359692881911
281340,20191009,11,PM2.5,19.0
281346,20191009,12,PCA,-70.17381437079273
281346,20191009,12,PM2.5,20.0
281352,20191009,13,PCA,-52.158220853271295
281352,20191009,13,PM2.5,37.0
281358,20191009,14,PCA,-45.70188951610501
281358,20191009,14,PM2.5,42.0
281364,20191009,15,PCA,-37.43489365466956
281364,20191009,15,PM2.5,49.0
281370,20191009,16,PCA,-27.916545875433275
281370,20191009,16,PM2.5,56.0
281376,20191009,17,PCA,-21.437125962975653
281376,20191009,17,PM2.5,59.0
281382,20191009,18,PCA,-16.165244602794715
281382,20191009,18,PM2.5,60.0
281388,20191009,19,PCA,-9.260123382918644
281388,20191009,19,PM2.5,62.0
281394,20191009,20,PCA,-2.487497765007535
281394,20191009,20,PM2.5,67.0
281400,20191009,21,PCA,-37.558075005522376
281400,20191009,21,PM2.5,46.0
281406,20191009,22,PCA,-57.55704185375476
281406,20191009,22,PM2.5,25.0
281412,20191009,23,PCA,-67.28694677708447
281412,20191009,23,PM2.5,19.0
281418,20191010,0,PCA,-75.41764765812576
281418,20191010,0,PM2.5,20.0
281424,20191010,1,PCA,-73.58309985679696
281424,20191010,1,PM2.5,26.0
281430,20191010,2,PCA,-61.89119735148199
281430,20191010,2,PM2.5,32.0
281436,20191010,3,PCA,-55.72373042841474
281436,20191010,3,PM2.5,36.0
281442,20191010,4,PCA,-41.54136187927924
281442,20191010,4,PM2.5,44.0
281448,20191010,5,PCA,-42.19536052490957
281448,20191010,5,PM2.5,44.0
281454,20191010,6,PCA,-42.08717407572226
281454,20191010,6,PM2.5,44.0
281460,20191010,7,PCA,-38.11447353508507
281460,20191010,7,PM2.5,46.0
281466,20191010,8,PCA,-35.222627739815614
281466,20191010,8,PM2.5,47.0
281472,20191010,9,PCA,-29.1162657812908
281472,20191010,9,PM2.5,50.0
281478,20191010,10,PCA,-25.614249524698153
281478,20191010,10,PM2.5,52.0
281484,20191010,11,PCA,-28.723215635440248
281484,20191010,11,PM2.5,51.0
281490,20191010,12,PCA,-17.967997759906016
281490,20191010,12,PM2.5,58.0
281496,20191010,13,PCA,-8.734644190767339
281496,20191010,13,PM2.5,65.0
281502,20191010,14,PCA,-5.603651862717716
281502,20191010,14,PM2.5,69.0
281508,20191010,15,PCA,-14.702529718518692
281508,20191010,15,PM2.5,64.0
281514,20191010,16,PCA,-23.541468821045036
281514,20191010,16,PM2.5,59.0
281520,20191010,17,PCA,-24.692571528304676
281520,20191010,17,PM2.5,58.0
281526,20191010,18,PCA,-19.344131617754606
281526,20191010,18,PM2.5,60.0
281532,20191010,19,PCA,-23.95003858352769
281532,20191010,19,PM2.5,55.0
281538,20191010,20,PCA,-28.92745456553475
281538,20191010,20,PM2.5,51.0
281544,20191010,21,PCA,-26.803683562094644
281544,20191010,21,PM2.5,53.0
281550,20191010,22,PCA,-26.369311115176618
281550,20191010,22,PM2.5,53.0
281556,20191010,23,PCA,13.610638065915088
281556,20191010,23,PM2.5,72.0
281562,20191011,0,PCA,15.345491456913168
281562,20191011,0,PM2.5,73.0
281568,20191011,1,PCA,21.354778490226103
281568,20191011,1,PM2.5,77.0
281574,20191011,2,PCA,18.08444338561739
281574,20191011,2,PM2.5,75.0
281580,20191011,3,PCA,14.474240679837465
281580,20191011,3,PM2.5,73.0
281586,20191011,4,PCA,17.272802738888
281586,20191011,4,PM2.5,76.0
281592,20191011,5,PCA,12.353855324749379
281592,20191011,5,PM2.5,74.0
281598,20191011,6,PCA,10.330754423315975
281598,20191011,6,PM2.5,73.0
281604,20191011,7,PCA,10.112754874772541
281604,20191011,7,PM2.5,73.0
281610,20191011,8,PCA,7.834463354598329
281610,20191011,8,PM2.5,72.0
281616,20191011,9,PCA,8.925208514413596
281616,20191011,9,PM2.5,72.0
281622,20191011,10,PCA,-21.016803883578365
281622,20191011,10,PM2.5,52.0
281628,20191011,11,PCA,-53.100254093787754
281628,20191011,11,PM2.5,29.0
281634,20191011,12,PCA,-57.70858498015936
281634,20191011,12,PM2.5,25.0
281640,20191011,13,PCA,-67.66659151590628
281640,20191011,13,PM2.5,20.0
281646,20191011,14,PCA,-67.74983722320248
281646,20191011,14,PM2.5,17.0
281652,20191011,15,PCA,-83.12292279099681
281652,20191011,15,PM2.5,18.0
281676,20191011,19,PCA,-41.2790121910768
281676,20191011,19,PM2.5,24.0
281682,20191011,20,PCA,-33.41315132861322
281682,20191011,20,PM2.5,33.0
281688,20191011,21,PCA,-36.41352380443274
281688,20191011,21,PM2.5,30.0
281694,20191011,22,PCA,-31.096773706668397
281694,20191011,22,PM2.5,30.0
281700,20191011,23,PCA,-39.05619662274611
281700,20191011,23,PM2.5,24.0
281706,20191012,0,PCA,-38.67290802300302
281706,20191012,0,PM2.5,25.0
281712,20191012,1,PCA,-43.72795925625682
281712,20191012,1,PM2.5,25.0
281718,20191012,2,PCA,-44.88340567046204
281718,20191012,2,PM2.5,25.0
281724,20191012,3,PCA,-42.84553275898027
281724,20191012,3,PM2.5,25.0
281730,20191012,4,PCA,-48.79174794621911
281730,20191012,4,PM2.5,24.0
281736,20191012,5,PCA,-44.44665915627711
281736,20191012,5,PM2.5,25.0
281742,20191012,6,PCA,-42.57332787889696
281742,20191012,6,PM2.5,24.0
281748,20191012,7,PCA,-44.44516432208101
281748,20191012,7,PM2.5,25.0
281754,20191012,8,PCA,-41.20273078889777
281754,20191012,8,PM2.5,25.0
281760,20191012,9,PCA,-47.00784749158292
281760,20191012,9,PM2.5,25.0
281766,20191012,10,PCA,-72.50278043142312
281766,20191012,10,PM2.5,19.0
281772,20191012,11,PCA,-76.34866665171707
281772,20191012,11,PM2.5,17.0
281778,20191012,12,PCA,-60.84392018850536
281778,20191012,12,PM2.5,22.0
281784,20191012,13,PCA,-67.48003819687662
281784,20191012,13,PM2.5,20.0
281790,20191012,14,PCA,-61.613751857534396
281790,20191012,14,PM2.5,21.0
281796,20191012,15,PCA,-51.73093907550568
281796,20191012,15,PM2.5,27.0
281802,20191012,16,PCA,-45.72726478050004
281802,20191012,16,PM2.5,28.0
281808,20191012,17,PCA,-39.45411617843245
281808,20191012,17,PM2.5,29.0
281814,20191012,18,PCA,-35.24973448581129
281814,20191012,18,PM2.5,31.0
281820,20191012,19,PCA,-36.19455008417848
281820,20191012,19,PM2.5,28.0
281826,20191012,20,PCA,-35.77880598430561
281826,20191012,20,PM2.5,27.0
281832,20191012,21,PCA,-37.99748785002269
281832,20191012,21,PM2.5,26.0
281838,20191012,22,PCA,-37.16905826889598
281838,20191012,22,PM2.5,29.0
281844,20191012,23,PCA,-38.27226328546027
281844,20191012,23,PM2.5,27.0
281850,20191013,0,PCA,-42.77453849304307
281850,20191013,0,PM2.5,28.0
281856,20191013,1,PCA,-43.93418328197658
281856,20191013,1,PM2.5,29.0
281862,20191013,2,PCA,-41.85139453772681
281862,20191013,2,PM2.5,30.0
281868,20191013,3,PCA,-36.97206065877545
281868,20191013,3,PM2.5,29.0
281874,20191013,4,PCA,-29.237536924243724
281874,20191013,4,PM2.5,33.0
281880,20191013,5,PCA,-12.784918050414479
281880,20191013,5,PM2.5,41.0
281886,20191013,6,PCA,-14.590019403304447
281886,20191013,6,PM2.5,40.0
281892,20191013,7,PCA,-14.938429562038703
281892,20191013,7,PM2.5,41.0
281898,20191013,8,PCA,-25.657206542620674
281898,20191013,8,PM2.5,37.0
281904,20191013,9,PCA,-32.810696650190685
281904,20191013,9,PM2.5,34.0
281910,20191013,10,PCA,-42.35946362190907
281910,20191013,10,PM2.5,27.0
281916,20191013,11,PCA,-53.15195303825771
281916,20191013,11,PM2.5,24.0
281922,20191013,12,PCA,-61.86897356944981
281922,20191013,12,PM2.5,23.0
281928,20191013,13,PCA,-70.51565015603401
281928,20191013,13,PM2.5,17.0
281934,20191013,14,PCA,-63.09514256154384
281934,20191013,14,PM2.5,28.0
281940,20191013,15,PCA,-76.55977110383259
281940,20191013,15,PM2.5,20.0
281946,20191013,16,PCA,-75.70029991026603
281946,20191013,16,PM2.5,18.0
281952,20191013,17,PCA,-61.90109090304788
281952,20191013,17,PM2.5,28.0
281958,20191013,18,PCA,-65.4410456469359
281958,20191013,18,PM2.5,26.0
281964,20191013,19,PCA,-71.6117658703409
281964,20191013,19,PM2.5,22.0
281970,20191013,20,PCA,-62.83162186131549
281970,20191013,20,PM2.5,27.0
281976,20191013,21,PCA,-67.26748869372238
281976,20191013,21,PM2.5,24.0
281982,20191013,22,PCA,-72.19632816740283
281982,20191013,22,PM2.5,23.0
281988,20191013,23,PCA,-90.04648856763018
281988,20191013,23,PM2.5,15.0
281994,20191014,0,PCA,-106.18196962756728
281994,20191014,0,PM2.5,4.0
282000,20191014,1,PCA,-106.37517604869483
282000,20191014,1,PM2.5,5.0
282006,20191014,2,PCA,-89.25745795284308
282006,20191014,2,PM2.5,7.0
282012,20191014,3,PCA,-86.49318988300304
282012,20191014,3,PM2.5,8.0
282018,20191014,4,PCA,-92.003405973155
282018,20191014,4,PM2.5,7.0
282024,20191014,5,PCA,-92.64425925890582
282024,20191014,5,PM2.5,6.0
282030,20191014,6,PCA,-88.05712521010256
282030,20191014,6,PM2.5,8.0
282036,20191014,7,PCA,-87.28342416372135
282036,20191014,7,PM2.5,10.0
282042,20191014,8,PCA,-67.23818733333052
282042,20191014,8,PM2.5,13.0
282048,20191014,9,PCA,-86.0334585608755
282048,20191014,9,PM2.5,10.0
282054,20191014,10,PCA,-90.32847325014767
282054,20191014,10,PM2.5,9.0
282060,20191014,11,PCA,-106.76632287207559
282060,20191014,11,PM2.5,3.0
282066,20191014,12,PCA,-103.64029115463528
282066,20191014,12,PM2.5,7.0
282102,20191014,18,PCA,-80.61999489457288
282102,20191014,18,PM2.5,21.0
282108,20191014,19,PCA,-67.08436840463285
282108,20191014,19,PM2.5,22.0
282114,20191014,20,PCA,-51.664510286874325
282114,20191014,20,PM2.5,24.0
282120,20191014,21,PCA,-55.747771343965745
282120,20191014,21,PM2.5,22.0
282126,20191014,22,PCA,-33.09779742440991
282126,20191014,22,PM2.5,28.0
282132,20191014,23,PCA,-72.3891091887015
282132,20191014,23,PM2.5,16.0
282138,20191015,0,PCA,-62.494727016981315
282138,20191015,0,PM2.5,20.0
282144,20191015,1,PCA,-67.36496629630622
282144,20191015,1,PM2.5,17.0
282150,20191015,2,PCA,-76.04512294830835
282150,20191015,2,PM2.5,13.0
282156,20191015,3,PCA,-69.8620047821219
282156,20191015,3,PM2.5,16.0
282162,20191015,4,PCA,-69.15529563914781
282162,20191015,4,PM2.5,15.0
282168,20191015,5,PCA,-53.420950257579285
282168,20191015,5,PM2.5,19.0
282174,20191015,6,PCA,-67.96002451621824
282174,20191015,6,PM2.5,17.0
282180,20191015,7,PCA,-70.79999064949172
282180,20191015,7,PM2.5,18.0
282186,20191015,8,PCA,-67.53730259498361
282186,20191015,8,PM2.5,18.0
282192,20191015,9,PCA,-59.646010386643916
282192,20191015,9,PM2.5,19.0
282198,20191015,10,PCA,-73.51244214050848
282198,20191015,10,PM2.5,17.0
282204,20191015,11,PCA,-82.10331834238882
282204,20191015,11,PM2.5,18.0
282210,20191015,12,PCA,-90.87275690012133
282210,20191015,12,PM2.5,13.0
282216,20191015,13,PCA,-92.2102838685849
282216,20191015,13,PM2.5,15.0
282222,20191015,14,PCA,-90.51275206121854
282222,20191015,14,PM2.5,17.0
282228,20191015,15,PCA,-82.56897763011298
282228,20191015,15,PM2.5,21.0
282234,20191015,16,PCA,-80.98350247593532
282234,20191015,16,PM2.5,22.0
282240,20191015,17,PCA,-76.69463705493487
282240,20191015,17,PM2.5,22.0
282258,20191015,20,PCA,-38.586441088263165
282258,20191015,20,PM2.5,35.0
282264,20191015,21,PCA,-26.116541114291593
282264,20191015,21,PM2.5,36.0
282270,20191015,22,PCA,-28.96732417975364
282270,20191015,22,PM2.5,32.0
282276,20191015,23,PCA,-41.08474743623544
282276,20191015,23,PM2.5,29.0
282282,20191016,0,PCA,-45.96497634676005
282282,20191016,0,PM2.5,34.0
282288,20191016,1,PCA,-69.08879139209299
282288,20191016,1,PM2.5,24.0
282294,20191016,2,PCA,-57.314959971402956
282294,20191016,2,PM2.5,22.0
282300,20191016,3,PCA,-46.229341449018094
282300,20191016,3,PM2.5,25.0
282306,20191016,4,PCA,-54.0881934798413
282306,20191016,4,PM2.5,27.0
282312,20191016,5,PCA,-57.10423299728248
282312,20191016,5,PM2.5,29.0
282318,20191016,6,PCA,-54.60081696861706
282318,20191016,6,PM2.5,27.0
282324,20191016,7,PCA,-58.45983275028807
282324,20191016,7,PM2.5,22.0
282330,20191016,8,PCA,-51.125611876841994
282330,20191016,8,PM2.5,26.0
282336,20191016,9,PCA,-46.2928215938802
282336,20191016,9,PM2.5,27.0
282342,20191016,10,PCA,-60.857599509688015
282342,20191016,10,PM2.5,18.0
282348,20191016,11,PCA,-57.36095526319559
282348,20191016,11,PM2.5,29.0
282354,20191016,12,PCA,-68.94664076951628
282354,20191016,12,PM2.5,28.0
282360,20191016,13,PCA,-86.52960839869554
282360,20191016,13,PM2.5,20.0
282366,20191016,14,PCA,-73.78333676691729
282366,20191016,14,PM2.5,27.0
282372,20191016,15,PCA,-68.97867100315048
282372,20191016,15,PM2.5,20.0
282378,20191016,16,PCA,-39.68132023709556
282378,20191016,16,PM2.5,39.0
282384,20191016,17,PCA,-18.034664306885716
282384,20191016,17,PM2.5,54.0
282390,20191016,18,PCA,-15.486007032872546
282390,20191016,18,PM2.5,54.0
282396,20191016,19,PCA,-38.40712967021865
282396,20191016,19,PM2.5,41.0
282402,20191016,20,PCA,-38.669704820167276
282402,20191016,20,PM2.5,42.0
282408,20191016,21,PCA,-17.4471237366927
282408,20191016,21,PM2.5,54.0
282414,20191016,22,PCA,-7.7783879741308715
282414,20191016,22,PM2.5,60.0
282420,20191016,23,PCA,-9.147490229933952
282420,20191016,23,PM2.5,59.0
282426,20191017,0,PCA,-9.147490229933952
282426,20191017,0,PM2.5,59.0
282432,20191017,1,PCA,-7.995640105576254
282432,20191017,1,PM2.5,60.0
282438,20191017,2,PCA,-3.415143170882775
282438,20191017,2,PM2.5,63.0
282444,20191017,3,PCA,-15.969835031702338
282444,20191017,3,PM2.5,55.0
282450,20191017,4,PCA,-16.62383367733266
282450,20191017,4,PM2.5,55.0
282456,20191017,5,PCA,-4.941140010686854
282456,20191017,5,PM2.5,63.0
282462,20191017,6,PCA,2.1603093041674
282462,20191017,6,PM2.5,68.0
282468,20191017,7,PCA,-2.1649970117852844
282468,20191017,7,PM2.5,65.0
282474,20191017,8,PCA,-4.007289434872603
282474,20191017,8,PM2.5,64.0
282480,20191017,9,PCA,4.777393180243833
282480,20191017,9,PM2.5,70.0
282486,20191017,10,PCA,-8.274402742205043
282486,20191017,10,PM2.5,61.0
282492,20191017,11,PCA,-8.867638299750014
282492,20191017,11,PM2.5,60.0
282498,20191017,12,PCA,-26.00770574323123
282498,20191017,12,PM2.5,50.0
282504,20191017,13,PCA,-22.721314967915117
282504,20191017,13,PM2.5,52.0
282510,20191017,14,PCA,-29.48296087782358
282510,20191017,14,PM2.5,48.0
282516,20191017,15,PCA,-26.10775894157422
282516,20191017,15,PM2.5,50.0
282522,20191017,16,PCA,-16.07151488021419
282522,20191017,16,PM2.5,55.0
282528,20191017,17,PCA,1.213930082651683
282528,20191017,17,PM2.5,65.0
282534,20191017,18,PCA,-2.481292595068509
282534,20191017,18,PM2.5,64.0
282540,20191017,19,PCA,-3.632395302328156
282540,20191017,19,PM2.5,63.0
282546,20191017,20,PCA,-2.761144525252447
282546,20191017,20,PM2.5,63.0
282552,20191017,21,PCA,-2.7603971081543914
282552,20191017,21,PM2.5,63.0
282558,20191017,22,PCA,-2.045293497981626
282558,20191017,22,PM2.5,64.0
282564,20191017,23,PCA,0.07393889936743364
282564,20191017,23,PM2.5,65.0
282570,20191018,0,PCA,-7.620404096574721
282570,20191018,0,PM2.5,61.0
282576,20191018,1,PCA,-16.94053480125685
282576,20191018,1,PM2.5,56.0
282582,20191018,2,PCA,-33.004563253651455
282582,20191018,2,PM2.5,46.0
282588,20191018,3,PCA,-53.352641562251016
282588,20191018,3,PM2.5,33.0
282594,20191018,4,PCA,-40.54126424849455
282594,20191018,4,PM2.5,41.0
282600,20191018,5,PCA,-44.23066142542844
282600,20191018,5,PM2.5,40.0
282606,20191018,6,PCA,-44.34630002557089
282606,20191018,6,PM2.5,40.0
282612,20191018,7,PCA,-58.68949809097583
282612,20191018,7,PM2.5,30.0
282618,20191018,8,PCA,-47.53472201330698
282618,20191018,8,PM2.5,34.0
282624,20191018,9,PCA,-32.19142777272597
282624,20191018,9,PM2.5,45.0
282642,20191018,12,PCA,-43.51513957681517
282642,20191018,12,PM2.5,39.0
282648,20191018,13,PCA,-28.04820235358749
282648,20191018,13,PM2.5,51.0
282654,20191018,14,PCA,-31.73182711710291
282654,20191018,14,PM2.5,53.0
282660,20191018,15,PCA,-44.60328641905559
282660,20191018,15,PM2.5,46.0
282666,20191018,16,PCA,-39.95958601180093
282666,20191018,16,PM2.5,48.0
282672,20191018,17,PCA,-30.26490251898989
282672,20191018,17,PM2.5,53.0
282678,20191018,18,PCA,-7.739951511859299
282678,20191018,18,PM2.5,65.0
282684,20191018,19,PCA,22.540447455755864
282684,20191018,19,PM2.5,82.0
282690,20191018,20,PCA,43.498826739112964
282690,20191018,20,PM2.5,95.0
282696,20191018,21,PCA,57.72339682238672
282696,20191018,21,PM2.5,102.0
282702,20191018,22,PCA,60.32909361523959
282702,20191018,22,PM2.5,101.0
282708,20191018,23,PCA,48.11169927612615
282708,20191018,23,PM2.5,94.0
282714,20191019,0,PCA,29.231766675167524
282714,20191019,0,PM2.5,83.0
282720,20191019,1,PCA,25.838816100832982
282720,20191019,1,PM2.5,81.0
282726,20191019,2,PCA,9.914340142925914
282726,20191019,2,PM2.5,72.0
282732,20191019,3,PCA,-6.033302292228201
282732,20191019,3,PM2.5,62.0
282738,20191019,4,PCA,-8.2751501593031
282738,20191019,4,PM2.5,61.0
282744,20191019,5,PCA,-11.701632430814758
282744,20191019,5,PM2.5,60.0
282750,20191019,6,PCA,-13.945644836713793
282750,20191019,6,PM2.5,58.0
282756,20191019,7,PCA,-1.1729534273507836
282756,20191019,7,PM2.5,66.0
282762,20191019,8,PCA,22.07313593277813
282762,20191019,8,PM2.5,81.0
282768,20191019,9,PCA,31.374231580569006
282768,20191019,9,PM2.5,88.0
282774,20191019,10,PCA,68.11083137191613
282774,20191019,10,PM2.5,111.0
282780,20191019,11,PCA,92.69405485766715
282780,20191019,11,PM2.5,126.0
282786,20191019,12,PCA,98.75157816794396
282786,20191019,12,PM2.5,131.0
282792,20191019,13,PCA,97.34427509543836
282792,20191019,13,PM2.5,131.0
282798,20191019,14,PCA,91.47915817771248
282798,20191019,14,PM2.5,129.0
282804,20191019,15,PCA,120.36526891926721
282804,20191019,15,PM2.5,146.0
282810,20191019,16,PCA,144.1437493672258
282810,20191019,16,PM2.5,156.0
282816,20191019,17,PCA,144.13812199962118
282816,20191019,17,PM2.5,156.0
282822,20191019,18,PCA,148.25335099740786
282822,20191019,18,PM2.5,155.0
282828,20191019,19,PCA,162.40692405659738
282828,20191019,19,PM2.5,162.0
282834,20191019,20,PCA,166.7911707982684
282834,20191019,20,PM2.5,165.0
282840,20191019,21,PCA,170.42346473602635
282840,20191019,21,PM2.5,169.0
282846,20191019,22,PCA,176.95227489111755
282846,20191019,22,PM2.5,175.0
282852,20191019,23,PCA,158.06245298876416
282852,20191019,23,PM2.5,162.0
282858,20191020,0,PCA,148.04490263987987
282858,20191020,0,PM2.5,156.0
282864,20191020,1,PCA,145.09086311855435
282864,20191020,1,PM2.5,155.0
282870,20191020,2,PCA,168.30957299741067
282870,20191020,2,PM2.5,173.0
282876,20191020,3,PCA,178.5487045553887
282876,20191020,3,PM2.5,181.0
282882,20191020,4,PCA,177.67595894411684
282882,20191020,4,PM2.5,181.0
282888,20191020,5,PCA,163.82804180208504
282888,20191020,5,PM2.5,172.0
282894,20191020,6,PCA,151.50686891695528
282894,20191020,6,PM2.5,163.0
282900,20191020,7,PCA,137.59784681038104
282900,20191020,7,PM2.5,153.0
282906,20191020,8,PCA,138.80863736045706
282906,20191020,8,PM2.5,154.0
282912,20191020,9,PCA,159.55064210034524
282912,20191020,9,PM2.5,167.0
282918,20191020,10,PCA,48.42576602744197
282918,20191020,10,PM2.5,102.0
282924,20191020,11,PCA,-1.79402201310942
282924,20191020,11,PM2.5,42.0
282930,20191020,12,PCA,3.5689303362289677
282930,20191020,12,PM2.5,41.0
282936,20191020,13,PCA,-16.43604398241682
282936,20191020,13,PM2.5,35.0
282942,20191020,14,PCA,-35.61021189452196
282942,20191020,14,PM2.5,29.0
282948,20191020,15,PCA,-43.75932836012944
282948,20191020,15,PM2.5,26.0
282954,20191020,16,PCA,-33.92331810818681
282954,20191020,16,PM2.5,28.0
282960,20191020,17,PCA,-40.10217322753037
282960,20191020,17,PM2.5,24.0
282966,20191020,18,PCA,-32.754415796457636
282966,20191020,18,PM2.5,25.0
282972,20191020,19,PCA,-18.011951076154396
282972,20191020,19,PM2.5,30.0
282978,20191020,20,PCA,-12.15963817389246
282978,20191020,20,PM2.5,32.0
282984,20191020,21,PCA,-2.5587121097301586
282984,20191020,21,PM2.5,37.0
282990,20191020,22,PCA,-13.713488187399014
282990,20191020,22,PM2.5,33.0
282996,20191020,23,PCA,-2.8760130362772154
282996,20191020,23,PM2.5,34.0
283002,20191021,0,PCA,-13.6376112128082
283002,20191021,0,PM2.5,33.0
283008,20191021,1,PCA,-36.53185636812782
283008,20191021,1,PM2.5,23.0
283014,20191021,2,PCA,-41.08993424267232
283014,20191021,2,PM2.5,21.0
283020,20191021,3,PCA,-40.20316403845019
283020,20191021,3,PM2.5,20.0
283026,20191021,4,PCA,-45.8891781430073
283026,20191021,4,PM2.5,18.0
283032,20191021,5,PCA,-47.1335003902604
283032,20191021,5,PM2.5,18.0
283038,20191021,6,PCA,-40.81082972958645
283038,20191021,6,PM2.5,22.0
283044,20191021,7,PCA,-53.38592372620606
283044,20191021,7,PM2.5,18.0
283050,20191021,8,PCA,-44.76889007614803
283050,20191021,8,PM2.5,19.0
283056,20191021,9,PCA,-56.19112289936641
283056,20191021,9,PM2.5,16.0
283062,20191021,10,PCA,-59.216207842499074
283062,20191021,10,PM2.5,12.0
283068,20191021,11,PCA,-65.63014696013731
283068,20191021,11,PM2.5,15.0
283074,20191021,12,PCA,-70.40642204051774
283074,20191021,12,PM2.5,14.0
283080,20191021,13,PCA,-73.13798924852844
283080,20191021,13,PM2.5,15.0
283086,20191021,14,PCA,-79.11509843373196
283086,20191021,14,PM2.5,15.0
283092,20191021,15,PCA,-72.92945858580342
283092,20191021,15,PM2.5,14.0
283098,20191021,16,PCA,-67.45142291242222
283098,20191021,16,PM2.5,18.0
283104,20191021,17,PCA,-58.12891538232615
283104,20191021,17,PM2.5,20.0
283110,20191021,18,PCA,-42.64831108803746
283110,20191021,18,PM2.5,28.0
283116,20191021,19,PCA,-9.808404728273738
283116,20191021,19,PM2.5,40.0
283122,20191021,20,PCA,21.688640431599985
283122,20191021,20,PM2.5,54.0
