,date,hour,type,密云水库
3048,20140430,12,PCA,82.10240418411061
3048,20140430,12,PM2.5,100.2
3054,20140430,13,PCA,92.4467989007157
3054,20140430,13,PM2.5,105.4
3060,20140430,14,PCA,102.98964983059403
3060,20140430,14,PM2.5,116.6
3066,20140430,15,PCA,111.33071397403019
3066,20140430,15,PM2.5,126.0
3072,20140430,16,PCA,132.80471117824845
3072,20140430,16,PM2.5,130.9
3078,20140430,17,PCA,128.96388996932777
3078,20140430,17,PM2.5,113.7
3084,20140430,18,PCA,112.92196213942076
3084,20140430,18,PM2.5,100.8
3090,20140430,19,PCA,91.33849073803678
3090,20140430,19,PM2.5,85.8
3096,20140430,20,PCA,81.8901388182831
3096,20140430,20,PM2.5,78.7
3102,20140430,21,PCA,78.80128362920105
3102,20140430,21,PM2.5,80.6
3108,20140430,22,PCA,76.63104073703855
3108,20140430,22,PM2.5,82.8
3114,20140430,23,PCA,77.26246706680665
3114,20140430,23,PM2.5,87.2
3120,20140501,0,PCA,74.22838854723993
3120,20140501,0,PM2.5,84.4
3126,20140501,1,PCA,68.59772087367745
3126,20140501,1,PM2.5,83.4
3132,20140501,2,PCA,69.97220569004352
3132,20140501,2,PM2.5,88.3
3138,20140501,3,PCA,66.28083620196318
3138,20140501,3,PM2.5,85.1
3144,20140501,4,PCA,61.522706902026144
3144,20140501,4,PM2.5,78.9
3150,20140501,5,PCA,69.18623981880016
3150,20140501,5,PM2.5,92.9
3156,20140501,6,PCA,63.08585139935585
3156,20140501,6,PM2.5,85.5
3162,20140501,7,PCA,63.19807977774275
3162,20140501,7,PM2.5,86.5
3168,20140501,8,PCA,72.13938567979712
3168,20140501,8,PM2.5,100.0
3174,20140501,9,PCA,90.35884525609298
3174,20140501,9,PM2.5,119.4
3180,20140501,10,PCA,108.77388205951479
3180,20140501,10,PM2.5,137.2
3186,20140501,11,PCA,125.83316561730504
3186,20140501,11,PM2.5,152.1
3192,20140501,12,PCA,135.1508584954923
3192,20140501,12,PM2.5,157.6
3198,20140501,13,PCA,129.50512309065903
3198,20140501,13,PM2.5,139.8
3204,20140501,14,PCA,140.3371814439745
3204,20140501,14,PM2.5,150.8
3210,20140501,15,PCA,135.24103660422503
3210,20140501,15,PM2.5,138.3
3216,20140501,16,PCA,130.06595483653632
3216,20140501,16,PM2.5,128.1
3222,20140501,17,PCA,121.68425622763074
3222,20140501,17,PM2.5,113.4
3228,20140501,18,PCA,117.20927575924966
3228,20140501,18,PM2.5,117.7
3234,20140501,19,PCA,102.86051534276916
3234,20140501,19,PM2.5,107.5
3240,20140501,20,PCA,76.09712684330161
3240,20140501,20,PM2.5,74.2
3246,20140501,21,PCA,59.798726221926536
3246,20140501,21,PM2.5,54.4
3252,20140501,22,PCA,59.516767276219554
3252,20140501,22,PM2.5,59.1
3258,20140501,23,PCA,54.33712222106478
3258,20140501,23,PM2.5,55.4
3264,20140502,0,PCA,41.51509780820226
3264,20140502,0,PM2.5,37.5
3270,20140502,1,PCA,35.13777384230467
3270,20140502,1,PM2.5,30.8
3276,20140502,2,PCA,30.78249647589276
3276,20140502,2,PM2.5,27.5
3282,20140502,3,PCA,35.72180004040156
3282,20140502,3,PM2.5,37.4
3288,20140502,4,PCA,22.118482093358413
3288,20140502,4,PM2.5,19.6
3294,20140502,5,PCA,15.788827772461381
3294,20140502,5,PM2.5,13.7
3300,20140502,6,PCA,11.098460511407183
3300,20140502,6,PM2.5,9.3
3306,20140502,7,PCA,8.109142816941793
3306,20140502,7,PM2.5,8.6
3312,20140502,8,PCA,0.11034823726483571
3312,20140502,8,PM2.5,3.0
3318,20140502,9,PCA,10.231366363892473
3318,20140502,9,PM2.5,25.8
3324,20140502,10,PCA,9.55329362786898
3324,20140502,10,PM2.5,29.5
3330,20140502,11,PCA,1.197777562868157
3330,20140502,11,PM2.5,23.8
3336,20140502,12,PCA,-9.164445995153809
3336,20140502,12,PM2.5,14.7
3342,20140502,13,PCA,0.3758140839169338
3342,20140502,13,PM2.5,36.1
3348,20140502,14,PCA,-14.80192081350871
3348,20140502,14,PM2.5,19.8
3354,20140502,15,PCA,-22.972247285722702
3354,20140502,15,PM2.5,14.6
3360,20140502,16,PCA,-28.863384796086805
3360,20140502,16,PM2.5,12.6
3366,20140502,17,PCA,-32.903036693328794
3366,20140502,17,PM2.5,13.1
3372,20140502,18,PCA,-39.2437062888013
3372,20140502,18,PM2.5,11.8
3378,20140502,19,PCA,-46.2521259936773
3378,20140502,19,PM2.5,8.1
3384,20140502,20,PCA,-51.932973899618275
3384,20140502,20,PM2.5,5.3
3390,20140502,21,PCA,-51.3367518302169
3390,20140502,21,PM2.5,9.8
3396,20140502,22,PCA,-56.35710632185506
3396,20140502,22,PM2.5,7.7
3402,20140502,23,PCA,-30.781002672952653
3402,20140502,23,PM2.5,50.2
3408,20140503,0,PCA,-59.0973293446848
3408,20140503,0,PM2.5,10.4
3414,20140503,1,PCA,-61.499334671849354
3414,20140503,1,PM2.5,10.5
3420,20140503,2,PCA,-62.73513371612381
3420,20140503,2,PM2.5,9.8
3426,20140503,3,PCA,-63.68789821277034
3426,20140503,3,PM2.5,10.9
3432,20140503,4,PCA,-63.55998585556098
3432,20140503,4,PM2.5,12.1
3438,20140503,5,PCA,-68.94273744368255
3438,20140503,5,PM2.5,5.2
3444,20140503,6,PCA,-65.5041727255598
3444,20140503,6,PM2.5,11.5
3450,20140503,7,PCA,-69.5093400989541
3450,20140503,7,PM2.5,5.0
3456,20140503,8,PCA,-64.81808301887128
3456,20140503,8,PM2.5,11.1
3462,20140503,9,PCA,-59.40950007293509
3462,20140503,9,PM2.5,17.0
3468,20140503,10,PCA,-43.68835813956697
3468,20140503,10,PM2.5,36.7
3474,20140503,11,PCA,-35.6314042239162
3474,20140503,11,PM2.5,45.3
3480,20140503,12,PCA,-19.358180272099457
3480,20140503,12,PM2.5,61.4
3486,20140503,13,PCA,-12.46026005301165
3486,20140503,13,PM2.5,54.1
3492,20140503,14,PCA,-16.603524433683532
3492,20140503,14,PM2.5,47.4
3498,20140503,15,PCA,-38.18705068312436
3498,20140503,15,PM2.5,15.7
3504,20140503,16,PCA,-40.90840886365342
3504,20140503,16,PM2.5,16.9
3510,20140503,17,PCA,-43.33108544398944
3510,20140503,17,PM2.5,14.0
3516,20140503,18,PCA,-53.88080463459366
3516,20140503,18,PM2.5,3.0
3522,20140503,19,PCA,-43.394001229701686
3522,20140503,19,PM2.5,24.6
3528,20140503,20,PCA,-34.975247415825486
3528,20140503,20,PM2.5,36.5
3534,20140503,21,PCA,-42.8325661333597
3534,20140503,21,PM2.5,23.0
3540,20140503,22,PCA,-37.011892811233366
3540,20140503,22,PM2.5,30.7
3546,20140503,23,PCA,-38.87794085569082
3546,20140503,23,PM2.5,29.5
3552,20140504,0,PCA,-44.567140384584135
3552,20140504,0,PM2.5,20.6
3558,20140504,1,PCA,-45.392796584337965
3558,20140504,1,PM2.5,17.8
3564,20140504,2,PCA,-45.79596540488234
3564,20140504,2,PM2.5,16.9
3570,20140504,3,PCA,-47.56152210115519
3570,20140504,3,PM2.5,13.6
3576,20140504,4,PCA,-43.87544415136178
3576,20140504,4,PM2.5,18.6
3582,20140504,5,PCA,-39.37730893128114
3582,20140504,5,PM2.5,25.1
3588,20140504,6,PCA,-5.942297549702676
3588,20140504,6,PM2.5,24.6
3594,20140504,7,PCA,-37.776112957870076
3594,20140504,7,PM2.5,25.4
3600,20140504,8,PCA,-3.8846075132088584
3600,20140504,8,PM2.5,27.9
3606,20140504,9,PCA,-1.6176031710152383
3606,20140504,9,PM2.5,29.7
3612,20140504,10,PCA,-1.938479447795493
3612,20140504,10,PM2.5,22.6
3618,20140504,11,PCA,-8.866949307973012
3618,20140504,11,PM2.5,10.5
3624,20140504,12,PCA,-0.25622465360910557
3624,20140504,12,PM2.5,25.2
3630,20140504,13,PCA,-4.807743887011209
3630,20140504,13,PM2.5,17.0
3636,20140504,14,PCA,-1.65107178936211
3636,20140504,14,PM2.5,22.8
3642,20140504,15,PCA,-8.437136104933286
3642,20140504,15,PM2.5,12.8
3648,20140504,16,PCA,-2.8881295978380894
3648,20140504,16,PM2.5,19.9
3654,20140504,17,PCA,-3.1713003610939294
3654,20140504,17,PM2.5,19.1
3660,20140504,18,PCA,-10.991274455070073
3660,20140504,18,PM2.5,16.5
3666,20140504,19,PCA,-25.322587679436417
3666,20140504,19,PM2.5,7.4
3672,20140504,20,PCA,-24.580347350513325
3672,20140504,20,PM2.5,14.9
3678,20140504,21,PCA,-28.38941346509522
3678,20140504,21,PM2.5,12.3
3684,20140504,22,PCA,-27.630337177983513
3684,20140504,22,PM2.5,19.4
3690,20140504,23,PCA,-31.001965952620786
3690,20140504,23,PM2.5,19.2
3696,20140505,0,PCA,-36.97339890885428
3696,20140505,0,PM2.5,10.8
3702,20140505,1,PCA,-34.332643783557735
3702,20140505,1,PM2.5,15.8
3708,20140505,2,PCA,-36.38594823836349
3708,20140505,2,PM2.5,15.1
3714,20140505,3,PCA,-42.83292556839129
3714,20140505,3,PM2.5,6.8
3720,20140505,4,PCA,-40.358596291602176
3720,20140505,4,PM2.5,9.95
3726,20140505,5,PCA,-37.884267014813055
3726,20140505,5,PM2.5,13.1
3732,20140505,6,PCA,-37.651813906513226
3732,20140505,6,PM2.5,12.8
3738,20140505,7,PCA,-35.92164834994018
3738,20140505,7,PM2.5,14.9
3744,20140505,8,PCA,-37.089040887695376
3744,20140505,8,PM2.5,7.6
3750,20140505,9,PCA,-39.040408419236236
3750,20140505,9,PM2.5,4.6
3756,20140505,10,PCA,-39.80356344627442
3756,20140505,10,PM2.5,10.0
3762,20140505,11,PCA,-40.79584656316449
3762,20140505,11,PM2.5,8.1
3768,20140505,12,PCA,-43.47362302945781
3768,20140505,12,PM2.5,6.1
3774,20140505,13,PCA,-40.84792650103726
3774,20140505,13,PM2.5,11.3
3780,20140505,14,PCA,-45.606914326342014
3780,20140505,14,PM2.5,8.3
3786,20140505,15,PCA,-44.46880636124664
3786,20140505,15,PM2.5,13.2
3792,20140505,16,PCA,-48.5394502440036
3792,20140505,16,PM2.5,7.6
3798,20140505,17,PCA,-47.0909117865944
3798,20140505,17,PM2.5,9.8
3804,20140505,18,PCA,-43.555160623203626
3804,20140505,18,PM2.5,16.7
3810,20140505,19,PCA,-35.501829132529735
3810,20140505,19,PM2.5,24.7
3816,20140505,20,PCA,-38.06766253241026
3816,20140505,20,PM2.5,20.3
3822,20140505,21,PCA,-35.82287984717517
3822,20140505,21,PM2.5,26.2
3828,20140505,22,PCA,-36.1921830019162
3828,20140505,22,PM2.5,29.2
3834,20140505,23,PCA,-39.51581058331338
3834,20140505,23,PM2.5,26.6
3840,20140506,0,PCA,-44.67774460886855
3840,20140506,0,PM2.5,23.5
3846,20140506,1,PCA,-45.34233073959702
3846,20140506,1,PM2.5,25.5
3852,20140506,2,PCA,-48.165417214493345
3852,20140506,2,PM2.5,21.4
3858,20140506,3,PCA,-47.47402828960573
3858,20140506,3,PM2.5,21.3
3864,20140506,4,PCA,-44.280403346896335
3864,20140506,4,PM2.5,27.2
3870,20140506,5,PCA,-43.23418934175874
3870,20140506,5,PM2.5,28.7
3876,20140506,6,PCA,-42.00632991933039
3876,20140506,6,PM2.5,29.3
3882,20140506,7,PCA,-46.946036747271755
3882,20140506,7,PM2.5,20.6
3888,20140506,8,PCA,-36.90034651535379
3888,20140506,8,PM2.5,35.1
3894,20140506,9,PCA,-31.365755452507223
3894,20140506,9,PM2.5,39.3
3900,20140506,10,PCA,-30.15507090563581
3900,20140506,10,PM2.5,34.9
3906,20140506,11,PCA,-10.771467219357618
3906,20140506,11,PM2.5,55.8
3912,20140506,12,PCA,-1.0340480247101809
3912,20140506,12,PM2.5,62.5
3918,20140506,13,PCA,4.611542436701062
3918,20140506,13,PM2.5,62.4
3924,20140506,14,PCA,11.170655719049678
3924,20140506,14,PM2.5,70.8
3930,20140506,15,PCA,16.26199031134033
3930,20140506,15,PM2.5,66.3
3936,20140506,16,PCA,22.295096654818536
3936,20140506,16,PM2.5,82.3
3942,20140506,17,PCA,23.218039115616044
3942,20140506,17,PM2.5,82.8
3948,20140506,18,PCA,25.628665699489297
3948,20140506,18,PM2.5,83.6
3954,20140506,19,PCA,31.54196291160564
3954,20140506,19,PM2.5,88.7
3960,20140506,20,PCA,49.86142160097532
3960,20140506,20,PM2.5,115.8
3966,20140506,21,PCA,37.2912180764176
3966,20140506,21,PM2.5,94.8
3972,20140506,22,PCA,40.123085600031686
3972,20140506,22,PM2.5,98.4
3978,20140506,23,PCA,38.441473549395724
3978,20140506,23,PM2.5,94.2
3984,20140507,0,PCA,38.08668937441139
3984,20140507,0,PM2.5,92.6
3990,20140507,1,PCA,40.43673687484529
3990,20140507,1,PM2.5,93.8
3996,20140507,2,PCA,35.235789036338346
3996,20140507,2,PM2.5,82.7
4002,20140507,3,PCA,36.931930731344174
4002,20140507,3,PM2.5,82.9
4008,20140507,4,PCA,31.371975889044382
4008,20140507,4,PM2.5,72.9
4014,20140507,5,PCA,39.57183458155143
4014,20140507,5,PM2.5,82.7
4020,20140507,6,PCA,45.722233801830725
4020,20140507,6,PM2.5,89.9
4026,20140507,7,PCA,46.28421592594176
4026,20140507,7,PM2.5,86.2
4032,20140507,8,PCA,51.318215039911834
4032,20140507,8,PM2.5,86.3
4038,20140507,9,PCA,67.22887488798136
4038,20140507,9,PM2.5,101.5
4044,20140507,10,PCA,27.413142598000338
4044,20140507,10,PM2.5,38.1
4050,20140507,11,PCA,3.9404575816465606
4050,20140507,11,PM2.5,3.0
4056,20140507,12,PCA,10.671341850769965
4056,20140507,12,PM2.5,15.2
4062,20140507,13,PCA,11.192549842663151
4062,20140507,13,PM2.5,18.2
4068,20140507,14,PCA,6.476659999685351
4068,20140507,14,PM2.5,14.7
4074,20140507,15,PCA,3.3772106464196137
4074,20140507,15,PM2.5,15.0
4080,20140507,16,PCA,-2.8236423202151903
4080,20140507,16,PM2.5,11.1
4086,20140507,17,PCA,-4.058867712869374
4086,20140507,17,PM2.5,10.0
4092,20140507,18,PCA,-2.0751087104734176
4092,20140507,18,PM2.5,17.9
4098,20140507,19,PCA,-4.578309828384723
4098,20140507,19,PM2.5,18.8
4104,20140507,20,PCA,-11.468421739012642
4104,20140507,20,PM2.5,15.6
4110,20140507,21,PCA,-15.220601994760385
4110,20140507,21,PM2.5,15.3
4116,20140507,22,PCA,-25.066995678701925
4116,20140507,22,PM2.5,6.8
4122,20140507,23,PCA,-24.065370725831304
4122,20140507,23,PM2.5,15.1
4128,20140508,0,PCA,-22.754184970844996
4128,20140508,0,PM2.5,21.5
4134,20140508,1,PCA,-32.245272257766004
4134,20140508,1,PM2.5,14.9
4140,20140508,2,PCA,-37.91144545168281
4140,20140508,2,PM2.5,11.2
4146,20140508,3,PCA,-47.10732075595059
4146,20140508,3,PM2.5,3.0
4152,20140508,4,PCA,-40.393386342034105
4152,20140508,4,PM2.5,17.5
4158,20140508,5,PCA,-42.9642378965155
4158,20140508,5,PM2.5,20.2
4164,20140508,6,PCA,-50.819783245780414
4164,20140508,6,PM2.5,14.8
4170,20140508,7,PCA,-54.612308807958456
4170,20140508,7,PM2.5,14.0
4176,20140508,8,PCA,-49.01540662100413
4176,20140508,8,PM2.5,24.5
4182,20140508,9,PCA,-49.33927781023145
4182,20140508,9,PM2.5,25.6
4188,20140508,10,PCA,-36.00998678174724
4188,20140508,10,PM2.5,38.3
4194,20140508,11,PCA,-44.30051617274522
4194,20140508,11,PM2.5,3.0
4200,20140508,12,PCA,-6.44336187352027
4200,20140508,12,PM2.5,52.7
4206,20140508,13,PCA,-0.7682463685757815
4206,20140508,13,PM2.5,52.3
4212,20140508,14,PCA,1.2341249530602822
4212,20140508,14,PM2.5,53.8
4218,20140508,15,PCA,33.130613374231636
4218,20140508,15,PM2.5,69.0
4224,20140508,16,PCA,62.56216449864135
4224,20140508,16,PM2.5,85.9
4230,20140508,17,PCA,52.463503214108535
4230,20140508,17,PM2.5,69.1
4236,20140508,18,PCA,38.22753213474712
4236,20140508,18,PM2.5,60.5
4242,20140508,19,PCA,38.674267790055794
4242,20140508,19,PM2.5,70.5
4248,20140508,20,PCA,18.352839704896102
4248,20140508,20,PM2.5,64.1
4254,20140508,21,PCA,8.709046020469003
4254,20140508,21,PM2.5,64.9
4260,20140508,22,PCA,6.748194141187911
4260,20140508,22,PM2.5,62.1
4266,20140508,23,PCA,8.162631054135876
4266,20140508,23,PM2.5,64.8
4272,20140509,0,PCA,2.1048564979702373
4272,20140509,0,PM2.5,56.2
4278,20140509,1,PCA,9.609774295575999
4278,20140509,1,PM2.5,60.6
4284,20140509,2,PCA,8.662749049674064
4284,20140509,2,PM2.5,56.9
4290,20140509,3,PCA,10.460208145874699
4290,20140509,3,PM2.5,65.4
4296,20140509,4,PCA,5.189185581470012
4296,20140509,4,PM2.5,53.5
4302,20140509,5,PCA,6.960989315285521
4302,20140509,5,PM2.5,52.5
4308,20140509,6,PCA,12.404923665196455
4308,20140509,6,PM2.5,61.7
4314,20140509,7,PCA,11.03262687847578
4314,20140509,7,PM2.5,59.8
4320,20140509,8,PCA,14.071963107070266
4320,20140509,8,PM2.5,56.6
4326,20140509,9,PCA,18.912023886118725
4326,20140509,9,PM2.5,56.6
4332,20140509,10,PCA,17.244657415829373
4332,20140509,10,PM2.5,52.1
4338,20140509,11,PCA,12.61697358205804
4338,20140509,11,PM2.5,40.9
4344,20140509,12,PCA,10.23219370233409
4344,20140509,12,PM2.5,36.5
4350,20140509,13,PCA,10.318233298270545
4350,20140509,13,PM2.5,38.8
4356,20140509,14,PCA,8.093194115429917
4356,20140509,14,PM2.5,35.5
4362,20140509,15,PCA,14.565390929471254
4362,20140509,15,PM2.5,45.8
4368,20140509,16,PCA,14.504736650856687
4368,20140509,16,PM2.5,48.4
4374,20140509,17,PCA,12.6069863121774
4374,20140509,17,PM2.5,45.9
4380,20140509,18,PCA,10.709235973498119
4380,20140509,18,PM2.5,43.4
4386,20140509,19,PCA,5.313140053618593
4386,20140509,19,PM2.5,35.6
4392,20140509,20,PCA,2.7261886677952463
4392,20140509,20,PM2.5,32.8
4398,20140509,21,PCA,1.388602002009401
4398,20140509,21,PM2.5,33.6
4404,20140509,22,PCA,-0.8385300226300646
4404,20140509,22,PM2.5,33.0
4410,20140509,23,PCA,-2.8155435290202133
4410,20140509,23,PM2.5,33.3
4416,20140510,0,PCA,-1.6178514144943381
4416,20140510,0,PM2.5,36.7
4422,20140510,1,PCA,-0.28356716665084847
4422,20140510,1,PM2.5,42.4
4428,20140510,2,PCA,-1.7875699972561678
4428,20140510,2,PM2.5,42.2
4434,20140510,3,PCA,-6.09623231655789
4434,20140510,3,PM2.5,38.7
4440,20140510,4,PCA,-14.696899433903285
4440,20140510,4,PM2.5,33.5
4446,20140510,5,PCA,-11.618154410907037
4446,20140510,5,PM2.5,36.5
4452,20140510,6,PCA,-10.507802338674077
4452,20140510,6,PM2.5,39.0
4458,20140510,7,PCA,-12.326831118093603
4458,20140510,7,PM2.5,42.3
4464,20140510,8,PCA,-18.305225602056225
4464,20140510,8,PM2.5,34.6
4470,20140510,9,PCA,-13.923445867312896
4470,20140510,9,PM2.5,39.9
4476,20140510,10,PCA,-14.603409143198848
4476,20140510,10,PM2.5,36.4
4482,20140510,11,PCA,-10.136190881133732
4482,20140510,11,PM2.5,40.2
4488,20140510,12,PCA,-9.263081083091183
4488,20140510,12,PM2.5,38.0
4494,20140510,13,PCA,-2.2560633375347527
4494,20140510,13,PM2.5,48.0
4500,20140510,14,PCA,-2.176780219596859
4500,20140510,14,PM2.5,46.6
4506,20140510,15,PCA,-3.100586350626711
4506,20140510,15,PM2.5,44.3
4512,20140510,16,PCA,0.6600502341500099
4512,20140510,16,PM2.5,49.4
4518,20140510,17,PCA,-5.7502240840824905
4518,20140510,17,PM2.5,38.9
4524,20140510,18,PCA,-1.6836502012679602
4524,20140510,18,PM2.5,46.1
4530,20140510,19,PCA,-7.143411191628038
4530,20140510,19,PM2.5,43.2
4536,20140510,20,PCA,1.0629628822762978
4536,20140510,20,PM2.5,49.7
4542,20140510,21,PCA,-2.353751499268199
4542,20140510,21,PM2.5,47.2
4548,20140510,22,PCA,-9.659793292599277
4548,20140510,22,PM2.5,39.5
4554,20140510,23,PCA,-9.930706820036239
4554,20140510,23,PM2.5,42.3
4560,20140511,0,PCA,-4.45017889696709
4560,20140511,0,PM2.5,53.2
4566,20140511,1,PCA,-8.261561006281351
4566,20140511,1,PM2.5,41.9
4572,20140511,2,PCA,-7.757396845235937
4572,20140511,2,PM2.5,46.8
4578,20140511,3,PCA,-5.064735053137375
4578,20140511,3,PM2.5,52.2
4584,20140511,4,PCA,-7.3411831907364276
4584,20140511,4,PM2.5,45.6
4590,20140511,5,PCA,-11.237231244963327
4590,20140511,5,PM2.5,41.4
4596,20140511,6,PCA,-12.71587057053358
4596,20140511,6,PM2.5,39.3
4602,20140511,7,PCA,-16.883119131057015
4602,20140511,7,PM2.5,30.4
4608,20140511,8,PCA,-19.141250225571586
4608,20140511,8,PM2.5,30.1
4614,20140511,9,PCA,-23.333792209047758
4614,20140511,9,PM2.5,22.5
4620,20140511,10,PCA,-25.974163198097205
4620,20140511,10,PM2.5,11.7
4626,20140511,11,PCA,-26.435531043036743
4626,20140511,11,PM2.5,11.6
4632,20140511,12,PCA,-27.349781104471255
4632,20140511,12,PM2.5,12.6
4638,20140511,13,PCA,-30.441048241683927
4638,20140511,13,PM2.5,10.6
4644,20140511,14,PCA,-32.964278328466946
4644,20140511,14,PM2.5,8.6
4650,20140511,15,PCA,-30.11345604207173
4650,20140511,15,PM2.5,13.9
4656,20140511,16,PCA,-37.77773936283481
4656,20140511,16,PM2.5,5.1
4662,20140511,17,PCA,-38.481487101675036
4662,20140511,17,PM2.5,6.9
4668,20140511,18,PCA,-41.45529398003669
4668,20140511,18,PM2.5,8.6
4674,20140511,19,PCA,-47.74395582160369
4674,20140511,19,PM2.5,3.5
4680,20140511,20,PCA,-49.55080140238844
4680,20140511,20,PM2.5,7.2
4686,20140511,21,PCA,-47.92671676214971
4686,20140511,21,PM2.5,14.5
4692,20140511,22,PCA,-47.7063488195602
4692,20140511,22,PM2.5,18.1
4698,20140511,23,PCA,-46.821914959682815
4698,20140511,23,PM2.5,24.4
4704,20140512,0,PCA,-44.38000586183662
4704,20140512,0,PM2.5,31.6
4710,20140512,1,PCA,-45.86992531151209
4710,20140512,1,PM2.5,30.9
4716,20140512,2,PCA,-41.490853604885466
4716,20140512,2,PM2.5,35.8
4722,20140512,3,PCA,-50.70750459470531
4722,20140512,3,PM2.5,20.6
4728,20140512,4,PCA,-53.043361597901324
4728,20140512,4,PM2.5,20.5
4734,20140512,5,PCA,-50.15128640793528
4734,20140512,5,PM2.5,26.9
4740,20140512,6,PCA,-54.543250204395946
4740,20140512,6,PM2.5,21.5
4746,20140512,7,PCA,-58.04375993742817
4746,20140512,7,PM2.5,18.9
4752,20140512,8,PCA,-58.043533644512316
4752,20140512,8,PM2.5,16.5
4758,20140512,9,PCA,-59.12127159578609
4758,20140512,9,PM2.5,10.6
4764,20140512,10,PCA,-56.795183624694346
4764,20140512,10,PM2.5,10.4
4770,20140512,11,PCA,-43.91374673448234
4770,20140512,11,PM2.5,27.0
4776,20140512,12,PCA,-42.42434735909676
4776,20140512,12,PM2.5,17.4
4782,20140512,13,PCA,-22.34932302367879
4782,20140512,13,PM2.5,28.1
4788,20140512,14,PCA,-14.582961957262425
4788,20140512,14,PM2.5,30.8
4794,20140512,15,PCA,-20.611301749900523
4794,20140512,15,PM2.5,25.4
4800,20140512,16,PCA,-20.37950312324058
4800,20140512,16,PM2.5,23.0
4806,20140512,17,PCA,-14.880426498001762
4806,20140512,17,PM2.5,25.8
4812,20140512,18,PCA,-14.460431854257779
4812,20140512,18,PM2.5,27.8
4818,20140512,19,PCA,-3.400220649467684
4818,20140512,19,PM2.5,34.6
4824,20140512,20,PCA,-9.851658707642624
4824,20140512,20,PM2.5,37.0
4830,20140512,21,PCA,-12.404825078849953
4830,20140512,21,PM2.5,42.6
4836,20140512,22,PCA,-12.923897147021703
4836,20140512,22,PM2.5,49.4
4842,20140512,23,PCA,-15.474194916107002
4842,20140512,23,PM2.5,51.0
4848,20140513,0,PCA,-22.972950654084713
4848,20140513,0,PM2.5,42.5
4854,20140513,1,PCA,-26.608891855153516
4854,20140513,1,PM2.5,40.0
4860,20140513,2,PCA,-27.879667052814508
4860,20140513,2,PM2.5,40.2
4866,20140513,3,PCA,-22.57027509854111
4866,20140513,3,PM2.5,48.3
4872,20140513,4,PCA,-19.839044668220925
4872,20140513,4,PM2.5,51.6
4878,20140513,5,PCA,-18.236148071574974
4878,20140513,5,PM2.5,54.1
4884,20140513,6,PCA,-18.043382590911413
4884,20140513,6,PM2.5,52.7
4890,20140513,7,PCA,-17.081798446326133
4890,20140513,7,PM2.5,53.8
4896,20140513,8,PCA,-10.682047614530038
4896,20140513,8,PM2.5,60.6
4902,20140513,9,PCA,-6.340944165144963
4902,20140513,9,PM2.5,60.9
4908,20140513,10,PCA,-0.3757484863640899
4908,20140513,10,PM2.5,65.7
4914,20140513,11,PCA,-1.8615753134422879
4914,20140513,11,PM2.5,58.0
4920,20140513,12,PCA,0.6324498176010906
4920,20140513,12,PM2.5,57.1
4926,20140513,13,PCA,-1.2746545196522912
4926,20140513,13,PM2.5,50.6
4932,20140513,14,PCA,0.9334860678439985
4932,20140513,14,PM2.5,51.1
4938,20140513,15,PCA,-0.526922830737227
4938,20140513,15,PM2.5,44.0
4944,20140513,16,PCA,1.2646710387864102
4944,20140513,16,PM2.5,41.1
4950,20140513,17,PCA,7.563076928227683
4950,20140513,17,PM2.5,43.4
4956,20140513,18,PCA,11.707018123693949
4956,20140513,18,PM2.5,48.6
4962,20140513,19,PCA,-2.162656741301635
4962,20140513,19,PM2.5,32.8
4968,20140513,20,PCA,6.938008467933984
4968,20140513,20,PM2.5,48.9
4974,20140513,21,PCA,-3.826410773444967
4974,20140513,21,PM2.5,35.1
4980,20140513,22,PCA,-15.282909264570504
