,date,hour,type,万寿西宫
2616,20140422,4,PCA,77.73934558553269
2616,20140422,4,PM2.5,112.0
2622,20140422,5,PCA,74.38044582850087
2622,20140422,5,PM2.5,106.0
2628,20140422,6,PCA,27.33404132160456
2628,20140422,6,PM2.5,53.0
2634,20140422,7,PCA,-1.3297777505141382
2634,20140422,7,PM2.5,42.0
2640,20140422,8,PCA,-15.84036896154655
2640,20140422,8,PM2.5,41.0
2646,20140422,9,PCA,-32.485541086103304
2646,20140422,9,PM2.5,39.0
2652,20140422,10,PCA,-36.836975480522405
2652,20140422,10,PM2.5,34.0
2658,20140422,11,PCA,-38.93435860415811
2658,20140422,11,PM2.5,34.0
2664,20140422,12,PCA,-27.365759639025427
2664,20140422,12,PM2.5,52.0
2670,20140422,13,PCA,-14.340849316296467
2670,20140422,13,PM2.5,71.0
2676,20140422,14,PCA,-39.31227541624517
2676,20140422,14,PM2.5,52.0
2682,20140422,15,PCA,-44.252374848685285
2682,20140422,15,PM2.5,49.0
2688,20140422,16,PCA,-40.01122308317432
2688,20140422,16,PM2.5,52.5
2694,20140422,18,PCA,-35.77007131766336
2694,20140422,18,PM2.5,56.0
2700,20140422,19,PCA,-22.663581613286176
2700,20140422,19,PM2.5,63.0
2706,20140422,20,PCA,-9.178751788107284
2706,20140422,20,PM2.5,71.0
2712,20140422,21,PCA,3.243574404714213
2712,20140422,21,PM2.5,78.0
2718,20140422,22,PCA,0.6878053711313155
2718,20140422,22,PM2.5,62.0
2724,20140422,23,PCA,-5.134322802848542
2724,20140422,23,PM2.5,59.0
2730,20140423,0,PCA,8.666897283532203
2730,20140423,0,PM2.5,78.0
2736,20140423,1,PCA,0.9398146132560371
2736,20140423,1,PM2.5,74.0
2742,20140423,2,PCA,6.087345423332513
2742,20140423,2,PM2.5,79.0
2748,20140423,3,PCA,20.91389374959377
2748,20140423,3,PM2.5,89.0
2754,20140423,4,PCA,24.91973868625636
2754,20140423,4,PM2.5,91.0
2760,20140423,5,PCA,32.05804681617819
2760,20140423,5,PM2.5,95.0
2766,20140423,6,PCA,47.80935839851956
2766,20140423,6,PM2.5,106.0
2772,20140423,7,PCA,67.56786233772681
2772,20140423,7,PM2.5,118.0
2778,20140423,8,PCA,86.2133605832857
2778,20140423,8,PM2.5,135.0
2784,20140423,9,PCA,98.87423007655914
2784,20140423,9,PM2.5,144.0
2790,20140423,10,PCA,119.95814061378057
2790,20140423,10,PM2.5,156.0
2796,20140423,11,PCA,135.4007913410931
2796,20140423,11,PM2.5,165.0
2802,20140423,12,PCA,151.8429826469438
2802,20140423,12,PM2.5,181.0
2808,20140423,13,PCA,162.82232784783022
2808,20140423,13,PM2.5,189.0
2814,20140423,14,PCA,147.49686170459057
2814,20140423,14,PM2.5,168.0
2820,20140423,15,PCA,136.4888422758371
2820,20140423,15,PM2.5,157.0
2826,20140423,16,PCA,126.99559881364776
2826,20140423,16,PM2.5,152.0
2832,20140423,17,PCA,118.87100295252219
2832,20140423,17,PM2.5,148.0
2838,20140423,18,PCA,96.5868626955542
2838,20140423,18,PM2.5,128.0
2844,20140429,2,PCA,23.955737960592035
2844,20140429,2,PM2.5,83.8
2850,20140429,3,PCA,28.388547328838428
2850,20140429,3,PM2.5,87.4
2856,20140429,4,PCA,29.487262666921733
2856,20140429,4,PM2.5,93.9
2862,20140429,5,PCA,23.044485954617997
2862,20140429,5,PM2.5,84.7
2868,20140429,6,PCA,23.73753476611867
2868,20140429,6,PM2.5,76.5
2874,20140429,7,PCA,27.08145397753285
2874,20140429,7,PM2.5,82.1
2880,20140429,8,PCA,26.07344285836553
2880,20140429,8,PM2.5,84.7
2886,20140429,9,PCA,34.94558478265591
2886,20140429,9,PM2.5,95.1
2892,20140429,10,PCA,35.83896252073368
2892,20140429,10,PM2.5,96.1
2898,20140429,11,PCA,36.914906200917045
2898,20140429,11,PM2.5,100.3
2904,20140429,12,PCA,32.578484706922815
2904,20140429,12,PM2.5,105.0
2910,20140429,13,PCA,29.206850680273334
2910,20140429,13,PM2.5,106.3
2916,20140429,14,PCA,6.966357639342117
2916,20140429,14,PM2.5,86.3
2922,20140429,15,PCA,-1.8245575142566444
2922,20140429,15,PM2.5,78.4
2928,20140429,16,PCA,1.2913435872511076
2928,20140429,16,PM2.5,82.6
2934,20140429,17,PCA,-4.331451571850205
2934,20140429,17,PM2.5,73.0
2940,20140429,18,PCA,7.200713613931811
2940,20140429,18,PM2.5,83.5
2946,20140429,19,PCA,19.752916446537487
2946,20140429,19,PM2.5,97.6
2952,20140429,20,PCA,21.403748095207682
2952,20140429,20,PM2.5,91.9
2958,20140429,21,PCA,34.04750762399631
2958,20140429,21,PM2.5,101.5
2964,20140429,22,PCA,36.40452481795662
2964,20140429,22,PM2.5,94.3
2970,20140429,23,PCA,45.732056816137735
2970,20140429,23,PM2.5,102.8
2976,20140430,0,PCA,46.3994352768381
2976,20140430,0,PM2.5,102.1
2982,20140430,1,PCA,45.10781714576458
2982,20140430,1,PM2.5,95.4
2988,20140430,2,PCA,37.81398643158421
2988,20140430,2,PM2.5,92.4
2994,20140430,3,PCA,40.487358362173545
2994,20140430,3,PM2.5,94.2
3000,20140430,4,PCA,53.37597206705818
3000,20140430,4,PM2.5,103.0
3006,20140430,5,PCA,55.584839938653836
3006,20140430,5,PM2.5,101.9
3012,20140430,6,PCA,59.37560813147768
3012,20140430,6,PM2.5,103.4
3018,20140430,7,PCA,68.46172112415472
3018,20140430,7,PM2.5,114.2
3024,20140430,8,PCA,79.5154625866164
3024,20140430,8,PM2.5,122.6
3030,20140430,9,PCA,89.10447619452792
3030,20140430,9,PM2.5,134.0
3036,20140430,10,PCA,106.90766378603459
3036,20140430,10,PM2.5,157.6
3042,20140430,11,PCA,90.74295377790493
3042,20140430,11,PM2.5,149.4
3048,20140430,12,PCA,53.37012328182166
3048,20140430,12,PM2.5,122.2
3054,20140430,13,PCA,32.71115560213635
3054,20140430,13,PM2.5,101.0
3060,20140430,14,PCA,23.63361674097985
3060,20140430,14,PM2.5,88.8
3066,20140430,15,PCA,18.08285851087164
3066,20140430,15,PM2.5,81.3
3072,20140430,16,PCA,12.268809736123265
3072,20140430,16,PM2.5,72.6
3078,20140430,17,PCA,15.725750143867637
3078,20140430,17,PM2.5,78.1
3084,20140430,18,PCA,17.711841284392648
3084,20140430,18,PM2.5,77.7
3090,20140430,19,PCA,24.708570593170172
3090,20140430,19,PM2.5,84.1
3096,20140430,20,PCA,31.803087896167597
3096,20140430,20,PM2.5,85.7
3102,20140430,21,PCA,29.139705811774267
3102,20140430,21,PM2.5,78.5
3108,20140430,22,PCA,33.14375989855964
3108,20140430,22,PM2.5,79.9
3114,20140430,23,PCA,38.72793007536009
3114,20140430,23,PM2.5,87.5
3120,20140501,0,PCA,45.954590692803
3120,20140501,0,PM2.5,96.1
3126,20140501,1,PCA,50.19352550417333
3126,20140501,1,PM2.5,102.7
3132,20140501,2,PCA,51.04887174510689
3132,20140501,2,PM2.5,112.1
3138,20140501,3,PCA,54.670253262417354
3138,20140501,3,PM2.5,116.6
3144,20140501,4,PCA,64.20374275535009
3144,20140501,4,PM2.5,124.4
3150,20140501,5,PCA,70.12083974611474
3150,20140501,5,PM2.5,131.9
3156,20140501,6,PCA,77.72766215678648
3156,20140501,6,PM2.5,137.8
3162,20140501,7,PCA,86.11699292462337
3162,20140501,7,PM2.5,141.7
3168,20140501,8,PCA,99.12291156065321
3168,20140501,8,PM2.5,156.2
3174,20140501,9,PCA,106.83315355342314
3174,20140501,9,PM2.5,167.5
3180,20140501,10,PCA,102.08976483448842
3180,20140501,10,PM2.5,167.5
3186,20140501,11,PCA,80.7788440632934
3186,20140501,11,PM2.5,149.2
3192,20140501,12,PCA,76.67874082143025
3192,20140501,12,PM2.5,148.2
3198,20140501,13,PCA,77.39635836726318
3198,20140501,13,PM2.5,150.5
3204,20140501,14,PCA,72.86245713034027
3204,20140501,14,PM2.5,144.1
3210,20140501,15,PCA,80.39383387497982
3210,20140501,15,PM2.5,150.8
3216,20140501,16,PCA,87.63123551063224
3216,20140501,16,PM2.5,156.5
3222,20140501,17,PCA,75.81855811731393
3222,20140501,17,PM2.5,137.1
3228,20140501,18,PCA,54.15771323513769
3228,20140501,18,PM2.5,92.5
3234,20140501,19,PCA,42.30553484712188
3234,20140501,19,PM2.5,64.7
3240,20140501,20,PCA,51.94331935316962
3240,20140501,20,PM2.5,81.2
3246,20140501,21,PCA,26.452593335806775
3246,20140501,21,PM2.5,50.0
3252,20140501,22,PCA,10.47856782280856
3252,20140501,22,PM2.5,30.9
3258,20140501,23,PCA,10.00093204460055
3258,20140501,23,PM2.5,33.4
3264,20140502,0,PCA,5.902880729821136
3264,20140502,0,PM2.5,30.7
3270,20140502,1,PCA,-3.7349658245902115
3270,20140502,1,PM2.5,21.9
3276,20140502,2,PCA,-9.73817769055211
3276,20140502,2,PM2.5,18.2
3282,20140502,3,PCA,-9.709349828297936
3282,20140502,3,PM2.5,24.1
3288,20140502,4,PCA,-19.883064572794787
3288,20140502,4,PM2.5,14.4
3294,20140502,5,PCA,-23.32434355293125
3294,20140502,5,PM2.5,16.6
3300,20140502,6,PCA,-32.83620824275012
3300,20140502,6,PM2.5,11.7
3306,20140502,7,PCA,-40.013321560185084
3306,20140502,7,PM2.5,9.7
3312,20140502,8,PCA,-7.338696449239566
3312,20140502,8,PM2.5,61.1
3318,20140502,9,PCA,-33.94058375285659
3318,20140502,9,PM2.5,27.3
3324,20140502,10,PCA,-42.49098298695112
3324,20140502,10,PM2.5,23.0
3330,20140502,11,PCA,-48.34604327479345
3330,20140502,11,PM2.5,22.6
3336,20140502,12,PCA,-58.1884881444812
3336,20140502,12,PM2.5,16.4
3342,20140502,13,PCA,-64.35519590775898
3342,20140502,13,PM2.5,15.3
3348,20140502,14,PCA,-67.65700965497375
3348,20140502,14,PM2.5,18.1
3354,20140502,15,PCA,-68.52972145200481
3354,20140502,15,PM2.5,19.7
3360,20140502,16,PCA,-78.91655475444482
3360,20140502,16,PM2.5,13.6
3366,20140502,17,PCA,-82.25258719960192
3366,20140502,17,PM2.5,14.8
3372,20140502,18,PCA,-74.30118200102804
3372,20140502,18,PM2.5,13.4
3378,20140502,19,PCA,-79.64011044156497
3378,20140502,19,PM2.5,9.4
3384,20140502,20,PCA,-74.52039533902035
3384,20140502,20,PM2.5,12.4
3390,20140502,21,PCA,-64.36627324253278
3390,20140502,21,PM2.5,19.3
3396,20140502,22,PCA,-60.95625612805576
3396,20140502,22,PM2.5,18.6
3402,20140502,23,PCA,-46.02522682917676
3402,20140502,23,PM2.5,27.3
3408,20140503,0,PCA,-44.51130514204524
3408,20140503,0,PM2.5,30.0
3414,20140503,1,PCA,-37.34664159964527
3414,20140503,1,PM2.5,37.9
3420,20140503,2,PCA,-41.81007008576377
3420,20140503,2,PM2.5,31.2
3426,20140503,3,PCA,-40.78696593985234
3426,20140503,3,PM2.5,32.8
3432,20140503,4,PCA,-41.41483246496365
3432,20140503,4,PM2.5,33.7
3438,20140503,5,PCA,-45.61489400178483
3438,20140503,5,PM2.5,30.5
3444,20140503,6,PCA,-39.06995418661971
3444,20140503,6,PM2.5,33.6
3450,20140503,7,PCA,-34.269385725323374
3450,20140503,7,PM2.5,40.8
3456,20140503,8,PCA,-28.069410315442987
3456,20140503,8,PM2.5,50.2
3462,20140503,9,PCA,-25.725352698514225
3462,20140503,9,PM2.5,56.4
3468,20140503,10,PCA,-29.257118974493324
3468,20140503,10,PM2.5,56.1
3474,20140503,11,PCA,-23.755694537125585
3474,20140503,11,PM2.5,70.9
3480,20140503,12,PCA,-38.111512565294504
3480,20140503,12,PM2.5,55.8
3486,20140503,13,PCA,-39.794016630983016
3486,20140503,13,PM2.5,53.3
3492,20140503,14,PCA,-39.12293959667437
3492,20140503,14,PM2.5,52.2
3498,20140503,15,PCA,-49.3188276825534
3498,20140503,15,PM2.5,35.0
3504,20140503,16,PCA,-16.707387949523437
3504,20140503,16,PM2.5,84.8
3510,20140503,17,PCA,-54.01641677948466
3510,20140503,17,PM2.5,32.3
3516,20140503,18,PCA,-40.40967652219513
3516,20140503,18,PM2.5,47.0
3522,20140503,19,PCA,-0.6593850713504648
3522,20140503,19,PM2.5,95.7
3528,20140503,20,PCA,-25.891117542361478
3528,20140503,20,PM2.5,52.0
3534,20140503,21,PCA,-43.892753957145615
3534,20140503,21,PM2.5,23.5
3540,20140503,22,PCA,-42.79260839047951
3540,20140503,22,PM2.5,24.3
3546,20140503,23,PCA,-38.18838543858968
3546,20140503,23,PM2.5,30.1
3552,20140504,0,PCA,-37.96022290958272
3552,20140504,0,PM2.5,29.5
3558,20140504,1,PCA,-36.919314518080675
3558,20140504,1,PM2.5,31.8
3564,20140504,2,PCA,-39.840527245338436
3564,20140504,2,PM2.5,27.3
3570,20140504,3,PCA,-40.05675744677305
3570,20140504,3,PM2.5,30.3
3576,20140504,4,PCA,-38.47413853459429
3576,20140504,4,PM2.5,31.1
3582,20140504,5,PCA,-37.62763670382339
3582,20140504,5,PM2.5,32.0
3588,20140504,6,PCA,-37.56949213099453
3588,20140504,6,PM2.5,33.5
3594,20140504,7,PCA,-35.011071988309844
3594,20140504,7,PM2.5,36.5
3600,20140504,8,PCA,-38.00683553470133
3600,20140504,8,PM2.5,33.4
3606,20140504,9,PCA,-47.309136971414034
3606,20140504,9,PM2.5,23.9
3612,20140504,10,PCA,-50.3103437775848
3612,20140504,10,PM2.5,22.1
3618,20140504,11,PCA,-51.028822501459565
3618,20140504,11,PM2.5,23.3
3624,20140504,12,PCA,-36.42614333272556
3624,20140504,12,PM2.5,45.3
3630,20140504,13,PCA,-47.931598728231
3630,20140504,13,PM2.5,30.8
3636,20140504,14,PCA,-58.652617584022046
3636,20140504,14,PM2.5,18.0
3642,20140504,15,PCA,-55.19265922140667
3642,20140504,15,PM2.5,22.1
3648,20140504,16,PCA,-39.868962185786444
3648,20140504,16,PM2.5,45.2
3654,20140504,17,PCA,-42.56662117057998
3654,20140504,17,PM2.5,40.8
3660,20140504,18,PCA,-58.5698596783076
3660,20140504,18,PM2.5,22.1
3666,20140504,19,PCA,-66.64563208011384
3666,20140504,19,PM2.5,16.9
3672,20140504,20,PCA,-68.5878254175069
3672,20140504,20,PM2.5,14.7
3678,20140504,21,PCA,-60.660616866425705
3678,20140504,21,PM2.5,23.3
3684,20140504,22,PCA,-47.609767520320915
3684,20140504,22,PM2.5,27.0
3690,20140504,23,PCA,-39.89066521972403
3690,20140504,23,PM2.5,31.2
3696,20140505,0,PCA,-31.77252969232941
3696,20140505,0,PM2.5,42.6
3702,20140505,1,PCA,-18.431073030815508
3702,20140505,1,PM2.5,60.1
3708,20140505,2,PCA,-27.097676590210877
3708,20140505,2,PM2.5,48.8
3714,20140505,3,PCA,-37.75765509215497
3714,20140505,3,PM2.5,32.3
3720,20140505,4,PCA,-40.85996782860014
3720,20140505,4,PM2.5,31.049999999999997
3726,20140505,5,PCA,-43.96228056504532
3726,20140505,5,PM2.5,29.8
3732,20140505,6,PCA,-40.000654101081004
3732,20140505,6,PM2.5,29.2
3738,20140505,7,PCA,-51.46389673189729
3738,20140505,7,PM2.5,22.5
3744,20140505,8,PCA,-59.29984056126529
3744,20140505,8,PM2.5,23.8
3750,20140505,9,PCA,-27.435673758656453
3750,20140505,9,PM2.5,76.4
3756,20140505,10,PCA,-68.3069665832136
3756,20140505,10,PM2.5,16.4
3762,20140505,11,PCA,-72.17543801136601
3762,20140505,11,PM2.5,13.7
3768,20140505,12,PCA,-72.92765618854146
3768,20140505,12,PM2.5,15.5
3774,20140505,13,PCA,-79.09232546515402
3774,20140505,13,PM2.5,9.8
3780,20140505,14,PCA,-68.82010560248584
3780,20140505,14,PM2.5,23.6
3786,20140505,15,PCA,-69.96254643224069
3786,20140505,15,PM2.5,20.1
3792,20140505,16,PCA,-53.48609690301325
3792,20140505,16,PM2.5,54.6
3798,20140505,17,PCA,-65.55673706118512
3798,20140505,17,PM2.5,28.7
3804,20140505,18,PCA,-68.94329342313364
3804,20140505,18,PM2.5,21.9
3810,20140505,19,PCA,-63.84375884351822
3810,20140505,19,PM2.5,25.8
3816,20140505,20,PCA,-48.071955230512636
3816,20140505,20,PM2.5,40.3
3822,20140505,21,PCA,-45.02603132253988
3822,20140505,21,PM2.5,34.1
3828,20140505,22,PCA,-41.421518227772765
3828,20140505,22,PM2.5,35.4
3834,20140505,23,PCA,-37.52537656130104
3834,20140505,23,PM2.5,43.2
3840,20140506,0,PCA,-40.00904215599484
3840,20140506,0,PM2.5,46.6
3846,20140506,1,PCA,-34.139639776178676
3846,20140506,1,PM2.5,48.5
3852,20140506,2,PCA,-38.28869619397244
3852,20140506,2,PM2.5,45.6
3858,20140506,3,PCA,-30.272799720079533
3858,20140506,3,PM2.5,51.1
3864,20140506,4,PCA,-14.04694044862817
3864,20140506,4,PM2.5,62.2
3870,20140506,5,PCA,-6.479147701661164
3870,20140506,5,PM2.5,70.2
3876,20140506,6,PCA,-12.982688438458762
3876,20140506,6,PM2.5,60.6
3882,20140506,7,PCA,-16.178915657842538
3882,20140506,7,PM2.5,58.4
3888,20140506,8,PCA,-12.346981089462226
3888,20140506,8,PM2.5,62.8
3894,20140506,9,PCA,-11.150924121375139
3894,20140506,9,PM2.5,66.5
3900,20140506,10,PCA,158.57861200595076
3900,20140506,10,PM2.5,315.0
4152,20140508,4,PCA,20.220442684898565
4152,20140508,4,PM2.5,115.6
4158,20140508,5,PCA,19.900709758126883
4158,20140508,5,PM2.5,109.8
4164,20140508,6,PCA,43.15546308773786
4164,20140508,6,PM2.5,134.5
4170,20140508,7,PCA,25.736211368875512
4170,20140508,7,PM2.5,117.3
4176,20140508,8,PCA,0.362932738459137
4176,20140508,8,PM2.5,92.7
4182,20140508,9,PCA,-5.331094569813909
4182,20140508,9,PM2.5,84.8
4188,20140508,10,PCA,-18.74500542158769
4188,20140508,10,PM2.5,68.9
4194,20140508,11,PCA,-30.212745627065186
4194,20140508,11,PM2.5,55.5
4200,20140508,12,PCA,-28.940864227329183
4200,20140508,12,PM2.5,58.6
4206,20140508,13,PCA,-28.455249237452747
4206,20140508,13,PM2.5,57.9
4212,20140508,14,PCA,-27.13716819948826
4212,20140508,14,PM2.5,58.8
4218,20140508,15,PCA,-24.555323684504785
4218,20140508,15,PM2.5,63.5
4224,20140508,16,PCA,-22.253507114211196
4224,20140508,16,PM2.5,61.1
4230,20140508,17,PCA,-20.333206720910137
4230,20140508,17,PM2.5,64.4
4236,20140508,18,PCA,-22.05576925999184
4236,20140508,18,PM2.5,56.4
4242,20140508,19,PCA,-21.173180736996713
4242,20140508,19,PM2.5,51.1
4248,20140508,20,PCA,2.7584598681563706
4248,20140508,20,PM2.5,68.3
4254,20140508,21,PCA,4.637821882285853
4254,20140508,21,PM2.5,62.4
4260,20140508,22,PCA,0.2619580376254496
4260,20140508,22,PM2.5,52.5
4266,20140508,23,PCA,5.5078122635688835
4266,20140508,23,PM2.5,54.9
4272,20140509,0,PCA,17.042738672475345
4272,20140509,0,PM2.5,68.1
4278,20140509,1,PCA,19.626366609169814
4278,20140509,1,PM2.5,76.0
4284,20140509,2,PCA,9.74987218202358
4284,20140509,2,PM2.5,69.2
4290,20140509,3,PCA,3.148088371215893
4290,20140509,3,PM2.5,67.3
4296,20140509,4,PCA,-7.222608806313875
4296,20140509,4,PM2.5,59.1
4302,20140509,5,PCA,-8.528115057761783
4302,20140509,5,PM2.5,59.6
4308,20140509,6,PCA,6.6530504523232405
4308,20140509,6,PM2.5,74.8
4314,20140509,7,PCA,17.933969224642084
4314,20140509,7,PM2.5,82.5
4320,20140509,8,PCA,28.523724936252766
4320,20140509,8,PM2.5,89.4
4326,20140509,9,PCA,25.836529824597402
4326,20140509,9,PM2.5,90.3
4332,20140509,10,PCA,22.36439878543521
4332,20140509,10,PM2.5,89.3
4338,20140509,11,PCA,8.103477339362353
4338,20140509,11,PM2.5,76.8
4344,20140509,12,PCA,5.645228354629595
4344,20140509,12,PM2.5,76.6
4350,20140509,13,PCA,-5.452017503970102
4350,20140509,13,PM2.5,66.2
4356,20140509,14,PCA,-9.468402795375553
4356,20140509,14,PM2.5,60.5
4362,20140509,15,PCA,-0.9131298314598725
4362,20140509,15,PM2.5,68.3
4368,20140509,16,PCA,5.619303167647688
4368,20140509,16,PM2.5,71.4
4374,20140509,17,PCA,-33.800420517695656
4374,20140509,17,PM2.5,37.9
4380,20140509,18,PCA,-34.6759969206089
4380,20140509,18,PM2.5,38.4
4386,20140509,19,PCA,-38.83621214938966
4386,20140509,19,PM2.5,30.7
4392,20140509,20,PCA,-34.50808469878846
4392,20140509,20,PM2.5,38.0
4398,20140509,21,PCA,-26.562392561414697
4398,20140509,21,PM2.5,46.9
4404,20140509,22,PCA,-23.182886634929876
4404,20140509,22,PM2.5,49.6
4410,20140509,23,PCA,-20.869028256786788
4410,20140509,23,PM2.5,52.5
4416,20140510,0,PCA,-23.511768938335283
4416,20140510,0,PM2.5,50.5
4422,20140510,1,PCA,-20.846411527033737
4422,20140510,1,PM2.5,52.7
4428,20140510,2,PCA,-25.45850827500616
4428,20140510,2,PM2.5,43.6
4434,20140510,3,PCA,-26.61900992335981
4434,20140510,3,PM2.5,42.9
4440,20140510,4,PCA,-29.56380617555625
4440,20140510,4,PM2.5,39.9
4446,20140510,5,PCA,-29.15490828667424
4446,20140510,5,PM2.5,37.9
4452,20140510,6,PCA,-25.552569835847795
4452,20140510,6,PM2.5,42.9
4458,20140510,7,PCA,-27.98616378345044
4458,20140510,7,PM2.5,41.3
4464,20140510,8,PCA,-27.792784550383182
4464,20140510,8,PM2.5,44.3
4470,20140510,9,PCA,-30.14677977003485
4470,20140510,9,PM2.5,42.6
4476,20140510,10,PCA,-21.079579999646228
4476,20140510,10,PM2.5,55.3
4482,20140510,11,PCA,-23.247757508081616
4482,20140510,11,PM2.5,56.4
4488,20140510,12,PCA,-22.35372282014177
4488,20140510,12,PM2.5,56.5
4494,20140510,13,PCA,-17.105776500358335
4494,20140510,13,PM2.5,65.1
4500,20140510,14,PCA,-22.56727579238633
4500,20140510,14,PM2.5,60.9
4506,20140510,15,PCA,-27.809489466850156
4506,20140510,15,PM2.5,58.3
4512,20140510,16,PCA,-23.125468323139234
4512,20140510,16,PM2.5,65.0
4518,20140510,17,PCA,-23.639284155638713
4518,20140510,17,PM2.5,60.4
4524,20140510,18,PCA,-21.16021510121001
4524,20140510,18,PM2.5,59.0
4530,20140510,19,PCA,-9.09536564679355
4530,20140510,19,PM2.5,70.2
4536,20140510,20,PCA,-25.336981713712564
4536,20140510,20,PM2.5,53.8
4542,20140510,21,PCA,-6.759812896517276
4542,20140510,21,PM2.5,65.7
4548,20140510,22,PCA,-21.87279423920304
4548,20140510,22,PM2.5,47.8
4554,20140510,23,PCA,-44.131439061195636
4554,20140510,23,PM2.5,31.3
4560,20140511,0,PCA,-42.009163437345684
4560,20140511,0,PM2.5,28.1
4566,20140511,1,PCA,-48.379648109384846
4566,20140511,1,PM2.5,21.8
4572,20140511,2,PCA,-32.14139697589141
4572,20140511,2,PM2.5,45.1
4578,20140511,3,PCA,-35.30637433717916
4578,20140511,3,PM2.5,48.6
4584,20140511,4,PCA,-37.961423303418954
4584,20140511,4,PM2.5,45.7
4590,20140511,5,PCA,-44.842746945468036
4590,20140511,5,PM2.5,42.2
4596,20140511,6,PCA,-46.798687998873866
4596,20140511,6,PM2.5,39.0
4602,20140511,7,PCA,-47.114713597769864
4602,20140511,7,PM2.5,37.2
4608,20140511,8,PCA,-51.74037276475175
4608,20140511,8,PM2.5,29.4
4614,20140511,9,PCA,-56.80857478001021
4614,20140511,9,PM2.5,21.8
4620,20140511,10,PCA,-56.1937881768634
4620,20140511,10,PM2.5,23.0
4626,20140511,11,PCA,-60.2819997753968
4626,20140511,11,PM2.5,19.9
4632,20140511,12,PCA,-64.28583529121697
4632,20140511,12,PM2.5,16.6
4638,20140511,13,PCA,-71.31031330953601
4638,20140511,13,PM2.5,11.3
4644,20140511,14,PCA,-72.99671790846062
4644,20140511,14,PM2.5,13.2
4650,20140511,15,PCA,-79.81597026340506
4650,20140511,15,PM2.5,8.1
4656,20140511,16,PCA,-82.17874657257052
4656,20140511,16,PM2.5,8.1
4662,20140511,17,PCA,-87.6345384753604
4662,20140511,17,PM2.5,3.0
4668,20140511,18,PCA,-85.36595837168032
4668,20140511,18,PM2.5,3.9
4674,20140511,19,PCA,-76.39195079836702
4674,20140511,19,PM2.5,16.0
4680,20140511,20,PCA,-78.03736844010868
4680,20140511,20,PM2.5,18.1
4686,20140511,21,PCA,-73.82782485991868
4686,20140511,21,PM2.5,23.0
4692,20140511,22,PCA,-71.16288227303409
4692,20140511,22,PM2.5,23.9
4698,20140511,23,PCA,-75.25448024453044
4698,20140511,23,PM2.5,17.6
4704,20140512,0,PCA,-64.98585656765094
4704,20140512,0,PM2.5,22.4
4710,20140512,1,PCA,-59.03976054418409
4710,20140512,1,PM2.5,24.8
4716,20140512,2,PCA,-55.1681522367689
4716,20140512,2,PM2.5,34.3
4722,20140512,3,PCA,-62.25303054879424
4722,20140512,3,PM2.5,28.2
4728,20140512,4,PCA,-60.08117652944676
4728,20140512,4,PM2.5,33.6
4734,20140512,5,PCA,-68.58012380317551
4734,20140512,5,PM2.5,21.4
4740,20140512,6,PCA,-65.5661314404906
4740,20140512,6,PM2.5,28.7
4746,20140512,7,PCA,-53.29260886574341
4746,20140512,7,PM2.5,43.0
4752,20140512,8,PCA,-29.419556137771846
4752,20140512,8,PM2.5,57.4
4758,20140512,9,PCA,-62.01613675275964
4758,20140512,9,PM2.5,35.2
4764,20140512,10,PCA,-83.94595963206436
4764,20140512,10,PM2.5,18.6
4770,20140512,11,PCA,-85.47761717767438
4770,20140512,11,PM2.5,17.1
4776,20140512,12,PCA,-90.42500444185849
