,date,hour,type,琉璃河
2478,20140420,21,PCA,-18.48723746674881
2478,20140420,21,PM2.5,80.0
2622,20140422,5,PCA,185.43518007683608
2622,20140422,5,PM2.5,238.0
2628,20140422,6,PCA,179.0862092018901
2628,20140422,6,PM2.5,215.0
2634,20140422,7,PCA,157.56890336990335
2634,20140422,7,PM2.5,178.0
2640,20140422,8,PCA,163.77732818789488
2640,20140422,8,PM2.5,176.0
2646,20140422,9,PCA,118.7915580785158
2646,20140422,9,PM2.5,146.0
2652,20140422,10,PCA,108.70643283229361
2652,20140422,10,PM2.5,152.0
2658,20140422,11,PCA,55.84669141500519
2658,20140422,11,PM2.5,108.0
2664,20140422,12,PCA,39.87919409398341
2664,20140422,12,PM2.5,112.0
2670,20140422,13,PCA,19.216694926549742
2670,20140422,13,PM2.5,103.0
2676,20140422,14,PCA,12.916396757449348
2676,20140422,14,PM2.5,111.0
2682,20140422,15,PCA,-1.8423563146235447
2682,20140422,15,PM2.5,95.0
2688,20140422,16,PCA,10.07856398272723
2688,20140422,16,PM2.5,109.0
2694,20140422,18,PCA,21.999484280078004
2694,20140422,18,PM2.5,123.0
2700,20140422,19,PCA,21.950866504682566
2700,20140422,19,PM2.5,113.0
2706,20140422,20,PCA,-7.617273391660591
2706,20140422,20,PM2.5,78.0
2712,20140422,21,PCA,-39.043715198285945
2712,20140422,21,PM2.5,51.0
2718,20140422,22,PCA,-19.102756824592408
2718,20140422,22,PM2.5,85.0
2724,20140422,23,PCA,9.457960034035102
2724,20140422,23,PM2.5,120.0
2730,20140423,0,PCA,35.99114564477668
2730,20140423,0,PM2.5,138.0
2736,20140423,1,PCA,50.38772309123677
2736,20140423,1,PM2.5,133.0
2742,20140423,2,PCA,69.81234709322041
2742,20140423,2,PM2.5,141.0
2748,20140423,3,PCA,66.65291456492724
2748,20140423,3,PM2.5,131.0
2754,20140423,4,PCA,69.56460201629977
2754,20140423,4,PM2.5,134.0
2760,20140423,5,PCA,74.34651842879228
2760,20140423,5,PM2.5,136.0
2766,20140423,6,PCA,80.14690274033735
2766,20140423,6,PM2.5,142.0
2772,20140423,7,PCA,114.50935405294851
2772,20140423,7,PM2.5,176.0
2778,20140423,8,PCA,136.9344244461099
2778,20140423,8,PM2.5,192.0
2784,20140423,9,PCA,139.9510122624013
2784,20140423,9,PM2.5,187.0
2790,20140423,10,PCA,155.3733999000998
2790,20140423,10,PM2.5,199.0
2796,20140423,11,PCA,170.85709011852157
2796,20140423,11,PM2.5,212.0
2802,20140423,12,PCA,199.9422882649311
2802,20140423,12,PM2.5,243.0
2808,20140423,13,PCA,224.25975512735553
2808,20140423,13,PM2.5,263.0
2814,20140423,14,PCA,227.10830048166775
2814,20140423,14,PM2.5,257.0
2820,20140423,15,PCA,237.79424192997834
2820,20140423,15,PM2.5,263.0
2826,20140423,16,PCA,218.2324233216301
2826,20140423,16,PM2.5,239.0
2832,20140423,17,PCA,189.15241170798004
2832,20140423,17,PM2.5,211.0
2838,20140423,18,PCA,153.1698253608403
2838,20140423,18,PM2.5,180.0
2844,20140429,2,PCA,-5.016330204061776
2844,20140429,2,PM2.5,84.6
2850,20140429,3,PCA,1.5590689278896515
2850,20140429,3,PM2.5,86.8
2856,20140429,4,PCA,13.719803508533245
2856,20140429,4,PM2.5,88.6
2862,20140429,5,PCA,16.107743698622894
2862,20140429,5,PM2.5,93.7
2868,20140429,6,PCA,26.20730555030065
2868,20140429,6,PM2.5,110.0
2874,20140429,7,PCA,20.737044513002292
2874,20140429,7,PM2.5,104.9
2880,20140429,8,PCA,34.83521849141002
2880,20140429,8,PM2.5,118.3
2886,20140429,9,PCA,36.38040219245265
2886,20140429,9,PM2.5,123.0
2892,20140429,10,PCA,26.489512622850118
2892,20140429,10,PM2.5,120.3
2898,20140429,11,PCA,34.057717679062264
2898,20140429,11,PM2.5,130.4
2904,20140429,12,PCA,21.619026793848743
2904,20140429,12,PM2.5,123.1
2910,20140429,13,PCA,1.1431403781675402
2910,20140429,13,PM2.5,108.6
2916,20140429,14,PCA,-17.777053861023376
2916,20140429,14,PM2.5,89.2
2922,20140429,15,PCA,-25.00453228904258
2922,20140429,15,PM2.5,82.9
2928,20140429,16,PCA,-10.77566362374562
2928,20140429,16,PM2.5,99.8
2934,20140429,17,PCA,-24.556108875309288
2934,20140429,17,PM2.5,80.9
2940,20140429,18,PCA,-22.112568571087778
2940,20140429,18,PM2.5,81.7
2946,20140429,19,PCA,-13.700513236149844
2946,20140429,19,PM2.5,91.4
2952,20140429,20,PCA,-5.204583800807195
2952,20140429,20,PM2.5,97.9
2958,20140429,21,PCA,5.019606112528032
2958,20140429,21,PM2.5,103.2
2964,20140429,22,PCA,17.290089968746315
2964,20140429,22,PM2.5,112.0
2970,20140429,23,PCA,24.39583122826511
2970,20140429,23,PM2.5,119.1
2976,20140430,0,PCA,26.411581794903796
2976,20140430,0,PM2.5,115.4
2982,20140430,1,PCA,23.217459933612055
2982,20140430,1,PM2.5,109.8
2988,20140430,2,PCA,19.603705087475127
2988,20140430,2,PM2.5,103.4
2994,20140430,3,PCA,22.97312717312234
2994,20140430,3,PM2.5,106.6
3000,20140430,4,PCA,27.06386845279266
3000,20140430,4,PM2.5,107.8
3006,20140430,5,PCA,30.148722663554956
3006,20140430,5,PM2.5,110.2
3012,20140430,6,PCA,42.229295330693525
3012,20140430,6,PM2.5,117.2
3018,20140430,7,PCA,67.17316387128558
3018,20140430,7,PM2.5,145.6
3024,20140430,8,PCA,63.65453391927607
3024,20140430,8,PM2.5,139.6
3030,20140430,9,PCA,74.63980010940946
3030,20140430,9,PM2.5,157.5
3036,20140430,10,PCA,45.66512107470159
3036,20140430,10,PM2.5,135.2
3042,20140430,11,PCA,34.47714672408133
3042,20140430,11,PM2.5,128.0
3048,20140430,12,PCA,28.45976558161741
3048,20140430,12,PM2.5,125.3
3054,20140430,13,PCA,21.522712027222767
3054,20140430,13,PM2.5,120.6
3060,20140430,14,PCA,0.4929463910742585
3060,20140430,14,PM2.5,94.1
3066,20140430,15,PCA,-0.11603278548386461
3066,20140430,15,PM2.5,94.2
3072,20140430,16,PCA,-1.5633057738331082
3072,20140430,16,PM2.5,92.3
3078,20140430,17,PCA,-6.36053122191393
3078,20140430,17,PM2.5,85.8
3084,20140430,18,PCA,2.382965021967268
3084,20140430,18,PM2.5,96.5
3090,20140430,19,PCA,4.939113156402219
3090,20140430,19,PM2.5,98.1
3096,20140430,20,PCA,3.6152499695076323
3096,20140430,20,PM2.5,91.7
3102,20140430,21,PCA,9.024534861127101
3102,20140430,21,PM2.5,94.6
3108,20140430,22,PCA,20.732319940453877
3108,20140430,22,PM2.5,106.4
3114,20140430,23,PCA,24.233292770338117
3114,20140430,23,PM2.5,109.3
3120,20140501,0,PCA,29.720388121918667
3120,20140501,0,PM2.5,114.7
3126,20140501,1,PCA,39.897006106744705
3126,20140501,1,PM2.5,126.2
3132,20140501,2,PCA,44.33887497137294
3132,20140501,2,PM2.5,130.5
3138,20140501,3,PCA,51.03086646674765
3138,20140501,3,PM2.5,137.9
3144,20140501,4,PCA,57.2950068793593
3144,20140501,4,PM2.5,142.6
3150,20140501,5,PCA,65.48807443113286
3150,20140501,5,PM2.5,149.5
3156,20140501,6,PCA,68.27759126327524
3156,20140501,6,PM2.5,150.9
3162,20140501,7,PCA,70.03217752264112
3162,20140501,7,PM2.5,152.5
3168,20140501,8,PCA,79.32600489111996
3168,20140501,8,PM2.5,163.2
3174,20140501,9,PCA,93.81611259781347
3174,20140501,9,PM2.5,185.2
3180,20140501,10,PCA,95.24501973561611
3180,20140501,10,PM2.5,188.0
3186,20140501,11,PCA,82.35614747488198
3186,20140501,11,PM2.5,172.4
3192,20140501,12,PCA,96.07224613511936
3192,20140501,12,PM2.5,190.5
3198,20140501,13,PCA,97.88679779886569
3198,20140501,13,PM2.5,192.1
3204,20140501,14,PCA,86.91897677813374
3204,20140501,14,PM2.5,178.4
3210,20140501,15,PCA,77.68489202808462
3210,20140501,15,PM2.5,163.6
3216,20140501,16,PCA,65.21537010540003
3216,20140501,16,PM2.5,144.9
3222,20140501,17,PCA,72.17437216641642
3222,20140501,17,PM2.5,151.0
3228,20140501,18,PCA,93.2053438379516
3228,20140501,18,PM2.5,173.3
3234,20140501,19,PCA,60.509010649928
3234,20140501,19,PM2.5,113.7
3240,20140501,20,PCA,30.233338230384064
3240,20140501,20,PM2.5,69.0
3246,20140501,21,PCA,22.060766332286008
3246,20140501,21,PM2.5,62.3
3252,20140501,22,PCA,9.199843637652618
3252,20140501,22,PM2.5,44.6
3258,20140501,23,PCA,7.054209270460788
3258,20140501,23,PM2.5,43.6
3264,20140502,0,PCA,-2.272700206964449
3264,20140502,0,PM2.5,35.4
3270,20140502,1,PCA,-4.329087154301401
3270,20140502,1,PM2.5,37.7
3276,20140502,2,PCA,-12.998259822952171
3276,20140502,2,PM2.5,31.1
3282,20140502,3,PCA,-23.219773846373354
3282,20140502,3,PM2.5,25.9
3288,20140502,4,PCA,-25.61959401203993
3288,20140502,4,PM2.5,27.1
3294,20140502,5,PCA,-38.29328803552013
3294,20140502,5,PM2.5,20.9
3300,20140502,6,PCA,-43.46858244440224
3300,20140502,6,PM2.5,18.2
3306,20140502,7,PCA,-50.50549751296834
3306,20140502,7,PM2.5,20.3
3312,20140502,8,PCA,-55.55318903992797
3312,20140502,8,PM2.5,20.7
3318,20140502,9,PCA,-56.70762495322929
3318,20140502,9,PM2.5,26.1
3324,20140502,10,PCA,-63.28778008667367
3324,20140502,10,PM2.5,25.9
3330,20140502,11,PCA,-65.60873559021461
3330,20140502,11,PM2.5,29.5
3336,20140502,12,PCA,-72.372631268507
3336,20140502,12,PM2.5,28.5
3342,20140502,13,PCA,-83.71835008550484
3342,20140502,13,PM2.5,21.4
3348,20140502,14,PCA,-90.64363422759212
3348,20140502,14,PM2.5,19.2
3354,20140502,15,PCA,-100.84961074534384
3354,20140502,15,PM2.5,8.7
3360,20140502,16,PCA,-98.21059538372012
3360,20140502,16,PM2.5,15.7
3366,20140502,17,PCA,-89.2797060977953
3366,20140502,17,PM2.5,29.0
3372,20140502,18,PCA,-98.72389223984588
3372,20140502,18,PM2.5,17.6
3378,20140502,19,PCA,-95.40725624694181
3378,20140502,19,PM2.5,18.6
3384,20140502,20,PCA,-95.81736314578569
3384,20140502,20,PM2.5,12.6
3390,20140502,21,PCA,-92.92383069392869
3390,20140502,21,PM2.5,17.4
3396,20140502,22,PCA,-84.44468150175344
3396,20140502,22,PM2.5,24.4
3402,20140502,23,PCA,-69.40397080008562
3402,20140502,23,PM2.5,39.0
3408,20140503,0,PCA,-78.3442728235434
3408,20140503,0,PM2.5,33.7
3414,20140503,1,PCA,-79.73173712888274
3414,20140503,1,PM2.5,29.7
3420,20140503,2,PCA,-71.65462048029946
3420,20140503,2,PM2.5,33.9
3426,20140503,3,PCA,-70.45016031960508
3426,20140503,3,PM2.5,40.9
3432,20140503,4,PCA,-72.00770587977198
3432,20140503,4,PM2.5,37.9
3438,20140503,5,PCA,-69.63014389913921
3438,20140503,5,PM2.5,40.7
3444,20140503,6,PCA,-68.28503435512881
3444,20140503,6,PM2.5,41.3
3450,20140503,7,PCA,-58.78727978450155
3450,20140503,7,PM2.5,52.8
3456,20140503,8,PCA,-53.61196528620665
3456,20140503,8,PM2.5,63.0
3462,20140503,9,PCA,-54.15622227596216
3462,20140503,9,PM2.5,64.8
3468,20140503,10,PCA,-52.73946732117187
3468,20140503,10,PM2.5,68.1
3474,20140503,11,PCA,-45.96353806735338
3474,20140503,11,PM2.5,80.2
3480,20140503,12,PCA,-43.78142013543005
3480,20140503,12,PM2.5,83.0
3486,20140503,13,PCA,-49.18973288069467
3486,20140503,13,PM2.5,73.6
3492,20140503,14,PCA,-54.87316257955101
3492,20140503,14,PM2.5,64.8
3498,20140503,15,PCA,-78.78507665807906
3498,20140503,15,PM2.5,31.7
3504,20140503,16,PCA,-79.64047087437203
3504,20140503,16,PM2.5,30.6
3510,20140503,17,PCA,-76.43927635513205
3510,20140503,17,PM2.5,32.8
3516,20140503,18,PCA,-51.943542072176605
3516,20140503,18,PM2.5,69.1
3522,20140503,19,PCA,-38.75666062951532
3522,20140503,19,PM2.5,77.8
3528,20140503,20,PCA,-15.49877973413136
3528,20140503,20,PM2.5,102.2
3534,20140503,21,PCA,-40.755425496048076
3534,20140503,21,PM2.5,65.55
3540,20140503,22,PCA,-66.15972214589348
3540,20140503,22,PM2.5,28.9
3546,20140503,23,PCA,-55.35813724744244
3546,20140503,23,PM2.5,43.5
3552,20140504,0,PCA,-56.194293736400546
3552,20140504,0,PM2.5,41.1
3558,20140504,1,PCA,-55.64994234284416
3558,20140504,1,PM2.5,39.6
3564,20140504,2,PCA,-55.314652377521845
3564,20140504,2,PM2.5,40.7
3570,20140504,3,PCA,-54.74221856882927
3570,20140504,3,PM2.5,39.6
3576,20140504,4,PCA,-48.49721064131978
3576,20140504,4,PM2.5,45.4
3582,20140504,5,PCA,-56.160678106815475
3582,20140504,5,PM2.5,34.8
3588,20140504,6,PCA,-58.80064661879989
3588,20140504,6,PM2.5,34.2
3594,20140504,7,PCA,-56.589563267444454
3594,20140504,7,PM2.5,38.6
3600,20140504,8,PCA,-66.62269605397438
3600,20140504,8,PM2.5,29.5
3606,20140504,9,PCA,-59.43721894791783
3606,20140504,9,PM2.5,41.1
3612,20140504,10,PCA,-63.78174009363999
3612,20140504,10,PM2.5,36.5
3618,20140504,11,PCA,-66.10252840442406
3618,20140504,11,PM2.5,34.5
3624,20140504,12,PCA,-72.45447488289429
3624,20140504,12,PM2.5,28.1
3792,20140505,16,PCA,-90.80254059165205
3792,20140505,16,PM2.5,29.0
3798,20140505,17,PCA,-97.83760215555334
3798,20140505,17,PM2.5,19.1
3804,20140505,18,PCA,-96.6529664038806
3804,20140505,18,PM2.5,22.0
3810,20140505,19,PCA,-85.37369711040604
3810,20140505,19,PM2.5,34.6
3816,20140505,20,PCA,-85.23932040659429
3816,20140505,20,PM2.5,29.3
3822,20140505,21,PCA,-73.92449151448233
3822,20140505,21,PM2.5,38.5
3828,20140505,22,PCA,-54.40616717291438
3828,20140505,22,PM2.5,58.3
3834,20140505,23,PCA,-47.97636019089804
3834,20140505,23,PM2.5,65.9
3840,20140506,0,PCA,-49.663281630499945
3840,20140506,0,PM2.5,57.1
3846,20140506,1,PCA,-40.0794449402278
3846,20140506,1,PM2.5,70.3
3852,20140506,2,PCA,-42.58610652621554
3852,20140506,2,PM2.5,67.1
3858,20140506,3,PCA,-35.66243385456959
3858,20140506,3,PM2.5,70.7
3864,20140506,4,PCA,-20.55410039671473
3864,20140506,4,PM2.5,84.0
3870,20140506,5,PCA,-24.91853846718907
3870,20140506,5,PM2.5,79.7
3876,20140506,6,PCA,-28.333107605690074
3876,20140506,6,PM2.5,74.8
3882,20140506,7,PCA,3.9013631716707007
3882,20140506,7,PM2.5,116.6
3888,20140506,8,PCA,-14.822573769845448
3888,20140506,8,PM2.5,90.4
3894,20140506,9,PCA,-16.00782370371101
3894,20140506,9,PM2.5,94.1
3900,20140506,10,PCA,-9.591846345539347
3900,20140506,10,PM2.5,103.4
3906,20140506,11,PCA,-11.99059298326165
3906,20140506,11,PM2.5,96.7
3912,20140506,12,PCA,-0.6691208799620256
3912,20140506,12,PM2.5,112.1
3918,20140506,13,PCA,0.30688502288704567
3918,20140506,13,PM2.5,112.6
3924,20140506,14,PCA,-6.901756735470295
3924,20140506,14,PM2.5,103.9
3930,20140506,15,PCA,-2.3446257715518395
3930,20140506,15,PM2.5,112.5
3936,20140506,16,PCA,2.306052986979451
3936,20140506,16,PM2.5,119.2
3942,20140506,17,PCA,9.285497693920838
3942,20140506,17,PM2.5,125.7
3948,20140506,18,PCA,16.260652190007512
3948,20140506,18,PM2.5,126.6
3954,20140506,19,PCA,13.214496491304988
3954,20140506,19,PM2.5,111.0
3960,20140506,20,PCA,15.204772142481282
3960,20140506,20,PM2.5,107.6
3966,20140506,21,PCA,52.735237972117005
3966,20140506,21,PM2.5,145.9
3972,20140506,22,PCA,44.96165075486261
3972,20140506,22,PM2.5,126.0
3978,20140506,23,PCA,59.423880872297474
3978,20140506,23,PM2.5,139.9
3984,20140507,0,PCA,67.00311126627918
3984,20140507,0,PM2.5,142.8
3990,20140507,1,PCA,67.92738535125446
3990,20140507,1,PM2.5,136.0
3996,20140507,2,PCA,67.83141942401362
3996,20140507,2,PM2.5,140.6
4002,20140507,3,PCA,67.48173218435917
4002,20140507,3,PM2.5,133.4
4008,20140507,4,PCA,76.6583947269113
4008,20140507,4,PM2.5,140.7
4014,20140507,5,PCA,82.20431986852648
4014,20140507,5,PM2.5,145.1
4020,20140507,6,PCA,87.49602287458681
4020,20140507,6,PM2.5,148.3
4026,20140507,7,PCA,91.52114515068496
4026,20140507,7,PM2.5,154.1
4032,20140507,8,PCA,98.61884204489752
4032,20140507,8,PM2.5,161.8
4038,20140507,9,PCA,85.63534500809068
4038,20140507,9,PM2.5,153.0
4044,20140507,10,PCA,32.07171396588314
4044,20140507,10,PM2.5,93.2
4050,20140507,11,PCA,-19.99267178610107
4050,20140507,11,PM2.5,34.7
4056,20140507,12,PCA,-24.9129891222282
4056,20140507,12,PM2.5,32.2
4062,20140507,13,PCA,-26.33516843126676
4062,20140507,13,PM2.5,36.2
4068,20140507,14,PCA,-41.86723934356224
4068,20140507,14,PM2.5,20.5
4074,20140507,15,PCA,-47.00068210845409
4074,20140507,15,PM2.5,18.7
4080,20140507,16,PCA,-47.3595844928376
4080,20140507,16,PM2.5,21.8
4086,20140507,17,PCA,-47.154740540361296
4086,20140507,17,PM2.5,24.9
4092,20140507,18,PCA,-50.09205380790828
4092,20140507,18,PM2.5,25.8
4098,20140507,19,PCA,-49.67315736484605
4098,20140507,19,PM2.5,28.0
4104,20140507,20,PCA,-57.21054525227734
4104,20140507,20,PM2.5,20.4
4110,20140507,21,PCA,-57.63261410948151
4110,20140507,21,PM2.5,16.0
4116,20140507,22,PCA,-57.37921891212006
4116,20140507,22,PM2.5,23.7
4122,20140507,23,PCA,-42.90975903983664
4122,20140507,23,PM2.5,31.7
4128,20140508,0,PCA,-38.22770911404703
4128,20140508,0,PM2.5,38.2
4134,20140508,1,PCA,-31.011342063476995
4134,20140508,1,PM2.5,53.2
4140,20140508,2,PCA,-2.547029384868592
4140,20140508,2,PM2.5,91.6
4146,20140508,3,PCA,-4.512423812119267
4146,20140508,3,PM2.5,87.7
4152,20140508,4,PCA,-4.134847771020851
4152,20140508,4,PM2.5,92.9
4158,20140508,5,PCA,-12.898679315551394
4158,20140508,5,PM2.5,85.1
4164,20140508,6,PCA,-3.481671915467163
4164,20140508,6,PM2.5,100.1
4170,20140508,7,PCA,-21.32728733379341
4170,20140508,7,PM2.5,80.7
4176,20140508,8,PCA,-4.972930523510206
4176,20140508,8,PM2.5,105.9
4182,20140508,9,PCA,-32.14176717529701
4182,20140508,9,PM2.5,94.6
4188,20140508,10,PCA,-39.88028817319184
4188,20140508,10,PM2.5,92.1
4194,20140508,11,PCA,-48.786055283941735
4194,20140508,11,PM2.5,81.0
4200,20140508,12,PCA,-54.37335477174152
4200,20140508,12,PM2.5,72.9
4206,20140508,13,PCA,-60.942469411305176
4206,20140508,13,PM2.5,66.1
4212,20140508,14,PCA,-58.22547629732739
4212,20140508,14,PM2.5,68.0
4218,20140508,15,PCA,-49.8934735791973
4218,20140508,15,PM2.5,77.8
4224,20140508,16,PCA,-55.329818477510685
4224,20140508,16,PM2.5,68.9
4230,20140508,17,PCA,-62.47615098126859
4230,20140508,17,PM2.5,58.5
4236,20140508,18,PCA,-62.937864360668186
4236,20140508,18,PM2.5,55.3
4242,20140508,19,PCA,-62.6770891011724
4242,20140508,19,PM2.5,51.0
4248,20140508,20,PCA,-45.27330233415007
4248,20140508,20,PM2.5,64.7
4254,20140508,21,PCA,-44.682602683394634
4254,20140508,21,PM2.5,64.3
4260,20140508,22,PCA,-41.80737504462755
4260,20140508,22,PM2.5,63.1
4266,20140508,23,PCA,-32.803849505719704
4266,20140508,23,PM2.5,68.3
4272,20140509,0,PCA,-13.11794662587589
4272,20140509,0,PM2.5,79.5
4278,20140509,1,PCA,-0.9972405386859338
4278,20140509,1,PM2.5,88.1
4284,20140509,2,PCA,-4.300906483146246
4284,20140509,2,PM2.5,86.6
4290,20140509,3,PCA,-6.45655370829104
4290,20140509,3,PM2.5,84.4
4296,20140509,4,PCA,-12.11084316586858
4296,20140509,4,PM2.5,78.2
4302,20140509,5,PCA,3.873390928462135
4302,20140509,5,PM2.5,93.2
4308,20140509,6,PCA,-12.002860023512815
4308,20140509,6,PM2.5,80.8
4314,20140509,7,PCA,-18.722645754409193
4314,20140509,7,PM2.5,71.3
4320,20140509,8,PCA,-8.18998417384866
4320,20140509,8,PM2.5,87.9
4326,20140509,9,PCA,6.877079411352913
4326,20140509,9,PM2.5,105.5
4332,20140509,10,PCA,11.502578877506034
4332,20140509,10,PM2.5,110.9
4338,20140509,11,PCA,8.546420022996362
4338,20140509,11,PM2.5,108.3
4344,20140509,12,PCA,4.937285052300838
4344,20140509,12,PM2.5,106.2
4350,20140509,13,PCA,-7.113532009052594
4350,20140509,13,PM2.5,92.2
4356,20140509,14,PCA,-5.841426485552514
4356,20140509,14,PM2.5,93.0
4362,20140509,15,PCA,-7.300355788047287
4362,20140509,15,PM2.5,92.4
4368,20140509,16,PCA,-14.163111166654886
4368,20140509,16,PM2.5,81.0
4374,20140509,17,PCA,-9.79039346852258
4374,20140509,17,PM2.5,82.0
4380,20140509,18,PCA,-12.963521557334314
4380,20140509,18,PM2.5,77.4
4386,20140509,19,PCA,-50.756018519675
4386,20140509,19,PM2.5,42.8
4392,20140509,20,PCA,-53.120881824564925
4392,20140509,20,PM2.5,39.8
4398,20140509,21,PCA,-48.607395761493166
4398,20140509,21,PM2.5,45.4
4404,20140509,22,PCA,-45.47582244331964
4404,20140509,22,PM2.5,49.4
4410,20140509,23,PCA,-44.50520674101605
4410,20140509,23,PM2.5,48.3
4416,20140510,0,PCA,-38.28789751464025
4416,20140510,0,PM2.5,55.3
4422,20140510,1,PCA,-35.034760732971435
4422,20140510,1,PM2.5,58.9
4428,20140510,2,PCA,-29.91687958069959
4428,20140510,2,PM2.5,64.6
4434,20140510,3,PCA,-34.991179601879296
4434,20140510,3,PM2.5,59.4
4440,20140510,4,PCA,-41.47950173119303
4440,20140510,4,PM2.5,50.6
4446,20140510,5,PCA,-43.64562216774227
4446,20140510,5,PM2.5,48.1
4452,20140510,6,PCA,-47.41090134183748
4452,20140510,6,PM2.5,44.9
4458,20140510,7,PCA,-44.84914828283809
4458,20140510,7,PM2.5,48.0
4464,20140510,8,PCA,-42.97903459424838
4464,20140510,8,PM2.5,52.7
4470,20140510,9,PCA,-46.234894322060484
4470,20140510,9,PM2.5,50.4
4476,20140510,10,PCA,-44.05066443994589
4476,20140510,10,PM2.5,55.9
4482,20140510,11,PCA,-42.89533836711982
4482,20140510,11,PM2.5,58.6
4488,20140510,12,PCA,-42.019601856379374
4488,20140510,12,PM2.5,62.2
4494,20140510,13,PCA,-42.20481208369532
4494,20140510,13,PM2.5,63.3
4500,20140510,14,PCA,-47.62572656971663
4500,20140510,14,PM2.5,58.2
4506,20140510,15,PCA,-37.86856557525876
4506,20140510,15,PM2.5,70.3
4512,20140510,16,PCA,-44.30587266096499
4512,20140510,16,PM2.5,61.6
4518,20140510,17,PCA,-31.383102913253257
4518,20140510,17,PM2.5,78.9
4524,20140510,18,PCA,-45.73116004159369
4524,20140510,18,PM2.5,64.5
4530,20140510,19,PCA,-42.073134030568916
4530,20140510,19,PM2.5,65.1
4536,20140510,20,PCA,-24.80981164882288
4536,20140510,20,PM2.5,78.1
4542,20140510,21,PCA,-28.081568869694642
4542,20140510,21,PM2.5,75.8
4548,20140510,22,PCA,-51.6833746243815
4548,20140510,22,PM2.5,54.0
4554,20140510,23,PCA,-54.96866746839708
4554,20140510,23,PM2.5,45.2
4560,20140511,0,PCA,-54.29559678357856
4560,20140511,0,PM2.5,43.1
4566,20140511,1,PCA,-67.11498429554054
4566,20140511,1,PM2.5,32.8
4572,20140511,2,PCA,-69.47202696997381
4572,20140511,2,PM2.5,31.6
4578,20140511,3,PCA,-68.51121604744816
4578,20140511,3,PM2.5,36.8
4584,20140511,4,PCA,-57.35832451280271
4584,20140511,4,PM2.5,48.5
4590,20140511,5,PCA,-57.025913944796606
4590,20140511,5,PM2.5,51.0
4596,20140511,6,PCA,-69.0795380456292
4596,20140511,6,PM2.5,41.7
4602,20140511,7,PCA,-67.64787735474161
4602,20140511,7,PM2.5,41.5
4608,20140511,8,PCA,-74.61645905988867
4608,20140511,8,PM2.5,32.7
4614,20140511,9,PCA,-78.58559401332033
4614,20140511,9,PM2.5,30.8
4620,20140511,10,PCA,-85.37155194903964
4620,20140511,10,PM2.5,24.0
4626,20140511,11,PCA,-88.03512355328427
4626,20140511,11,PM2.5,18.6
4632,20140511,12,PCA,-97.06984764804852
4632,20140511,12,PM2.5,12.4
4638,20140511,13,PCA,-107.24514325296063
4638,20140511,13,PM2.5,7.1
4644,20140511,14,PCA,-110.92012875189236
4644,20140511,14,PM2.5,5.7
4650,20140511,15,PCA,-112.2240828704946
4650,20140511,15,PM2.5,3.0
4656,20140511,16,PCA,-113.44253293921074
4656,20140511,16,PM2.5,4.4
4662,20140511,17,PCA,-117.0444105217607
4662,20140511,17,PM2.5,4.8
4668,20140511,18,PCA,-119.05896548936656
4668,20140511,18,PM2.5,3.0
4674,20140511,19,PCA,-122.08996485266114
4674,20140511,19,PM2.5,3.6
4680,20140511,20,PCA,-124.28979476821291
4680,20140511,20,PM2.5,3.8
4686,20140511,21,PCA,-123.00093807291903
4686,20140511,21,PM2.5,8.3
4692,20140511,22,PCA,-105.20606772236758
4692,20140511,22,PM2.5,28.5
4698,20140511,23,PCA,-102.6198818130604
