,date,hour,type,官园
161112,20170604,10,PM2.5,66.0
161118,20170604,11,PCA,-4.686582145939037
161118,20170604,11,PM2.5,69.0
161124,20170604,12,PCA,10.332294065160342
161124,20170604,12,PM2.5,76.0
161130,20170604,13,PCA,-8.376522323198007
161130,20170604,13,PM2.5,72.0
161136,20170604,14,PCA,-13.126565624603208
161136,20170604,14,PM2.5,58.0
161142,20170604,15,PCA,-3.504185838347831
161142,20170604,15,PM2.5,72.0
161148,20170604,16,PCA,-11.00343110612058
161148,20170604,16,PM2.5,64.0
161154,20170604,17,PCA,-18.906764945941525
161154,20170604,17,PM2.5,57.0
161160,20170604,18,PCA,-51.11116514038709
161160,20170604,18,PM2.5,32.0
161166,20170604,19,PCA,-66.12039290952976
161166,20170604,19,PM2.5,30.0
161172,20170604,20,PCA,-56.90403718989805
161172,20170604,20,PM2.5,27.0
161178,20170604,21,PCA,-45.2265928132897
161178,20170604,21,PM2.5,36.0
161184,20170604,22,PCA,-37.389488926626214
161184,20170604,22,PM2.5,39.0
161190,20170604,23,PCA,-37.89153435100679
161190,20170604,23,PM2.5,38.0
161196,20170605,7,PCA,34.7593161692558
161196,20170605,7,PM2.5,72.0
161202,20170605,8,PCA,27.06770510353851
161202,20170605,8,PM2.5,69.0
161208,20170605,9,PCA,44.99297531993574
161208,20170605,9,PM2.5,79.0
161214,20170605,10,PCA,51.972173585859316
161214,20170605,10,PM2.5,97.0
161220,20170605,11,PCA,53.65926866496987
161220,20170605,11,PM2.5,102.0
161226,20170605,12,PCA,39.88480798507914
161226,20170605,12,PM2.5,96.0
161232,20170605,13,PCA,23.724184685577193
161232,20170605,13,PM2.5,89.0
161238,20170605,14,PCA,-17.50913773517243
161238,20170605,14,PM2.5,59.0
161244,20170605,15,PCA,-14.1818414317344
161244,20170605,15,PM2.5,59.0
161250,20170605,16,PCA,7.293578243809693
161250,20170605,16,PM2.5,79.0
161256,20170605,17,PCA,10.40384949290058
161256,20170605,17,PM2.5,86.0
161262,20170605,22,PCA,-54.31817383421178
161262,20170605,22,PM2.5,31.0
161268,20170605,23,PCA,-22.428258506485417
161268,20170605,23,PM2.5,38.0
161274,20170606,0,PCA,-15.626134464686766
161274,20170606,0,PM2.5,48.0
161280,20170606,1,PCA,-44.77335192238734
161280,20170606,1,PM2.5,37.0
161286,20170606,2,PCA,-56.251832747369484
161286,20170606,2,PM2.5,38.0
161292,20170606,3,PCA,-58.31887706949164
161292,20170606,3,PM2.5,36.0
161298,20170606,4,PCA,-51.09396426356578
161298,20170606,4,PM2.5,39.0
161304,20170606,5,PCA,-39.21139581872309
161304,20170606,5,PM2.5,46.0
161310,20170606,6,PCA,-37.36672093843784
161310,20170606,6,PM2.5,48.0
161316,20170606,7,PCA,-49.685720768500886
161316,20170606,7,PM2.5,41.0
161322,20170606,8,PCA,-50.98182452237264
161322,20170606,8,PM2.5,39.0
161328,20170606,9,PCA,-57.99009329012583
161328,20170606,9,PM2.5,33.0
161334,20170606,10,PCA,-53.7816104361146
161334,20170606,10,PM2.5,34.0
161340,20170606,11,PCA,-42.63038880922369
161340,20170606,11,PM2.5,41.0
161346,20170606,12,PCA,-34.88986627856441
161346,20170606,12,PM2.5,48.0
161352,20170606,13,PCA,-8.395509627680303
161352,20170606,13,PM2.5,65.0
161358,20170606,14,PCA,-41.430264154918234
161358,20170606,14,PM2.5,46.0
161364,20170606,15,PCA,-68.57365400603652
161364,20170606,15,PM2.5,31.0
161370,20170606,16,PCA,-85.56205249709045
161370,20170606,16,PM2.5,19.0
161376,20170606,17,PCA,-85.67434458254179
161376,20170606,17,PM2.5,18.0
161382,20170606,18,PCA,-85.17032081764036
161382,20170606,18,PM2.5,19.0
161388,20170606,19,PCA,-83.85423280801838
161388,20170606,19,PM2.5,20.0
161394,20170606,20,PCA,-67.05066795020996
161394,20170606,20,PM2.5,30.0
161400,20170606,21,PCA,-56.08971695339148
161400,20170606,21,PM2.5,33.0
161406,20170606,22,PCA,-56.017847459837085
161406,20170606,22,PM2.5,37.0
161412,20170606,23,PCA,-46.83176867765732
161412,20170606,23,PM2.5,42.0
161604,20170608,8,PCA,-49.1887634708622
161604,20170608,8,PM2.5,32.0
161610,20170608,9,PCA,-58.90985202437249
161610,20170608,9,PM2.5,29.0
161616,20170608,10,PCA,-70.52427516179102
161616,20170608,10,PM2.5,24.0
161622,20170608,11,PCA,-41.68024077671177
161622,20170608,11,PM2.5,28.0
161628,20170608,12,PCA,-54.81785196788411
161628,20170608,12,PM2.5,33.0
161634,20170608,13,PCA,-52.072228109293626
161634,20170608,13,PM2.5,37.0
161640,20170608,14,PCA,-86.58632442162552
161640,20170608,14,PM2.5,17.0
162366,20170613,15,PCA,-62.33031022331809
162366,20170613,15,PM2.5,37.0
162372,20170613,16,PCA,-68.82509582916677
162372,20170613,16,PM2.5,29.0
162378,20170613,17,PCA,-62.94479825842756
162378,20170613,17,PM2.5,36.0
162384,20170613,18,PCA,-72.33944049491609
162384,20170613,18,PM2.5,25.0
162390,20170613,19,PCA,-60.60165580204243
162390,20170613,19,PM2.5,37.0
162396,20170613,20,PCA,-63.01878397406259
162396,20170613,20,PM2.5,30.0
162402,20170613,21,PCA,-47.65848966422674
162402,20170613,21,PM2.5,36.0
162408,20170613,22,PCA,-41.6552296198628
162408,20170613,22,PM2.5,36.0
162414,20170613,23,PCA,-29.711557685899983
162414,20170613,23,PM2.5,43.0
162420,20170614,0,PCA,-11.896818325638277
162420,20170614,0,PM2.5,47.0
162426,20170614,1,PCA,-5.066833381860078
162426,20170614,1,PM2.5,55.0
162432,20170614,2,PCA,-10.82624711747294
162432,20170614,2,PM2.5,49.0
162438,20170614,3,PCA,-13.644884846501085
162438,20170614,3,PM2.5,56.0
162444,20170614,4,PCA,-14.026553426241485
162444,20170614,4,PM2.5,51.0
162450,20170614,5,PCA,-18.40742499640585
162450,20170614,5,PM2.5,49.0
162456,20170614,6,PCA,-14.982445413233213
162456,20170614,6,PM2.5,48.0
162462,20170614,7,PCA,6.680092094165629
162462,20170614,7,PM2.5,63.0
162468,20170614,8,PCA,-1.9664113959729244
162468,20170614,8,PM2.5,60.0
162474,20170614,9,PCA,-28.566410591935142
162474,20170614,9,PM2.5,50.0
162480,20170614,10,PCA,-16.061721934189357
162480,20170614,10,PM2.5,56.0
162486,20170614,11,PCA,-52.16294337772808
162486,20170614,11,PM2.5,40.0
162492,20170614,12,PCA,-25.844582194085145
162492,20170614,12,PM2.5,36.0
162498,20170614,13,PCA,-26.39574874458878
162498,20170614,13,PM2.5,42.0
162504,20170614,14,PCA,-53.667085216988085
162504,20170614,14,PM2.5,24.0
162510,20170614,15,PCA,-68.90052357962007
162510,20170614,15,PM2.5,21.0
162516,20170614,16,PCA,-80.71161924811537
162516,20170614,16,PM2.5,13.0
162594,20170615,5,PCA,-8.980365893529603
162594,20170615,5,PM2.5,41.0
162600,20170615,6,PCA,-8.840854366625042
162600,20170615,6,PM2.5,36.0
162606,20170615,7,PCA,4.92712572115057
162606,20170615,7,PM2.5,44.0
162612,20170615,8,PCA,-20.358234335627067
162612,20170615,8,PM2.5,43.0
162618,20170615,9,PCA,-19.327222843389325
162618,20170615,9,PM2.5,39.0
162624,20170615,10,PCA,-16.68307572618871
162624,20170615,10,PM2.5,35.0
162630,20170615,11,PCA,-29.06407949664442
162630,20170615,11,PM2.5,34.0
162636,20170615,12,PCA,-24.935904924690746
162636,20170615,12,PM2.5,41.0
162642,20170615,13,PCA,-18.991613464889497
162642,20170615,13,PM2.5,42.0
162648,20170615,14,PCA,-33.964935692965305
162648,20170615,14,PM2.5,26.0
162654,20170615,15,PCA,-30.401675440323835
162654,20170615,15,PM2.5,29.0
162660,20170615,16,PCA,-38.86326366083625
162660,20170615,16,PM2.5,28.0
162666,20170615,17,PCA,-46.311313838596
162666,20170615,17,PM2.5,28.0
162672,20170615,18,PCA,-36.673387567384246
162672,20170615,18,PM2.5,28.0
162678,20170615,19,PCA,-28.061131353298705
162678,20170615,19,PM2.5,35.0
162684,20170615,20,PCA,-40.11145994004949
162684,20170615,20,PM2.5,38.0
162690,20170615,21,PCA,-31.004649139808713
162690,20170615,21,PM2.5,41.0
162720,20170616,2,PCA,27.331435680351206
162720,20170616,2,PM2.5,76.0
162726,20170616,3,PCA,27.18256031105057
162726,20170616,3,PM2.5,80.0
162732,20170616,4,PCA,20.85926500347444
162732,20170616,4,PM2.5,76.0
162738,20170616,5,PCA,19.01755945295105
162738,20170616,5,PM2.5,76.0
162744,20170616,6,PCA,18.774814077290944
162744,20170616,6,PM2.5,73.0
162750,20170616,7,PCA,26.53938053811033
162750,20170616,7,PM2.5,70.0
162756,20170616,8,PCA,13.39312426718095
162756,20170616,8,PM2.5,60.0
162762,20170616,9,PCA,-14.004285682685738
162762,20170616,9,PM2.5,61.0
162768,20170616,10,PCA,-5.565655490785769
162768,20170616,10,PM2.5,62.0
162774,20170616,11,PCA,2.4824641373691385
162774,20170616,11,PM2.5,66.0
162780,20170616,12,PCA,-18.96472554399437
162780,20170616,12,PM2.5,58.0
162786,20170616,13,PCA,-50.72849796682194
162786,20170616,13,PM2.5,35.0
162792,20170616,14,PCA,-30.986306545926595
162792,20170616,14,PM2.5,42.0
162798,20170616,15,PCA,-27.16261361624662
162798,20170616,15,PM2.5,46.0
162804,20170616,16,PCA,-18.06373579822061
162804,20170616,16,PM2.5,52.0
162810,20170616,17,PCA,-16.594000081232533
162810,20170616,17,PM2.5,57.0
162816,20170616,18,PCA,-12.304509895784662
162816,20170616,18,PM2.5,57.0
162822,20170616,19,PCA,-10.964166136319689
162822,20170616,19,PM2.5,67.0
162828,20170616,20,PCA,-17.67340006201055
162828,20170616,20,PM2.5,58.0
162834,20170616,21,PCA,-13.265205870508945
162834,20170616,21,PM2.5,58.0
162840,20170616,22,PCA,-16.511570000596524
162840,20170616,22,PM2.5,54.0
162846,20170616,23,PCA,-15.511611681361835
162846,20170616,23,PM2.5,55.0
162852,20170617,0,PCA,-5.004259332902006
162852,20170617,0,PM2.5,63.0
162858,20170617,1,PCA,-7.143561239081305
162858,20170617,1,PM2.5,62.0
162864,20170617,2,PCA,-12.854806880504238
162864,20170617,2,PM2.5,60.0
162870,20170617,3,PCA,-15.462572131136351
162870,20170617,3,PM2.5,60.0
162876,20170617,4,PCA,-12.9829395789735
162876,20170617,4,PM2.5,63.0
162882,20170617,5,PCA,-10.829414243279716
162882,20170617,5,PM2.5,63.0
162888,20170617,6,PCA,1.8278533503853371
162888,20170617,6,PM2.5,71.0
162894,20170617,7,PCA,8.522958491093073
162894,20170617,7,PM2.5,74.0
162900,20170617,8,PCA,18.6085350165173
162900,20170617,8,PM2.5,80.0
162906,20170617,9,PCA,15.166043883793492
162906,20170617,9,PM2.5,83.0
162912,20170617,10,PCA,-10.32880639522986
162912,20170617,10,PM2.5,71.0
162918,20170617,11,PCA,-8.569434866053205
162918,20170617,11,PM2.5,73.0
162924,20170617,12,PCA,-3.278357018138336
162924,20170617,12,PM2.5,77.0
162930,20170617,13,PCA,-2.9175231788805003
162930,20170617,13,PM2.5,76.0
162936,20170617,14,PCA,5.311383095110642
162936,20170617,14,PM2.5,80.0
162942,20170617,15,PCA,8.052424562385967
162942,20170617,15,PM2.5,80.0
162948,20170617,16,PCA,26.612724436662255
162948,20170617,16,PM2.5,102.0
162954,20170617,17,PCA,8.544952302281807
162954,20170617,17,PM2.5,81.0
162960,20170617,18,PCA,4.318402307397995
162960,20170617,18,PM2.5,80.0
162966,20170617,19,PCA,20.247860146375235
162966,20170617,19,PM2.5,86.0
162972,20170617,20,PCA,86.37290562604144
162972,20170617,20,PM2.5,132.0
162978,20170617,21,PCA,101.8412930108113
162978,20170617,21,PM2.5,140.0
162984,20170617,22,PCA,93.6669075855364
162984,20170617,22,PM2.5,135.0
162990,20170617,23,PCA,54.62713794176302
162990,20170617,23,PM2.5,114.0
162996,20170618,0,PCA,38.04243923956315
162996,20170618,0,PM2.5,103.0
163002,20170618,1,PCA,0.025509338111342372
163002,20170618,1,PM2.5,77.0
163008,20170618,2,PCA,22.53375316457592
163008,20170618,2,PM2.5,88.0
163014,20170618,3,PCA,2.626714765812352
163014,20170618,3,PM2.5,72.0
163020,20170618,4,PCA,-8.996168431702117
163020,20170618,4,PM2.5,66.0
163026,20170618,5,PCA,-10.907676647872036
163026,20170618,5,PM2.5,62.0
163032,20170618,6,PCA,-9.129438924798912
163032,20170618,6,PM2.5,63.0
163038,20170618,7,PCA,-6.190742018267297
163038,20170618,7,PM2.5,65.0
163044,20170618,8,PCA,-4.777081124865571
163044,20170618,8,PM2.5,68.0
163050,20170618,9,PCA,-5.811370764439941
163050,20170618,9,PM2.5,70.0
163056,20170618,10,PCA,2.644130046968972
163056,20170618,10,PM2.5,78.0
163062,20170618,11,PCA,3.224977505563773
163062,20170618,11,PM2.5,81.0
163068,20170618,12,PCA,5.943285501301097
163068,20170618,12,PM2.5,84.0
163074,20170618,13,PCA,13.687324326339429
163074,20170618,13,PM2.5,85.0
163080,20170618,14,PCA,13.496617709421876
163080,20170618,14,PM2.5,82.0
163086,20170618,15,PCA,-0.7125273799664542
163086,20170618,15,PM2.5,65.0
163092,20170618,16,PCA,-2.1525094386834116
163092,20170618,16,PM2.5,71.0
163098,20170618,17,PCA,-3.61357981701171
163098,20170618,17,PM2.5,69.0
163104,20170618,18,PCA,-6.059158609070967
163104,20170618,18,PM2.5,73.0
163110,20170618,19,PCA,-3.8974474145943017
163110,20170618,19,PM2.5,72.0
163116,20170618,20,PCA,2.3569655086987806
163116,20170618,20,PM2.5,73.0
163122,20170618,21,PCA,-17.08930648207344
163122,20170618,21,PM2.5,61.0
163128,20170618,22,PCA,-13.590903848915488
163128,20170618,22,PM2.5,65.0
163134,20170618,23,PCA,-31.516640259171478
163134,20170618,23,PM2.5,56.0
163140,20170619,0,PCA,-44.118585914731504
163140,20170619,0,PM2.5,48.0
163146,20170619,1,PCA,-46.27543048755131
163146,20170619,1,PM2.5,46.0
163152,20170619,2,PCA,-37.46720373703782
163152,20170619,2,PM2.5,50.0
163158,20170619,3,PCA,-52.0519002586511
163158,20170619,3,PM2.5,40.0
163164,20170619,4,PCA,-45.87463317592702
163164,20170619,4,PM2.5,42.0
163170,20170619,5,PCA,-52.896781591464055
163170,20170619,5,PM2.5,37.0
163176,20170619,6,PCA,-56.9101183075454
163176,20170619,6,PM2.5,35.0
163182,20170619,7,PCA,-68.25586309114895
163182,20170619,7,PM2.5,28.0
163188,20170619,8,PCA,-61.067792404719654
163188,20170619,8,PM2.5,33.0
163194,20170619,9,PCA,-80.84315730647432
163194,20170619,9,PM2.5,23.0
163200,20170619,10,PCA,-81.11442102149854
163200,20170619,10,PM2.5,23.0
163206,20170619,11,PCA,-79.91420407900608
163206,20170619,11,PM2.5,19.0
163212,20170619,12,PCA,-64.98567059683857
163212,20170619,12,PM2.5,25.0
163218,20170619,13,PCA,-37.554668225125035
163218,20170619,13,PM2.5,34.0
163224,20170619,14,PCA,-31.972947615251787
163224,20170619,14,PM2.5,34.0
163230,20170619,15,PCA,-27.96737705278727
163230,20170619,15,PM2.5,35.0
163236,20170619,16,PCA,-23.536446653583152
163236,20170619,16,PM2.5,40.0
163242,20170619,17,PCA,-36.99601472049119
163242,20170619,17,PM2.5,30.0
163248,20170619,18,PCA,-56.36591886357229
163248,20170619,18,PM2.5,28.0
163254,20170619,19,PCA,-61.11344841344247
163254,20170619,19,PM2.5,19.0
163260,20170619,20,PCA,-41.89236787375765
163260,20170619,20,PM2.5,39.0
163266,20170619,21,PCA,-40.40287952531376
163266,20170619,21,PM2.5,44.0
163272,20170619,22,PCA,-20.876893203367803
163272,20170619,22,PM2.5,57.0
163278,20170619,23,PCA,-12.785853521739003
163278,20170619,23,PM2.5,55.0
163284,20170620,0,PCA,-0.5465973280666513
163284,20170620,0,PM2.5,57.0
163290,20170620,1,PCA,-39.42157940063444
163290,20170620,1,PM2.5,46.0
163296,20170620,2,PCA,-55.785040961056964
163296,20170620,2,PM2.5,39.0
163302,20170620,3,PCA,-77.6932902286079
163302,20170620,3,PM2.5,20.0
163308,20170620,4,PCA,-69.39602899811464
163308,20170620,4,PM2.5,20.0
163314,20170620,5,PCA,-68.11884549279677
163314,20170620,5,PM2.5,22.0
163320,20170620,6,PCA,-81.85081642462426
163320,20170620,6,PM2.5,20.0
163326,20170620,7,PCA,-86.57812238492944
163326,20170620,7,PM2.5,13.0
163332,20170620,8,PCA,-84.0316129605674
163332,20170620,8,PM2.5,15.0
163338,20170620,9,PCA,-78.33341014092608
163338,20170620,9,PM2.5,17.0
163344,20170620,10,PCA,-78.48948668163926
163344,20170620,10,PM2.5,23.0
163350,20170620,11,PCA,-76.64213827390792
163350,20170620,11,PM2.5,23.0
163356,20170620,12,PCA,-72.40404817206122
163356,20170620,12,PM2.5,28.0
163362,20170620,13,PCA,-63.38786141872824
163362,20170620,13,PM2.5,21.0
163368,20170620,14,PCA,-41.254173703021394
163368,20170620,14,PM2.5,33.0
163374,20170620,15,PCA,-50.529434197781875
163374,20170620,15,PM2.5,28.0
163380,20170620,16,PCA,-40.64844987798972
163380,20170620,16,PM2.5,35.0
163386,20170620,17,PCA,-40.41394605715592
163386,20170620,17,PM2.5,36.0
163392,20170620,18,PCA,-46.64065764410454
163392,20170620,18,PM2.5,37.0
163398,20170620,19,PCA,-47.30984907920214
163398,20170620,19,PM2.5,36.0
163404,20170620,20,PCA,-40.25033406993645
163404,20170620,20,PM2.5,38.0
163410,20170620,21,PCA,-51.3525833202841
163410,20170620,21,PM2.5,35.0
163416,20170620,22,PCA,-49.337169201118776
163416,20170620,22,PM2.5,44.0
163422,20170620,23,PCA,-43.302940020930265
163422,20170620,23,PM2.5,41.0
163428,20170621,0,PCA,-38.37661845570269
163428,20170621,0,PM2.5,42.0
163434,20170621,1,PCA,-46.981540059916256
163434,20170621,1,PM2.5,36.0
163440,20170621,2,PCA,-50.61437253059005
163440,20170621,2,PM2.5,34.0
163446,20170621,3,PCA,-43.237356189954454
163446,20170621,3,PM2.5,38.0
163452,20170621,4,PCA,-27.13202558083981
163452,20170621,4,PM2.5,51.0
163458,20170621,5,PCA,-37.09210092943827
163458,20170621,5,PM2.5,46.0
163464,20170621,6,PCA,-52.84321847593947
163464,20170621,6,PM2.5,39.0
163470,20170621,7,PCA,-59.6757973459773
163470,20170621,7,PM2.5,35.0
163476,20170621,8,PCA,-55.23304524069662
163476,20170621,8,PM2.5,37.0
163482,20170621,9,PCA,-40.876897330939
163482,20170621,9,PM2.5,46.0
163488,20170621,10,PCA,-35.38391414124732
163488,20170621,10,PM2.5,51.0
163494,20170621,11,PCA,-39.38457957659546
163494,20170621,11,PM2.5,50.0
163500,20170621,12,PCA,-47.37303684037288
163500,20170621,12,PM2.5,47.0
163506,20170621,13,PCA,-33.30409912133117
163506,20170621,13,PM2.5,57.0
163512,20170621,14,PCA,-14.997160333472555
163512,20170621,14,PM2.5,65.0
163518,20170621,15,PCA,-11.853241978010681
163518,20170621,15,PM2.5,66.0
163524,20170621,16,PCA,-19.994736395441173
163524,20170621,16,PM2.5,57.0
163530,20170621,17,PCA,-11.73935402276072
163530,20170621,17,PM2.5,65.0
163536,20170621,18,PCA,-5.586632854043805
163536,20170621,18,PM2.5,71.0
163542,20170621,19,PCA,-16.968683765483206
163542,20170621,19,PM2.5,63.0
163548,20170621,20,PCA,-33.50533390669861
163548,20170621,20,PM2.5,55.0
163554,20170621,21,PCA,-36.73087161013676
163554,20170621,21,PM2.5,44.0
163560,20170621,22,PCA,-80.47964549667013
163560,20170621,22,PM2.5,19.0
163566,20170621,23,PCA,-81.68420490773747
163566,20170621,23,PM2.5,21.0
163572,20170622,0,PCA,-85.25424214373535
163572,20170622,0,PM2.5,17.0
163578,20170622,1,PCA,-86.51571524075626
163578,20170622,1,PM2.5,16.0
163584,20170622,2,PCA,-87.77458814232837
163584,20170622,2,PM2.5,15.0
163590,20170622,3,PCA,-87.42604846508677
163590,20170622,3,PM2.5,17.0
163596,20170622,4,PCA,-86.99160136131795
163596,20170622,4,PM2.5,20.0
163602,20170622,5,PCA,-78.99215123306229
163602,20170622,5,PM2.5,23.0
163608,20170622,6,PCA,-75.95275880943495
163608,20170622,6,PM2.5,24.0
163614,20170622,7,PCA,-47.04378542798787
163614,20170622,7,PM2.5,39.0
163620,20170622,8,PCA,-66.55993876840911
163620,20170622,8,PM2.5,27.0
163626,20170622,9,PCA,-72.86056059886468
163626,20170622,9,PM2.5,26.0
163632,20170622,10,PCA,-80.42366188835628
163632,20170622,10,PM2.5,20.0
163638,20170622,11,PCA,-76.0533034297119
163638,20170622,11,PM2.5,23.0
163644,20170622,12,PCA,-74.94821660105463
163644,20170622,12,PM2.5,27.0
163650,20170622,13,PCA,-64.96037719263802
163650,20170622,13,PM2.5,33.0
163656,20170622,14,PCA,-68.1874291212152
163656,20170622,14,PM2.5,31.0
163662,20170622,15,PCA,-70.8274716129335
163662,20170622,15,PM2.5,29.0
163668,20170622,16,PCA,-63.04117648310699
163668,20170622,16,PM2.5,33.0
163674,20170622,17,PCA,-44.84182556618188
163674,20170622,17,PM2.5,44.0
163680,20170622,18,PCA,-23.20226772225045
163680,20170622,18,PM2.5,56.0
163686,20170622,19,PCA,-34.45805546779787
163686,20170622,19,PM2.5,49.0
163692,20170622,20,PCA,-34.43176187884412
163692,20170622,20,PM2.5,48.0
163698,20170622,21,PCA,-2.2516207925888807
163698,20170622,21,PM2.5,68.0
163704,20170622,22,PCA,-8.741697740819454
163704,20170622,22,PM2.5,63.0
163710,20170622,23,PCA,-35.10970867935524
163710,20170622,23,PM2.5,50.0
163716,20170623,0,PCA,-45.67059088729027
163716,20170623,0,PM2.5,45.0
163722,20170623,1,PCA,-53.79492215642433
163722,20170623,1,PM2.5,39.0
163728,20170623,2,PCA,-57.54118972489851
163728,20170623,2,PM2.5,37.0
163734,20170623,3,PCA,-75.44356282428461
163734,20170623,3,PM2.5,27.0
163740,20170623,4,PCA,-85.88866390702482
163740,20170623,4,PM2.5,21.0
163746,20170623,5,PCA,-86.01690246816787
163746,20170623,5,PM2.5,21.0
163752,20170623,6,PCA,-90.91996368089
163752,20170623,6,PM2.5,13.0
163758,20170623,7,PCA,-90.2181246937129
163758,20170623,7,PM2.5,12.0
163764,20170623,8,PCA,-89.93670970446314
163764,20170623,8,PM2.5,10.0
163770,20170623,9,PCA,-90.33530947877637
163770,20170623,9,PM2.5,12.0
163776,20170623,10,PCA,-93.61042683894252
163776,20170623,10,PM2.5,7.0
163782,20170623,11,PCA,-90.99946475620422
163782,20170623,11,PM2.5,13.0
163788,20170623,12,PCA,-84.88482813639366
163788,20170623,12,PM2.5,19.0
163794,20170623,13,PCA,-78.46007976575585
163794,20170623,13,PM2.5,23.0
163800,20170623,14,PCA,-64.88982823184948
163800,20170623,14,PM2.5,31.0
163806,20170623,15,PCA,-63.4733435031084
163806,20170623,15,PM2.5,31.0
163812,20170623,16,PCA,-83.30401732770918
163812,20170623,16,PM2.5,17.0
163818,20170623,17,PCA,-80.22769579502867
163818,20170623,17,PM2.5,18.0
163824,20170623,18,PCA,-76.64650890719408
163824,20170623,18,PM2.5,22.0
163830,20170623,19,PCA,-89.68290610962315
163830,20170623,19,PM2.5,12.0
163836,20170623,20,PCA,-88.49421507089149
163836,20170623,20,PM2.5,15.0
163842,20170623,21,PCA,-89.45700971150875
163842,20170623,21,PM2.5,14.0
163848,20170623,22,PCA,-75.86510793310143
163848,20170623,22,PM2.5,21.0
163854,20170623,23,PCA,-77.56254145723351
