,date,hour,type,昌平
185310,20171128,10,PM2.5,12.0
185316,20171128,11,PCA,-31.8871476769759
185316,20171128,11,PM2.5,13.0
185322,20171128,12,PCA,-26.926671990648845
185322,20171128,12,PM2.5,16.0
185328,20171128,13,PCA,-40.63548333792507
185328,20171128,13,PM2.5,6.0
185334,20171128,14,PCA,-41.32242211715256
185334,20171128,14,PM2.5,11.0
185340,20171128,15,PCA,-54.00754984887897
185340,20171128,15,PM2.5,4.0
185346,20171128,16,PCA,-58.066205135995496
185346,20171128,16,PM2.5,6.0
185352,20171128,17,PCA,-60.09553277955375
185352,20171128,17,PM2.5,7.0
185358,20171128,18,PCA,-71.37796336562808
185358,20171128,18,PM2.5,7.0
185364,20171128,19,PCA,-71.86744316994383
185364,20171128,19,PM2.5,15.0
185370,20171128,20,PCA,-83.53047436623602
185370,20171128,20,PM2.5,10.0
185376,20171128,21,PCA,-86.52704412622901
185376,20171128,21,PM2.5,5.0
185382,20171128,22,PCA,-84.12427398752958
185382,20171128,22,PM2.5,8.0
185388,20171128,23,PCA,-82.61295184234513
185388,20171128,23,PM2.5,8.0
185394,20171129,0,PCA,-85.8556068884305
185394,20171129,0,PM2.5,3.0
185400,20171129,1,PCA,-67.51940131343615
185400,20171129,1,PM2.5,6.0
185406,20171129,2,PCA,-76.66796468407424
185406,20171129,2,PM2.5,3.0
185412,20171129,3,PCA,-86.09809124868272
185412,20171129,3,PM2.5,5.0
185418,20171129,4,PCA,-85.7153835074177
185418,20171129,4,PM2.5,9.0
185424,20171129,5,PCA,-85.82318911867215
185424,20171129,5,PM2.5,5.0
185430,20171129,6,PCA,-38.496788602794055
185430,20171129,6,PM2.5,23.0
185436,20171129,7,PCA,-36.5323948904113
185436,20171129,7,PM2.5,28.0
185442,20171129,8,PCA,-39.36165758043432
185442,20171129,8,PM2.5,25.0
185448,20171129,9,PCA,-40.51283492714925
185448,20171129,9,PM2.5,20.0
185454,20171129,10,PCA,-58.760862667998126
185454,20171129,10,PM2.5,14.0
185460,20171129,11,PCA,-75.3544516689728
185460,20171129,11,PM2.5,11.0
185466,20171129,12,PCA,-77.43594711311775
185466,20171129,12,PM2.5,13.0
185472,20171129,13,PCA,-74.02580995382019
185472,20171129,13,PM2.5,15.0
185478,20171129,16,PCA,-62.906815683881604
185478,20171129,16,PM2.5,17.0
185484,20171129,17,PCA,-59.294203005307985
185484,20171129,17,PM2.5,18.0
185490,20171129,18,PCA,-54.809128737301286
185490,20171129,18,PM2.5,17.0
185496,20171129,19,PCA,-33.632274648718365
185496,20171129,19,PM2.5,30.0
185502,20171129,20,PCA,-34.0188614411364
185502,20171129,20,PM2.5,31.0
185508,20171129,21,PCA,-43.28679079002699
185508,20171129,21,PM2.5,25.0
185514,20171129,22,PCA,-37.18574171377906
185514,20171129,22,PM2.5,24.0
185520,20171129,23,PCA,-34.284609553645396
185520,20171129,23,PM2.5,22.0
185526,20171130,0,PCA,-43.872478358238524
185526,20171130,0,PM2.5,25.0
185532,20171130,1,PCA,-50.88803106009735
185532,20171130,1,PM2.5,23.0
185538,20171130,2,PCA,-39.27628718698749
185538,20171130,2,PM2.5,24.0
185544,20171130,3,PCA,-0.25206521065884946
185544,20171130,3,PM2.5,55.0
185550,20171130,4,PCA,-53.927670120476584
185550,20171130,4,PM2.5,15.0
185556,20171130,5,PCA,-80.87730481580299
185556,20171130,5,PM2.5,5.0
185562,20171130,6,PCA,-73.3063731440591
185562,20171130,6,PM2.5,10.0
185568,20171130,7,PCA,-69.70269851282218
185568,20171130,7,PM2.5,12.0
185574,20171130,8,PCA,-63.64879704315007
185574,20171130,8,PM2.5,16.0
185580,20171130,9,PCA,-75.80618713438217
185580,20171130,9,PM2.5,7.0
185586,20171130,10,PCA,-83.55093049996589
185586,20171130,10,PM2.5,10.0
185592,20171130,11,PCA,-84.1227259283496
185592,20171130,11,PM2.5,9.0
185598,20171130,12,PCA,-82.7092266393844
185598,20171130,12,PM2.5,10.0
185604,20171130,13,PCA,-85.17476377636598
185604,20171130,13,PM2.5,6.0
185610,20171130,14,PCA,-83.8390140856325
185610,20171130,14,PM2.5,8.0
185616,20171130,15,PCA,-80.09650732934551
185616,20171130,15,PM2.5,4.0
185622,20171130,16,PCA,-74.66604191624754
185622,20171130,16,PM2.5,9.0
185628,20171130,17,PCA,-71.24626338452272
185628,20171130,17,PM2.5,5.0
185634,20171130,18,PCA,-42.00001871122314
185634,20171130,18,PM2.5,20.0
185640,20171130,19,PCA,-15.723736098809802
185640,20171130,19,PM2.5,38.0
185646,20171130,20,PCA,3.067551672868645
185646,20171130,20,PM2.5,53.0
185652,20171130,21,PCA,6.476024209989148
185652,20171130,21,PM2.5,57.0
185658,20171130,22,PCA,-5.654713539165104
185658,20171130,22,PM2.5,50.0
185664,20171130,23,PCA,-20.376104953194666
185664,20171130,23,PM2.5,40.0
185670,20171201,0,PCA,-37.80567659822749
185670,20171201,0,PM2.5,26.0
185676,20171201,1,PCA,-38.80725801987688
185676,20171201,1,PM2.5,25.0
185682,20171201,2,PCA,-54.76448184063042
185682,20171201,2,PM2.5,22.0
185688,20171201,3,PCA,-62.2080177821997
185688,20171201,3,PM2.5,18.0
185694,20171201,4,PCA,-63.85265938788569
185694,20171201,4,PM2.5,19.0
185700,20171201,5,PCA,-69.62193409777099
185700,20171201,5,PM2.5,15.0
185706,20171201,6,PCA,-74.60633408103077
185706,20171201,6,PM2.5,7.0
185712,20171201,7,PCA,-41.26779055284564
185712,20171201,7,PM2.5,21.0
185718,20171201,8,PCA,19.00262144186803
185718,20171201,8,PM2.5,66.0
185724,20171201,9,PCA,16.060689817792657
185724,20171201,9,PM2.5,64.0
185730,20171201,10,PCA,23.05256772618145
185730,20171201,10,PM2.5,68.0
185736,20171201,11,PCA,-4.757336946392154
185736,20171201,11,PM2.5,51.0
185742,20171201,12,PCA,-16.393450487480752
185742,20171201,12,PM2.5,45.0
185748,20171201,13,PCA,-14.76679070856573
185748,20171201,13,PM2.5,46.0
185754,20171201,14,PCA,-19.336172234711924
185754,20171201,14,PM2.5,41.0
185760,20171201,15,PCA,-28.906920518289642
185760,20171201,15,PM2.5,39.0
185766,20171201,16,PCA,-25.946930135024118
185766,20171201,16,PM2.5,40.0
185772,20171201,17,PCA,-10.26412598354277
185772,20171201,17,PM2.5,51.0
185778,20171201,18,PCA,9.756199313621039
185778,20171201,18,PM2.5,61.0
185784,20171201,19,PCA,29.77652461078485
185784,20171201,19,PM2.5,71.0
185790,20171201,20,PCA,36.5459306841301
185790,20171201,20,PM2.5,76.0
185796,20171201,21,PCA,11.033770189442036
185796,20171201,21,PM2.5,62.0
185802,20171201,22,PCA,-1.2307323912597887
185802,20171201,22,PM2.5,56.0
185808,20171201,23,PCA,2.443991322190399
185808,20171201,23,PM2.5,58.0
185814,20171202,0,PCA,13.130999835566456
185814,20171202,0,PM2.5,63.0
185820,20171202,1,PCA,44.68772763353756
185820,20171202,1,PM2.5,82.0
185826,20171202,2,PCA,27.910024353046293
185826,20171202,2,PM2.5,72.0
185832,20171202,3,PCA,31.760516522928523
185832,20171202,3,PM2.5,74.0
185838,20171202,4,PCA,34.75799694070237
185838,20171202,4,PM2.5,76.0
185844,20171202,5,PCA,24.523677940573535
185844,20171202,5,PM2.5,69.0
185850,20171202,6,PCA,34.449009243663376
185850,20171202,6,PM2.5,76.0
185856,20171202,7,PCA,36.02685976583399
185856,20171202,7,PM2.5,76.0
185862,20171202,8,PCA,67.86298006540316
185862,20171202,8,PM2.5,96.0
185868,20171202,9,PCA,46.170437092401144
185868,20171202,9,PM2.5,84.0
185874,20171202,10,PCA,122.67221130860477
185874,20171202,10,PM2.5,129.0
185880,20171202,11,PCA,104.61769188366928
185880,20171202,11,PM2.5,119.0
185886,20171202,12,PCA,84.94422944225349
185886,20171202,12,PM2.5,106.0
185892,20171202,13,PCA,124.71533748395036
185892,20171202,13,PM2.5,129.0
185898,20171202,14,PCA,178.1363373073704
185898,20171202,14,PM2.5,162.0
185904,20171202,15,PCA,171.41421239070894
185904,20171202,15,PM2.5,158.0
185910,20171202,16,PCA,177.46161170870988
185910,20171202,16,PM2.5,161.0
185916,20171202,17,PCA,197.1400539260881
185916,20171202,17,PM2.5,173.0
185922,20171202,18,PCA,206.1552994454864
185922,20171202,18,PM2.5,179.0
185928,20171202,19,PCA,189.77035570119395
185928,20171202,19,PM2.5,169.0
185934,20171202,20,PCA,167.1235252754133
185934,20171202,20,PM2.5,153.0
185940,20171202,21,PCA,151.271513799226
185940,20171202,21,PM2.5,144.0
185946,20171202,22,PCA,114.580905081031
185946,20171202,22,PM2.5,123.0
185952,20171202,23,PCA,78.97270576086179
185952,20171202,23,PM2.5,101.0
185958,20171203,0,PCA,81.6417860559458
185958,20171203,0,PM2.5,103.0
185964,20171203,1,PCA,69.21537475935918
185964,20171203,1,PM2.5,96.0
185970,20171203,2,PCA,48.67225109117478
185970,20171203,2,PM2.5,84.0
185976,20171203,3,PCA,66.71379814586848
185976,20171203,3,PM2.5,94.0
185982,20171203,4,PCA,90.12990848132395
185982,20171203,4,PM2.5,110.0
185988,20171203,5,PCA,-25.266035620748656
185988,20171203,5,PM2.5,42.0
185994,20171203,6,PCA,-48.377371402006496
185994,20171203,6,PM2.5,26.0
186000,20171203,7,PCA,-55.41322404402025
186000,20171203,7,PM2.5,17.0
186006,20171203,8,PCA,-48.83580391161608
186006,20171203,8,PM2.5,18.0
186012,20171203,9,PCA,-55.66645124554911
186012,20171203,9,PM2.5,16.0
186018,20171203,10,PCA,-52.61659429738545
186018,20171203,10,PM2.5,24.0
186024,20171203,11,PCA,-63.98647125252286
186024,20171203,11,PM2.5,18.0
186030,20171203,12,PCA,-76.40368504829902
186030,20171203,12,PM2.5,14.0
186036,20171203,13,PCA,-81.57997594351788
186036,20171203,13,PM2.5,11.0
186042,20171203,14,PCA,-76.2763086676015
186042,20171203,14,PM2.5,10.0
186048,20171203,15,PCA,-78.94296815720823
186048,20171203,15,PM2.5,5.0
186054,20171203,16,PCA,-78.61288234376995
186054,20171203,16,PM2.5,3.0
186060,20171203,17,PCA,-64.82649285985349
186060,20171203,17,PM2.5,5.0
186066,20171203,18,PCA,-60.30290291145625
186066,20171203,18,PM2.5,12.0
186072,20171203,19,PCA,-77.2183713214431
186072,20171203,19,PM2.5,6.0
186078,20171203,20,PCA,-68.94970169916719
186078,20171203,20,PM2.5,8.0
186084,20171203,21,PCA,-72.38188268195249
186084,20171203,21,PM2.5,9.0
186090,20171203,22,PCA,-84.39716433745654
186090,20171203,22,PM2.5,8.0
186096,20171203,23,PCA,-86.42210924286822
186096,20171203,23,PM2.5,5.5
186102,20171204,0,PCA,-88.44705414827989
186102,20171204,0,PM2.5,3.0
186108,20171204,1,PCA,-84.69967195101528
186108,20171204,1,PM2.5,3.0
186114,20171204,2,PCA,-62.93465129615912
186114,20171204,2,PM2.5,5.0
186120,20171204,3,PCA,-86.27076247730271
186120,20171204,3,PM2.5,6.0
186126,20171204,4,PCA,-88.79858619221291
186126,20171204,4,PM2.5,3.0
186132,20171204,5,PCA,-88.39831631175166
186132,20171204,5,PM2.5,4.0
186138,20171204,6,PCA,-88.46453212375962
186138,20171204,6,PM2.5,3.0
186144,20171204,7,PCA,-86.46789425342727
186144,20171204,7,PM2.5,4.0
186150,20171204,8,PCA,-73.73861388265767
186150,20171204,8,PM2.5,10.0
186156,20171204,9,PCA,-81.88536743038466
186156,20171204,9,PM2.5,10.0
186162,20171204,10,PCA,-87.24625001909911
186162,20171204,10,PM2.5,5.0
186168,20171204,11,PCA,-88.6538266871894
186168,20171204,11,PM2.5,3.0
186174,20171204,12,PCA,-86.55495584982552
186174,20171204,12,PM2.5,6.0
186180,20171204,13,PCA,-70.62792456421116
186180,20171204,13,PM2.5,6.0
186186,20171204,14,PCA,-60.33404827514867
186186,20171204,14,PM2.5,7.0
186192,20171204,15,PCA,-60.25391750201755
186192,20171204,15,PM2.5,7.0
186198,20171204,16,PCA,-67.33542817167233
186198,20171204,16,PM2.5,6.0
186204,20171204,17,PCA,-66.98910144278744
186204,20171204,17,PM2.5,4.0
186210,20171204,18,PCA,-60.94834427039227
186210,20171204,18,PM2.5,13.0
186216,20171204,19,PCA,-70.85263879950402
186216,20171204,19,PM2.5,7.0
186222,20171204,20,PCA,-69.60677484531746
186222,20171204,20,PM2.5,10.0
186228,20171204,21,PCA,-73.14268213354813
186228,20171204,21,PM2.5,5.0
186234,20171204,22,PCA,-77.60497431350142
186234,20171204,22,PM2.5,7.0
186240,20171204,23,PCA,-77.37375742672772
186240,20171204,23,PM2.5,10.0
186246,20171205,0,PCA,-76.28486318612305
186246,20171205,0,PM2.5,11.0
186252,20171205,1,PCA,-67.62097466741554
186252,20171205,1,PM2.5,12.0
186258,20171205,2,PCA,-68.83174943345176
186258,20171205,2,PM2.5,14.0
186264,20171205,3,PCA,-67.67406460069097
186264,20171205,3,PM2.5,8.0
186270,20171205,4,PCA,-75.48371074201933
186270,20171205,4,PM2.5,9.0
186276,20171205,5,PCA,-81.05862495771913
186276,20171205,5,PM2.5,10.0
186282,20171205,6,PCA,-80.3404236421599
186282,20171205,6,PM2.5,3.0
186288,20171205,7,PCA,-68.779217818939
186288,20171205,7,PM2.5,14.0
186294,20171205,8,PCA,-70.25463640008849
186294,20171205,8,PM2.5,10.0
186300,20171205,9,PCA,-64.47035626895838
186300,20171205,9,PM2.5,12.0
186306,20171205,10,PCA,-64.56264252988178
186306,20171205,10,PM2.5,7.0
186312,20171205,11,PCA,-64.89009705531566
186312,20171205,11,PM2.5,13.0
186318,20171205,12,PCA,-76.32440674036438
186318,20171205,12,PM2.5,9.0
186324,20171205,13,PCA,-69.2035443025911
186324,20171205,13,PM2.5,10.0
186330,20171205,14,PCA,-71.67744421540198
186330,20171205,14,PM2.5,5.0
186336,20171205,15,PCA,-68.79015244633851
186336,20171205,15,PM2.5,9.0
186372,20171205,21,PCA,-5.992094489606271
186372,20171205,21,PM2.5,50.0
186378,20171205,22,PCA,1.1292260200192608
186378,20171205,22,PM2.5,54.0
186384,20171205,23,PCA,26.601296769683984
186384,20171205,23,PM2.5,70.0
186390,20171206,0,PCA,-14.659669590685906
186390,20171206,0,PM2.5,44.0
186396,20171206,1,PCA,-11.15260890224075
186396,20171206,1,PM2.5,48.0
186402,20171206,2,PCA,-39.572284173728015
186402,20171206,2,PM2.5,24.0
186408,20171206,3,PCA,-30.53588377677956
186408,20171206,3,PM2.5,31.0
186414,20171206,4,PCA,-30.24514923165005
186414,20171206,4,PM2.5,32.0
186420,20171206,5,PCA,-42.370003380864986
186420,20171206,5,PM2.5,24.0
186426,20171206,6,PCA,-42.757086793276954
186426,20171206,6,PM2.5,23.0
186432,20171206,7,PCA,-40.20471775750351
186432,20171206,7,PM2.5,22.0
186438,20171206,8,PCA,-32.717650090989096
186438,20171206,8,PM2.5,27.0
186444,20171206,9,PCA,-38.0845142806334
186444,20171206,9,PM2.5,22.0
186450,20171206,10,PCA,-39.1609632897629
186450,20171206,10,PM2.5,25.0
186456,20171206,11,PCA,-46.17368887946453
186456,20171206,11,PM2.5,16.0
186462,20171206,12,PCA,-55.015084547024394
186462,20171206,12,PM2.5,15.0
186468,20171206,13,PCA,-69.83338340039379
186468,20171206,13,PM2.5,10.0
186474,20171206,14,PCA,-72.78019343745532
186474,20171206,14,PM2.5,12.0
186480,20171206,15,PCA,-73.36603787687977
186480,20171206,15,PM2.5,3.0
186486,20171206,16,PCA,-63.96099746497666
186486,20171206,16,PM2.5,13.0
186492,20171206,17,PCA,-61.45784886155861
186492,20171206,17,PM2.5,15.0
186498,20171206,18,PCA,-60.036357232345196
186498,20171206,18,PM2.5,16.0
186504,20171206,19,PCA,-72.92667357270228
186504,20171206,19,PM2.5,5.0
186510,20171206,20,PCA,-85.61176575531137
186510,20171206,20,PM2.5,3.0
186516,20171206,21,PCA,-86.17295425489252
186516,20171206,21,PM2.5,3.0
186522,20171206,22,PCA,-86.27428003596141
186522,20171206,22,PM2.5,3.0
186528,20171206,23,PCA,-84.5325512984273
186528,20171206,23,PM2.5,6.0
186534,20171207,0,PCA,-84.73926861676095
186534,20171207,0,PM2.5,6.0
186540,20171207,1,PCA,-84.8201934846759
186540,20171207,1,PM2.5,6.0
186546,20171207,2,PCA,-85.28356023748981
186546,20171207,2,PM2.5,6.0
186552,20171207,3,PCA,-83.91422978720807
186552,20171207,3,PM2.5,8.0
186558,20171207,4,PCA,-83.04291498792463
186558,20171207,4,PM2.5,8.0
186564,20171207,5,PCA,-71.9940331242092
186564,20171207,5,PM2.5,12.5
186570,20171207,6,PCA,-60.94515126049375
186570,20171207,6,PM2.5,17.0
186576,20171207,7,PCA,-65.37131966263667
186576,20171207,7,PM2.5,19.0
186582,20171207,8,PCA,-68.90763801664582
186582,20171207,8,PM2.5,11.0
186588,20171207,9,PCA,-67.24468216992388
186588,20171207,9,PM2.5,15.0
186594,20171207,10,PCA,-64.2336493611032
186594,20171207,10,PM2.5,23.0
186600,20171207,11,PCA,-73.95479928290028
186600,20171207,11,PM2.5,11.0
186606,20171207,12,PCA,-74.68685736699824
186606,20171207,12,PM2.5,11.0
186612,20171207,13,PCA,-72.07427755108428
186612,20171207,13,PM2.5,15.0
186618,20171207,14,PCA,-84.22804861084889
186618,20171207,14,PM2.5,5.0
186624,20171207,15,PCA,-85.69936191505722
186624,20171207,15,PM2.5,4.0
186630,20171207,16,PCA,-87.11686908961528
186630,20171207,16,PM2.5,5.0
186636,20171207,17,PCA,-86.09248988008197
186636,20171207,17,PM2.5,4.0
186642,20171207,18,PCA,-80.36143745725788
186642,20171207,18,PM2.5,7.0
186648,20171207,19,PCA,-83.57718943851816
186648,20171207,19,PM2.5,3.0
186666,20171207,22,PCA,-82.11561063879661
186666,20171207,22,PM2.5,9.0
186672,20171207,23,PCA,-73.46092098364626
186672,20171207,23,PM2.5,17.0
186678,20171208,0,PCA,-77.46420291028377
186678,20171208,0,PM2.5,14.0
186684,20171208,1,PCA,-83.13082260319655
186684,20171208,1,PM2.5,9.0
186702,20171208,4,PCA,-83.52161957624833
186702,20171208,4,PM2.5,3.0
186708,20171208,5,PCA,-89.69909652716863
186708,20171208,5,PM2.5,5.0
186714,20171208,6,PCA,-90.71843343996834
186714,20171208,6,PM2.5,7.0
186720,20171208,7,PCA,-90.02136765248221
186720,20171208,7,PM2.5,4.0
186726,20171208,8,PCA,-85.17639856471321
186726,20171208,8,PM2.5,4.0
186732,20171208,9,PCA,-68.98785749382918
186732,20171208,9,PM2.5,7.0
186738,20171208,10,PCA,-53.64891727281132
186738,20171208,10,PM2.5,9.0
186744,20171208,13,PCA,-62.39357378822086
186744,20171208,13,PM2.5,17.0
186750,20171208,14,PCA,-56.98844420911919
186750,20171208,14,PM2.5,14.0
186756,20171208,15,PCA,-56.21899348186117
186756,20171208,15,PM2.5,10.0
186762,20171208,16,PCA,-53.57045173149954
186762,20171208,16,PM2.5,15.0
186768,20171208,17,PCA,-58.97844812133202
186768,20171208,17,PM2.5,9.0
186774,20171208,18,PCA,-49.32901569192892
186774,20171208,18,PM2.5,19.0
186780,20171208,19,PCA,-41.07039374876016
186780,20171208,19,PM2.5,31.0
186786,20171208,20,PCA,-36.5470778442152
186786,20171208,20,PM2.5,36.0
186792,20171208,21,PCA,-16.3060672790625
186792,20171208,21,PM2.5,51.0
186798,20171208,22,PCA,9.987517265968835
186798,20171208,22,PM2.5,68.0
186804,20171208,23,PCA,-38.24314379500971
186804,20171208,23,PM2.5,32.0
186810,20171209,0,PCA,-44.60010497210502
186810,20171209,0,PM2.5,30.0
186816,20171209,1,PCA,-42.52225420926923
186816,20171209,1,PM2.5,35.0
186822,20171209,2,PCA,-38.229624446515366
186822,20171209,2,PM2.5,37.0
186828,20171209,3,PCA,-71.98116736154718
186828,20171209,3,PM2.5,16.0
186834,20171209,4,PCA,-68.09705702044292
186834,20171209,4,PM2.5,16.0
186840,20171209,5,PCA,-59.63463883405827
186840,20171209,5,PM2.5,21.0
186846,20171209,6,PCA,-62.61270682618127
186846,20171209,6,PM2.5,19.0
186852,20171209,7,PCA,-57.24559502019594
186852,20171209,7,PM2.5,22.0
186858,20171209,8,PCA,-52.26342423411892
186858,20171209,8,PM2.5,22.0
186864,20171209,9,PCA,-53.08513192239513
186864,20171209,9,PM2.5,24.0
186870,20171209,10,PCA,-37.04444568742403
186870,20171209,10,PM2.5,34.0
186876,20171209,11,PCA,-19.52177863012538
186876,20171209,11,PM2.5,49.0
186882,20171209,12,PCA,-10.918766914807655
186882,20171209,12,PM2.5,55.0
186888,20171209,13,PCA,-24.355209572350212
186888,20171209,13,PM2.5,45.0
186894,20171209,14,PCA,-36.65028771719657
186894,20171209,14,PM2.5,39.0
186900,20171209,15,PCA,-42.09641733983887
186900,20171209,15,PM2.5,33.0
186906,20171209,16,PCA,-47.542546962481175
186906,20171209,16,PM2.5,27.0
186912,20171209,17,PCA,-59.39549548979323
186912,20171209,17,PM2.5,20.0
186918,20171209,18,PCA,-47.68914824199553
186918,20171209,18,PM2.5,29.0
186948,20171209,23,PCA,-77.4999105846662
186948,20171209,23,PM2.5,10.0
186954,20171210,0,PCA,-81.2374992973891
186954,20171210,0,PM2.5,6.0
186960,20171210,1,PCA,-61.71203782635408
186960,20171210,1,PM2.5,13.0
186966,20171210,2,PCA,-69.29106220170291
186966,20171210,2,PM2.5,11.0
186972,20171210,3,PCA,-66.68664729708067
186972,20171210,3,PM2.5,9.0
186978,20171210,4,PCA,-71.17848156097048
186978,20171210,4,PM2.5,7.0
186984,20171210,5,PCA,-65.0710446271286
186984,20171210,5,PM2.5,5.0
186990,20171210,6,PCA,-58.963607693286704
186990,20171210,6,PM2.5,3.0
186996,20171210,7,PCA,-42.70310670458027
186996,20171210,7,PM2.5,16.0
187002,20171210,8,PCA,-46.64915303731886
187002,20171210,8,PM2.5,10.0
187008,20171210,9,PCA,-53.524181411556725
187008,20171210,9,PM2.5,7.0
187014,20171210,10,PCA,-55.626230490612365
187014,20171210,10,PM2.5,11.0
187020,20171210,11,PCA,-57.412166587955795
187020,20171210,11,PM2.5,12.0
187026,20171210,12,PCA,-49.99081514144694
187026,20171210,12,PM2.5,10.0
187032,20171210,13,PCA,-53.7179334474837
187032,20171210,13,PM2.5,9.0
187038,20171210,14,PCA,-54.065515963953885
187038,20171210,14,PM2.5,10.0
187044,20171210,15,PCA,-54.41309848042407
187044,20171210,15,PM2.5,11.0
187050,20171210,16,PCA,-69.89803259121524
187050,20171210,16,PM2.5,6.0
187056,20171210,17,PCA,-74.95346842905649
187056,20171210,17,PM2.5,6.0
187062,20171210,18,PCA,-75.89374911025342
187062,20171210,18,PM2.5,6.0
187068,20171210,19,PCA,-76.84150158095733
187068,20171210,19,PM2.5,7.0
187074,20171210,20,PCA,-76.41250907283316
187074,20171210,20,PM2.5,3.0
187080,20171210,21,PCA,-72.27767141831372
187080,20171210,21,PM2.5,7.0
187086,20171210,22,PCA,-77.70575565651228
187086,20171210,22,PM2.5,3.0
187092,20171210,23,PCA,-82.81933427421505
187092,20171210,23,PM2.5,4.0
187098,20171211,0,PCA,-83.56612373570552
187098,20171211,0,PM2.5,8.0
187104,20171211,1,PCA,-84.63393716900318
187104,20171211,1,PM2.5,6.0
187110,20171211,2,PCA,-85.46397022143482
187110,20171211,2,PM2.5,5.0
187116,20171211,3,PCA,-86.73360210115088
187116,20171211,3,PM2.5,3.0
187122,20171211,4,PCA,-86.88320149803472
187122,20171211,4,PM2.5,4.0
187128,20171211,5,PCA,-87.25502025449084
187128,20171211,5,PM2.5,5.0
187134,20171211,6,PCA,-86.91446403436646
187134,20171211,6,PM2.5,6.0
187140,20171211,7,PCA,-85.25606068912376
187140,20171211,7,PM2.5,3.0
