,date,hour,type,东四
119538,20160723,4,PCA,68.55155211422121
119538,20160723,4,PM2.5,127.0
119544,20160723,5,PCA,73.17116952732339
119544,20160723,5,PM2.5,128.0
119550,20160723,6,PCA,70.32934121237469
119550,20160723,6,PM2.5,122.0
119556,20160723,7,PCA,76.34615151291646
119556,20160723,7,PM2.5,127.0
119562,20160723,8,PCA,75.49660044884878
119562,20160723,8,PM2.5,122.0
119568,20160723,9,PCA,89.22185142300275
119568,20160723,9,PM2.5,143.0
119844,20160726,0,PCA,-82.92724574282117
119844,20160726,0,PM2.5,7.0
119850,20160726,1,PCA,-81.1230041946789
119850,20160726,1,PM2.5,8.0
119856,20160726,2,PCA,-86.62916090563213
119856,20160726,2,PM2.5,3.0
119862,20160726,3,PCA,-80.37726941299927
119862,20160726,3,PM2.5,10.0
119868,20160726,4,PCA,-88.07261658313995
119868,20160726,4,PM2.5,3.0
119874,20160726,5,PCA,-87.58599579821873
119874,20160726,5,PM2.5,11.0
119880,20160726,6,PCA,-86.24011978378887
119880,20160726,6,PM2.5,8.0
119886,20160726,7,PCA,-86.78497120179205
119886,20160726,7,PM2.5,9.0
119892,20160726,8,PCA,-89.9310813335953
119892,20160726,8,PM2.5,6.0
119898,20160726,9,PCA,-86.959581288339
119898,20160726,9,PM2.5,11.0
119904,20160726,10,PCA,-88.44121959663077
119904,20160726,10,PM2.5,10.0
119910,20160726,11,PCA,-86.24334013736171
119910,20160726,11,PM2.5,16.0
119916,20160726,12,PCA,-83.0182764145137
119916,20160726,12,PM2.5,23.0
119922,20160726,13,PCA,-81.03565843202404
119922,20160726,13,PM2.5,24.0
119928,20160726,14,PCA,-86.0291371088776
119928,20160726,14,PM2.5,17.0
119934,20160726,15,PCA,-84.61792102757647
119934,20160726,15,PM2.5,18.0
119940,20160726,16,PCA,-68.42925813819787
119940,20160726,16,PM2.5,29.0
119946,20160726,17,PCA,-81.40360848209156
119946,20160726,17,PM2.5,23.0
119952,20160726,18,PCA,-78.52050857084103
119952,20160726,18,PM2.5,24.0
119958,20160726,19,PCA,-43.827727809453606
119958,20160726,19,PM2.5,42.0
119964,20160726,20,PCA,-59.16674566224152
119964,20160726,20,PM2.5,49.0
119970,20160726,21,PCA,-59.22071277483723
119970,20160726,21,PM2.5,48.0
119976,20160726,22,PCA,-62.38345502573326
119976,20160726,22,PM2.5,36.0
119982,20160726,23,PCA,-57.11635684842424
119982,20160726,23,PM2.5,39.0
119988,20160727,0,PCA,-49.865933217127264
119988,20160727,0,PM2.5,46.0
119994,20160727,1,PCA,-40.464013100246866
119994,20160727,1,PM2.5,55.0
120000,20160727,2,PCA,-29.956386851229933
120000,20160727,2,PM2.5,64.0
120006,20160727,3,PCA,-21.683696477001092
120006,20160727,3,PM2.5,71.0
120012,20160727,4,PCA,-17.887728846536927
120012,20160727,4,PM2.5,54.0
120018,20160727,5,PCA,-8.562944829876583
120018,20160727,5,PM2.5,68.0
120024,20160727,6,PCA,-18.43105245860914
120024,20160727,6,PM2.5,59.0
120030,20160727,7,PCA,-36.52765858390612
120030,20160727,7,PM2.5,44.0
120036,20160727,8,PCA,-36.63691986845934
120036,20160727,8,PM2.5,47.0
120042,20160727,9,PCA,-34.20070873170523
120042,20160727,9,PM2.5,53.0
120048,20160727,10,PCA,-42.91575694370051
120048,20160727,10,PM2.5,55.0
120054,20160727,11,PCA,-52.62263452804038
120054,20160727,11,PM2.5,43.0
120060,20160727,12,PCA,-36.55746995597864
120060,20160727,12,PM2.5,54.0
120066,20160727,13,PCA,-5.142480333629779
120066,20160727,13,PM2.5,63.0
120072,20160727,14,PCA,33.579465572854524
120072,20160727,14,PM2.5,100.0
120078,20160727,15,PCA,-18.32768215952924
120078,20160727,15,PM2.5,60.0
120084,20160727,16,PCA,-25.469372170529496
120084,20160727,16,PM2.5,54.0
120090,20160727,17,PCA,-17.380836281993975
120090,20160727,17,PM2.5,67.0
120096,20160727,18,PCA,7.967143544893455
120096,20160727,18,PM2.5,104.0
120102,20160727,19,PCA,24.13673401465621
120102,20160727,19,PM2.5,125.0
120348,20160729,12,PCA,-11.5586634916515
120348,20160729,12,PM2.5,124.0
120354,20160729,13,PCA,-2.979989243021225
120354,20160729,13,PM2.5,135.0
120360,20160729,14,PCA,24.560571973294014
120360,20160729,14,PM2.5,145.0
120366,20160729,15,PCA,99.00364352826111
120366,20160729,15,PM2.5,153.0
120372,20160729,16,PCA,94.54431520603409
120372,20160729,16,PM2.5,147.0
120378,20160729,17,PCA,90.23942782718451
120378,20160729,17,PM2.5,140.0
120384,20160729,18,PCA,90.23352425705522
120384,20160729,18,PM2.5,140.0
120390,20160729,19,PCA,85.14632729213676
120390,20160729,19,PM2.5,130.0
120396,20160729,20,PCA,84.38795647765475
120396,20160729,20,PM2.5,129.0
120402,20160729,21,PCA,78.66045057151715
120402,20160729,21,PM2.5,122.0
120408,20160729,22,PCA,81.44470822025193
120408,20160729,22,PM2.5,124.0
120414,20160729,23,PCA,76.93460991309794
120414,20160729,23,PM2.5,117.0
120420,20160730,0,PCA,84.37367822806404
120420,20160730,0,PM2.5,125.0
120444,20160730,4,PCA,107.08557722972297
120444,20160730,4,PM2.5,155.0
120450,20160730,5,PCA,78.33826884109911
120450,20160730,5,PM2.5,114.0
120456,20160730,6,PCA,98.76122037475189
120456,20160730,6,PM2.5,138.0
120462,20160730,7,PCA,119.18417190840468
120462,20160730,7,PM2.5,162.0
120468,20160730,8,PCA,144.57672504444602
120468,20160730,8,PM2.5,202.0
120474,20160730,9,PCA,155.339287604454
120474,20160730,9,PM2.5,209.0
120480,20160730,10,PCA,168.2364039919422
120480,20160730,10,PM2.5,224.0
120486,20160730,11,PCA,164.3389468822961
120486,20160730,11,PM2.5,215.0
120492,20160730,12,PCA,163.47806095647277
120492,20160730,12,PM2.5,209.0
120498,20160730,13,PCA,186.56017163583968
120498,20160730,13,PM2.5,238.0
120504,20160730,14,PCA,188.45854490144094
120504,20160730,14,PM2.5,240.0
120510,20160730,15,PCA,187.33133924355099
120510,20160730,15,PM2.5,234.0
120516,20160730,16,PCA,194.25340385230157
120516,20160730,16,PM2.5,238.0
120522,20160730,17,PCA,198.54777540761793
120522,20160730,17,PM2.5,236.0
120528,20160730,18,PCA,168.5679482227434
120528,20160730,18,PM2.5,193.0
120534,20160730,19,PCA,99.10819880264437
120534,20160730,19,PM2.5,87.0
120540,20160730,20,PCA,75.86692427432851
120540,20160730,20,PM2.5,54.0
120546,20160730,21,PCA,60.82534479013945
120546,20160730,21,PM2.5,38.0
120552,20160730,22,PCA,72.81682352924045
120552,20160730,22,PM2.5,51.0
120558,20160730,23,PCA,67.62610735192594
120558,20160730,23,PM2.5,54.0
120564,20160731,0,PCA,57.806494805408526
120564,20160731,0,PM2.5,48.0
120570,20160731,1,PCA,46.9464582590737
120570,20160731,1,PM2.5,38.0
120576,20160731,2,PCA,35.563733250712524
120576,20160731,2,PM2.5,26.0
120582,20160731,3,PCA,42.081441747943735
120582,20160731,3,PM2.5,37.0
120588,20160731,4,PCA,45.59965034348707
120588,20160731,4,PM2.5,51.0
120594,20160731,5,PCA,50.83824326875803
120594,20160731,5,PM2.5,57.0
120600,20160731,6,PCA,52.60540937647001
120600,20160731,6,PM2.5,65.0
120606,20160731,7,PCA,48.59839069044383
120606,20160731,7,PM2.5,63.0
120612,20160731,8,PCA,50.01603539677463
120612,20160731,8,PM2.5,72.0
120618,20160731,9,PCA,45.901583164203416
120618,20160731,9,PM2.5,71.0
120624,20160731,10,PCA,34.91521218101246
120624,20160731,10,PM2.5,68.0
120630,20160731,11,PCA,31.64250429957446
120630,20160731,11,PM2.5,72.0
120636,20160731,12,PCA,32.58204085647757
120636,20160731,12,PM2.5,77.0
120642,20160731,13,PCA,28.19360425337677
120642,20160731,13,PM2.5,83.0
120648,20160731,14,PCA,5.492876883823663
120648,20160731,14,PM2.5,62.0
120654,20160731,15,PCA,-21.33196198669197
120654,20160731,15,PM2.5,40.0
120660,20160731,16,PCA,-31.91039095772857
120660,20160731,16,PM2.5,36.0
120666,20160731,17,PCA,-29.23004740496186
120666,20160731,17,PM2.5,50.0
120672,20160731,18,PCA,-7.028625170931975
120672,20160731,18,PM2.5,87.0
120678,20160731,19,PCA,3.237701377038397
120678,20160731,19,PM2.5,98.0
120684,20160731,20,PCA,12.618675563342162
120684,20160731,20,PM2.5,105.0
120690,20160731,21,PCA,21.53653030658971
120690,20160731,21,PM2.5,115.0
120696,20160731,22,PCA,11.987351294599067
120696,20160731,22,PM2.5,87.0
120702,20160731,23,PCA,3.289898881141428
120702,20160731,23,PM2.5,74.0
120708,20160801,0,PCA,-4.070016870493721
120708,20160801,0,PM2.5,66.0
120714,20160801,1,PCA,-2.4134336947965833
120714,20160801,1,PM2.5,67.0
120720,20160801,2,PCA,-1.5391583734906606
120720,20160801,2,PM2.5,67.0
120726,20160801,3,PCA,-3.148794550403388
120726,20160801,3,PM2.5,66.0
120732,20160801,4,PCA,-2.147942553195831
120732,20160801,4,PM2.5,69.0
120738,20160801,5,PCA,-6.344037462639823
120738,20160801,5,PM2.5,64.0
120744,20160801,6,PCA,2.382822289429889
120744,20160801,6,PM2.5,73.0
120750,20160801,7,PCA,5.389633243427567
120750,20160801,7,PM2.5,74.0
120756,20160801,8,PCA,5.65873991750763
120756,20160801,8,PM2.5,70.0
120762,20160801,9,PCA,-10.154643817921032
120762,20160801,9,PM2.5,47.0
120768,20160801,10,PCA,-17.023442696686136
120768,20160801,10,PM2.5,43.0
120774,20160801,11,PCA,-18.948799497282568
120774,20160801,11,PM2.5,46.0
120780,20160801,12,PCA,-14.046156736912806
120780,20160801,12,PM2.5,57.0
120786,20160801,13,PCA,-18.808379375979197
120786,20160801,13,PM2.5,60.0
120792,20160801,14,PCA,-9.846563730985231
120792,20160801,14,PM2.5,75.0
120798,20160801,15,PCA,-21.773277712234716
120798,20160801,15,PM2.5,62.0
120804,20160801,16,PCA,-7.561042196557053
120804,20160801,16,PM2.5,82.0
120810,20160801,17,PCA,-13.816122081736284
120810,20160801,17,PM2.5,72.0
120816,20160801,18,PCA,-14.946433083821152
120816,20160801,18,PM2.5,70.0
120822,20160801,19,PCA,0.7917952292566156
120822,20160801,19,PM2.5,88.0
120828,20160801,20,PCA,21.3353611994477
120828,20160801,20,PM2.5,115.0
120834,20160801,21,PCA,12.25485255095002
120834,20160801,21,PM2.5,102.0
120840,20160801,22,PCA,27.638945042097554
120840,20160801,22,PM2.5,117.0
120846,20160801,23,PCA,45.67845035306585
120846,20160801,23,PM2.5,142.0
120852,20160802,0,PCA,65.6925930324972
120852,20160802,0,PM2.5,160.0
120858,20160802,1,PCA,86.29219529601022
120858,20160802,1,PM2.5,181.0
