,date,hour,type,门头沟
2742,20140423,2,PCA,20.73455810942301
2742,20140423,2,PM2.5,62.0
2748,20140423,3,PCA,12.379699311256624
2748,20140423,3,PM2.5,58.0
2754,20140423,4,PCA,10.618623296305769
2754,20140423,4,PM2.5,57.0
2760,20140423,5,PCA,9.723394770789191
2760,20140423,5,PM2.5,58.0
2766,20140423,6,PCA,1.9012075762021161
2766,20140423,6,PM2.5,61.0
2772,20140423,7,PCA,5.594807206321207
2772,20140423,7,PM2.5,65.0
2778,20140423,8,PCA,22.03658483829181
2778,20140423,8,PM2.5,74.0
2784,20140423,9,PCA,55.889430635585036
2784,20140423,9,PM2.5,111.0
2790,20140423,10,PCA,95.4853301591427
2790,20140423,10,PM2.5,146.0
2796,20140423,11,PCA,118.70327222707532
2796,20140423,11,PM2.5,153.0
2802,20140423,12,PCA,157.47765998447332
2802,20140423,12,PM2.5,180.0
2808,20140423,13,PCA,179.98589613468786
2808,20140423,13,PM2.5,197.0
2814,20140423,14,PCA,212.18303597606513
2814,20140423,14,PM2.5,225.0
2820,20140423,15,PCA,203.84838704071598
2820,20140423,15,PM2.5,201.0
2826,20140423,16,PCA,192.8771890156879
2826,20140423,16,PM2.5,183.0
2832,20140423,17,PCA,190.15311277108637
2832,20140423,17,PM2.5,183.0
2838,20140423,18,PCA,181.26918193683557
2838,20140423,18,PM2.5,179.0
2844,20140429,2,PCA,9.630277228008344
2844,20140429,2,PM2.5,57.2
2850,20140429,3,PCA,17.483043813363057
2850,20140429,3,PM2.5,59.7
2856,20140429,4,PCA,19.727026439715104
2856,20140429,4,PM2.5,69.5
2862,20140429,5,PCA,13.710985063135926
2862,20140429,5,PM2.5,67.4
2868,20140429,6,PCA,11.513742061053991
2868,20140429,6,PM2.5,67.3
2874,20140429,7,PCA,19.099526909018813
2874,20140429,7,PM2.5,73.2
2880,20140429,8,PCA,10.893497697940546
2880,20140429,8,PM2.5,69.6
2886,20140429,9,PCA,31.505607948215797
2886,20140429,9,PM2.5,91.8
2892,20140429,10,PCA,55.18701458842149
2892,20140429,10,PM2.5,117.3
2898,20140429,11,PCA,48.5718716448917
2898,20140429,11,PM2.5,113.0
2904,20140429,12,PCA,48.49860937583636
2904,20140429,12,PM2.5,117.0
2910,20140429,13,PCA,57.24875198786746
2910,20140429,13,PM2.5,134.4
2916,20140429,14,PCA,54.10157678709838
2916,20140429,14,PM2.5,134.5
2922,20140429,15,PCA,50.35732280074741
2922,20140429,15,PM2.5,127.0
2928,20140429,16,PCA,41.26237013837697
2928,20140429,16,PM2.5,114.3
2934,20140429,17,PCA,39.84205704038669
2934,20140429,17,PM2.5,109.8
2940,20140429,18,PCA,41.1013155439268
2940,20140429,18,PM2.5,104.3
2946,20140429,19,PCA,29.881456640487777
2946,20140429,19,PM2.5,82.1
2952,20140429,20,PCA,30.97091540384444
2952,20140429,20,PM2.5,83.3
2958,20140429,21,PCA,43.76112883019099
2958,20140429,21,PM2.5,93.8
2964,20140429,22,PCA,78.87647066340912
2964,20140429,22,PM2.5,109.7
2970,20140429,23,PCA,87.15907614292895
2970,20140429,23,PM2.5,116.7
2976,20140430,0,PCA,94.31521624154527
2976,20140430,0,PM2.5,118.9
2982,20140430,1,PCA,80.5411117740886
2982,20140430,1,PM2.5,105.5
2988,20140430,2,PCA,66.15947572266315
2988,20140430,2,PM2.5,88.2
2994,20140430,3,PCA,49.56586086111948
2994,20140430,3,PM2.5,77.6
3000,20140430,4,PCA,44.43122528199501
3000,20140430,4,PM2.5,73.9
3006,20140430,5,PCA,42.62432390241908
3006,20140430,5,PM2.5,71.9
3012,20140430,6,PCA,42.89180674882838
3012,20140430,6,PM2.5,74.4
3018,20140430,7,PCA,52.59856395079456
3018,20140430,7,PM2.5,82.8
3024,20140430,8,PCA,55.57752416085598
3024,20140430,8,PM2.5,88.4
3030,20140430,9,PCA,62.45022608846654
3030,20140430,9,PM2.5,102.1
3036,20140430,10,PCA,99.7167867264419
3036,20140430,10,PM2.5,136.2
3042,20140430,11,PCA,98.43164259696607
3042,20140430,11,PM2.5,146.0
3048,20140430,12,PCA,91.37904088039421
3048,20140430,12,PM2.5,144.5
3054,20140430,13,PCA,67.63601231486052
3054,20140430,13,PM2.5,125.3
3060,20140430,14,PCA,60.572267383676035
3060,20140430,14,PM2.5,116.6
3066,20140430,15,PCA,62.666280451223464
3066,20140430,15,PM2.5,124.0
3072,20140430,16,PCA,53.442912246005996
3072,20140430,16,PM2.5,107.6
3078,20140430,17,PCA,55.06223643834573
3078,20140430,17,PM2.5,109.2
3084,20140430,18,PCA,49.16273396845912
3084,20140430,18,PM2.5,98.9
3090,20140430,19,PCA,51.657512165160824
3090,20140430,19,PM2.5,97.2
3096,20140430,20,PCA,53.282825135975365
3096,20140430,20,PM2.5,96.6
3102,20140430,21,PCA,68.14397163331087
3102,20140430,21,PM2.5,105.0
3108,20140430,22,PCA,71.21637136040357
3108,20140430,22,PM2.5,107.8
3114,20140430,23,PCA,99.07024448452229
3114,20140430,23,PM2.5,116.1
3120,20140501,0,PCA,91.0326599272573
3120,20140501,0,PM2.5,109.4
3126,20140501,1,PCA,75.36451924628466
3126,20140501,1,PM2.5,104.0
3132,20140501,2,PCA,75.96771098480261
3132,20140501,2,PM2.5,99.0
3138,20140501,3,PCA,74.64633617872214
3138,20140501,3,PM2.5,98.0
3144,20140501,4,PCA,68.41595843524946
3144,20140501,4,PM2.5,99.0
3150,20140501,5,PCA,60.14386330676572
3150,20140501,5,PM2.5,92.8
3156,20140501,6,PCA,64.64180356779931
3156,20140501,6,PM2.5,97.0
3162,20140501,7,PCA,63.42628166772166
3162,20140501,7,PM2.5,92.7
3168,20140501,8,PCA,71.9471200451869
3168,20140501,8,PM2.5,104.6
3174,20140501,9,PCA,103.16460132796527
3174,20140501,9,PM2.5,139.6
3180,20140501,10,PCA,124.43530980246003
3180,20140501,10,PM2.5,162.2
3186,20140501,11,PCA,120.20968254121779
3186,20140501,11,PM2.5,172.1
3192,20140501,12,PCA,125.79771682714195
3192,20140501,12,PM2.5,184.9
3198,20140501,13,PCA,133.72948729975016
3198,20140501,13,PM2.5,196.0
3204,20140501,14,PCA,137.3221343388358
3204,20140501,14,PM2.5,199.9
3210,20140501,15,PCA,132.61829620564444
3210,20140501,15,PM2.5,190.6
3216,20140501,16,PCA,129.52422782879034
3216,20140501,16,PM2.5,182.7
3222,20140501,17,PCA,116.84206964775926
3222,20140501,17,PM2.5,157.9
3228,20140501,18,PCA,61.227313454053345
3228,20140501,18,PM2.5,71.4
3234,20140501,19,PCA,63.206234670703275
3234,20140501,19,PM2.5,75.6
3240,20140501,20,PCA,54.88640783402525
3240,20140501,20,PM2.5,66.0
3246,20140501,21,PCA,39.757940991092
3246,20140501,21,PM2.5,47.0
3252,20140501,22,PCA,37.04476712688587
3252,20140501,22,PM2.5,47.6
3258,20140501,23,PCA,29.94580531023155
3258,20140501,23,PM2.5,41.3
3264,20140502,0,PCA,20.48917416335934
3264,20140502,0,PM2.5,32.2
3270,20140502,1,PCA,16.19609064257794
3270,20140502,1,PM2.5,29.4
3276,20140502,2,PCA,11.39402456727828
3276,20140502,2,PM2.5,27.1
3282,20140502,3,PCA,10.153868730269178
3282,20140502,3,PM2.5,28.5
3288,20140502,4,PCA,8.321569104090786
3288,20140502,4,PM2.5,30.3
3294,20140502,5,PCA,1.179070643211743
3294,20140502,5,PM2.5,23.5
3300,20140502,6,PCA,-10.099429672814633
3300,20140502,6,PM2.5,13.7
3306,20140502,7,PCA,-13.775789267129365
3306,20140502,7,PM2.5,12.3
3312,20140502,8,PCA,-10.883980466162383
3312,20140502,8,PM2.5,19.2
3318,20140502,9,PCA,-16.16365709441496
3318,20140502,9,PM2.5,18.6
3324,20140502,10,PCA,-19.148934530317725
3324,20140502,10,PM2.5,22.4
3330,20140502,11,PCA,-23.400291768079008
3330,20140502,11,PM2.5,24.1
3336,20140502,12,PCA,-30.06904100641901
3336,20140502,12,PM2.5,23.0
3342,20140502,13,PCA,-39.681042599583286
3342,20140502,13,PM2.5,18.5
3348,20140502,14,PCA,-53.045337827814976
3348,20140502,14,PM2.5,9.7
3354,20140502,15,PCA,-53.851713931807275
3354,20140502,15,PM2.5,18.5
3360,20140502,16,PCA,-64.79519289782195
3360,20140502,16,PM2.5,11.5
3366,20140502,17,PCA,-61.517524709627416
3366,20140502,17,PM2.5,22.8
3372,20140502,18,PCA,-74.56734301249256
3372,20140502,18,PM2.5,9.6
3378,20140502,19,PCA,-80.69141795421419
3378,20140502,19,PM2.5,4.5
3384,20140502,20,PCA,-83.1824423272725
3384,20140502,20,PM2.5,3.0
3390,20140502,21,PCA,-74.85137243251636
3390,20140502,21,PM2.5,9.4
3396,20140502,22,PCA,-50.71051279404033
3396,20140502,22,PM2.5,17.4
3402,20140502,23,PCA,-39.14027788534633
3402,20140502,23,PM2.5,31.2
3408,20140503,0,PCA,-41.30537381017152
3408,20140503,0,PM2.5,34.7
3414,20140503,1,PCA,-54.94246671084767
3414,20140503,1,PM2.5,27.6
3420,20140503,2,PCA,-58.61386289657959
3420,20140503,2,PM2.5,20.7
3426,20140503,3,PCA,-55.20407183013381
3426,20140503,3,PM2.5,12.4
3432,20140503,4,PCA,-59.130352130182494
3432,20140503,4,PM2.5,16.0
3438,20140503,5,PCA,-47.83706452118928
3438,20140503,5,PM2.5,27.8
3444,20140503,6,PCA,-58.84123527979561
3444,20140503,6,PM2.5,14.7
3450,20140503,7,PCA,-57.056944732843775
3450,20140503,7,PM2.5,14.2
3456,20140503,8,PCA,-51.043116663444614
3456,20140503,8,PM2.5,21.5
3462,20140503,9,PCA,-36.86436833246969
3462,20140503,9,PM2.5,31.1
3468,20140503,10,PCA,-28.748168819680643
3468,20140503,10,PM2.5,42.3
3474,20140503,11,PCA,-18.76477616510287
3474,20140503,11,PM2.5,66.4
3480,20140503,12,PCA,-26.471870635073934
3480,20140503,12,PM2.5,56.1
3486,20140503,13,PCA,-20.80890216352072
3486,20140503,13,PM2.5,61.9
3492,20140503,14,PCA,-35.60344987870869
3492,20140503,14,PM2.5,40.9
3498,20140503,15,PCA,-41.54357160873649
3498,20140503,15,PM2.5,33.6
3504,20140503,16,PCA,-18.10361954216808
3504,20140503,16,PM2.5,70.2
3510,20140503,17,PCA,-47.10941507788091
3510,20140503,17,PM2.5,24.8
3516,20140503,18,PCA,-32.07617481711513
3516,20140503,18,PM2.5,38.4
3522,20140503,19,PCA,-24.197792318225176
3522,20140503,19,PM2.5,41.8
3528,20140503,20,PCA,-29.548169935699878
3528,20140503,20,PM2.5,29.5
3534,20140503,21,PCA,-36.81431638157458
3534,20140503,21,PM2.5,17.2
3540,20140503,22,PCA,-31.033070432111135
3540,20140503,22,PM2.5,24.8
3546,20140503,23,PCA,-29.79429194566672
3546,20140503,23,PM2.5,25.7
3552,20140504,0,PCA,-29.51523336749295
3552,20140504,0,PM2.5,25.6
3558,20140504,1,PCA,-19.39069586966341
3558,20140504,1,PM2.5,40.1
3564,20140504,2,PCA,-21.946179869599163
3564,20140504,2,PM2.5,34.1
3570,20140504,3,PCA,-17.253255618275503
3570,20140504,3,PM2.5,32.5
3576,20140504,4,PCA,-24.4622450138984
3576,20140504,4,PM2.5,29.3
3582,20140504,5,PCA,-21.424416550183608
3582,20140504,5,PM2.5,37.2
3588,20140504,6,PCA,-23.15380954968227
3588,20140504,6,PM2.5,34.8
3594,20140504,7,PCA,-21.611034503176775
3594,20140504,7,PM2.5,36.2
3600,20140504,8,PCA,-24.683708051741597
3600,20140504,8,PM2.5,31.3
3606,20140504,9,PCA,-31.70804755033174
3606,20140504,9,PM2.5,23.1
3612,20140504,10,PCA,-35.03163047270908
3612,20140504,10,PM2.5,18.8
3618,20140504,11,PCA,-40.72520504844073
3618,20140504,11,PM2.5,13.5
3624,20140504,12,PCA,-30.909779351155656
3624,20140504,12,PM2.5,29.5
3630,20140504,13,PCA,-38.4136975335454
3630,20140504,13,PM2.5,19.5
3636,20140504,14,PCA,-39.61321762491305
3636,20140504,14,PM2.5,16.7
3642,20140504,15,PCA,-45.28641182077031
3642,20140504,15,PM2.5,9.8
3648,20140504,16,PCA,-45.33292956832142
3648,20140504,16,PM2.5,10.7
3654,20140504,17,PCA,-45.97096216418278
3654,20140504,17,PM2.5,11.6
3660,20140504,18,PCA,-52.958688290336134
3660,20140504,18,PM2.5,10.4
3666,20140504,19,PCA,-54.759444449729045
3666,20140504,19,PM2.5,14.8
3672,20140504,20,PCA,-57.26357238914741
3672,20140504,20,PM2.5,11.9
3678,20140504,21,PCA,-49.266885938444304
3678,20140504,21,PM2.5,20.8
3684,20140504,22,PCA,-46.6155687317333
3684,20140504,22,PM2.5,15.9
3690,20140504,23,PCA,-42.51565820412646
3690,20140504,23,PM2.5,16.4
3696,20140505,0,PCA,-35.408754763640005
3696,20140505,0,PM2.5,27.7
3702,20140505,1,PCA,-43.137128004401404
3702,20140505,1,PM2.5,17.2
3708,20140505,2,PCA,-48.28278815523399
3708,20140505,2,PM2.5,16.9
3714,20140505,3,PCA,-53.42024235275615
3714,20140505,3,PM2.5,14.0
3720,20140505,4,PCA,-55.13470239288598
3720,20140505,4,PM2.5,12.35
3726,20140505,5,PCA,-56.84916243301583
3726,20140505,5,PM2.5,10.7
3732,20140505,6,PCA,-49.87783764483727
3732,20140505,6,PM2.5,15.2
3738,20140505,7,PCA,-51.30398475746539
3738,20140505,7,PM2.5,13.4
3744,20140505,8,PCA,-48.341914467355245
3744,20140505,8,PM2.5,16.3
3750,20140505,9,PCA,-48.242805682543114
3750,20140505,9,PM2.5,18.4
3756,20140505,10,PCA,-55.581169094928846
3756,20140505,10,PM2.5,12.4
3762,20140505,11,PCA,-63.200386005485704
3762,20140505,11,PM2.5,9.5
3768,20140505,12,PCA,-65.65352049150414
3768,20140505,12,PM2.5,11.4
3774,20140505,13,PCA,-73.73871123555114
3774,20140505,13,PM2.5,8.0
3780,20140505,14,PCA,-77.72893200673188
3780,20140505,14,PM2.5,4.6
3786,20140505,15,PCA,-76.45738361557342
3786,20140505,15,PM2.5,6.9
3792,20140505,16,PCA,-73.5526980867128
3792,20140505,16,PM2.5,12.6
3798,20140505,17,PCA,-65.61053425351288
3798,20140505,17,PM2.5,22.7
3804,20140505,18,PCA,-63.28407974610909
3804,20140505,18,PM2.5,22.6
3810,20140505,19,PCA,-62.86209251362625
3810,20140505,19,PM2.5,21.2
3816,20140505,20,PCA,-57.75401935818882
3816,20140505,20,PM2.5,27.1
3822,20140505,21,PCA,-54.13894892967948
3822,20140505,21,PM2.5,27.5
3828,20140505,22,PCA,-51.8171908052436
3828,20140505,22,PM2.5,28.7
3834,20140505,23,PCA,-18.385855631809896
3834,20140505,23,PM2.5,39.7
3840,20140506,0,PCA,-12.481866751848639
3840,20140506,0,PM2.5,50.4
3846,20140506,1,PCA,-4.011348712988786
3846,20140506,1,PM2.5,59.9
3852,20140506,2,PCA,-4.102466252461934
3852,20140506,2,PM2.5,58.9
3858,20140506,3,PCA,7.682265148899927
3858,20140506,3,PM2.5,76.6
3864,20140506,4,PCA,-0.7984513239663418
3864,20140506,4,PM2.5,59.9
3870,20140506,5,PCA,-1.057094989610192
3870,20140506,5,PM2.5,58.2
3876,20140506,6,PCA,-1.3319811007880773
3876,20140506,6,PM2.5,60.1
3882,20140506,7,PCA,3.94262356141702
3882,20140506,7,PM2.5,70.7
3888,20140506,8,PCA,0.7844175281818905
3888,20140506,8,PM2.5,69.5
3894,20140506,9,PCA,-4.739621977606822
3894,20140506,9,PM2.5,65.9
3900,20140506,10,PCA,-1.527085840651156
3900,20140506,10,PM2.5,71.4
3906,20140506,11,PCA,6.23007466868358
3906,20140506,11,PM2.5,81.6
3912,20140506,12,PCA,13.597344416023692
3912,20140506,12,PM2.5,89.5
3918,20140506,13,PCA,12.377838317362288
3918,20140506,13,PM2.5,89.4
3924,20140506,14,PCA,13.118999946847673
3924,20140506,14,PM2.5,88.6
3930,20140506,15,PCA,22.28174586062299
3930,20140506,15,PM2.5,97.6
3936,20140506,16,PCA,27.721688787487395
3936,20140506,16,PM2.5,104.9
3942,20140506,17,PCA,27.03682185394569
3942,20140506,17,PM2.5,103.0
3948,20140506,18,PCA,21.97922677932067
3948,20140506,18,PM2.5,91.8
3954,20140506,19,PCA,38.595813360685476
3954,20140506,19,PM2.5,107.5
3960,20140506,20,PCA,45.20592966436611
3960,20140506,20,PM2.5,106.6
3966,20140506,21,PCA,58.00261473317623
3966,20140506,21,PM2.5,116.5
3972,20140506,22,PCA,60.07597272629921
3972,20140506,22,PM2.5,112.5
3978,20140506,23,PCA,59.57705090319214
3978,20140506,23,PM2.5,107.4
3984,20140507,0,PCA,71.16717766229138
3984,20140507,0,PM2.5,117.6
3990,20140507,1,PCA,67.92575734976843
3990,20140507,1,PM2.5,117.2
3996,20140507,2,PCA,75.64819662214009
3996,20140507,2,PM2.5,120.1
4002,20140507,3,PCA,74.04841143064209
4002,20140507,3,PM2.5,116.1
4008,20140507,4,PCA,75.087697206153
4008,20140507,4,PM2.5,118.7
4014,20140507,5,PCA,70.11585687053362
4014,20140507,5,PM2.5,112.8
4020,20140507,6,PCA,74.19075114422365
4020,20140507,6,PM2.5,114.8
4026,20140507,7,PCA,76.27693098954207
4026,20140507,7,PM2.5,116.0
4032,20140507,8,PCA,89.40674863846844
4032,20140507,8,PM2.5,129.8
4038,20140507,9,PCA,35.08733402619817
4038,20140507,9,PM2.5,63.3
4044,20140507,10,PCA,10.571996643803232
4044,20140507,10,PM2.5,33.1
4050,20140507,11,PCA,6.055956718836679
4050,20140507,11,PM2.5,32.9
4056,20140507,12,PCA,4.339665420885059
4056,20140507,12,PM2.5,34.2
4062,20140507,13,PCA,5.5856068288981255
4062,20140507,13,PM2.5,38.8
4068,20140507,14,PCA,0.4767299355026341
4068,20140507,14,PM2.5,34.4
4074,20140507,15,PCA,-1.8181604287148911
4074,20140507,15,PM2.5,35.1
4080,20140507,16,PCA,-6.45038260379688
4080,20140507,16,PM2.5,31.0
4086,20140507,17,PCA,-17.284568042658805
4086,20140507,17,PM2.5,20.2
4092,20140507,18,PCA,-16.026369342282507
4092,20140507,18,PM2.5,25.0
4098,20140507,19,PCA,-22.287075535085236
4098,20140507,19,PM2.5,19.5
4104,20140507,20,PCA,-16.037791784450498
4104,20140507,20,PM2.5,19.7
4110,20140507,21,PCA,-18.687150988350222
4110,20140507,21,PM2.5,20.8
4116,20140507,22,PCA,-3.449103233932916
4116,20140507,22,PM2.5,30.6
4122,20140507,23,PCA,-16.3948991550575
4122,20140507,23,PM2.5,24.0
4128,20140508,0,PCA,-20.480341153754956
4128,20140508,0,PM2.5,21.3
4134,20140508,1,PCA,-15.9911079148346
4134,20140508,1,PM2.5,27.9
4140,20140508,2,PCA,20.3825693141556
4140,20140508,2,PM2.5,72.4
4146,20140508,3,PCA,21.660175967928144
4146,20140508,3,PM2.5,79.3
4152,20140508,4,PCA,-3.6692560912047267
4152,20140508,4,PM2.5,50.1
4158,20140508,5,PCA,-18.912276557400585
4158,20140508,5,PM2.5,34.9
4164,20140508,6,PCA,-20.452457146710948
4164,20140508,6,PM2.5,35.0
4170,20140508,7,PCA,-26.366926697828706
4170,20140508,7,PM2.5,30.5
4176,20140508,8,PCA,-20.239521156409992
4176,20140508,8,PM2.5,42.0
4182,20140508,9,PCA,-2.4997486674224567
4182,20140508,9,PM2.5,69.8
4188,20140508,10,PCA,-3.786797800052586
4188,20140508,10,PM2.5,82.6
4194,20140508,11,PCA,-22.033294563391532
4194,20140508,11,PM2.5,58.9
4200,20140508,12,PCA,-25.483092274951414
4200,20140508,12,PM2.5,53.5
4206,20140508,13,PCA,-23.12846653934581
4206,20140508,13,PM2.5,57.4
4212,20140508,14,PCA,-18.642243670342058
4212,20140508,14,PM2.5,63.3
4218,20140508,15,PCA,-18.810343071700597
4218,20140508,15,PM2.5,62.9
4224,20140508,16,PCA,-14.328040429184224
4224,20140508,16,PM2.5,68.8
4230,20140508,17,PCA,-14.805317608737477
4230,20140508,17,PM2.5,66.8
4236,20140508,18,PCA,-17.119518056898112
4236,20140508,18,PM2.5,62.6
4242,20140508,19,PCA,-15.999166886414809
4242,20140508,19,PM2.5,61.1
4248,20140508,20,PCA,-0.053643931406265964
4248,20140508,20,PM2.5,66.6
4254,20140508,21,PCA,18.39302014740853
4254,20140508,21,PM2.5,75.8
4260,20140508,22,PCA,14.98900191653721
4260,20140508,22,PM2.5,74.2
4266,20140508,23,PCA,20.861588995825755
4266,20140508,23,PM2.5,71.9
4272,20140509,0,PCA,27.303291354193423
4272,20140509,0,PM2.5,68.0
4278,20140509,1,PCA,15.690436333339347
4278,20140509,1,PM2.5,67.4
4284,20140509,2,PCA,12.769861989042385
4284,20140509,2,PM2.5,69.8
4290,20140509,3,PCA,15.530322765814143
4290,20140509,3,PM2.5,69.2
4296,20140509,4,PCA,21.957717220125556
4296,20140509,4,PM2.5,74.4
4302,20140509,5,PCA,15.113027930820795
4302,20140509,5,PM2.5,69.7
4308,20140509,6,PCA,12.396993089317418
4308,20140509,6,PM2.5,69.0
4314,20140509,7,PCA,19.68594772250094
4314,20140509,7,PM2.5,72.2
4320,20140509,8,PCA,30.33247699980519
4320,20140509,8,PM2.5,80.8
4326,20140509,9,PCA,40.92243584895534
4326,20140509,9,PM2.5,88.5
4332,20140509,10,PCA,46.24409218085874
4332,20140509,10,PM2.5,96.1
4338,20140509,11,PCA,48.4203277108903
4338,20140509,11,PM2.5,99.8
4344,20140509,12,PCA,45.04086326212654
4344,20140509,12,PM2.5,96.2
4350,20140509,13,PCA,39.68298942881818
4350,20140509,13,PM2.5,92.1
4356,20140509,14,PCA,34.13942452486237
4356,20140509,14,PM2.5,86.0
4362,20140509,15,PCA,26.71474044593762
4362,20140509,15,PM2.5,76.5
4368,20140509,16,PCA,29.330107493096506
4368,20140509,16,PM2.5,79.3
4374,20140509,17,PCA,28.838590938969087
4374,20140509,17,PM2.5,78.8
4380,20140509,18,PCA,26.702372336490566
4380,20140509,18,PM2.5,73.1
4386,20140509,19,PCA,9.1912022108233
4386,20140509,19,PM2.5,50.9
4392,20140509,20,PCA,0.3597228666920724
4392,20140509,20,PM2.5,43.4
4398,20140509,21,PCA,1.2845566643153723
4398,20140509,21,PM2.5,43.0
4404,20140509,22,PCA,3.2723660233371565
4404,20140509,22,PM2.5,48.3
4410,20140509,23,PCA,7.810713606495256
4410,20140509,23,PM2.5,57.6
4416,20140510,0,PCA,5.260114225198221
4416,20140510,0,PM2.5,54.8
4422,20140510,1,PCA,11.71454882314508
4422,20140510,1,PM2.5,60.4
4428,20140510,2,PCA,22.40075594186611
4428,20140510,2,PM2.5,67.8
4434,20140510,3,PCA,28.22669200459267
4434,20140510,3,PM2.5,66.8
4440,20140510,4,PCA,20.58177477929244
4440,20140510,4,PM2.5,64.0
4446,20140510,5,PCA,6.826384758721145
4446,20140510,5,PM2.5,46.2
4452,20140510,6,PCA,29.991095038719497
4452,20140510,6,PM2.5,74.9
4458,20140510,7,PCA,13.262462309808276
4458,20140510,7,PM2.5,57.3
4464,20140510,8,PCA,4.913840827198839
4464,20140510,8,PM2.5,45.7
4470,20140510,9,PCA,5.000415277659484
4470,20140510,9,PM2.5,46.2
4476,20140510,10,PCA,-2.9432410331305716
4476,20140510,10,PM2.5,44.7
4482,20140510,11,PCA,1.3104852551218047
4482,20140510,11,PM2.5,52.7
4488,20140510,12,PCA,1.9437207132427339
4488,20140510,12,PM2.5,54.7
4494,20140510,13,PCA,2.3320064371040763
4494,20140510,13,PM2.5,56.3
4500,20140510,14,PCA,1.4235498016096508
4500,20140510,14,PM2.5,58.6
4506,20140510,15,PCA,4.665037954340529
4506,20140510,15,PM2.5,65.3
4512,20140510,16,PCA,2.015324362166729
4512,20140510,16,PM2.5,60.5
4518,20140510,17,PCA,3.754714528293616
4518,20140510,17,PM2.5,63.9
4524,20140510,18,PCA,-2.7627202489797673
4524,20140510,18,PM2.5,52.4
4530,20140510,19,PCA,4.572001491188041
4530,20140510,19,PM2.5,60.4
4536,20140510,20,PCA,17.432977995572355
4536,20140510,20,PM2.5,66.1
4542,20140510,21,PCA,12.63863059060412
4542,20140510,21,PM2.5,62.1
4548,20140510,22,PCA,30.819877922588777
4548,20140510,22,PM2.5,80.6
4554,20140510,23,PCA,12.56475163958985
4554,20140510,23,PM2.5,60.8
4560,20140511,0,PCA,-11.544932699447081
4560,20140511,0,PM2.5,31.5
4566,20140511,1,PCA,-11.441098845392542
4566,20140511,1,PM2.5,39.3
4572,20140511,2,PCA,-11.334383793739136
4572,20140511,2,PM2.5,41.9
4578,20140511,3,PCA,-10.761599848890747
4578,20140511,3,PM2.5,44.1
4584,20140511,4,PCA,-14.294222233830451
4584,20140511,4,PM2.5,45.5
4590,20140511,5,PCA,-30.23530078485807
4590,20140511,5,PM2.5,34.7
4596,20140511,6,PCA,-31.618248816375473
4596,20140511,6,PM2.5,34.0
4602,20140511,7,PCA,-40.698779296585805
4602,20140511,7,PM2.5,20.4
4608,20140511,8,PCA,-33.01858099075897
4608,20140511,8,PM2.5,31.6
4614,20140511,9,PCA,-40.46289458458401
4614,20140511,9,PM2.5,20.7
4620,20140511,10,PCA,-50.87530423846293
4620,20140511,10,PM2.5,12.7
4626,20140511,11,PCA,-57.801349133913604
4626,20140511,11,PM2.5,9.5
4632,20140511,12,PCA,-58.00137130224933
4632,20140511,12,PM2.5,9.0
4638,20140511,13,PCA,-62.38673730601619
4638,20140511,13,PM2.5,5.7
4644,20140511,14,PCA,-66.72781504049198
4644,20140511,14,PM2.5,3.0
4650,20140511,15,PCA,-68.59670228498946
4650,20140511,15,PM2.5,3.0
4656,20140511,16,PCA,-71.10015408622436
4656,20140511,16,PM2.5,3.0
4662,20140511,17,PCA,-69.9915711017549
4662,20140511,17,PM2.5,6.4
4668,20140511,18,PCA,-63.43342155687079
4668,20140511,18,PM2.5,13.2
