,date,hour,type,东高村
2628,20140422,6,PCA,76.09520709620922
2628,20140422,6,PM2.5,108.0
2634,20140422,7,PCA,66.34725237622416
2634,20140422,7,PM2.5,100.0
2640,20140422,8,PCA,56.57180852193774
2640,20140422,8,PM2.5,94.0
2646,20140422,9,PCA,41.02318914811209
2646,20140422,9,PM2.5,78.0
2652,20140422,10,PCA,64.91688607755756
2652,20140422,10,PM2.5,112.0
2658,20140422,11,PCA,63.28507806128881
2658,20140422,11,PM2.5,109.0
2664,20140422,12,PCA,8.861869058927626
2664,20140422,12,PM2.5,53.0
2670,20140422,13,PCA,5.538796722265463
2670,20140422,13,PM2.5,57.0
2676,20140422,14,PCA,7.0595075997801455
2676,20140422,14,PM2.5,73.0
2682,20140422,15,PCA,-29.381026150467846
2682,20140422,15,PM2.5,42.0
2688,20140422,16,PCA,-33.76350992119062
2688,20140422,16,PM2.5,42.0
2694,20140422,18,PCA,-38.145993691913404
2694,20140422,18,PM2.5,42.0
2700,20140422,19,PCA,-40.78551385564133
2700,20140422,19,PM2.5,45.0
2706,20140422,20,PCA,-35.72595454874544
2706,20140422,20,PM2.5,49.0
2712,20140422,21,PCA,-29.277605781725438
2712,20140422,21,PM2.5,46.0
2718,20140422,22,PCA,-4.521277619224602
2718,20140422,22,PM2.5,68.0
2724,20140422,23,PCA,13.372756236947994
2724,20140422,23,PM2.5,81.0
2730,20140423,0,PCA,15.247611412608999
2730,20140423,0,PM2.5,78.0
2736,20140423,1,PCA,15.467748919211184
2736,20140423,1,PM2.5,77.0
2742,20140423,2,PCA,27.381616878842102
2742,20140423,2,PM2.5,86.0
2748,20140423,3,PCA,28.587405337645585
2748,20140423,3,PM2.5,87.0
2754,20140423,4,PCA,31.100710737212154
2754,20140423,4,PM2.5,89.0
2760,20140423,5,PCA,49.9171266883601
2760,20140423,5,PM2.5,105.0
2766,20140423,6,PCA,65.31268702705378
2766,20140423,6,PM2.5,118.0
2772,20140423,7,PCA,94.3881385258073
2772,20140423,7,PM2.5,142.0
2778,20140423,8,PCA,120.4808842451154
2778,20140423,8,PM2.5,155.0
2784,20140423,9,PCA,145.99005341943712
2784,20140423,9,PM2.5,169.0
2790,20140423,10,PCA,171.5880238956685
2790,20140423,10,PM2.5,185.0
2796,20140423,11,PCA,162.26493765987814
2796,20140423,11,PM2.5,165.0
2802,20140423,12,PCA,179.56491705856698
2802,20140423,12,PM2.5,185.0
2808,20140423,13,PCA,169.9018387830796
2808,20140423,13,PM2.5,172.0
2814,20140423,14,PCA,154.17695963158525
2814,20140423,14,PM2.5,157.0
2820,20140423,15,PCA,136.99437836132796
2820,20140423,15,PM2.5,139.0
2826,20140423,16,PCA,139.47635849852577
2826,20140423,16,PM2.5,152.0
2832,20140423,17,PCA,138.49411467343032
2832,20140423,17,PM2.5,156.0
2838,20140423,18,PCA,93.58401307524115
2838,20140423,18,PM2.5,102.0
2844,20140429,2,PCA,96.31321605218808
2844,20140429,2,PM2.5,142.8
2850,20140429,3,PCA,86.7427062463474
2850,20140429,3,PM2.5,128.7
2856,20140429,4,PCA,81.5680936834003
2856,20140429,4,PM2.5,119.4
2862,20140429,5,PCA,80.36420768773263
2862,20140429,5,PM2.5,116.0
2868,20140429,6,PCA,81.14915659322469
2868,20140429,6,PM2.5,114.3
2874,20140429,7,PCA,83.02483639507078
2874,20140429,7,PM2.5,111.0
2880,20140429,8,PCA,91.32900107882965
2880,20140429,8,PM2.5,122.1
2886,20140429,9,PCA,101.87375647936955
2886,20140429,9,PM2.5,138.2
2892,20140429,10,PCA,100.80761525164091
2892,20140429,10,PM2.5,139.0
2898,20140429,11,PCA,105.81024110471756
2898,20140429,11,PM2.5,146.5
2904,20140429,12,PCA,112.98142978732582
2904,20140429,12,PM2.5,156.0
2910,20140429,13,PCA,111.37701089083652
2910,20140429,13,PM2.5,157.9
2916,20140429,14,PCA,91.38817214871779
2916,20140429,14,PM2.5,129.5
2922,20140429,15,PCA,96.53682493789222
2922,20140429,15,PM2.5,137.6
2928,20140429,16,PCA,89.50391763314634
2928,20140429,16,PM2.5,126.4
2934,20140429,17,PCA,81.28404961822645
2934,20140429,17,PM2.5,110.3
2940,20140429,18,PCA,90.18141924810173
2940,20140429,18,PM2.5,121.8
2946,20140429,19,PCA,66.48085863266805
2946,20140429,19,PM2.5,86.0
2952,20140429,20,PCA,72.79007424827655
2952,20140429,20,PM2.5,93.8
2958,20140429,21,PCA,92.1917810973434
2958,20140429,21,PM2.5,122.0
2964,20140429,22,PCA,96.9082473990909
2964,20140429,22,PM2.5,129.2
2970,20140429,23,PCA,102.92229967641194
2970,20140429,23,PM2.5,134.9
2976,20140430,0,PCA,102.17240503850513
2976,20140430,0,PM2.5,135.0
2982,20140430,1,PCA,107.3331559426443
2982,20140430,1,PM2.5,142.5
2988,20140430,2,PCA,114.9010346770301
2988,20140430,2,PM2.5,151.6
2994,20140430,3,PCA,108.15250371233013
2994,20140430,3,PM2.5,140.6
3000,20140430,4,PCA,102.72752593399994
3000,20140430,4,PM2.5,132.1
3006,20140430,5,PCA,93.64180125657344
3006,20140430,5,PM2.5,117.3
3012,20140430,6,PCA,102.90780364504086
3012,20140430,6,PM2.5,131.0
3018,20140430,7,PCA,103.68685653770861
3018,20140430,7,PM2.5,129.8
3024,20140430,8,PCA,96.62260072784042
3024,20140430,8,PM2.5,120.3
3030,20140430,9,PCA,127.54214953964382
3030,20140430,9,PM2.5,163.6
3036,20140430,10,PCA,126.97405372024632
3036,20140430,10,PM2.5,160.7
3042,20140430,11,PCA,132.7295874518457
3042,20140430,11,PM2.5,171.1
3048,20140430,12,PCA,124.42572126601601
3048,20140430,12,PM2.5,160.8
3054,20140430,13,PCA,113.54725810020776
3054,20140430,13,PM2.5,147.2
3060,20140430,14,PCA,114.1768606129006
3060,20140430,14,PM2.5,149.1
3078,20140430,17,PCA,34.95763763673249
3078,20140430,17,PM2.5,36.5
3084,20140430,18,PCA,55.992885683259246
3084,20140430,18,PM2.5,71.1
3090,20140430,19,PCA,51.610659448249585
3090,20140430,19,PM2.5,66.2
3096,20140430,20,PCA,52.67603736125189
3096,20140430,20,PM2.5,67.8
3102,20140430,21,PCA,57.79884351463035
3102,20140430,21,PM2.5,77.3
3108,20140430,22,PCA,57.25305671305729
3108,20140430,22,PM2.5,79.2
3114,20140430,23,PCA,50.58026299981733
3114,20140430,23,PM2.5,74.6
3120,20140501,0,PCA,58.5850110049384
3120,20140501,0,PM2.5,84.9
3126,20140501,1,PCA,71.17466818110654
3126,20140501,1,PM2.5,100.6
3132,20140501,2,PCA,67.75266103489938
3132,20140501,2,PM2.5,103.1
3138,20140501,3,PCA,69.41364486626063
3138,20140501,3,PM2.5,108.6
3144,20140501,4,PCA,72.94089004876501
3144,20140501,4,PM2.5,115.3
3150,20140501,5,PCA,77.70316750721908
3150,20140501,5,PM2.5,122.6
3156,20140501,6,PCA,81.84134112034982
3156,20140501,6,PM2.5,128.4
3162,20140501,7,PCA,92.79277525660041
3162,20140501,7,PM2.5,142.6
3168,20140501,8,PCA,91.32551514269426
3168,20140501,8,PM2.5,139.7
3174,20140501,9,PCA,87.06139117698235
3174,20140501,9,PM2.5,135.7
3180,20140501,10,PCA,82.79687265880975
3180,20140501,10,PM2.5,131.8
3186,20140501,11,PCA,82.61955983408026
3186,20140501,11,PM2.5,135.3
3192,20140501,12,PCA,78.54122372160863
3192,20140501,12,PM2.5,132.9
3198,20140501,13,PCA,76.1662551009638
3198,20140501,13,PM2.5,131.9
3204,20140501,14,PCA,69.02755093025539
3204,20140501,14,PM2.5,124.1
3210,20140501,15,PCA,68.92956058320841
3210,20140501,15,PM2.5,123.3
3216,20140501,16,PCA,56.44619364029445
3216,20140501,16,PM2.5,105.0
3222,20140501,17,PCA,60.911448464627725
3222,20140501,17,PM2.5,106.8
3228,20140501,18,PCA,57.55111234137733
3228,20140501,18,PM2.5,99.9
3234,20140501,19,PCA,45.689384799687716
3234,20140501,19,PM2.5,77.9
3240,20140501,20,PCA,44.336377928986025
3240,20140501,20,PM2.5,74.6
3246,20140501,21,PCA,39.866795307050516
3246,20140501,21,PM2.5,68.0
3252,20140501,22,PCA,26.099275563307483
3252,20140501,22,PM2.5,49.7
3258,20140501,23,PCA,28.208601615882394
3258,20140501,23,PM2.5,54.2
3264,20140502,0,PCA,26.937330264941668
3264,20140502,0,PM2.5,54.7
3270,20140502,1,PCA,12.728997924857703
3270,20140502,1,PM2.5,37.4
3276,20140502,2,PCA,8.249087123792261
3276,20140502,2,PM2.5,34.9
3282,20140502,3,PCA,2.0391200467150883
3282,20140502,3,PM2.5,31.3
3288,20140502,4,PCA,-3.142853280600374
3288,20140502,4,PM2.5,28.0
3294,20140502,5,PCA,-8.027029204115985
3294,20140502,5,PM2.5,26.3
3300,20140502,6,PCA,-15.407144713878939
3300,20140502,6,PM2.5,21.8
3306,20140502,7,PCA,-21.283762112022583
3306,20140502,7,PM2.5,19.4
3312,20140502,8,PCA,-26.217252092956812
3312,20140502,8,PM2.5,18.8
3318,20140502,9,PCA,-28.25821642555262
3318,20140502,9,PM2.5,22.0
3324,20140502,10,PCA,-31.18987118144118
3324,20140502,10,PM2.5,24.3
3330,20140502,11,PCA,-40.88000067359381
3330,20140502,11,PM2.5,16.4
3336,20140502,12,PCA,-41.933010097100336
3336,20140502,12,PM2.5,21.5
3342,20140502,13,PCA,-53.29380644086044
3342,20140502,13,PM2.5,11.3
3348,20140502,14,PCA,-55.584352292182025
3348,20140502,14,PM2.5,12.2
3354,20140502,15,PCA,-63.90512424041889
3354,20140502,15,PM2.5,3.0
3360,20140502,16,PCA,-59.7698857184945
3360,20140502,16,PM2.5,12.5
3366,20140502,17,PCA,-60.4739848742414
3366,20140502,17,PM2.5,14.4
3372,20140502,18,PCA,-55.26593885666763
3372,20140502,18,PM2.5,24.1
3378,20140502,19,PCA,-56.561606498166675
3378,20140502,19,PM2.5,25.5
3384,20140502,20,PCA,-66.09556352888147
3384,20140502,20,PM2.5,12.8
3390,20140502,21,PCA,-67.25855388912144
3390,20140502,21,PM2.5,12.7
3396,20140502,22,PCA,-65.19780858612002
3396,20140502,22,PM2.5,17.0
3402,20140502,23,PCA,-71.6057625860832
3402,20140502,23,PM2.5,12.1
3408,20140503,0,PCA,-72.46611849829443
3408,20140503,0,PM2.5,12.2
3414,20140503,1,PCA,-73.32647441050568
3414,20140503,1,PM2.5,12.3
3420,20140503,2,PCA,-76.95457845269216
3420,20140503,2,PM2.5,9.8
3426,20140503,3,PCA,-78.53406125621976
3426,20140503,3,PM2.5,8.5
3432,20140503,4,PCA,-71.27589386865388
3432,20140503,4,PM2.5,16.1
3438,20140503,5,PCA,-64.86001900140755
3438,20140503,5,PM2.5,21.6
3444,20140503,6,PCA,-54.08697202004112
3444,20140503,6,PM2.5,34.7
3450,20140503,7,PCA,-45.774504929103934
3450,20140503,7,PM2.5,44.0
3456,20140503,8,PCA,44.34146508696709
3456,20140503,8,PM2.5,182.1
3462,20140503,9,PCA,-22.936861338536563
3462,20140503,9,PM2.5,77.5
3468,20140503,10,PCA,-23.09027149196616
3468,20140503,10,PM2.5,75.5
3474,20140503,11,PCA,-21.998384221220736
3474,20140503,11,PM2.5,74.6
3480,20140503,12,PCA,-22.32454643762825
3480,20140503,12,PM2.5,73.3
3486,20140503,13,PCA,-27.289007592922026
3486,20140503,13,PM2.5,66.7
3492,20140503,14,PCA,-31.29313601762038
3492,20140503,14,PM2.5,60.1
3498,20140503,15,PCA,-43.065202539196484
3498,20140503,15,PM2.5,39.2
3504,20140503,16,PCA,-42.532009966044505
3504,20140503,16,PM2.5,38.0
3510,20140503,17,PCA,-20.930149003921112
3510,20140503,17,PM2.5,71.6
3516,20140503,18,PCA,-12.452284131227417
3516,20140503,18,PM2.5,82.2
3522,20140503,19,PCA,-27.628761698616643
3522,20140503,19,PM2.5,50.9
3528,20140503,20,PCA,-14.44596276285649
3528,20140503,20,PM2.5,62.9
3534,20140503,21,PCA,-31.88237465875464
3534,20140503,21,PM2.5,32.8
3540,20140503,22,PCA,-37.658081564997985
3540,20140503,22,PM2.5,20.9
3546,20140503,23,PCA,-28.888336732905703
3546,20140503,23,PM2.5,30.8
3552,20140504,0,PCA,-30.264482585925197
3552,20140504,0,PM2.5,26.3
3558,20140504,1,PCA,-14.275453781361838
3558,20140504,1,PM2.5,49.2
3564,20140504,2,PCA,-31.681390513677062
3564,20140504,2,PM2.5,22.4
3570,20140504,3,PCA,-33.941510929717616
3570,20140504,3,PM2.5,20.2
3576,20140504,4,PCA,-32.91503431777694
3576,20140504,4,PM2.5,20.2
3582,20140504,5,PCA,-28.792549279545813
3582,20140504,5,PM2.5,26.7
3588,20140504,6,PCA,-26.25557955447722
3588,20140504,6,PM2.5,30.1
3594,20140504,7,PCA,-13.5202955518039
3594,20140504,7,PM2.5,49.1
3600,20140504,8,PCA,-23.392431301161064
3600,20140504,8,PM2.5,37.1
3606,20140504,9,PCA,-26.72218642738419
3606,20140504,9,PM2.5,35.0
3612,20140504,10,PCA,-27.299020024433776
3612,20140504,10,PM2.5,34.9
3618,20140504,11,PCA,-32.024542219046864
3618,20140504,11,PM2.5,27.1
3624,20140504,12,PCA,-19.434924480005904
3624,20140504,12,PM2.5,46.4
3630,20140504,13,PCA,-35.744309412487624
3630,20140504,13,PM2.5,23.0
3636,20140504,14,PCA,-31.735600783399658
3636,20140504,14,PM2.5,30.1
3642,20140504,15,PCA,-39.74347730697745
3642,20140504,15,PM2.5,19.2
3648,20140504,16,PCA,-33.295065439709546
3648,20140504,16,PM2.5,28.8
3654,20140504,17,PCA,-31.653016929204863
3654,20140504,17,PM2.5,32.2
3660,20140504,18,PCA,-38.2239391590848
3660,20140504,18,PM2.5,24.3
3666,20140504,19,PCA,-48.374842471368765
3666,20140504,19,PM2.5,17.4
3672,20140504,20,PCA,-46.44833341073488
3672,20140504,20,PM2.5,25.4
3678,20140504,21,PCA,-46.711954741603655
3678,20140504,21,PM2.5,26.6
3684,20140504,22,PCA,-56.76590907627273
3684,20140504,22,PM2.5,14.2
3690,20140504,23,PCA,-57.71342722190671
3690,20140504,23,PM2.5,15.8
3696,20140505,0,PCA,-56.67434370206898
3696,20140505,0,PM2.5,19.3
3702,20140505,1,PCA,-56.25827875494534
3702,20140505,1,PM2.5,18.6
3708,20140505,2,PCA,-54.76223985057147
3708,20140505,2,PM2.5,21.6
3714,20140505,3,PCA,-56.024636038474995
3714,20140505,3,PM2.5,19.3
3720,20140505,4,PCA,-57.141113433383794
3720,20140505,4,PM2.5,17.55
3726,20140505,5,PCA,-58.25759082829263
3726,20140505,5,PM2.5,15.8
3732,20140505,6,PCA,-63.91577375986558
3732,20140505,6,PM2.5,8.2
3738,20140505,7,PCA,-60.516129095460904
3738,20140505,7,PM2.5,13.8
3744,20140505,8,PCA,-58.61455228359053
3744,20140505,8,PM2.5,16.7
3750,20140505,9,PCA,-62.235808201935356
3750,20140505,9,PM2.5,14.3
3756,20140505,10,PCA,-64.95573913672541
3756,20140505,10,PM2.5,11.8
3762,20140505,11,PCA,-68.70412806708055
3762,20140505,11,PM2.5,9.5
3768,20140505,12,PCA,-66.31914905163929
3768,20140505,12,PM2.5,17.7
3774,20140505,13,PCA,-73.51032331972016
3774,20140505,13,PM2.5,10.6
3780,20140505,14,PCA,-72.86801690858847
3780,20140505,14,PM2.5,14.0
3786,20140505,15,PCA,-32.96812278115159
3786,20140505,15,PM2.5,77.5
3792,20140505,16,PCA,-79.85798948228326
3792,20140505,16,PM2.5,9.0
3798,20140505,17,PCA,-78.73306486723355
3798,20140505,17,PM2.5,13.4
3804,20140505,18,PCA,-77.5172657522561
3804,20140505,18,PM2.5,12.6
3810,20140505,19,PCA,-71.58006051376132
3810,20140505,19,PM2.5,22.1
3816,20140505,20,PCA,-70.85852106202594
3816,20140505,20,PM2.5,23.2
3822,20140505,21,PCA,-63.62305312046511
3822,20140505,21,PM2.5,32.2
3828,20140505,22,PCA,-67.18665238978518
3828,20140505,22,PM2.5,25.7
3834,20140505,23,PCA,-55.500659081732735
3834,20140505,23,PM2.5,36.7
3840,20140506,0,PCA,-58.70110895785899
3840,20140506,0,PM2.5,30.9
3846,20140506,1,PCA,-55.35475135747938
3846,20140506,1,PM2.5,34.1
3852,20140506,2,PCA,-51.0599280408892
3852,20140506,2,PM2.5,39.4
3858,20140506,3,PCA,-50.98014119878442
3858,20140506,3,PM2.5,40.1
3864,20140506,4,PCA,-48.28113728766316
3864,20140506,4,PM2.5,39.7
3870,20140506,5,PCA,-46.22148397846734
3870,20140506,5,PM2.5,40.6
3876,20140506,6,PCA,-48.14726920261028
3876,20140506,6,PM2.5,37.0
3882,20140506,7,PCA,-42.7903514120385
3882,20140506,7,PM2.5,42.1
3888,20140506,8,PCA,-37.22094940613325
3888,20140506,8,PM2.5,48.3
3894,20140506,9,PCA,-28.86592787196791
3894,20140506,9,PM2.5,57.5
3900,20140506,10,PCA,-23.99581980848485
3900,20140506,10,PM2.5,62.5
3906,20140506,11,PCA,-28.430512460221117
3906,20140506,11,PM2.5,54.3
3912,20140506,12,PCA,-18.361385396354255
3912,20140506,12,PM2.5,66.5
3918,20140506,13,PCA,-13.223541807140485
3918,20140506,13,PM2.5,70.9
3924,20140506,14,PCA,-6.849974661832517
3924,20140506,14,PM2.5,80.6
3930,20140506,15,PCA,-4.5281362172319
3930,20140506,15,PM2.5,83.6
3936,20140506,16,PCA,8.50888711805694
3936,20140506,16,PM2.5,96.9
3942,20140506,17,PCA,15.886353929170042
3942,20140506,17,PM2.5,102.7
3948,20140506,18,PCA,21.709209901931587
3948,20140506,18,PM2.5,106.3
3954,20140506,19,PCA,19.64293181103866
3954,20140506,19,PM2.5,100.0
3960,20140506,20,PCA,21.003139192003527
3960,20140506,20,PM2.5,97.5
3966,20140506,21,PCA,29.160288682330542
3966,20140506,21,PM2.5,105.3
3972,20140506,22,PCA,31.322589208458865
3972,20140506,22,PM2.5,101.8
3978,20140506,23,PCA,50.34735770353747
3978,20140506,23,PM2.5,122.4
3984,20140507,0,PCA,49.59693494320774
3984,20140507,0,PM2.5,121.9
3990,20140507,1,PCA,53.42482517581699
3990,20140507,1,PM2.5,124.4
3996,20140507,2,PCA,41.53198365075011
3996,20140507,2,PM2.5,102.7
4002,20140507,3,PCA,49.333590782459055
4002,20140507,3,PM2.5,113.3
4008,20140507,4,PCA,49.76635131122079
4008,20140507,4,PM2.5,112.8
4014,20140507,5,PCA,38.01342462025761
4014,20140507,5,PM2.5,92.2
4020,20140507,6,PCA,46.260506024522044
4020,20140507,6,PM2.5,96.7
4026,20140507,7,PCA,52.65767918170615
4026,20140507,7,PM2.5,103.5
4032,20140507,8,PCA,53.71264696154628
4032,20140507,8,PM2.5,104.0
4038,20140507,9,PCA,56.088759418466196
4038,20140507,9,PM2.5,104.5
4044,20140507,10,PCA,47.432073041046266
4044,20140507,10,PM2.5,93.2
4050,20140507,11,PCA,-11.754825254219588
4050,20140507,11,PM2.5,13.4
4056,20140507,12,PCA,-10.670305842057484
4056,20140507,12,PM2.5,17.9
4062,20140507,13,PCA,-14.826419059052593
4062,20140507,13,PM2.5,15.2
4068,20140507,14,PCA,-14.5634395980892
4068,20140507,14,PM2.5,19.0
4074,20140507,15,PCA,-24.645283663071496
4074,20140507,15,PM2.5,8.0
4080,20140507,16,PCA,-18.07451421448441
4080,20140507,16,PM2.5,22.0
4086,20140507,17,PCA,-29.53134482980622
4086,20140507,17,PM2.5,9.8
4092,20140507,18,PCA,-31.485136398677994
4092,20140507,18,PM2.5,12.4
4098,20140507,19,PCA,-33.025075377053895
4098,20140507,19,PM2.5,14.5
4104,20140507,20,PCA,-39.09134871974685
4104,20140507,20,PM2.5,10.3
4110,20140507,21,PCA,8.534051975013922
4110,20140507,21,PM2.5,76.0
4116,20140507,22,PCA,49.41007173449952
4116,20140507,22,PM2.5,132.2
4122,20140507,23,PCA,38.31059067490468
4122,20140507,23,PM2.5,118.7
4128,20140508,0,PCA,27.15845317101034
4128,20140508,0,PM2.5,104.7
4134,20140508,1,PCA,20.170864652672293
4134,20140508,1,PM2.5,95.2
4140,20140508,2,PCA,21.260385154938565
4140,20140508,2,PM2.5,97.1
4146,20140508,3,PCA,27.085927402973255
4146,20140508,3,PM2.5,103.4
4152,20140508,4,PCA,34.631005165195695
4152,20140508,4,PM2.5,113.4
4158,20140508,5,PCA,25.492498943305353
4158,20140508,5,PM2.5,102.5
4164,20140508,6,PCA,8.483962272518726
4164,20140508,6,PM2.5,79.2
4170,20140508,7,PCA,23.162880154250555
4170,20140508,7,PM2.5,99.9
4176,20140508,8,PCA,14.400183579265919
4176,20140508,8,PM2.5,88.9
4182,20140508,9,PCA,42.344861779412966
4182,20140508,9,PM2.5,124.7
4188,20140508,10,PCA,20.38809619003121
4188,20140508,10,PM2.5,96.5
4194,20140508,11,PCA,10.987769152780345
4194,20140508,11,PM2.5,81.9
4200,20140508,12,PCA,-0.09192562195974742
4200,20140508,12,PM2.5,63.9
4206,20140508,13,PCA,-15.73901594075042
4206,20140508,13,PM2.5,39.8
4212,20140508,14,PCA,-1.003021127433114
4212,20140508,14,PM2.5,60.4
4218,20140508,15,PCA,4.639654101987743
4218,20140508,15,PM2.5,66.5
4224,20140508,16,PCA,-3.7645256791457364
4224,20140508,16,PM2.5,52.0
4230,20140508,17,PCA,-10.463333681393323
4230,20140508,17,PM2.5,39.8
4236,20140508,18,PCA,13.407604613054252
4236,20140508,18,PM2.5,69.6
4242,20140508,19,PCA,14.131641405203768
4242,20140508,19,PM2.5,64.7
4248,20140508,20,PCA,21.37966094271319
4248,20140508,20,PM2.5,70.3
4254,20140508,21,PCA,13.299090583804144
4254,20140508,21,PM2.5,60.9
4260,20140508,22,PCA,5.100680896891502
4260,20140508,22,PM2.5,53.9
4266,20140508,23,PCA,3.4422663387646373
4266,20140508,23,PM2.5,53.5
4272,20140509,0,PCA,6.993581218484113
4272,20140509,0,PM2.5,60.3
4278,20140509,1,PCA,12.861347905244894
4278,20140509,1,PM2.5,67.5
4284,20140509,2,PCA,8.996783664848788
4284,20140509,2,PM2.5,64.5
4290,20140509,3,PCA,7.347903076607921
4290,20140509,3,PM2.5,64.7
4296,20140509,4,PCA,6.4226108146863705
4296,20140509,4,PM2.5,61.7
4302,20140509,5,PCA,4.842423060394075
4302,20140509,5,PM2.5,61.6
4308,20140509,6,PCA,-7.499385856121178
4308,20140509,6,PM2.5,46.1
4314,20140509,7,PCA,-1.3712601552841894
4314,20140509,7,PM2.5,58.0
4320,20140509,8,PCA,11.783802056980674
4320,20140509,8,PM2.5,76.3
4806,20140512,17,PCA,-60.23674124997587
4806,20140512,17,PM2.5,20.5
4812,20140512,18,PCA,-52.83236405589176
4812,20140512,18,PM2.5,33.4
4818,20140512,19,PCA,-49.68675683614989
4818,20140512,19,PM2.5,37.0
4824,20140512,20,PCA,-39.78289035425721
4824,20140512,20,PM2.5,50.3
4830,20140512,21,PCA,-32.642331175137706
4830,20140512,21,PM2.5,59.6
4836,20140512,22,PCA,-28.664077925008215
4836,20140512,22,PM2.5,62.9
4842,20140512,23,PCA,-29.563413137032338
4842,20140512,23,PM2.5,59.2
4848,20140513,0,PCA,-38.53611135497805
4848,20140513,0,PM2.5,45.5
4854,20140513,1,PCA,-39.970864610544716
4854,20140513,1,PM2.5,43.4
4860,20140513,2,PCA,-41.97423811711786
4860,20140513,2,PM2.5,39.0
4866,20140513,3,PCA,-43.37271444427702
4866,20140513,3,PM2.5,38.2
4872,20140513,4,PCA,-33.18395800584968
4872,20140513,4,PM2.5,51.5
4878,20140513,5,PCA,-23.282759325025744
4878,20140513,5,PM2.5,56.8
4884,20140513,6,PCA,-28.043806068926475
4884,20140513,6,PM2.5,50.4
4890,20140513,7,PCA,-18.021729873692927
4890,20140513,7,PM2.5,61.1
4896,20140513,8,PCA,-15.291142114813741
4896,20140513,8,PM2.5,64.5
4902,20140513,9,PCA,-5.9231889718565975
4902,20140513,9,PM2.5,71.7
4908,20140513,10,PCA,5.306708594197174
4908,20140513,10,PM2.5,84.9
4914,20140513,11,PCA,13.346588661474067
4914,20140513,11,PM2.5,95.9
4920,20140513,12,PCA,12.987591601918135
4920,20140513,12,PM2.5,96.1
4926,20140513,13,PCA,12.967046930052831
4926,20140513,13,PM2.5,98.5
4932,20140513,14,PCA,6.103628317280911
4932,20140513,14,PM2.5,89.1
4938,20140513,15,PCA,-18.329490931238276
4938,20140513,15,PM2.5,54.4
4944,20140513,16,PCA,-30.011129964961242
4944,20140513,16,PM2.5,36.5
4950,20140513,17,PCA,-10.28185032801249
4950,20140513,17,PM2.5,64.3
4956,20140513,18,PCA,-9.245196615190471
4956,20140513,18,PM2.5,62.9
4962,20140513,19,PCA,-31.876996282894634
4962,20140513,19,PM2.5,29.3
4968,20140513,20,PCA,-34.64580653422646
4968,20140513,20,PM2.5,26.0
4974,20140513,21,PCA,-32.61709229861434
4974,20140513,21,PM2.5,33.1
4980,20140513,22,PCA,-31.292722425585538
4980,20140513,22,PM2.5,36.8
4986,20140513,23,PCA,-44.76058258570625
4986,20140513,23,PM2.5,17.4
4992,20140514,0,PCA,-35.573232187135204
4992,20140514,0,PM2.5,29.5
4998,20140514,1,PCA,-33.22289797072316
4998,20140514,1,PM2.5,33.1
5004,20140514,2,PCA,-29.687036791928985
5004,20140514,2,PM2.5,36.6
5010,20140514,3,PCA,-31.556115778377368
5010,20140514,3,PM2.5,32.2
5016,20140514,4,PCA,-35.29319150783655
5016,20140514,4,PM2.5,25.4
5022,20140514,5,PCA,-35.66088491825756
5022,20140514,5,PM2.5,24.6
5028,20140514,6,PCA,-36.43739254009255
5028,20140514,6,PM2.5,23.8
5034,20140514,7,PCA,-40.82139094224239
5034,20140514,7,PM2.5,17.5
5040,20140514,8,PCA,-48.03276304389093
