,date,hour,type,延庆
2352,20140420,0,PM2.5,63.0
2358,20140420,1,PCA,15.074173554419277
2358,20140420,1,PM2.5,67.0
2364,20140420,2,PCA,14.825484096398803
2364,20140420,2,PM2.5,66.0
2370,20140420,3,PCA,14.724237020334522
2370,20140420,3,PM2.5,65.0
2376,20140420,4,PCA,11.867779992994553
2376,20140420,4,PM2.5,63.0
2382,20140420,5,PCA,11.53085366270007
2382,20140420,5,PM2.5,65.0
2388,20140420,6,PCA,18.890923819949336
2388,20140420,6,PM2.5,75.0
2394,20140420,7,PCA,22.715287616750945
2394,20140420,7,PM2.5,77.0
2400,20140420,8,PCA,23.475797048280338
2400,20140420,8,PM2.5,69.0
2406,20140420,9,PCA,49.549761893329155
2406,20140420,9,PM2.5,100.0
2412,20140420,10,PCA,17.32943313405583
2412,20140420,10,PM2.5,58.0
2418,20140420,11,PCA,2.7600023889916563
2418,20140420,11,PM2.5,48.0
2424,20140420,12,PCA,-24.133489069684046
2424,20140420,12,PM2.5,33.0
2430,20140420,13,PCA,-41.92703936674566
2430,20140420,13,PM2.5,29.0
2436,20140420,14,PCA,-53.85070458281208
2436,20140420,14,PM2.5,25.0
2442,20140420,15,PCA,-70.05836685683336
2442,20140420,15,PM2.5,3.0
2448,20140420,16,PCA,-69.81730968777269
2448,20140420,16,PM2.5,5.5
2454,20140420,17,PCA,-68.10878124846322
2454,20140420,17,PM2.5,8.0
2460,20140420,18,PCA,-62.520271020772256
2460,20140420,18,PM2.5,18.0
2466,20140420,19,PCA,-65.37114227669286
2466,20140420,19,PM2.5,15.0
2472,20140420,20,PCA,-63.42465616656094
2472,20140420,20,PM2.5,20.0
2478,20140420,21,PCA,-63.30949347562962
2478,20140420,21,PM2.5,22.0
2616,20140422,4,PCA,8.019390380053327
2616,20140422,4,PM2.5,50.0
2622,20140422,5,PCA,4.196613528313041
2622,20140422,5,PM2.5,50.0
2628,20140422,6,PCA,10.234870900959518
2628,20140422,6,PM2.5,64.0
2634,20140422,7,PCA,-13.362920135038783
2634,20140422,7,PM2.5,45.0
2640,20140422,8,PCA,-17.383256034629532
2640,20140422,8,PM2.5,42.0
2646,20140422,9,PCA,-17.368715346518247
2646,20140422,9,PM2.5,43.0
2652,20140422,10,PCA,-21.437540787672763
2652,20140422,10,PM2.5,44.0
2658,20140422,11,PCA,-20.50769854546426
2658,20140422,11,PM2.5,46.0
2664,20140422,12,PCA,-20.043306130603103
2664,20140422,12,PM2.5,46.0
2670,20140422,13,PCA,-20.508757971776088
2670,20140422,13,PM2.5,48.0
2676,20140422,14,PCA,-54.79312610663592
2676,20140422,14,PM2.5,10.0
2682,20140422,15,PCA,-51.128568054667085
2682,20140422,15,PM2.5,23.0
2688,20140422,16,PCA,-50.72281942543023
2688,20140422,16,PM2.5,24.0
2694,20140422,18,PCA,-50.31707079619337
2694,20140422,18,PM2.5,25.0
2700,20140422,19,PCA,-18.88513140071079
2700,20140422,19,PM2.5,55.0
2706,20140422,20,PCA,3.994980660515557
2706,20140422,20,PM2.5,77.0
2712,20140422,21,PCA,17.622824837334896
2712,20140422,21,PM2.5,83.0
2718,20140422,22,PCA,26.56345311098632
2718,20140422,22,PM2.5,75.0
2724,20140422,23,PCA,30.620697352214833
2724,20140422,23,PM2.5,75.0
2730,20140423,0,PCA,65.17930516571685
2730,20140423,0,PM2.5,112.0
2736,20140423,1,PCA,82.11565686150578
2736,20140423,1,PM2.5,114.0
2742,20140423,2,PCA,75.41509393188409
2742,20140423,2,PM2.5,98.0
2748,20140423,3,PCA,71.95662092427992
2748,20140423,3,PM2.5,92.0
2754,20140423,4,PCA,58.80556783715391
2754,20140423,4,PM2.5,84.0
2760,20140423,5,PCA,40.50726953157506
2760,20140423,5,PM2.5,76.0
2766,20140423,6,PCA,30.017454921836542
2766,20140423,6,PM2.5,69.0
2772,20140423,7,PCA,30.58332631181379
2772,20140423,7,PM2.5,76.0
2778,20140423,8,PCA,43.017344644199554
2778,20140423,8,PM2.5,90.0
2784,20140423,9,PCA,53.780851104708375
2784,20140423,9,PM2.5,100.0
2790,20140423,10,PCA,60.022760353208966
2790,20140423,10,PM2.5,102.0
2796,20140423,11,PCA,67.77427602343836
2796,20140423,11,PM2.5,105.0
2802,20140423,12,PCA,87.12470649802532
2802,20140423,12,PM2.5,122.0
2808,20140423,13,PCA,90.12307840904437
2808,20140423,13,PM2.5,119.0
2814,20140423,14,PCA,143.6080678182627
2814,20140423,14,PM2.5,172.0
2820,20140423,15,PCA,188.116595127009
2820,20140423,15,PM2.5,202.0
2826,20140423,16,PCA,195.7427712890879
2826,20140423,16,PM2.5,194.0
2832,20140423,17,PCA,230.909552150654
2832,20140423,17,PM2.5,220.0
2838,20140423,18,PCA,186.94531160160403
2838,20140423,18,PM2.5,143.4
2844,20140429,2,PCA,13.022222502101926
2844,20140429,2,PM2.5,66.8
2850,20140429,3,PCA,10.427404602099086
2850,20140429,3,PM2.5,67.5
2856,20140429,4,PCA,7.911646871543364
2856,20140429,4,PM2.5,65.0
2862,20140429,5,PCA,3.648584686380859
2862,20140429,5,PM2.5,60.3
2868,20140429,6,PCA,4.7613775386537185
2868,20140429,6,PM2.5,62.8
2874,20140429,7,PCA,11.834787677863318
2874,20140429,7,PM2.5,71.6
2880,20140429,8,PCA,23.83283290050907
2880,20140429,8,PM2.5,84.9
2886,20140429,9,PCA,18.624932702625724
2886,20140429,9,PM2.5,79.6
2892,20140429,10,PCA,22.09059184402632
2892,20140429,10,PM2.5,89.6
2898,20140429,11,PCA,20.83078832094089
2898,20140429,11,PM2.5,88.0
2904,20140429,12,PCA,20.241956553974404
2904,20140429,12,PM2.5,88.3
2910,20140429,13,PCA,10.885490099244059
2910,20140429,13,PM2.5,63.6
2916,20140429,14,PCA,-3.5205713826111764
2916,20140429,14,PM2.5,48.9
2922,20140429,15,PCA,-6.794304704225996
2922,20140429,15,PM2.5,42.6
2928,20140429,16,PCA,18.685433736456012
2928,20140429,16,PM2.5,74.8
2934,20140429,17,PCA,31.613827378922874
2934,20140429,17,PM2.5,87.5
2940,20140429,18,PCA,53.00828073206211
2940,20140429,18,PM2.5,109.4
2946,20140429,19,PCA,32.74689836873737
2946,20140429,19,PM2.5,85.8
2952,20140429,20,PCA,33.188685792363216
2952,20140429,20,PM2.5,87.2
2958,20140429,21,PCA,35.02574970515926
2958,20140429,21,PM2.5,86.4
2964,20140429,22,PCA,38.67715189978305
2964,20140429,22,PM2.5,86.2
2970,20140429,23,PCA,44.42037487747894
2970,20140429,23,PM2.5,93.7
2976,20140430,0,PCA,42.12720578742869
2976,20140430,0,PM2.5,95.0
2982,20140430,1,PCA,43.43605671751293
2982,20140430,1,PM2.5,95.1
2988,20140430,2,PCA,40.38767319571917
2988,20140430,2,PM2.5,89.7
2994,20140430,3,PCA,40.49585083844993
2994,20140430,3,PM2.5,90.1
3000,20140430,4,PCA,37.09344686084752
3000,20140430,4,PM2.5,83.8
3006,20140430,5,PCA,36.842047154220765
3006,20140430,5,PM2.5,82.5
3012,20140430,6,PCA,40.88079844550333
3012,20140430,6,PM2.5,84.7
3018,20140430,7,PCA,63.40557578478855
3018,20140430,7,PM2.5,109.4
3024,20140430,8,PCA,66.024365952129
3024,20140430,8,PM2.5,110.1
3030,20140430,9,PCA,87.95625012310167
3030,20140430,9,PM2.5,138.9
3036,20140430,10,PCA,89.1972911050088
3036,20140430,10,PM2.5,143.1
3042,20140430,11,PCA,81.92891793750665
3042,20140430,11,PM2.5,132.6
3048,20140430,12,PCA,63.56528616435795
3048,20140430,12,PM2.5,107.1
3054,20140430,13,PCA,42.76206440359868
3054,20140430,13,PM2.5,76.4
3060,20140430,14,PCA,59.63281455623235
3060,20140430,14,PM2.5,97.8
3066,20140430,15,PCA,78.51032412419421
3066,20140430,15,PM2.5,120.1
3072,20140430,16,PCA,72.07328126783428
3072,20140430,16,PM2.5,107.5
3078,20140430,17,PCA,71.28847768188304
3078,20140430,17,PM2.5,106.0
3084,20140430,18,PCA,74.03361548307478
3084,20140430,18,PM2.5,108.8
3090,20140430,19,PCA,71.51600693196582
3090,20140430,19,PM2.5,103.9
3096,20140430,20,PCA,69.18044948013784
3096,20140430,20,PM2.5,101.0
3102,20140430,21,PCA,75.40696099952358
3102,20140430,21,PM2.5,108.0
3108,20140430,22,PCA,74.14682836800677
3108,20140430,22,PM2.5,106.1
3114,20140430,23,PCA,82.4572862713915
3114,20140430,23,PM2.5,117.0
3120,20140501,0,PCA,81.65714303918018
3120,20140501,0,PM2.5,109.6
3126,20140501,1,PCA,75.83146358840452
3126,20140501,1,PM2.5,105.0
3132,20140501,2,PCA,75.29576654973988
3132,20140501,2,PM2.5,105.2
3138,20140501,3,PCA,75.14391977905018
3138,20140501,3,PM2.5,104.8
3144,20140501,4,PCA,76.51059020659486
3144,20140501,4,PM2.5,106.0
3150,20140501,5,PCA,76.8236679948211
3150,20140501,5,PM2.5,104.5
3156,20140501,6,PCA,81.69404061502398
3156,20140501,6,PM2.5,109.7
3162,20140501,7,PCA,80.84680279687622
3162,20140501,7,PM2.5,107.6
3168,20140501,8,PCA,90.79513419088426
3168,20140501,8,PM2.5,118.8
3174,20140501,9,PCA,102.82272063720168
3174,20140501,9,PM2.5,138.8
3180,20140501,10,PCA,106.72138091502484
3180,20140501,10,PM2.5,146.0
3186,20140501,11,PCA,114.03335749812327
3186,20140501,11,PM2.5,156.5
3192,20140501,12,PCA,120.72517556728165
3192,20140501,12,PM2.5,162.8
3198,20140501,13,PCA,130.584916412766
3198,20140501,13,PM2.5,171.1
3204,20140501,14,PCA,150.25198230934285
3204,20140501,14,PM2.5,192.0
3210,20140501,15,PCA,162.7494191675548
3210,20140501,15,PM2.5,206.7
3216,20140501,16,PCA,155.24215017866135
3216,20140501,16,PM2.5,190.9
3222,20140501,17,PCA,66.14240237951977
3222,20140501,17,PM2.5,64.3
3228,20140501,18,PCA,47.592579573564144
3228,20140501,18,PM2.5,41.7
3234,20140501,19,PCA,63.23917847561841
3234,20140501,19,PM2.5,68.6
3240,20140501,20,PCA,52.398865288549224
3240,20140501,20,PM2.5,54.8
3246,20140501,21,PCA,45.419707492109794
3246,20140501,21,PM2.5,46.9
3252,20140501,22,PCA,33.449422222337944
3252,20140501,22,PM2.5,33.3
3258,20140501,23,PCA,27.96593787516078
3258,20140501,23,PM2.5,31.9
3264,20140502,0,PCA,21.333377698297806
3264,20140502,0,PM2.5,27.4
3270,20140502,1,PCA,24.389557622753898
3270,20140502,1,PM2.5,35.9
3276,20140502,2,PCA,14.304371715309134
3276,20140502,2,PM2.5,25.9
3282,20140502,3,PCA,-2.5412142065699306
3282,20140502,3,PM2.5,6.2
3288,20140502,4,PCA,-2.6563303742661692
3288,20140502,4,PM2.5,11.5
3294,20140502,5,PCA,-11.243178236400173
3294,20140502,5,PM2.5,4.1
3300,20140502,6,PCA,-16.289813088427394
3300,20140502,6,PM2.5,3.0
3306,20140502,7,PCA,-19.697602590822743
3306,20140502,7,PM2.5,3.0
3312,20140502,8,PCA,-8.258560000700445
3312,20140502,8,PM2.5,25.6
3318,20140502,9,PCA,-21.549982231567707
3318,20140502,9,PM2.5,12.5
3324,20140502,10,PCA,-28.188419494587244
3324,20140502,10,PM2.5,10.4
3330,20140502,11,PCA,-24.937722336236245
3330,20140502,11,PM2.5,23.4
3336,20140502,12,PCA,-31.34671184567973
3336,20140502,12,PM2.5,21.5
3342,20140502,13,PCA,-45.84681004704508
3342,20140502,13,PM2.5,9.0
3348,20140502,14,PCA,-57.15072000524663
3348,20140502,14,PM2.5,3.0
3354,20140502,15,PCA,-62.30795077553374
3354,20140502,15,PM2.5,6.7
3360,20140502,16,PCA,-65.8524029389605
3360,20140502,16,PM2.5,13.9
3366,20140502,17,PCA,-58.30870758343937
3366,20140502,17,PM2.5,6.5
3372,20140502,18,PCA,-59.008046949541736
3372,20140502,18,PM2.5,5.2
3378,20140502,19,PCA,-54.60454027376848
3378,20140502,19,PM2.5,17.1
3384,20140502,20,PCA,-66.58059083417461
3384,20140502,20,PM2.5,8.7
3390,20140502,21,PCA,-63.18758767028662
3390,20140502,21,PM2.5,16.5
3396,20140502,22,PCA,-72.03670974358526
3396,20140502,22,PM2.5,5.9
3402,20140502,23,PCA,-72.58623371763254
3402,20140502,23,PM2.5,4.3
3408,20140503,0,PCA,-65.72717457737357
3408,20140503,0,PM2.5,14.8
3414,20140503,1,PCA,-58.55142628951587
3414,20140503,1,PM2.5,21.5
3420,20140503,2,PCA,-67.62079380394378
3420,20140503,2,PM2.5,9.4
3426,20140503,3,PCA,-63.64370352353575
3426,20140503,3,PM2.5,16.6
3432,20140503,4,PCA,-70.28699691591709
3432,20140503,4,PM2.5,7.2
3438,20140503,5,PCA,-64.07514275688966
3438,20140503,5,PM2.5,11.8
3444,20140503,6,PCA,-61.95128982238892
3444,20140503,6,PM2.5,13.8
3450,20140503,7,PCA,-53.13623438014787
3450,20140503,7,PM2.5,22.5
3456,20140503,8,PCA,-52.56403329691629
3456,20140503,8,PM2.5,23.1
3462,20140503,9,PCA,-49.7713539751096
3462,20140503,9,PM2.5,31.0
3468,20140503,10,PCA,-46.332217236230434
3468,20140503,10,PM2.5,30.5
3474,20140503,11,PCA,-61.38635195409586
3474,20140503,11,PM2.5,14.6
3480,20140503,12,PCA,-47.62993645071924
3480,20140503,12,PM2.5,34.2
3486,20140503,13,PCA,-46.7902127090621
3486,20140503,13,PM2.5,30.4
3492,20140503,14,PCA,-44.04114474833493
3492,20140503,14,PM2.5,37.5
3498,20140503,15,PCA,-52.27313973975808
3498,20140503,15,PM2.5,28.4
3504,20140503,16,PCA,-52.8737614634898
3504,20140503,16,PM2.5,25.0
3510,20140503,17,PCA,-36.411279165956195
3510,20140503,17,PM2.5,40.2
3516,20140503,18,PCA,-32.30889248284974
3516,20140503,18,PM2.5,39.7
3522,20140503,19,PCA,-41.13475488427529
3522,20140503,19,PM2.5,21.9
3528,20140503,20,PCA,-38.23098677827579
3528,20140503,20,PM2.5,24.1
3534,20140503,21,PCA,-39.01543221742414
3534,20140503,21,PM2.5,20.8
3540,20140503,22,PCA,-32.00245073070022
3540,20140503,22,PM2.5,29.2
3546,20140503,23,PCA,-37.04419176491676
3546,20140503,23,PM2.5,20.4
3552,20140504,0,PCA,-36.204907584453494
3552,20140504,0,PM2.5,21.8
3558,20140504,1,PCA,-36.519948986028254
3558,20140504,1,PM2.5,21.3
3564,20140504,2,PCA,-29.198247764197873
3564,20140504,2,PM2.5,31.2
3570,20140504,3,PCA,-30.66927006875127
3570,20140504,3,PM2.5,28.7
3576,20140504,4,PCA,-29.77346185175225
3576,20140504,4,PM2.5,28.9
3582,20140504,5,PCA,-21.634366253987807
3582,20140504,5,PM2.5,41.7
3588,20140504,6,PCA,-28.75556112499551
3588,20140504,6,PM2.5,30.2
3594,20140504,7,PCA,-19.77344431531684
3594,20140504,7,PM2.5,41.9
3600,20140504,8,PCA,-23.872685163364824
3600,20140504,8,PM2.5,35.4
3606,20140504,9,PCA,-47.29657996127926
3606,20140504,9,PM2.5,3.0
3612,20140504,10,PCA,-34.42489759437288
3612,20140504,10,PM2.5,22.9
3618,20140504,11,PCA,-35.07823708688089
3618,20140504,11,PM2.5,21.8
3624,20140504,12,PCA,-31.45329614246354
3624,20140504,12,PM2.5,27.4
3630,20140504,13,PCA,-36.56195804530989
3630,20140504,13,PM2.5,19.7
3636,20140504,14,PCA,-37.24566843224616
3636,20140504,14,PM2.5,19.9
3642,20140504,15,PCA,-46.45584685317383
3642,20140504,15,PM2.5,7.0
3648,20140504,16,PCA,-40.1441832084255
3648,20140504,16,PM2.5,17.7
3654,20140504,17,PCA,-46.433627331200924
3654,20140504,17,PM2.5,16.0
3660,20140504,18,PCA,-59.26737178933274
3660,20140504,18,PM2.5,3.0
3666,20140504,19,PCA,-61.57822391171061
3666,20140504,19,PM2.5,3.5
3672,20140504,20,PCA,-51.53018427437689
3672,20140504,20,PM2.5,21.2
3678,20140504,21,PCA,-55.604927646939466
3678,20140504,21,PM2.5,18.8
3684,20140504,22,PCA,-53.047979875179394
3684,20140504,22,PM2.5,21.5
3690,20140504,23,PCA,-65.78554004211175
3690,20140504,23,PM2.5,3.0
3696,20140505,0,PCA,-50.44926980401276
3696,20140505,0,PM2.5,21.7
3702,20140505,1,PCA,-34.35569525775936
3702,20140505,1,PM2.5,38.4
3708,20140505,2,PCA,-42.26063542168754
3708,20140505,2,PM2.5,26.6
3714,20140505,3,PCA,-52.10632292585525
3714,20140505,3,PM2.5,12.5
3720,20140505,4,PCA,-55.36695334486818
3720,20140505,4,PM2.5,12.45
3726,20140505,5,PCA,-58.62758376388109
3726,20140505,5,PM2.5,12.4
3732,20140505,6,PCA,-62.93201993414801
3732,20140505,6,PM2.5,3.0
3738,20140505,7,PCA,-44.91086577430718
3738,20140505,7,PM2.5,29.8
3744,20140505,8,PCA,-48.889343187031095
3744,20140505,8,PM2.5,24.0
3750,20140505,9,PCA,-54.99577631346793
3750,20140505,9,PM2.5,16.3
3756,20140505,10,PCA,-54.742610858166614
3756,20140505,10,PM2.5,18.2
3762,20140505,11,PCA,-60.04510268616036
3762,20140505,11,PM2.5,12.6
3768,20140505,12,PCA,-57.859753770234
3768,20140505,12,PM2.5,15.5
3774,20140505,13,PCA,-59.63681483093702
3774,20140505,13,PM2.5,15.5
3780,20140505,14,PCA,-64.0310774700549
3780,20140505,14,PM2.5,10.7
3786,20140505,15,PCA,-64.36082134460722
3786,20140505,15,PM2.5,10.3
3792,20140505,16,PCA,-69.82479718646874
3792,20140505,16,PM2.5,3.0
3798,20140505,17,PCA,-71.15294350877025
3798,20140505,17,PM2.5,3.0
3804,20140505,18,PCA,-71.20711589900922
3804,20140505,18,PM2.5,3.0
3810,20140505,19,PCA,-56.102234752048815
3810,20140505,19,PM2.5,20.0
3816,20140505,20,PCA,-49.902708026934626
3816,20140505,20,PM2.5,27.2
3822,20140505,21,PCA,-48.34628223805489
3822,20140505,21,PM2.5,27.9
3828,20140505,22,PCA,-49.076412232058026
3828,20140505,22,PM2.5,25.9
3834,20140505,23,PCA,-45.21272220317685
3834,20140505,23,PM2.5,31.6
3840,20140506,0,PCA,-42.90839542122781
3840,20140506,0,PM2.5,32.0
3846,20140506,1,PCA,-40.773942971557695
3846,20140506,1,PM2.5,35.2
3852,20140506,2,PCA,-45.13187955996225
3852,20140506,2,PM2.5,31.0
3858,20140506,3,PCA,-44.40463382572099
3858,20140506,3,PM2.5,30.8
3864,20140506,4,PCA,-48.44907770110215
3864,20140506,4,PM2.5,25.2
3870,20140506,5,PCA,-48.17351461048042
3870,20140506,5,PM2.5,26.4
3876,20140506,6,PCA,-33.35236024384255
3876,20140506,6,PM2.5,46.0
3882,20140506,7,PCA,-36.11268760164095
3882,20140506,7,PM2.5,41.6
3888,20140506,8,PCA,-31.46345238637182
3888,20140506,8,PM2.5,46.2
3894,20140506,9,PCA,-26.015944182018952
3894,20140506,9,PM2.5,52.5
3900,20140506,10,PCA,-20.208952864267264
3900,20140506,10,PM2.5,59.9
3906,20140506,11,PCA,-18.7104626277742
3906,20140506,11,PM2.5,61.5
3912,20140506,12,PCA,-13.762231725808705
3912,20140506,12,PM2.5,67.4
3918,20140506,13,PCA,-17.168270967228366
3918,20140506,13,PM2.5,61.3
3924,20140506,14,PCA,-15.079501653706517
3924,20140506,14,PM2.5,62.0
3930,20140506,15,PCA,-5.021333628347229
3930,20140506,15,PM2.5,73.4
3936,20140506,16,PCA,-5.758725468327254
3936,20140506,16,PM2.5,70.7
3942,20140506,17,PCA,1.3606079080689548
3942,20140506,17,PM2.5,77.7
3948,20140506,18,PCA,23.160696277761964
3948,20140506,18,PM2.5,102.1
3954,20140506,19,PCA,25.06647560297001
3954,20140506,19,PM2.5,99.2
3960,20140506,20,PCA,28.220026704495968
3960,20140506,20,PM2.5,99.9
3966,20140506,21,PCA,26.87003635886882
3966,20140506,21,PM2.5,91.3
3972,20140506,22,PCA,34.93551862872234
3972,20140506,22,PM2.5,102.9
3978,20140506,23,PCA,31.470268101197206
3978,20140506,23,PM2.5,96.7
3984,20140507,0,PCA,33.022867432314776
3984,20140507,0,PM2.5,94.8
3990,20140507,1,PCA,30.025389436219555
3990,20140507,1,PM2.5,88.4
3996,20140507,2,PCA,36.59959679712833
3996,20140507,2,PM2.5,92.7
4002,20140507,3,PCA,39.14333743895706
4002,20140507,3,PM2.5,86.9
4008,20140507,4,PCA,38.83726074884169
4008,20140507,4,PM2.5,81.4
4014,20140507,5,PCA,35.46015627948237
4014,20140507,5,PM2.5,76.0
4020,20140507,6,PCA,49.81572154318323
4020,20140507,6,PM2.5,96.4
4026,20140507,7,PCA,52.12942371027337
4026,20140507,7,PM2.5,98.8
4032,20140507,8,PCA,15.703572388931086
4032,20140507,8,PM2.5,51.0
4038,20140507,9,PCA,-4.805192712566264
4038,20140507,9,PM2.5,25.0
4044,20140507,10,PCA,-2.0385372667704913
4044,20140507,10,PM2.5,31.8
4050,20140507,11,PCA,6.0852280828820176
4050,20140507,11,PM2.5,45.3
4056,20140507,12,PCA,-0.7904226700019884
4056,20140507,12,PM2.5,35.6
4062,20140507,13,PCA,-9.818814269606621
4062,20140507,13,PM2.5,25.0
4068,20140507,14,PCA,-20.730467136769075
4068,20140507,14,PM2.5,12.5
4074,20140507,15,PCA,-23.40485637875046
4074,20140507,15,PM2.5,11.7
4080,20140507,16,PCA,-17.586572338374438
4080,20140507,16,PM2.5,23.5
4086,20140507,17,PCA,-22.706204936898207
4086,20140507,17,PM2.5,18.8
4092,20140507,18,PCA,-26.218472132180338
4092,20140507,18,PM2.5,17.5
4098,20140507,19,PCA,-32.85154557108716
4098,20140507,19,PM2.5,12.2
4104,20140507,20,PCA,-32.732805831349935
4104,20140507,20,PM2.5,16.6
4110,20140507,21,PCA,-37.13204061634194
4110,20140507,21,PM2.5,14.0
4116,20140507,22,PCA,-39.926832204907754
4116,20140507,22,PM2.5,15.0
4122,20140507,23,PCA,-43.67679487481861
4122,20140507,23,PM2.5,13.5
4128,20140508,0,PCA,-32.171147801912085
4128,20140508,0,PM2.5,25.9
4134,20140508,1,PCA,-28.72080851116443
4134,20140508,1,PM2.5,28.1
4140,20140508,2,PCA,-31.862657231591317
4140,20140508,2,PM2.5,26.8
4146,20140508,3,PCA,-38.217811243780545
4146,20140508,3,PM2.5,18.4
4152,20140508,4,PCA,-35.2116316171332
4152,20140508,4,PM2.5,23.0
4158,20140508,5,PCA,-37.13102715629262
4158,20140508,5,PM2.5,25.9
4164,20140508,6,PCA,-51.473899629928276
4164,20140508,6,PM2.5,12.3
4170,20140508,7,PCA,-51.74226179288566
4170,20140508,7,PM2.5,17.8
4176,20140508,8,PCA,-47.08488264673462
4176,20140508,8,PM2.5,25.9
4182,20140508,9,PCA,-25.214528548591417
4182,20140508,9,PM2.5,55.5
4188,20140508,10,PCA,-18.097607137880594
4188,20140508,10,PM2.5,65.6
4194,20140508,11,PCA,-37.772513899444924
4194,20140508,11,PM2.5,39.8
4200,20140508,12,PCA,-17.159540875672725
4200,20140508,12,PM2.5,68.4
4206,20140508,13,PCA,-8.496597996977
4206,20140508,13,PM2.5,76.8
4224,20140508,16,PCA,-29.896856627454348
4224,20140508,16,PM2.5,40.6
4230,20140508,17,PCA,-13.66307277469343
4230,20140508,17,PM2.5,61.9
4236,20140508,18,PCA,-6.971851810991931
4236,20140508,18,PM2.5,71.1
4242,20140508,19,PCA,-2.319425801420106
4242,20140508,19,PM2.5,75.1
4248,20140508,20,PCA,-11.352407521128804
4248,20140508,20,PM2.5,60.7
4254,20140508,21,PCA,-5.464877736993073
4254,20140508,21,PM2.5,67.5
4260,20140508,22,PCA,17.127957215198
4260,20140508,22,PM2.5,97.3
4266,20140508,23,PCA,-1.7379863705346392
4266,20140508,23,PM2.5,63.4
4272,20140509,0,PCA,-4.974989361630843
4272,20140509,0,PM2.5,60.9
4278,20140509,1,PCA,-8.874770701280825
4278,20140509,1,PM2.5,54.8
4284,20140509,2,PCA,-2.4637688470870893
4284,20140509,2,PM2.5,61.9
4290,20140509,3,PCA,-0.5064800244913096
4290,20140509,3,PM2.5,60.2
4296,20140509,4,PCA,0.7281060623972311
4296,20140509,4,PM2.5,63.8
4302,20140509,5,PCA,7.114628239221653
4302,20140509,5,PM2.5,69.1
4308,20140509,6,PCA,4.196559241658121
4308,20140509,6,PM2.5,61.8
4314,20140509,7,PCA,1.9183331727735697
4314,20140509,7,PM2.5,54.6
4320,20140509,8,PCA,6.832464441643753
4320,20140509,8,PM2.5,55.7
4326,20140509,9,PCA,4.450812219842872
4326,20140509,9,PM2.5,53.3
4332,20140509,10,PCA,7.235037055957055
4332,20140509,10,PM2.5,56.5
4338,20140509,11,PCA,8.454907854867779
4338,20140509,11,PM2.5,57.8
4344,20140509,12,PCA,17.98525634798601
4344,20140509,12,PM2.5,69.8
4350,20140509,13,PCA,17.18718636251291
4350,20140509,13,PM2.5,70.1
4356,20140509,14,PCA,13.263670361046382
4356,20140509,14,PM2.5,65.7
4362,20140509,15,PCA,10.936901210213547
4362,20140509,15,PM2.5,62.5
4368,20140509,16,PCA,11.88679771459796
4368,20140509,16,PM2.5,62.5
4374,20140509,17,PCA,15.289365629617112
4374,20140509,17,PM2.5,66.5
4380,20140509,18,PCA,14.727338233887803
4380,20140509,18,PM2.5,64.9
4386,20140509,19,PCA,10.504111551654844
4386,20140509,19,PM2.5,61.4
4392,20140509,20,PCA,9.127115747064254
4392,20140509,20,PM2.5,61.1
4398,20140509,21,PCA,0.6303209274010311
4398,20140509,21,PM2.5,52.4
4404,20140509,22,PCA,-5.181283849175957
4404,20140509,22,PM2.5,47.0
4410,20140509,23,PCA,-5.942359431974624
4410,20140509,23,PM2.5,44.9
4416,20140510,0,PCA,-2.789060190543763
4416,20140510,0,PM2.5,49.7
4422,20140510,1,PCA,-5.794380243595165
4422,20140510,1,PM2.5,46.3
