,date,hour,type,通州
68262,20150802,2,PCA,-10.970859847052765
68262,20150802,2,PM2.5,50.0
68268,20150802,3,PCA,-18.964814663162826
68268,20150802,3,PM2.5,43.0
68274,20150802,4,PCA,-23.949328189417745
68274,20150802,4,PM2.5,39.0
68280,20150802,5,PCA,-24.49897883885554
68280,20150802,5,PM2.5,42.0
68286,20150802,6,PCA,-15.117446292297922
68286,20150802,6,PM2.5,54.0
68292,20150802,7,PCA,-6.788555331305593
68292,20150802,7,PM2.5,67.0
68298,20150802,8,PCA,-7.014325161515711
68298,20150802,8,PM2.5,61.0
68304,20150802,9,PCA,-4.005957697879924
68304,20150802,9,PM2.5,68.0
68310,20150802,10,PCA,-14.575272428049681
68310,20150802,10,PM2.5,64.0
68316,20150802,11,PCA,-12.255619210144587
68316,20150802,11,PM2.5,69.0
68322,20150802,12,PCA,6.8786457338284555
68322,20150802,12,PM2.5,95.0
68328,20150802,13,PCA,13.149344466485475
68328,20150802,13,PM2.5,108.0
68334,20150802,14,PCA,-3.701687734792837
68334,20150802,14,PM2.5,96.0
68340,20150802,15,PCA,-7.620504170256905
68340,20150802,15,PM2.5,98.0
68346,20150802,16,PCA,-10.566774732775526
68346,20150802,16,PM2.5,95.0
68352,20150802,17,PCA,-18.52011036217662
68352,20150802,17,PM2.5,85.0
68358,20150802,18,PCA,-13.705215792361372
68358,20150802,18,PM2.5,87.0
68364,20150802,19,PCA,-8.233576064968789
68364,20150802,19,PM2.5,88.0
68370,20150802,20,PCA,-4.539296559339903
68370,20150802,20,PM2.5,87.0
68376,20150802,21,PCA,-13.011472587603144
68376,20150802,21,PM2.5,71.0
68382,20150802,22,PCA,-11.74311997303526
68382,20150802,22,PM2.5,73.0
68388,20150802,23,PCA,-7.00695560245211
68388,20150802,23,PM2.5,79.0
68394,20150803,0,PCA,-7.974823785885299
68394,20150803,0,PM2.5,77.0
68400,20150803,1,PCA,23.854947233855782
68400,20150803,1,PM2.5,110.0
68406,20150803,2,PCA,42.333782337803704
68406,20150803,2,PM2.5,129.0
68412,20150803,3,PCA,48.17396449418624
68412,20150803,3,PM2.5,131.0
68418,20150803,4,PCA,51.37057402556088
68418,20150803,4,PM2.5,126.0
68424,20150803,5,PCA,59.76710774026794
68424,20150803,5,PM2.5,134.0
68430,20150803,6,PCA,61.46891298285582
68430,20150803,6,PM2.5,133.0
68436,20150803,7,PCA,56.44570496826211
68436,20150803,7,PM2.5,123.0
68442,20150803,8,PCA,62.48138669437789
68442,20150803,8,PM2.5,127.0
68448,20150803,9,PCA,66.18047429232334
68448,20150803,9,PM2.5,131.0
68454,20150803,10,PCA,52.720937266769845
68454,20150803,10,PM2.5,122.0
68460,20150803,11,PCA,47.48396332053849
68460,20150803,11,PM2.5,119.0
68466,20150803,12,PCA,16.879609525594404
68466,20150803,12,PM2.5,85.0
68472,20150803,13,PCA,12.333689654790872
68472,20150803,13,PM2.5,81.0
68478,20150803,14,PCA,11.020401793231118
68478,20150803,14,PM2.5,82.0
68484,20150803,15,PCA,2.811081389139552
68484,20150803,15,PM2.5,64.0
68490,20150803,16,PCA,-17.13663171727615
68490,20150803,16,PM2.5,36.0
68496,20150803,17,PCA,-39.91747595607837
68496,20150803,17,PM2.5,8.0
68502,20150803,18,PCA,-30.687593614524864
68502,20150803,18,PM2.5,11.0
68508,20150803,19,PCA,-25.66175384273918
68508,20150803,19,PM2.5,18.0
68514,20150803,20,PCA,-41.70370312841926
68514,20150803,20,PM2.5,5.0
68520,20150803,21,PCA,-43.71544979980587
68520,20150803,21,PM2.5,7.0
68526,20150803,22,PCA,-46.19437430092091
68526,20150803,22,PM2.5,7.0
68532,20150803,23,PCA,-48.11121862879912
68532,20150803,23,PM2.5,9.0
68538,20150804,0,PCA,-52.23423623873364
68538,20150804,0,PM2.5,8.0
68544,20150804,1,PCA,-53.953352154231034
68544,20150804,1,PM2.5,8.0
68550,20150804,2,PCA,-56.427308284668776
68550,20150804,2,PM2.5,9.0
68556,20150804,3,PCA,-50.45784713983083
68556,20150804,3,PM2.5,18.0
68562,20150804,4,PCA,-46.97539751784264
68562,20150804,4,PM2.5,21.0
68568,20150804,5,PCA,-38.8057148273031
68568,20150804,5,PM2.5,30.0
68574,20150804,6,PCA,-53.436623418869644
68574,20150804,6,PM2.5,17.0
68580,20150804,7,PCA,-65.3640583139061
68580,20150804,7,PM2.5,9.0
68586,20150804,8,PCA,-71.03180696581593
68586,20150804,8,PM2.5,12.0
68592,20150804,9,PCA,-81.1490811320019
68592,20150804,9,PM2.5,9.0
68598,20150804,10,PCA,-88.13658426338958
68598,20150804,10,PM2.5,9.0
68604,20150804,11,PCA,-89.14338775086775
68604,20150804,11,PM2.5,17.0
68610,20150804,12,PCA,-89.18963085422156
68610,20150804,12,PM2.5,14.0
68616,20150804,13,PCA,-59.223444811424294
68616,20150804,13,PM2.5,23.0
68622,20150804,14,PCA,-57.33062027838249
68622,20150804,14,PM2.5,22.0
68628,20150804,15,PCA,-77.08334525465273
68628,20150804,15,PM2.5,14.0
68634,20150804,16,PCA,-79.2593087303969
68634,20150804,16,PM2.5,16.0
68640,20150804,17,PCA,-81.98422904557697
68640,20150804,17,PM2.5,13.0
68646,20150804,18,PCA,-87.95626342015454
68646,20150804,18,PM2.5,17.0
68652,20150804,19,PCA,-78.63495308074432
68652,20150804,19,PM2.5,25.0
68658,20150804,20,PCA,-86.88936936332844
68658,20150804,20,PM2.5,26.0
68664,20150804,21,PCA,-77.51928398089579
68664,20150804,21,PM2.5,31.0
68670,20150804,22,PCA,-70.45042938698363
68670,20150804,22,PM2.5,38.0
68676,20150804,23,PCA,-55.22258803192892
68676,20150804,23,PM2.5,47.0
68682,20150805,0,PCA,-52.15697201277028
68682,20150805,0,PM2.5,54.0
68688,20150805,1,PCA,-45.10108458369998
68688,20150805,1,PM2.5,63.0
68694,20150805,2,PCA,-40.17310963752101
68694,20150805,2,PM2.5,64.0
68700,20150805,3,PCA,-40.17421435663476
68700,20150805,3,PM2.5,63.0
68706,20150805,4,PCA,-33.03687341454483
68706,20150805,4,PM2.5,67.0
68712,20150805,5,PCA,-22.973719018737313
68712,20150805,5,PM2.5,79.0
68718,20150805,6,PCA,-17.618590543870564
68718,20150805,6,PM2.5,78.0
68724,20150805,7,PCA,-6.6229843266900446
68724,20150805,7,PM2.5,87.0
68730,20150805,8,PCA,-0.10887592815084847
68730,20150805,8,PM2.5,94.0
68736,20150805,9,PCA,8.281947721634841
68736,20150805,9,PM2.5,103.0
68742,20150805,10,PCA,13.888012596409816
68742,20150805,10,PM2.5,117.0
68748,20150805,11,PCA,8.661605475688544
68748,20150805,11,PM2.5,121.0
68754,20150805,12,PCA,-6.4145314180588135
68754,20150805,12,PM2.5,107.0
68784,20150805,17,PCA,-22.685354452801036
68784,20150805,17,PM2.5,68.0
68790,20150805,18,PCA,-5.4825675705142345
68790,20150805,18,PM2.5,90.0
68796,20150805,19,PCA,-20.74013797551455
68796,20150805,19,PM2.5,77.0
68802,20150805,20,PCA,-23.129528176097107
68802,20150805,20,PM2.5,73.0
68808,20150805,21,PCA,-18.472541860873562
68808,20150805,21,PM2.5,72.0
68814,20150805,22,PCA,-1.536936579565159
68814,20150805,22,PM2.5,84.0
68820,20150805,23,PCA,-50.51495715437841
68820,20150805,23,PM2.5,28.0
68826,20150806,0,PCA,-56.392783738363136
68826,20150806,0,PM2.5,20.0
68832,20150806,1,PCA,-46.05659970791168
68832,20150806,1,PM2.5,31.0
68838,20150806,2,PCA,-46.594006439537694
68838,20150806,2,PM2.5,25.0
68844,20150806,3,PCA,-47.77384213830643
68844,20150806,3,PM2.5,23.0
68850,20150806,4,PCA,-55.372646532938006
68850,20150806,4,PM2.5,17.0
68856,20150806,5,PCA,-54.55668184533139
68856,20150806,5,PM2.5,22.0
68862,20150806,6,PCA,-42.49140499480047
68862,20150806,6,PM2.5,30.0
68868,20150806,7,PCA,-46.470039052572176
68868,20150806,7,PM2.5,28.0
68874,20150806,8,PCA,-60.298325915376246
68874,20150806,8,PM2.5,15.0
68880,20150806,9,PCA,-60.59505156058869
68880,20150806,9,PM2.5,19.0
68886,20150806,10,PCA,-59.301857069871055
68886,20150806,10,PM2.5,22.0
68892,20150806,11,PCA,-66.72314154217838
68892,20150806,11,PM2.5,24.0
68898,20150806,12,PCA,-64.53043884408696
68898,20150806,12,PM2.5,34.0
68904,20150806,13,PCA,-59.30464824969657
68904,20150806,13,PM2.5,49.0
68910,20150806,14,PCA,-20.85669177490423
68910,20150806,14,PM2.5,77.0
68916,20150806,15,PCA,4.371063514180329
68916,20150806,15,PM2.5,106.0
68922,20150806,16,PCA,-0.22326706808362606
68922,20150806,16,PM2.5,106.0
68928,20150806,17,PCA,8.468129150356674
68928,20150806,17,PM2.5,120.0
68934,20150806,18,PCA,-10.828997714062583
68934,20150806,18,PM2.5,120.0
68940,20150806,19,PCA,-21.177455212167526
68940,20150806,19,PM2.5,103.0
68946,20150806,20,PCA,-16.234736528370988
68946,20150806,20,PM2.5,103.0
68952,20150806,21,PCA,-24.04031687326582
68952,20150806,21,PM2.5,87.0
68958,20150806,22,PCA,-27.932117987952612
68958,20150806,22,PM2.5,74.0
68964,20150806,23,PCA,-15.673051654941432
68964,20150806,23,PM2.5,83.0
68970,20150807,0,PCA,-7.346023685152159
68970,20150807,0,PM2.5,90.0
68976,20150807,1,PCA,-4.796440925813689
68976,20150807,1,PM2.5,94.0
68982,20150807,2,PCA,10.070925381995265
68982,20150807,2,PM2.5,111.0
68988,20150807,3,PCA,3.9273395723328526
68988,20150807,3,PM2.5,97.0
68994,20150807,4,PCA,-4.552650087434563
68994,20150807,4,PM2.5,80.0
69000,20150807,5,PCA,-1.3639932751251316
69000,20150807,5,PM2.5,80.0
69006,20150807,6,PCA,-0.2525348366776928
69006,20150807,6,PM2.5,78.0
69012,20150807,7,PCA,1.3242507058749629
69012,20150807,7,PM2.5,78.0
69018,20150807,8,PCA,0.8084519900765522
69018,20150807,8,PM2.5,70.0
69024,20150807,9,PCA,6.499666600899091
69024,20150807,9,PM2.5,78.0
69030,20150807,10,PCA,14.95532231876902
69030,20150807,10,PM2.5,94.0
69036,20150807,11,PCA,23.262574573903173
69036,20150807,11,PM2.5,108.0
69042,20150807,12,PCA,22.40274533936251
69042,20150807,12,PM2.5,113.0
69048,20150807,13,PCA,21.03847299655286
69048,20150807,13,PM2.5,115.0
69054,20150807,14,PCA,17.862697936661295
69054,20150807,14,PM2.5,112.0
69060,20150807,15,PCA,8.458776252657064
69060,20150807,15,PM2.5,101.0
69066,20150807,16,PCA,6.554731571034812
69066,20150807,16,PM2.5,96.0
69072,20150807,17,PCA,5.672789805489895
69072,20150807,17,PM2.5,100.0
69078,20150807,18,PCA,4.815086897011466
69078,20150807,18,PM2.5,99.0
69084,20150807,19,PCA,-7.219508087068824
69084,20150807,19,PM2.5,72.0
69090,20150807,20,PCA,-19.353912719559762
69090,20150807,20,PM2.5,56.0
69096,20150807,21,PCA,-43.252342515014185
69096,20150807,21,PM2.5,21.0
69102,20150807,22,PCA,-42.50987962736529
69102,20150807,22,PM2.5,22.0
69108,20150807,23,PCA,-37.843302101858505
69108,20150807,23,PM2.5,27.0
69114,20150808,0,PCA,-24.918976042352302
69114,20150808,0,PM2.5,37.0
69120,20150808,1,PCA,-31.537998504504788
69120,20150808,1,PM2.5,33.0
69126,20150808,2,PCA,-20.699031813342263
69126,20150808,2,PM2.5,44.0
69132,20150808,3,PCA,-20.80493447085147
69132,20150808,3,PM2.5,44.0
69138,20150808,4,PCA,-14.144511700371005
69138,20150808,4,PM2.5,46.0
69144,20150808,5,PCA,-23.9031548071598
69144,20150808,5,PM2.5,38.0
69150,20150808,6,PCA,-27.764739971362896
69150,20150808,6,PM2.5,31.0
69156,20150808,7,PCA,-33.11281208081146
69156,20150808,7,PM2.5,32.0
69162,20150808,8,PCA,-39.695915474869956
69162,20150808,8,PM2.5,32.0
69168,20150808,9,PCA,-44.61245130028865
69168,20150808,9,PM2.5,29.0
69174,20150808,10,PCA,-48.68681480823681
69174,20150808,10,PM2.5,28.0
69180,20150808,11,PCA,-68.26304303794774
69180,20150808,11,PM2.5,19.0
69186,20150808,12,PCA,-61.78038180863721
69186,20150808,12,PM2.5,29.0
69192,20150808,13,PCA,-75.56350142101287
69192,20150808,13,PM2.5,27.0
69198,20150808,14,PCA,-50.16376242402925
69198,20150808,14,PM2.5,39.0
69204,20150808,15,PCA,-39.017832155144426
69204,20150808,15,PM2.5,44.0
69210,20150808,16,PCA,-26.763144152396375
69210,20150808,16,PM2.5,56.0
69216,20150808,17,PCA,-21.980372827686917
69216,20150808,17,PM2.5,64.0
69222,20150808,18,PCA,-29.887847509471197
69222,20150808,18,PM2.5,57.0
69228,20150808,19,PCA,-29.831055285296134
69228,20150808,19,PM2.5,62.0
69234,20150808,20,PCA,-44.11699283985915
69234,20150808,20,PM2.5,72.0
69240,20150808,21,PCA,-30.551781339083476
69240,20150808,21,PM2.5,79.0
69246,20150808,22,PCA,-13.86176708413654
69246,20150808,22,PM2.5,92.0
69252,20150808,23,PCA,-4.905004927819184
69252,20150808,23,PM2.5,98.0
69258,20150809,0,PCA,5.718211487066348
69258,20150809,0,PM2.5,111.0
69264,20150809,1,PCA,16.985552341711767
69264,20150809,1,PM2.5,121.0
69270,20150809,2,PCA,17.512650647382483
69270,20150809,2,PM2.5,115.0
69276,20150809,3,PCA,38.67899724440325
69276,20150809,3,PM2.5,125.0
69282,20150809,4,PCA,51.56846890451527
69282,20150809,4,PM2.5,137.0
69288,20150809,5,PCA,3.9867663265847804
69288,20150809,5,PM2.5,74.0
69294,20150809,6,PCA,-6.345640380680157
69294,20150809,6,PM2.5,62.0
69300,20150809,7,PCA,-21.704870135357943
69300,20150809,7,PM2.5,45.0
69306,20150809,8,PCA,-19.873576018965437
69306,20150809,8,PM2.5,46.0
69312,20150809,9,PCA,-20.224317462104803
69312,20150809,9,PM2.5,51.0
69318,20150809,10,PCA,-24.632226146408037
69318,20150809,10,PM2.5,58.0
69324,20150809,11,PCA,-37.30894201939058
69324,20150809,11,PM2.5,52.0
69330,20150809,12,PCA,-48.60715749664881
69330,20150809,12,PM2.5,42.0
69336,20150809,13,PCA,-57.358400128234145
69336,20150809,13,PM2.5,31.0
69342,20150809,14,PCA,-51.02602255374671
69342,20150809,14,PM2.5,34.0
69348,20150809,15,PCA,-29.387431821899334
69348,20150809,15,PM2.5,44.0
69354,20150809,16,PCA,-18.707250172944644
69354,20150809,16,PM2.5,52.0
69360,20150809,17,PCA,-22.29366640444511
69360,20150809,17,PM2.5,46.0
69366,20150809,18,PCA,-25.083451350762466
69366,20150809,18,PM2.5,58.0
69372,20150809,19,PCA,-34.93427725948777
69372,20150809,19,PM2.5,64.0
69378,20150809,20,PCA,-26.527802671261227
69378,20150809,20,PM2.5,67.0
69384,20150809,21,PCA,-12.891467746847045
69384,20150809,21,PM2.5,73.0
69390,20150809,22,PCA,0.5382105437077822
69390,20150809,22,PM2.5,85.0
69396,20150809,23,PCA,15.452264995851865
69396,20150809,23,PM2.5,108.0
69402,20150810,0,PCA,24.21072016181453
69402,20150810,0,PM2.5,118.0
69408,20150810,1,PCA,41.95096954825936
69408,20150810,1,PM2.5,128.0
69414,20150810,2,PCA,48.15943707712975
69414,20150810,2,PM2.5,126.0
69420,20150810,3,PCA,59.36957545135161
69420,20150810,3,PM2.5,138.0
69426,20150810,4,PCA,69.63269146325015
69426,20150810,4,PM2.5,146.0
69432,20150810,5,PCA,60.036079578124486
69432,20150810,5,PM2.5,136.0
69438,20150810,6,PCA,14.251014745708261
69438,20150810,6,PM2.5,74.0
69444,20150810,7,PCA,-7.106104181888669
69444,20150810,7,PM2.5,49.0
69450,20150810,8,PCA,-17.819288588661234
69450,20150810,8,PM2.5,43.0
69456,20150810,9,PCA,-23.168696542169652
69456,20150810,9,PM2.5,45.0
69462,20150810,10,PCA,-36.4793400849604
69462,20150810,10,PM2.5,35.0
69468,20150810,11,PCA,-51.659118181582436
69468,20150810,11,PM2.5,22.0
69474,20150810,12,PCA,-58.869150342219626
69474,20150810,12,PM2.5,26.0
69480,20150810,13,PCA,-49.05349583621212
69480,20150810,13,PM2.5,35.0
69486,20150810,14,PCA,-32.592166519556876
69486,20150810,14,PM2.5,50.0
69492,20150810,15,PCA,-49.37387753830206
69492,20150810,15,PM2.5,39.0
69498,20150810,16,PCA,-58.350160721709436
69498,20150810,16,PM2.5,30.0
69504,20150810,17,PCA,-57.88314518234841
69504,20150810,17,PM2.5,28.0
69510,20150810,18,PCA,-63.32044016369169
69510,20150810,18,PM2.5,25.0
69516,20150810,19,PCA,-59.552699704985905
69516,20150810,19,PM2.5,27.0
69522,20150810,20,PCA,-50.10821536580896
69522,20150810,20,PM2.5,31.0
69528,20150810,21,PCA,-29.086524615127956
69528,20150810,21,PM2.5,45.0
69534,20150810,22,PCA,3.9959229081884517
69534,20150810,22,PM2.5,101.0
69540,20150810,23,PCA,29.47185525900375
69540,20150810,23,PM2.5,138.0
69546,20150811,0,PCA,17.77799100396128
69546,20150811,0,PM2.5,113.0
69552,20150811,1,PCA,11.557496726988736
69552,20150811,1,PM2.5,106.0
69558,20150811,2,PCA,14.3543950202601
69558,20150811,2,PM2.5,110.0
69564,20150811,3,PCA,5.158692409292591
69564,20150811,3,PM2.5,97.0
69570,20150811,4,PCA,2.4185765777390253
69570,20150811,4,PM2.5,89.0
69576,20150811,5,PCA,7.369430771441881
69576,20150811,5,PM2.5,90.0
69582,20150811,6,PCA,1.6441418768408402
69582,20150811,6,PM2.5,81.0
69588,20150811,7,PCA,2.076308132212641
69588,20150811,7,PM2.5,82.0
69594,20150811,8,PCA,7.798843562288956
69594,20150811,8,PM2.5,85.0
69600,20150811,9,PCA,3.1348847094159273
69600,20150811,9,PM2.5,77.0
69606,20150811,10,PCA,8.030621427607901
69606,20150811,10,PM2.5,108.0
69612,20150811,11,PCA,18.537458531763985
69612,20150811,11,PM2.5,123.0
69618,20150811,12,PCA,9.040337036993126
69618,20150811,12,PM2.5,114.0
69624,20150811,13,PCA,17.45072282383939
69624,20150811,13,PM2.5,111.0
69630,20150811,14,PCA,1.948469059254385
69630,20150811,14,PM2.5,82.0
69636,20150811,15,PCA,3.5820277259047657
69636,20150811,15,PM2.5,80.0
69642,20150811,16,PCA,-8.86802408804087
69642,20150811,16,PM2.5,67.0
69648,20150811,17,PCA,-34.1258357806907
69648,20150811,17,PM2.5,51.0
69654,20150811,18,PCA,-32.63602101578158
69654,20150811,18,PM2.5,54.0
69660,20150811,19,PCA,-24.492800605208437
69660,20150811,19,PM2.5,60.0
69666,20150811,20,PCA,-7.417729755049794
69666,20150811,20,PM2.5,73.0
69672,20150811,21,PCA,1.585662114873274
69672,20150811,21,PM2.5,73.0
69678,20150811,22,PCA,3.5426982623780017
69678,20150811,22,PM2.5,80.0
69684,20150811,23,PCA,-0.743357370003123
69684,20150811,23,PM2.5,75.0
69690,20150812,0,PCA,3.100246986721044
69690,20150812,0,PM2.5,81.0
69696,20150812,1,PCA,9.201703006803596
69696,20150812,1,PM2.5,85.0
69702,20150812,2,PCA,19.242849737248164
69702,20150812,2,PM2.5,92.0
69708,20150812,3,PCA,24.36965359270652
69708,20150812,3,PM2.5,95.0
69714,20150812,4,PCA,31.977528374750246
69714,20150812,4,PM2.5,109.0
69720,20150812,5,PCA,41.473823498705556
69720,20150812,5,PM2.5,111.0
69726,20150812,6,PCA,49.391592448344845
69726,20150812,6,PM2.5,110.0
69732,20150812,7,PCA,55.00313152599246
69732,20150812,7,PM2.5,113.0
69738,20150812,8,PCA,57.68468658119664
69738,20150812,8,PM2.5,128.0
69744,20150812,9,PCA,47.548724841624036
69744,20150812,9,PM2.5,126.0
69750,20150812,10,PCA,31.426107499572073
69750,20150812,10,PM2.5,116.0
69756,20150812,11,PCA,10.162412083997477
69756,20150812,11,PM2.5,99.0
69762,20150812,12,PCA,-9.876709701243167
69762,20150812,12,PM2.5,79.0
69768,20150812,13,PCA,17.737132537382585
69768,20150812,13,PM2.5,97.0
69774,20150812,14,PCA,-11.325693648967516
69774,20150812,14,PM2.5,73.0
69780,20150812,15,PCA,-34.520549808482016
69780,20150812,15,PM2.5,55.0
69786,20150812,16,PCA,-27.602781647765106
69786,20150812,16,PM2.5,64.0
69792,20150812,17,PCA,-11.143216728356041
69792,20150812,17,PM2.5,80.0
69798,20150812,18,PCA,-3.292510858404029
69798,20150812,18,PM2.5,90.0
69804,20150812,19,PCA,-3.1937388319740374
69804,20150812,19,PM2.5,91.0
69810,20150812,20,PCA,-2.2179131136573806
69810,20150812,20,PM2.5,87.0
69816,20150812,21,PCA,8.729148179443518
69816,20150812,21,PM2.5,93.0
69822,20150812,22,PCA,23.59638116782304
69822,20150812,22,PM2.5,107.0
69828,20150812,23,PCA,25.18610579746935
69828,20150812,23,PM2.5,108.0
69834,20150813,0,PCA,23.489766223273545
69834,20150813,0,PM2.5,100.0
69840,20150813,1,PCA,29.570168146829808
69840,20150813,1,PM2.5,104.0
69846,20150813,2,PCA,31.51973782294403
69846,20150813,2,PM2.5,102.0
69852,20150813,3,PCA,31.148717080625296
69852,20150813,3,PM2.5,99.0
69858,20150813,4,PCA,35.009076291764536
69858,20150813,4,PM2.5,100.0
69864,20150813,5,PCA,36.09487177875215
69864,20150813,5,PM2.5,99.0
69870,20150813,6,PCA,44.939558550346426
69870,20150813,6,PM2.5,108.0
69876,20150813,7,PCA,50.03868652840464
69876,20150813,7,PM2.5,112.0
69882,20150813,8,PCA,55.267614802232636
69882,20150813,8,PM2.5,116.0
69888,20150813,9,PCA,67.2036559128326
69888,20150813,9,PM2.5,132.0
69894,20150813,10,PCA,73.92051440975436
69894,20150813,10,PM2.5,149.0
69900,20150813,11,PCA,73.40773149137873
69900,20150813,11,PM2.5,158.0
69906,20150813,12,PCA,73.27555449424706
69906,20150813,12,PM2.5,175.0
69912,20150813,13,PCA,68.2408716435078
69912,20150813,13,PM2.5,169.0
69918,20150813,14,PCA,32.33959049872577
69918,20150813,14,PM2.5,131.0
69924,20150813,15,PCA,16.491485754968707
69924,20150813,15,PM2.5,105.0
69930,20150813,16,PCA,11.316055785221867
69930,20150813,16,PM2.5,95.0
69936,20150813,17,PCA,19.236908450909556
69936,20150813,17,PM2.5,105.0
69942,20150813,18,PCA,33.03309482808726
69942,20150813,18,PM2.5,116.0
69948,20150813,19,PCA,34.51083584716918
69948,20150813,19,PM2.5,114.0
69954,20150813,20,PCA,40.7358628142211
69954,20150813,20,PM2.5,113.0
69960,20150813,21,PCA,38.12948512472119
69960,20150813,21,PM2.5,103.0
69966,20150813,22,PCA,38.60079358192137
69966,20150813,22,PM2.5,97.0
69972,20150813,23,PCA,31.177398302806065
69972,20150813,23,PM2.5,88.0
69978,20150814,0,PCA,31.53630183648069
69978,20150814,0,PM2.5,88.0
69984,20150814,1,PCA,36.27952257248204
69984,20150814,1,PM2.5,94.0
69990,20150814,2,PCA,45.47892562869266
69990,20150814,2,PM2.5,103.0
69996,20150814,3,PCA,50.49506501228835
69996,20150814,3,PM2.5,107.0
70002,20150814,4,PCA,62.432841346332715
70002,20150814,4,PM2.5,117.0
70008,20150814,5,PCA,78.27015590843725
70008,20150814,5,PM2.5,120.0
70014,20150814,6,PCA,86.25997135973117
70014,20150814,6,PM2.5,133.0
70020,20150814,7,PCA,86.92763573115073
70020,20150814,7,PM2.5,132.0
70026,20150814,8,PCA,68.62671025650458
70026,20150814,8,PM2.5,111.0
70032,20150814,9,PCA,-3.549279584984746
70032,20150814,9,PM2.5,37.0
70038,20150814,10,PCA,-26.519355198511015
70038,20150814,10,PM2.5,22.0
70044,20150814,11,PCA,-38.90899955259862
70044,20150814,11,PM2.5,13.0
70062,20150814,14,PCA,-44.700412937643165
70062,20150814,14,PM2.5,19.0
70068,20150814,15,PCA,-40.010606902441864
70068,20150814,15,PM2.5,28.0
70074,20150814,16,PCA,-40.736145607946966
70074,20150814,16,PM2.5,31.0
70080,20150814,17,PCA,-42.18470747703326
70080,20150814,17,PM2.5,32.0
70086,20150814,18,PCA,-44.00756390245149
70086,20150814,18,PM2.5,30.0
70092,20150814,19,PCA,-47.978979394487865
70092,20150814,19,PM2.5,28.0
70098,20150814,20,PCA,-35.24564848139869
70098,20150814,20,PM2.5,31.0
70104,20150814,21,PCA,-8.151783691753938
70104,20150814,21,PM2.5,50.0
70110,20150814,22,PCA,-4.5096229737929825
70110,20150814,22,PM2.5,50.0
70116,20150814,23,PCA,-13.088075891423953
70116,20150814,23,PM2.5,49.0
70122,20150815,0,PCA,-4.413106167775697
70122,20150815,0,PM2.5,55.0
70128,20150815,1,PCA,-11.615966963266374
