,date,hour,type,密云
2616,20140422,4,PM2.5,20.0
2622,20140422,5,PCA,-35.54225896394549
2622,20140422,5,PM2.5,29.0
2628,20140422,6,PCA,-36.20342288110225
2628,20140422,6,PM2.5,29.0
2634,20140422,7,PCA,-37.036041200178445
2634,20140422,7,PM2.5,27.0
2640,20140422,8,PCA,-35.5637329955632
2640,20140422,8,PM2.5,30.0
2646,20140422,9,PCA,-34.41217252273194
2646,20140422,9,PM2.5,33.0
2652,20140422,10,PCA,-48.686568098329715
2652,20140422,10,PM2.5,15.0
2658,20140422,11,PCA,-45.75789970896056
2658,20140422,11,PM2.5,22.0
2664,20140422,12,PCA,-49.55238369763657
2664,20140422,12,PM2.5,24.0
2670,20140422,13,PCA,-48.95788915450834
2670,20140422,13,PM2.5,23.0
2676,20140422,14,PCA,-45.724909748784086
2676,20140422,14,PM2.5,24.0
2682,20140422,15,PCA,-36.29844349401381
2682,20140422,15,PM2.5,34.0
2688,20140422,16,PCA,-29.686476288664903
2688,20140422,16,PM2.5,32.5
2694,20140422,18,PCA,-23.074509083316
2694,20140422,18,PM2.5,31.0
2700,20140422,19,PCA,-12.026157714658737
2700,20140422,19,PM2.5,49.0
2706,20140422,20,PCA,-0.028146580372084267
2706,20140422,20,PM2.5,63.0
2712,20140422,21,PCA,-1.864437511717958
2712,20140422,21,PM2.5,54.0
2718,20140422,22,PCA,9.069147985164403
2718,20140422,22,PM2.5,64.0
2724,20140422,23,PCA,19.613362015951544
2724,20140422,23,PM2.5,71.0
2730,20140423,0,PCA,19.697632709531067
2730,20140423,0,PM2.5,69.0
2736,20140423,1,PCA,22.37387773552663
2736,20140423,1,PM2.5,67.0
2742,20140423,2,PCA,29.89281790739794
2742,20140423,2,PM2.5,76.0
2748,20140423,3,PCA,18.683924785668264
2748,20140423,3,PM2.5,65.0
2754,20140423,4,PCA,18.857122768811216
2754,20140423,4,PM2.5,67.0
2760,20140423,5,PCA,28.80096562150489
2760,20140423,5,PM2.5,76.0
2766,20140423,6,PCA,41.62105528197241
2766,20140423,6,PM2.5,90.0
2772,20140423,7,PCA,47.74806108166729
2772,20140423,7,PM2.5,91.0
2778,20140423,8,PCA,64.18413320161766
2778,20140423,8,PM2.5,101.0
2784,20140423,9,PCA,76.94023301192927
2784,20140423,9,PM2.5,113.0
2790,20140423,10,PCA,100.93837716869268
2790,20140423,10,PM2.5,136.0
2796,20140423,11,PCA,123.45343124715822
2796,20140423,11,PM2.5,148.0
2802,20140423,12,PCA,151.63923776258224
2802,20140423,12,PM2.5,165.0
2808,20140423,13,PCA,172.21340025828218
2808,20140423,13,PM2.5,176.0
2814,20140423,14,PCA,156.2667958322602
2814,20140423,14,PM2.5,149.0
2820,20140423,15,PCA,144.0038949332822
2820,20140423,15,PM2.5,135.0
2826,20140423,16,PCA,157.37364558739793
2826,20140423,16,PM2.5,156.0
2832,20140423,17,PCA,141.28675805884936
2832,20140423,17,PM2.5,142.0
2838,20140423,18,PCA,118.679377134571
2838,20140423,18,PM2.5,120.0
2844,20140429,2,PCA,3.3535025131889475
2844,20140429,2,PM2.5,63.9
2850,20140429,3,PCA,2.81438091122566
2850,20140429,3,PM2.5,64.0
2856,20140429,4,PCA,-3.496582954381468
2856,20140429,4,PM2.5,54.9
2862,20140429,5,PCA,-0.003900601341072479
2862,20140429,5,PM2.5,56.4
2868,20140429,6,PCA,-4.20639782896254
2868,20140429,6,PM2.5,52.5
2874,20140429,7,PCA,-0.7293683157494766
2874,20140429,7,PM2.5,57.4
2880,20140429,8,PCA,6.761435925400409
2880,20140429,8,PM2.5,65.3
2886,20140429,9,PCA,8.28652161412589
2886,20140429,9,PM2.5,71.6
2892,20140429,10,PCA,-0.5670453160283574
2892,20140429,10,PM2.5,62.1
2898,20140429,11,PCA,0.3607587771785215
2898,20140429,11,PM2.5,65.2
2904,20140429,12,PCA,13.20833099580839
2904,20140429,12,PM2.5,80.9
2910,20140429,13,PCA,22.769870497502026
2910,20140429,13,PM2.5,89.1
2916,20140429,14,PCA,34.036972424413285
2916,20140429,14,PM2.5,78.3
2922,20140429,15,PCA,42.29216302087863
2922,20140429,15,PM2.5,83.2
2928,20140429,16,PCA,44.509852216259056
2928,20140429,16,PM2.5,88.9
2934,20140429,17,PCA,48.977149292467836
2934,20140429,17,PM2.5,86.0
2940,20140429,18,PCA,42.39901090807988
2940,20140429,18,PM2.5,81.4
2946,20140429,19,PCA,31.368273249674754
2946,20140429,19,PM2.5,78.5
2952,20140429,20,PCA,28.254169553312177
2952,20140429,20,PM2.5,76.0
2958,20140429,21,PCA,28.109248045084023
2958,20140429,21,PM2.5,75.3
2964,20140429,22,PCA,39.79968311362366
2964,20140429,22,PM2.5,87.9
2970,20140429,23,PCA,36.96512824772256
2970,20140429,23,PM2.5,80.2
2976,20140430,0,PCA,41.095664393710784
2976,20140430,0,PM2.5,86.9
2982,20140430,1,PCA,45.3002600101678
2982,20140430,1,PM2.5,90.2
2988,20140430,2,PCA,43.023331482296584
2988,20140430,2,PM2.5,87.9
2994,20140430,3,PCA,33.230705861318796
2994,20140430,3,PM2.5,77.3
3000,20140430,4,PCA,34.419977984513736
3000,20140430,4,PM2.5,76.5
3006,20140430,5,PCA,33.13294131433576
3006,20140430,5,PM2.5,77.2
3012,20140430,6,PCA,40.19884926194687
3012,20140430,6,PM2.5,82.6
3018,20140430,7,PCA,46.72064124119619
3018,20140430,7,PM2.5,88.6
3024,20140430,8,PCA,53.221871255165816
3024,20140430,8,PM2.5,96.0
3030,20140430,9,PCA,45.77071366083175
3030,20140430,9,PM2.5,87.4
3036,20140430,10,PCA,49.96149325012549
3036,20140430,10,PM2.5,93.7
3042,20140430,11,PCA,52.64955418092763
3042,20140430,11,PM2.5,95.8
3048,20140430,12,PCA,58.194281671037096
3048,20140430,12,PM2.5,105.5
3054,20140430,13,PCA,69.14147964966041
3054,20140430,13,PM2.5,118.7
3060,20140430,14,PCA,72.04404493553302
3060,20140430,14,PM2.5,119.3
3066,20140430,15,PCA,91.23263195907846
3066,20140430,15,PM2.5,141.3
3072,20140430,16,PCA,86.63803698948001
3072,20140430,16,PM2.5,114.5
3078,20140430,17,PCA,72.67665470876368
3078,20140430,17,PM2.5,99.8
3084,20140430,18,PCA,55.73680081633455
3084,20140430,18,PM2.5,86.0
3090,20140430,19,PCA,39.82045824067051
3090,20140430,19,PM2.5,67.7
3096,20140430,20,PCA,33.924172927827236
3096,20140430,20,PM2.5,58.2
3102,20140430,21,PCA,43.1641547230779
3102,20140430,21,PM2.5,70.7
3108,20140430,22,PCA,43.74025008883143
3108,20140430,22,PM2.5,69.3
3114,20140430,23,PCA,55.126654654042
3114,20140430,23,PM2.5,84.1
3120,20140501,0,PCA,50.895446161431664
3120,20140501,0,PM2.5,77.5
3126,20140501,1,PCA,60.42946413191854
3126,20140501,1,PM2.5,90.9
3132,20140501,2,PCA,63.35613445944878
3132,20140501,2,PM2.5,94.1
3138,20140501,3,PCA,51.138037583288494
3138,20140501,3,PM2.5,80.1
3144,20140501,4,PCA,60.74880700345466
3144,20140501,4,PM2.5,95.9
3150,20140501,5,PCA,56.29346742623182
3150,20140501,5,PM2.5,88.2
3156,20140501,6,PCA,62.21754530612176
3156,20140501,6,PM2.5,97.1
3162,20140501,7,PCA,64.93531529400362
3162,20140501,7,PM2.5,98.2
3168,20140501,8,PCA,81.23854765609481
3168,20140501,8,PM2.5,120.7
3174,20140501,9,PCA,85.0995741413265
3174,20140501,9,PM2.5,126.7
3180,20140501,10,PCA,87.78588400020075
3180,20140501,10,PM2.5,131.7
3186,20140501,11,PCA,96.29806205673258
3186,20140501,11,PM2.5,142.9
3192,20140501,12,PCA,95.06223402224244
3192,20140501,12,PM2.5,140.2
3198,20140501,13,PCA,106.15666900480491
3198,20140501,13,PM2.5,155.9
3204,20140501,14,PCA,97.04479231899656
3204,20140501,14,PM2.5,141.2
3210,20140501,15,PCA,90.02399676740296
3210,20140501,15,PM2.5,130.8
3216,20140501,16,PCA,72.14404497702505
3216,20140501,16,PM2.5,105.5
3222,20140501,17,PCA,73.98660980603192
3222,20140501,17,PM2.5,107.0
3228,20140501,18,PCA,47.46581648869907
3228,20140501,18,PM2.5,68.6
3234,20140501,19,PCA,47.044380871337054
3234,20140501,19,PM2.5,66.8
3240,20140501,20,PCA,46.01392775488595
3240,20140501,20,PM2.5,64.9
3246,20140501,21,PCA,42.154175128914396
3246,20140501,21,PM2.5,63.0
3252,20140501,22,PCA,31.22566725715149
3252,20140501,22,PM2.5,48.5
3258,20140501,23,PCA,31.12117867016381
3258,20140501,23,PM2.5,50.9
3264,20140502,0,PCA,23.585966253870946
3264,20140502,0,PM2.5,42.1
3270,20140502,1,PCA,11.40245840121456
3270,20140502,1,PM2.5,27.3
3276,20140502,2,PCA,0.2003354650080813
3276,20140502,2,PM2.5,14.8
3282,20140502,3,PCA,-3.5793179526367243
3282,20140502,3,PM2.5,13.4
3288,20140502,4,PCA,0.9782428941383858
3288,20140502,4,PM2.5,23.7
3294,20140502,5,PCA,-8.443260675687409
3294,20140502,5,PM2.5,13.8
3300,20140502,6,PCA,-15.684009437578135
3300,20140502,6,PM2.5,8.4
3306,20140502,7,PCA,-19.99845138032291
3306,20140502,7,PM2.5,7.3
3312,20140502,8,PCA,-26.294627190809774
3312,20140502,8,PM2.5,4.2
3318,20140502,9,PCA,-19.826990824252455
3318,20140502,9,PM2.5,19.0
3324,20140502,10,PCA,-15.837370391363887
3324,20140502,10,PM2.5,31.3
3330,20140502,11,PCA,-29.310539862356226
3330,20140502,11,PM2.5,17.2
3336,20140502,12,PCA,-38.937529151889635
3336,20140502,12,PM2.5,10.5
3342,20140502,13,PCA,-49.91513627594907
3342,20140502,13,PM2.5,3.0
3348,20140502,14,PCA,-37.089574955307654
3348,20140502,14,PM2.5,29.2
3354,20140502,15,PCA,-58.664830923053856
3354,20140502,15,PM2.5,3.0
3360,20140502,16,PCA,-61.052444943678815
3360,20140502,16,PM2.5,5.7
3366,20140502,17,PCA,-68.28575588105339
3366,20140502,17,PM2.5,3.0
3372,20140502,18,PCA,-65.35690042218573
3372,20140502,18,PM2.5,10.4
3378,20140502,19,PCA,-73.42428430726163
3378,20140502,19,PM2.5,3.0
3384,20140502,20,PCA,-71.07721467259005
3384,20140502,20,PM2.5,9.0
3390,20140502,21,PCA,-53.73471754191895
3390,20140502,21,PM2.5,16.0
3396,20140502,22,PCA,-47.043185582716596
3396,20140502,22,PM2.5,20.9
3402,20140502,23,PCA,-43.71883997170589
3402,20140502,23,PM2.5,25.1
3408,20140503,0,PCA,-43.84084811247824
3408,20140503,0,PM2.5,28.0
3414,20140503,1,PCA,-44.43867570136602
3414,20140503,1,PM2.5,27.7
3420,20140503,2,PCA,-53.67076277757355
3420,20140503,2,PM2.5,15.3
3426,20140503,3,PCA,-56.67017726129702
3426,20140503,3,PM2.5,16.6
3432,20140503,4,PCA,-58.688082667201705
3432,20140503,4,PM2.5,14.8
3438,20140503,5,PCA,-61.86434455848978
3438,20140503,5,PM2.5,10.9
3444,20140503,6,PCA,-60.63342041939849
3444,20140503,6,PM2.5,11.7
3450,20140503,7,PCA,-50.32284277564024
3450,20140503,7,PM2.5,25.0
3456,20140503,8,PCA,-43.643487300750486
3456,20140503,8,PM2.5,34.7
3462,20140503,9,PCA,-56.12947458575206
3462,20140503,9,PM2.5,21.6
3468,20140503,10,PCA,-46.573712083496645
3468,20140503,10,PM2.5,35.8
3474,20140503,11,PCA,-26.927482184279732
3474,20140503,11,PM2.5,57.2
3480,20140503,12,PCA,-20.995138084072973
3480,20140503,12,PM2.5,64.3
3486,20140503,13,PCA,-34.10262685781487
3486,20140503,13,PM2.5,45.1
3492,20140503,14,PCA,-38.96202680444168
3492,20140503,14,PM2.5,36.6
3498,20140503,15,PCA,-45.93997305978435
3498,20140503,15,PM2.5,26.7
3504,20140503,16,PCA,-48.68041510657945
3504,20140503,16,PM2.5,21.4
3510,20140503,17,PCA,-54.44951051288274
3510,20140503,17,PM2.5,16.2
3516,20140503,18,PCA,-48.49992871301469
3516,20140503,18,PM2.5,18.9
3522,20140503,19,PCA,-35.19105451545343
3522,20140503,19,PM2.5,32.6
3528,20140503,20,PCA,-39.19952719667386
3528,20140503,20,PM2.5,22.4
3534,20140503,21,PCA,-38.44570341371177
3534,20140503,21,PM2.5,21.6
3540,20140503,22,PCA,-39.13410832397415
3540,20140503,22,PM2.5,19.6
3546,20140503,23,PCA,-36.67504846805917
3546,20140503,23,PM2.5,21.4
3552,20140504,0,PCA,-39.94034669078009
3552,20140504,0,PM2.5,16.4
3558,20140504,1,PCA,-43.58831580515409
3558,20140504,1,PM2.5,12.1
3564,20140504,2,PCA,-42.96289912371866
3564,20140504,2,PM2.5,13.1
3570,20140504,3,PCA,-43.22530664012031
3570,20140504,3,PM2.5,12.5
3576,20140504,4,PCA,-37.711211142728295
3576,20140504,4,PM2.5,20.6
3582,20140504,5,PCA,-34.90275633815093
3582,20140504,5,PM2.5,23.3
3588,20140504,6,PCA,-33.8699762946438
3588,20140504,6,PM2.5,24.4
3594,20140504,7,PCA,-19.773179387733286
3594,20140504,7,PM2.5,37.5
3600,20140504,8,PCA,-27.595623577291832
3600,20140504,8,PM2.5,31.6
3606,20140504,9,PCA,-45.210166640007245
3606,20140504,9,PM2.5,7.9
3612,20140504,10,PCA,-47.81125355639291
3612,20140504,10,PM2.5,3.0
3618,20140504,11,PCA,-29.75032287046742
3618,20140504,11,PM2.5,29.4
3624,20140504,12,PCA,-31.857721934068365
3624,20140504,12,PM2.5,25.3
3630,20140504,13,PCA,-42.05881638490455
3630,20140504,13,PM2.5,10.1
3636,20140504,14,PCA,-39.93868074692132
3636,20140504,14,PM2.5,13.3
3642,20140504,15,PCA,-36.94795271901247
3642,20140504,15,PM2.5,16.7
3648,20140504,16,PCA,-37.860424647694416
3648,20140504,16,PM2.5,14.2
3654,20140504,17,PCA,-45.98365763926772
3654,20140504,17,PM2.5,3.0
3660,20140504,18,PCA,-43.21600771257144
3660,20140504,18,PM2.5,10.5
3666,20140504,19,PCA,-47.693597931950265
3666,20140504,19,PM2.5,10.3
3672,20140504,20,PCA,-54.64136701249226
3672,20140504,20,PM2.5,3.0
3678,20140504,21,PCA,-52.22201440086377
3678,20140504,21,PM2.5,3.0
3684,20140504,22,PCA,-42.017603243637794
3684,20140504,22,PM2.5,13.0
3690,20140504,23,PCA,-40.41995335340758
3690,20140504,23,PM2.5,15.7
3696,20140505,0,PCA,-41.76339578313029
3696,20140505,0,PM2.5,11.5
3702,20140505,1,PCA,-42.81650312691564
3702,20140505,1,PM2.5,11.3
3708,20140505,2,PCA,-28.014547064298206
3708,20140505,2,PM2.5,30.8
3714,20140505,3,PCA,-36.19256999253638
3714,20140505,3,PM2.5,19.2
3720,20140505,4,PCA,-44.2920635141479
3720,20140505,4,PM2.5,13.05
3726,20140505,5,PCA,-52.39155703575942
3726,20140505,5,PM2.5,6.9
3732,20140505,6,PCA,-51.52309459788733
3732,20140505,6,PM2.5,8.1
3738,20140505,7,PCA,-38.40911726801466
3738,20140505,7,PM2.5,23.4
3744,20140505,8,PCA,-46.87933648883789
3744,20140505,8,PM2.5,11.9
3750,20140505,9,PCA,-50.22161595423274
3750,20140505,9,PM2.5,10.5
3756,20140505,10,PCA,-48.93540443687768
3756,20140505,10,PM2.5,15.0
3762,20140505,11,PCA,-52.59663895397275
3762,20140505,11,PM2.5,12.9
3768,20140505,12,PCA,-58.59294272530778
3768,20140505,12,PM2.5,7.0
3774,20140505,13,PCA,-58.81444595952013
3774,20140505,13,PM2.5,11.0
3780,20140505,14,PCA,-64.88075814921555
3780,20140505,14,PM2.5,6.4
3786,20140505,15,PCA,-68.15536753956566
3786,20140505,15,PM2.5,4.4
3792,20140505,16,PCA,-69.60961727702978
3792,20140505,16,PM2.5,5.4
3798,20140505,17,PCA,-59.29129959010659
3798,20140505,17,PM2.5,21.6
3804,20140505,18,PCA,-49.43782487738796
3804,20140505,18,PM2.5,31.8
3810,20140505,19,PCA,-63.96219790823472
3810,20140505,19,PM2.5,9.0
3816,20140505,20,PCA,-49.03931411924959
3816,20140505,20,PM2.5,32.1
3822,20140505,21,PCA,-53.58339315576664
3822,20140505,21,PM2.5,26.1
3828,20140505,22,PCA,-56.262734438582214
3828,20140505,22,PM2.5,24.3
3834,20140505,23,PCA,-51.08153417615574
3834,20140505,23,PM2.5,28.1
3840,20140506,0,PCA,-48.12778677354828
3840,20140506,0,PM2.5,29.3
3846,20140506,1,PCA,-46.34389096241082
3846,20140506,1,PM2.5,27.8
3852,20140506,2,PCA,-49.26825783411421
3852,20140506,2,PM2.5,22.9
3858,20140506,3,PCA,-45.44072664830304
3858,20140506,3,PM2.5,29.2
3864,20140506,4,PCA,-49.50617217412558
3864,20140506,4,PM2.5,27.0
3870,20140506,5,PCA,-49.320338165967534
3870,20140506,5,PM2.5,21.1
3876,20140506,6,PCA,-50.38325422533373
3876,20140506,6,PM2.5,22.9
3882,20140506,7,PCA,-47.723539153606865
3882,20140506,7,PM2.5,29.1
3888,20140506,8,PCA,-49.12912094057141
3888,20140506,8,PM2.5,24.2
3894,20140506,9,PCA,-37.85969390947057
3894,20140506,9,PM2.5,39.0
3900,20140506,10,PCA,-37.5607700712666
3900,20140506,10,PM2.5,38.6
3906,20140506,11,PCA,-30.238196719820504
3906,20140506,11,PM2.5,46.1
3912,20140506,12,PCA,-18.480714250536316
3912,20140506,12,PM2.5,61.1
3918,20140506,13,PCA,-16.281978866297095
3918,20140506,13,PM2.5,62.3
3924,20140506,14,PCA,-12.149448453576664
3924,20140506,14,PM2.5,66.0
3930,20140506,15,PCA,-7.2605765895758605
3930,20140506,15,PM2.5,71.0
3936,20140506,16,PCA,-2.1018317256167625
3936,20140506,16,PM2.5,75.3
3942,20140506,17,PCA,0.08846315805411625
3942,20140506,17,PM2.5,73.8
3948,20140506,18,PCA,11.131303990243069
3948,20140506,18,PM2.5,86.8
3954,20140506,19,PCA,17.22978628001947
3954,20140506,19,PM2.5,93.8
3960,20140506,20,PCA,21.17780071172902
3960,20140506,20,PM2.5,96.8
3966,20140506,21,PCA,37.327571455689856
3966,20140506,21,PM2.5,112.8
3972,20140506,22,PCA,40.13642061344914
3972,20140506,22,PM2.5,105.9
3978,20140506,23,PCA,38.1666253345084
3978,20140506,23,PM2.5,98.8
3984,20140507,0,PCA,52.13361849044618
3984,20140507,0,PM2.5,114.0
3990,20140507,1,PCA,45.85076065466101
3990,20140507,1,PM2.5,97.7
3996,20140507,2,PCA,43.42954465930545
3996,20140507,2,PM2.5,96.1
4002,20140507,3,PCA,47.22810894885183
4002,20140507,3,PM2.5,97.3
4008,20140507,4,PCA,36.98197267303045
4008,20140507,4,PM2.5,83.7
4014,20140507,5,PCA,34.987443845399305
4014,20140507,5,PM2.5,77.7
4020,20140507,6,PCA,42.02620946565293
4020,20140507,6,PM2.5,84.9
4026,20140507,7,PCA,49.37411989287057
4026,20140507,7,PM2.5,93.9
4032,20140507,8,PCA,50.90939536493226
4032,20140507,8,PM2.5,91.5
4038,20140507,9,PCA,48.471801311708816
4038,20140507,9,PM2.5,89.8
4044,20140507,10,PCA,18.95460107730872
4044,20140507,10,PM2.5,51.7
4050,20140507,11,PCA,-2.050285797632701
4050,20140507,11,PM2.5,22.6
4056,20140507,12,PCA,-2.6676491409526415
4056,20140507,12,PM2.5,23.7
4062,20140507,13,PCA,-8.638104912536068
4062,20140507,13,PM2.5,16.6
4068,20140507,14,PCA,-14.11773011445876
4068,20140507,14,PM2.5,11.4
4074,20140507,15,PCA,-17.26511298631263
4074,20140507,15,PM2.5,10.1
4080,20140507,16,PCA,-24.984117997255392
4080,20140507,16,PM2.5,3.0
4086,20140507,17,PCA,-14.799877412679447
4086,20140507,17,PM2.5,21.6
4092,20140507,18,PCA,-26.013563163969568
4092,20140507,18,PM2.5,8.9
4098,20140507,19,PCA,-32.7588393382211
4098,20140507,19,PM2.5,3.0
4104,20140507,20,PCA,-27.01212962293344
4104,20140507,20,PM2.5,17.6
4110,20140507,21,PCA,-33.86221472552869
4110,20140507,21,PM2.5,13.5
4116,20140507,22,PCA,-42.80370066041009
4116,20140507,22,PM2.5,5.4
4122,20140507,23,PCA,-44.60264866900768
4122,20140507,23,PM2.5,7.9
4128,20140508,0,PCA,-45.04084113379927
4128,20140508,0,PM2.5,10.2
4134,20140508,1,PCA,-43.04316157950819
4134,20140508,1,PM2.5,12.0
4140,20140508,2,PCA,-37.27223880470175
4140,20140508,2,PM2.5,18.9
4146,20140508,3,PCA,-41.955153107330894
4146,20140508,3,PM2.5,19.8
4152,20140508,4,PCA,-32.99801429763199
4152,20140508,4,PM2.5,36.5
4158,20140508,5,PCA,-35.046692113897606
4158,20140508,5,PM2.5,31.0
4164,20140508,6,PCA,-38.75528485479879
4164,20140508,6,PM2.5,26.6
4170,20140508,7,PCA,-38.59665790122839
4170,20140508,7,PM2.5,34.3
4176,20140508,8,PCA,-38.438107122647025
4176,20140508,8,PM2.5,38.9
4182,20140508,9,PCA,-45.76182012057325
4182,20140508,9,PM2.5,29.1
4188,20140508,10,PCA,-22.131397603374683
4188,20140508,10,PM2.5,63.3
4194,20140508,11,PCA,-23.665459432103702
4194,20140508,11,PM2.5,56.0
4200,20140508,12,PCA,-27.629923435660796
4200,20140508,12,PM2.5,51.4
4206,20140508,13,PCA,-27.495558808460007
4206,20140508,13,PM2.5,50.9
4212,20140508,14,PCA,-4.242583680428949
4212,20140508,14,PM2.5,64.8
4218,20140508,15,PCA,14.943822160279371
4218,20140508,15,PM2.5,81.0
4224,20140508,16,PCA,17.59104171482056
4224,20140508,16,PM2.5,57.6
4230,20140508,17,PCA,11.403221437719047
4230,20140508,17,PM2.5,59.1
4236,20140508,18,PCA,12.52514450978587
4236,20140508,18,PM2.5,70.6
4242,20140508,19,PCA,-4.789179619090425
4242,20140508,19,PM2.5,61.2
4248,20140508,20,PCA,-0.8227982584991047
4248,20140508,20,PM2.5,75.0
4254,20140508,21,PCA,-14.031723886816865
4254,20140508,21,PM2.5,53.9
4260,20140508,22,PCA,-12.474633201579787
4260,20140508,22,PM2.5,54.4
4266,20140508,23,PCA,-14.941951183528511
4266,20140508,23,PM2.5,48.7
4272,20140509,0,PCA,-12.730823829294717
4272,20140509,0,PM2.5,49.6
4278,20140509,1,PCA,-13.972583045644052
4278,20140509,1,PM2.5,47.0
4284,20140509,2,PCA,-8.894489695085133
4284,20140509,2,PM2.5,53.1
4290,20140509,3,PCA,-9.126220865192373
4290,20140509,3,PM2.5,50.1
4296,20140509,4,PCA,-4.452820226841585
4296,20140509,4,PM2.5,51.5
4302,20140509,5,PCA,-2.148425525151296
4302,20140509,5,PM2.5,47.2
4308,20140509,6,PCA,11.482095442594284
4308,20140509,6,PM2.5,61.9
4314,20140509,7,PCA,4.969186194663952
4314,20140509,7,PM2.5,57.4
4320,20140509,8,PCA,3.1206622569942004
4320,20140509,8,PM2.5,58.9
4326,20140509,9,PCA,-4.692894647304415
4326,20140509,9,PM2.5,48.2
4332,20140509,10,PCA,-5.8781494466916895
4332,20140509,10,PM2.5,45.4
4338,20140509,11,PCA,-6.725676119649824
4338,20140509,11,PM2.5,42.8
4344,20140509,12,PCA,-8.05281668018323
4344,20140509,12,PM2.5,42.1
4350,20140509,13,PCA,-6.085877172817162
4350,20140509,13,PM2.5,45.4
4356,20140509,14,PCA,-9.508716662959555
4356,20140509,14,PM2.5,41.9
4362,20140509,15,PCA,-11.242528807736011
4362,20140509,15,PM2.5,41.3
4368,20140509,16,PCA,-8.503484296443315
4368,20140509,16,PM2.5,48.1
4374,20140509,17,PCA,-2.034039402848146
4374,20140509,17,PM2.5,57.8
4380,20140509,18,PCA,-10.94111702242076
4380,20140509,18,PM2.5,46.1
4386,20140509,19,PCA,-19.94634235835694
4386,20140509,19,PM2.5,35.7
4392,20140509,20,PCA,-19.110666211865055
4392,20140509,20,PM2.5,39.1
4398,20140509,21,PCA,-28.85379395154726
4398,20140509,21,PM2.5,27.7
4404,20140509,22,PCA,-27.587704719539477
4404,20140509,22,PM2.5,30.2
4410,20140509,23,PCA,-32.04607281589583
4410,20140509,23,PM2.5,26.5
4416,20140510,0,PCA,-27.75780138591873
4416,20140510,0,PM2.5,32.5
4422,20140510,1,PCA,-22.368349775034186
4422,20140510,1,PM2.5,39.9
4428,20140510,2,PCA,-28.14737392999158
4428,20140510,2,PM2.5,33.3
4434,20140510,3,PCA,-25.880357354469762
4434,20140510,3,PM2.5,36.2
4440,20140510,4,PCA,-28.053604074143582
4440,20140510,4,PM2.5,34.1
4446,20140510,5,PCA,-22.967421039403373
4446,20140510,5,PM2.5,41.4
4452,20140510,6,PCA,-30.292386571341734
4452,20140510,6,PM2.5,29.9
4458,20140510,7,PCA,-15.60987814992159
4458,20140510,7,PM2.5,41.4
4464,20140510,8,PCA,-15.482235341913357
4464,20140510,8,PM2.5,44.5
4470,20140510,9,PCA,-30.288707903621606
4470,20140510,9,PM2.5,26.5
4476,20140510,10,PCA,-30.760283436776458
4476,20140510,10,PM2.5,29.2
4482,20140510,11,PCA,-21.901168726682616
4482,20140510,11,PM2.5,43.1
4488,20140510,12,PCA,-17.786859016778088
4488,20140510,12,PM2.5,50.3
4494,20140510,13,PCA,-29.896269995873897
4494,20140510,13,PM2.5,33.7
4500,20140510,14,PCA,-26.667117389140802
4500,20140510,14,PM2.5,39.7
4506,20140510,15,PCA,-21.981845218344088
4506,20140510,15,PM2.5,46.2
4512,20140510,16,PCA,-23.80026230132588
4512,20140510,16,PM2.5,43.9
4518,20140510,17,PCA,-17.456162091743817
4518,20140510,17,PM2.5,53.4
4524,20140510,18,PCA,-25.55969213246791
4524,20140510,18,PM2.5,41.5
4530,20140510,19,PCA,-12.657588443260833
4530,20140510,19,PM2.5,53.3
4536,20140510,20,PCA,-8.561545241983898
4536,20140510,20,PM2.5,56.8
4542,20140510,21,PCA,-1.762698514518753
4542,20140510,21,PM2.5,63.5
4548,20140510,22,PCA,9.557070509258484
4548,20140510,22,PM2.5,73.9
4554,20140510,23,PCA,-5.029355276643597
