,date,hour,type,东四环
135330,20161110,13,PM2.5,188.0
135336,20161110,14,PCA,193.09389742075186
135336,20161110,14,PM2.5,196.0
135342,20161110,15,PCA,197.97470129532365
135342,20161110,15,PM2.5,202.0
135348,20161110,16,PCA,177.05811306513417
135348,20161110,16,PM2.5,174.0
135354,20161110,17,PCA,115.86182474321896
135354,20161110,17,PM2.5,98.0
135360,20161110,18,PCA,56.83951642484446
135360,20161110,18,PM2.5,24.0
135366,20161110,19,PCA,162.025711871963
135366,20161110,19,PM2.5,165.0
135372,20161110,20,PCA,153.15728416921448
135372,20161110,20,PM2.5,156.0
135378,20161110,21,PCA,56.208396692993546
135378,20161110,21,PM2.5,33.0
135384,20161110,22,PCA,36.160033053829494
135384,20161110,22,PM2.5,17.0
135390,20161110,23,PCA,29.431108093816757
135390,20161110,23,PM2.5,17.0
135396,20161111,0,PCA,26.22567662900639
135396,20161111,0,PM2.5,17.0
135402,20161111,1,PCA,16.637765543280285
135402,20161111,1,PM2.5,20.0
135408,20161111,2,PCA,6.826824363188257
135408,20161111,2,PM2.5,20.0
135414,20161111,3,PCA,0.009535104825822188
135414,20161111,3,PM2.5,29.0
135420,20161111,4,PCA,6.340705875104211
135420,20161111,4,PM2.5,44.0
135426,20161111,5,PCA,27.288194924791078
135426,20161111,5,PM2.5,68.0
135432,20161111,6,PCA,89.8814468046248
135432,20161111,6,PM2.5,156.0
135438,20161111,7,PCA,104.21615698046438
135438,20161111,7,PM2.5,175.0
135444,20161111,8,PCA,100.33649292379098
135444,20161111,8,PM2.5,167.0
135450,20161111,9,PCA,99.1599728949831
135450,20161111,9,PM2.5,162.0
135456,20161111,10,PCA,90.96707219359912
135456,20161111,10,PM2.5,148.0
135462,20161111,11,PCA,81.27213014738719
135462,20161111,11,PM2.5,135.0
135468,20161111,12,PCA,76.17729996693845
135468,20161111,12,PM2.5,130.0
135474,20161111,13,PCA,73.67519000263847
135474,20161111,13,PM2.5,127.0
135480,20161111,14,PCA,58.97329716374641
135480,20161111,14,PM2.5,110.0
135486,20161111,15,PCA,30.55886046757965
135486,20161111,15,PM2.5,80.0
135492,20161111,16,PCA,13.9661807333198
135492,20161111,16,PM2.5,65.0
135498,20161111,17,PCA,12.141661385024015
135498,20161111,17,PM2.5,62.0
135504,20161111,18,PCA,11.633278434475681
135504,20161111,18,PM2.5,61.0
135510,20161111,19,PCA,9.293498662209535
135510,20161111,19,PM2.5,65.0
135516,20161111,20,PCA,12.095545511591997
135516,20161111,20,PM2.5,70.0
135522,20161111,21,PCA,19.69580286575146
135522,20161111,21,PM2.5,77.0
135528,20161111,22,PCA,31.228402962737018
135528,20161111,22,PM2.5,84.0
135534,20161111,23,PCA,43.635923932051924
135534,20161111,23,PM2.5,97.0
135540,20161112,0,PCA,53.410024606552994
135540,20161112,0,PM2.5,106.0
135546,20161112,1,PCA,61.51091381722494
135546,20161112,1,PM2.5,110.0
135552,20161112,2,PCA,68.81367299964221
135552,20161112,2,PM2.5,112.0
135558,20161112,3,PCA,58.82849762600006
135558,20161112,3,PM2.5,100.0
135564,20161112,4,PCA,55.023682559090304
135564,20161112,4,PM2.5,96.0
135570,20161112,5,PCA,45.5155615752796
135570,20161112,5,PM2.5,85.0
135576,20161112,6,PCA,32.647910284842794
135576,20161112,6,PM2.5,73.0
135582,20161112,7,PCA,26.405704256435698
135582,20161112,7,PM2.5,69.0
135588,20161112,8,PCA,11.593309589015421
135588,20161112,8,PM2.5,56.0
135594,20161112,9,PCA,8.889904676434885
135594,20161112,9,PM2.5,55.0
135600,20161112,10,PCA,11.632409900487533
135600,20161112,10,PM2.5,64.0
135606,20161112,11,PCA,11.621658377231634
135606,20161112,11,PM2.5,70.0
135612,20161112,12,PCA,17.191046013894738
135612,20161112,12,PM2.5,78.0
135618,20161112,13,PCA,26.00056398141177
135618,20161112,13,PM2.5,91.0
135624,20161112,14,PCA,18.817041891608348
135624,20161112,14,PM2.5,84.0
135630,20161112,15,PCA,19.337063228920663
135630,20161112,15,PM2.5,86.0
135636,20161112,16,PCA,28.78394208226655
135636,20161112,16,PM2.5,96.0
135642,20161112,17,PCA,39.585985794827856
135642,20161112,17,PM2.5,104.0
135648,20161112,18,PCA,46.87703895711189
135648,20161112,18,PM2.5,111.0
135654,20161112,19,PCA,54.62576634638226
135654,20161112,19,PM2.5,120.0
135660,20161112,20,PCA,26.18163036221367
135660,20161112,20,PM2.5,83.0
135666,20161112,21,PCA,20.83268513828616
135666,20161112,21,PM2.5,77.0
135672,20161112,22,PCA,5.58831891173351
135672,20161112,22,PM2.5,59.0
135678,20161112,23,PCA,-4.819382353735652
135678,20161112,23,PM2.5,47.0
135684,20161113,0,PCA,-5.133692464800794
135684,20161113,0,PM2.5,50.0
135690,20161113,1,PCA,-7.772286028825231
135690,20161113,1,PM2.5,50.0
135696,20161113,2,PCA,-14.060158013030778
135696,20161113,2,PM2.5,47.0
135702,20161113,3,PCA,-10.211133131353225
135702,20161113,3,PM2.5,53.0
135708,20161113,4,PCA,-8.523220994560075
135708,20161113,4,PM2.5,58.0
135714,20161113,5,PCA,-6.086236841500719
135714,20161113,5,PM2.5,63.0
135720,20161113,6,PCA,-2.1276228103274075
135720,20161113,6,PM2.5,69.0
135726,20161113,7,PCA,-2.4180788946254856
135726,20161113,7,PM2.5,67.0
135732,20161113,8,PCA,-1.7907977808362538
135732,20161113,8,PM2.5,67.0
135738,20161113,9,PCA,-1.0390612999937106
135738,20161113,9,PM2.5,67.0
135744,20161113,10,PCA,7.92864414730843
135744,20161113,10,PM2.5,79.0
135750,20161113,11,PCA,16.751699080847033
135750,20161113,11,PM2.5,91.0
135756,20161113,12,PCA,27.652917079306977
135756,20161113,12,PM2.5,104.0
135762,20161113,13,PCA,32.979890846806704
135762,20161113,13,PM2.5,110.0
135768,20161113,14,PCA,40.19878870607721
135768,20161113,14,PM2.5,117.0
135774,20161113,15,PCA,51.341948238845
135774,20161113,15,PM2.5,131.0
135780,20161113,16,PCA,59.99148979334181
135780,20161113,16,PM2.5,141.0
135786,20161113,17,PCA,69.75033644822922
135786,20161113,17,PM2.5,153.0
135792,20161113,18,PCA,69.94348189111236
135792,20161113,18,PM2.5,151.0
135798,20161113,19,PCA,82.9022800057273
135798,20161113,19,PM2.5,168.0
135804,20161113,20,PCA,93.59581141573648
135804,20161113,20,PM2.5,179.0
135810,20161113,21,PCA,114.20433274078604
135810,20161113,21,PM2.5,201.0
135816,20161113,22,PCA,125.59876630993172
135816,20161113,22,PM2.5,210.0
135822,20161113,23,PCA,133.39233361571914
135822,20161113,23,PM2.5,214.0
135828,20161114,0,PCA,120.73332305162369
135828,20161114,0,PM2.5,192.0
135834,20161114,1,PCA,123.28290937907003
135834,20161114,1,PM2.5,188.0
135840,20161114,2,PCA,118.96164500219217
135840,20161114,2,PM2.5,169.0
135846,20161114,3,PCA,108.08963842932536
135846,20161114,3,PM2.5,149.0
135852,20161114,4,PCA,106.74059453365314
135852,20161114,4,PM2.5,144.0
135858,20161114,5,PCA,109.86798251494002
135858,20161114,5,PM2.5,143.0
135864,20161114,6,PCA,26.265946687659163
135864,20161114,6,PM2.5,37.0
135870,20161114,7,PCA,6.245135560934943
135870,20161114,7,PM2.5,16.0
135876,20161114,8,PCA,16.55108149235351
135876,20161114,8,PM2.5,22.0
135882,20161114,9,PCA,4.89853549486756
135882,20161114,9,PM2.5,17.0
135888,20161114,10,PCA,-4.469626308231604
135888,20161114,10,PM2.5,12.0
135894,20161114,11,PCA,-10.143056783231824
135894,20161114,11,PM2.5,11.0
135900,20161114,12,PCA,-15.333183928626612
135900,20161114,12,PM2.5,11.0
135906,20161114,13,PCA,-23.409895695766945
135906,20161114,13,PM2.5,6.0
135912,20161114,14,PCA,-29.71160844188797
135912,20161114,14,PM2.5,3.0
135918,20161114,15,PCA,-32.599289901920265
135918,20161114,15,PM2.5,6.0
135924,20161114,16,PCA,-33.66307021474999
135924,20161114,16,PM2.5,11.0
135930,20161114,17,PCA,-38.801226900925506
135930,20161114,17,PM2.5,8.0
135936,20161114,18,PCA,-39.09823930499744
135936,20161114,18,PM2.5,8.0
135942,20161114,19,PCA,-25.59341881828019
135942,20161114,19,PM2.5,19.0
135948,20161114,20,PCA,-25.971435719400148
135948,20161114,20,PM2.5,24.0
135954,20161114,21,PCA,-31.119141311288228
135954,20161114,21,PM2.5,24.0
135960,20161114,22,PCA,-42.67455973272762
135960,20161114,22,PM2.5,19.0
135966,20161114,23,PCA,-54.229978154167
135966,20161114,23,PM2.5,14.0
135972,20161115,0,PCA,-54.68236572084426
135972,20161115,0,PM2.5,17.0
135978,20161115,1,PCA,-59.31019788550871
135978,20161115,1,PM2.5,20.0
135984,20161115,2,PCA,-54.98882130885743
135984,20161115,2,PM2.5,28.0
135990,20161115,3,PCA,-59.12735483600247
135990,20161115,3,PM2.5,25.0
135996,20161115,4,PCA,-59.67960290845804
135996,20161115,4,PM2.5,21.0
136002,20161115,5,PCA,-43.25593715714209
136002,20161115,5,PM2.5,24.0
136008,20161115,6,PCA,-47.0357323684459
136008,20161115,6,PM2.5,25.0
136032,20161115,10,PCA,-53.20017448378066
136032,20161115,10,PM2.5,46.0
136038,20161115,11,PCA,-42.23277498826199
136038,20161115,11,PM2.5,59.0
136044,20161115,12,PCA,-59.92435041641344
136044,20161115,12,PM2.5,36.0
136050,20161115,13,PCA,-60.83345838517368
136050,20161115,13,PM2.5,36.0
136056,20161115,14,PCA,-54.4377539403193
136056,20161115,14,PM2.5,42.0
136062,20161115,15,PCA,-46.451556021211054
136062,20161115,15,PM2.5,50.0
136068,20161115,16,PCA,-37.35066128500811
136068,20161115,16,PM2.5,58.0
136074,20161115,17,PCA,-36.14711252740272
136074,20161115,17,PM2.5,57.0
136080,20161115,18,PCA,-27.809091942128955
136080,20161115,18,PM2.5,66.0
136086,20161115,19,PCA,-8.648142248469554
136086,20161115,19,PM2.5,91.0
136092,20161115,20,PCA,7.828290908106183
136092,20161115,20,PM2.5,111.0
136098,20161115,21,PCA,12.682651060068387
136098,20161115,21,PM2.5,116.0
136104,20161115,22,PCA,47.088968137612
136104,20161115,22,PM2.5,161.0
136110,20161115,23,PCA,75.43002141068474
136110,20161115,23,PM2.5,194.0
136116,20161116,0,PCA,96.20456694130402
136116,20161116,0,PM2.5,213.0
136122,20161116,1,PCA,75.61171008589731
136122,20161116,1,PM2.5,177.0
136128,20161116,2,PCA,66.0895614142043
136128,20161116,2,PM2.5,159.0
136134,20161116,3,PCA,55.14056032482211
136134,20161116,3,PM2.5,140.0
136140,20161116,4,PCA,47.630404866145824
136140,20161116,4,PM2.5,123.0
136146,20161116,5,PCA,38.4783430160324
136146,20161116,5,PM2.5,106.0
136152,20161116,6,PCA,34.198026076292145
136152,20161116,6,PM2.5,97.0
136158,20161116,7,PCA,39.02952163561935
136158,20161116,7,PM2.5,99.0
136164,20161116,8,PCA,43.09867612257335
136164,20161116,8,PM2.5,102.0
136170,20161116,9,PCA,39.2179496660772
136170,20161116,9,PM2.5,88.0
136176,20161116,10,PCA,37.06627181643027
136176,20161116,10,PM2.5,84.0
136182,20161116,11,PCA,38.344171197362414
136182,20161116,11,PM2.5,86.0
136188,20161116,12,PCA,47.127228033628214
136188,20161116,12,PM2.5,95.0
136206,20161116,15,PCA,46.33841309880194
136206,20161116,15,PM2.5,84.0
136212,20161116,16,PCA,57.06162445929066
136212,20161116,16,PM2.5,94.0
136218,20161116,17,PCA,59.676374663338684
136218,20161116,17,PM2.5,95.0
136224,20161116,18,PCA,62.67051697578857
136224,20161116,18,PM2.5,102.0
136230,20161116,19,PCA,77.39013926595221
136230,20161116,19,PM2.5,121.0
136236,20161116,20,PCA,97.17243453082382
136236,20161116,20,PM2.5,148.0
136242,20161116,21,PCA,114.0359038129003
136242,20161116,21,PM2.5,169.0
136248,20161116,22,PCA,130.8993730949768
136248,20161116,22,PM2.5,190.0
136254,20161116,23,PCA,147.5606864954914
136254,20161116,23,PM2.5,213.0
136260,20161117,0,PCA,175.63696966313137
136260,20161117,0,PM2.5,250.0
136266,20161117,1,PCA,187.06870657731235
136266,20161117,1,PM2.5,263.0
136272,20161117,2,PCA,181.15685416091193
136272,20161117,2,PM2.5,254.0
136278,20161117,3,PCA,181.74605003542888
136278,20161117,3,PM2.5,245.0
136284,20161117,4,PCA,167.53077174860928
136284,20161117,4,PM2.5,219.0
136290,20161117,5,PCA,89.73496581628122
136290,20161117,5,PM2.5,107.0
136296,20161117,6,PCA,68.35058991331542
136296,20161117,6,PM2.5,79.0
136302,20161117,7,PCA,63.883529780167635
136302,20161117,7,PM2.5,75.0
136308,20161117,8,PCA,55.71964760400403
136308,20161117,8,PM2.5,67.0
136314,20161117,9,PCA,57.59406063451155
136314,20161117,9,PM2.5,71.0
136320,20161117,10,PCA,61.90818087321573
136320,20161117,10,PM2.5,76.0
136326,20161117,11,PCA,67.08778796148344
136326,20161117,11,PM2.5,81.0
136332,20161117,12,PCA,71.70124001049643
136332,20161117,12,PM2.5,88.0
136338,20161117,13,PCA,72.95185143314136
136338,20161117,13,PM2.5,90.0
136344,20161117,14,PCA,75.67383594057976
136344,20161117,14,PM2.5,92.0
136350,20161117,15,PCA,82.80375178085669
136350,20161117,15,PM2.5,100.0
136356,20161117,16,PCA,88.77793988829208
136356,20161117,16,PM2.5,107.0
136362,20161117,17,PCA,102.93693291021498
136362,20161117,17,PM2.5,125.0
136368,20161117,18,PCA,103.75497654374544
136368,20161117,18,PM2.5,125.0
136374,20161117,19,PCA,109.50768516549542
136374,20161117,19,PM2.5,133.0
136380,20161117,20,PCA,118.04091024903096
136380,20161117,20,PM2.5,144.0
136386,20161117,21,PCA,119.4181711548158
136386,20161117,21,PM2.5,147.0
136392,20161117,22,PCA,126.25885429434578
136392,20161117,22,PM2.5,158.0
136398,20161117,23,PCA,144.76781560020598
136398,20161117,23,PM2.5,185.0
136404,20161118,0,PCA,153.99341572337
136404,20161118,0,PM2.5,200.0
136410,20161118,1,PCA,153.000645483949
136410,20161118,1,PM2.5,202.0
136416,20161118,2,PCA,151.00056385953943
136416,20161118,2,PM2.5,202.0
136422,20161118,3,PCA,143.85831582392373
136422,20161118,3,PM2.5,195.0
136428,20161118,4,PCA,127.66583990033708
136428,20161118,4,PM2.5,177.0
136434,20161118,5,PCA,136.66929506177942
136434,20161118,5,PM2.5,186.0
136440,20161118,6,PCA,137.98849439294995
136440,20161118,6,PM2.5,181.0
136446,20161118,7,PCA,146.09531914619893
136446,20161118,7,PM2.5,183.0
136452,20161118,8,PCA,163.2197526302648
136452,20161118,8,PM2.5,199.0
136458,20161118,9,PCA,160.46055035045057
136458,20161118,9,PM2.5,190.0
136464,20161118,10,PCA,164.8992367776949
136464,20161118,10,PM2.5,191.0
136470,20161118,11,PCA,178.74010901600806
136470,20161118,11,PM2.5,205.0
136476,20161118,12,PCA,202.14266417584042
136476,20161118,12,PM2.5,229.0
136482,20161118,13,PCA,214.40757286167317
136482,20161118,13,PM2.5,241.0
136488,20161118,14,PCA,213.65403012188276
136488,20161118,14,PM2.5,236.0
136494,20161118,15,PCA,212.90048738209242
136494,20161118,15,PM2.5,231.0
136500,20161118,16,PCA,215.13154163554785
136500,20161118,16,PM2.5,231.0
136506,20161118,17,PCA,224.12780878582322
136506,20161118,17,PM2.5,240.0
136512,20161118,18,PCA,227.80885683555206
136512,20161118,18,PM2.5,241.0
136518,20161118,19,PCA,240.87340993879315
136518,20161118,19,PM2.5,256.0
136524,20161118,20,PCA,248.53284958589978
136524,20161118,20,PM2.5,260.0
136530,20161118,21,PCA,222.1956185537414
136530,20161118,21,PM2.5,221.0
136536,20161118,22,PCA,205.059832455675
136536,20161118,22,PM2.5,197.0
136542,20161118,23,PCA,195.70696657715848
136542,20161118,23,PM2.5,185.0
136548,20161119,0,PCA,193.22280311499554
136548,20161119,0,PM2.5,181.0
136554,20161119,1,PCA,210.93913706792708
136554,20161119,1,PM2.5,207.0
136560,20161119,2,PCA,224.5220279906273
136560,20161119,2,PM2.5,226.0
136566,20161119,3,PCA,217.8134489190191
136566,20161119,3,PM2.5,216.0
136572,20161119,4,PCA,214.89571183297022
136572,20161119,4,PM2.5,213.0
136578,20161119,5,PCA,201.98266141060185
136578,20161119,5,PM2.5,194.0
136584,20161119,6,PCA,214.52057432539576
136584,20161119,6,PM2.5,206.0
136590,20161119,7,PCA,187.82908499343145
136590,20161119,7,PM2.5,169.0
136596,20161119,8,PCA,117.82096917771409
136596,20161119,8,PM2.5,79.0
136602,20161119,9,PCA,89.38709384471596
136602,20161119,9,PM2.5,48.0
136608,20161119,10,PCA,72.30134902596272
136608,20161119,10,PM2.5,35.0
136614,20161119,11,PCA,70.85985720564707
136614,20161119,11,PM2.5,41.0
136620,20161119,12,PCA,73.20821886671571
136620,20161119,12,PM2.5,50.0
136626,20161119,13,PCA,69.65930416456756
136626,20161119,13,PM2.5,51.0
136632,20161119,14,PCA,60.641607785997195
136632,20161119,14,PM2.5,47.0
136638,20161119,15,PCA,53.72996646795611
136638,20161119,15,PM2.5,43.0
136644,20161119,16,PCA,46.00990359309086
136644,20161119,16,PM2.5,35.0
136650,20161119,17,PCA,48.09275252586973
136650,20161119,17,PM2.5,43.0
136656,20161119,18,PCA,158.23592801785065
136656,20161119,18,PM2.5,196.0
136662,20161119,19,PCA,184.61005519798053
136662,20161119,19,PM2.5,237.0
136668,20161119,20,PCA,140.0441040505116
136668,20161119,20,PM2.5,181.5
136674,20161119,21,PCA,95.47815290304267
136674,20161119,21,PM2.5,126.0
136680,20161119,22,PCA,81.19561228979585
136680,20161119,22,PM2.5,111.0
136686,20161119,23,PCA,76.63944218597115
136686,20161119,23,PM2.5,110.5
136692,20161120,0,PCA,72.08327208214648
136692,20161120,0,PM2.5,110.0
136698,20161120,1,PCA,62.254804087374886
136698,20161120,1,PM2.5,102.0
136704,20161120,2,PCA,36.208426479773216
136704,20161120,2,PM2.5,74.0
136710,20161120,3,PCA,24.625245358705826
136710,20161120,3,PM2.5,67.0
136716,20161120,4,PCA,11.740869804545863
136716,20161120,4,PM2.5,56.0
136722,20161120,5,PCA,1.92037194104148
136722,20161120,5,PM2.5,51.0
136728,20161120,6,PCA,-1.9287804198685612
136728,20161120,6,PM2.5,52.0
136734,20161120,7,PCA,-4.690533999023898
136734,20161120,7,PM2.5,54.0
136740,20161120,8,PCA,-8.567513970250275
136740,20161120,8,PM2.5,49.0
136746,20161120,9,PCA,-4.450325891101187
136746,20161120,9,PM2.5,55.0
136752,20161120,10,PCA,1.121515795846501
136752,20161120,10,PM2.5,61.0
136758,20161120,11,PCA,7.514930473297978
136758,20161120,11,PM2.5,70.0
136764,20161120,12,PCA,8.089256262803058
136764,20161120,12,PM2.5,69.0
136770,20161120,13,PCA,13.04983312894164
136770,20161120,13,PM2.5,74.0
136776,20161120,14,PCA,17.934648326284186
136776,20161120,14,PM2.5,79.0
136782,20161120,15,PCA,22.429444511749434
136782,20161120,15,PM2.5,83.0
136788,20161120,16,PCA,25.371763216178984
136788,20161120,16,PM2.5,84.0
136794,20161120,17,PCA,8.773728190044746
136794,20161120,17,PM2.5,59.0
136800,20161120,18,PCA,-14.471701137324997
136800,20161120,18,PM2.5,34.0
136806,20161120,19,PCA,-23.58550120564159
136806,20161120,19,PM2.5,32.0
136812,20161120,20,PCA,-36.525914638379454
136812,20161120,20,PM2.5,24.0
136818,20161120,21,PCA,-46.13899684556209
136818,20161120,21,PM2.5,18.0
136824,20161120,22,PCA,-50.1512790750656
136824,20161120,22,PM2.5,18.0
136830,20161120,23,PCA,-56.29068701351104
136830,20161120,23,PM2.5,16.0
136836,20161121,0,PCA,-64.94279889848173
136836,20161121,0,PM2.5,11.0
136842,20161121,1,PCA,-65.38392504528262
136842,20161121,1,PM2.5,15.0
136848,20161121,2,PCA,-69.86324042404942
136848,20161121,2,PM2.5,12.0
136854,20161121,3,PCA,-72.16582237434649
136854,20161121,3,PM2.5,10.0
136860,20161121,4,PCA,-70.51067079137742
136860,20161121,4,PM2.5,11.0
136866,20161121,5,PCA,-71.80326923515798
136866,20161121,5,PM2.5,8.0
136872,20161121,6,PCA,-69.83046398136676
136872,20161121,6,PM2.5,11.0
136878,20161121,7,PCA,-76.79328431397443
136878,20161121,7,PM2.5,6.0
136884,20161121,8,PCA,-70.73321188237095
136884,20161121,8,PM2.5,10.0
136890,20161121,9,PCA,-71.23428223161063
136890,20161121,9,PM2.5,14.0
136896,20161121,10,PCA,-68.03327606442845
136896,20161121,10,PM2.5,17.0
136902,20161121,11,PCA,-71.69664655778342
136902,20161121,11,PM2.5,14.0
136908,20161121,12,PCA,-71.56660134901597
136908,20161121,12,PM2.5,15.0
136914,20161121,13,PCA,-87.97461830846697
136914,20161121,13,PM2.5,5.0
136920,20161121,14,PCA,-91.69107882609134
136920,20161121,14,PM2.5,5.5
136926,20161121,15,PCA,-82.07664071635823
136926,20161121,15,PM2.5,6.0
136932,20161121,16,PCA,-78.46805563299115
136932,20161121,16,PM2.5,14.0
136938,20161121,17,PCA,-77.84117270470031
136938,20161121,17,PM2.5,16.0
136944,20161121,18,PCA,-77.6195393195755
136944,20161121,18,PM2.5,15.0
136950,20161121,19,PCA,-80.68440600812733
136950,20161121,19,PM2.5,12.5
136956,20161121,20,PCA,-83.74927269667913
136956,20161121,20,PM2.5,10.0
136962,20161121,21,PCA,-87.47531495099015
136962,20161121,21,PM2.5,7.0
136968,20161121,22,PCA,-91.69788309572884
136968,20161121,22,PM2.5,4.0
136974,20161121,23,PCA,-90.2071892207904
136974,20161121,23,PM2.5,7.0
136980,20161122,0,PCA,-91.50244114359175
136980,20161122,0,PM2.5,6.0
136986,20161122,1,PCA,-94.4170540258798
136986,20161122,1,PM2.5,3.0
136992,20161122,2,PCA,-94.4140252475723
136992,20161122,2,PM2.5,5.0
136998,20161122,3,PCA,-92.5565468950797
136998,20161122,3,PM2.5,8.0
137004,20161122,4,PCA,-95.19715542692369
137004,20161122,4,PM2.5,6.0
137010,20161122,5,PCA,-93.07926421849511
137010,20161122,5,PM2.5,11.0
137016,20161122,6,PCA,-96.10607722221744
137016,20161122,6,PM2.5,7.0
137022,20161122,7,PCA,-92.3223570445455
137022,20161122,7,PM2.5,8.0
137028,20161122,8,PCA,-95.02292038813374
137028,20161122,8,PM2.5,7.0
137034,20161122,9,PCA,-95.73942900959788
137034,20161122,9,PM2.5,8.0
137040,20161122,10,PCA,-95.81603695792259
137040,20161122,10,PM2.5,10.0
137046,20161122,11,PCA,-96.3620912088285
137046,20161122,11,PM2.5,9.0
137052,20161122,12,PCA,-96.40508105489656
137052,20161122,12,PM2.5,10.0
137058,20161122,13,PCA,-98.56426957997469
137058,20161122,13,PM2.5,8.0
137064,20161122,14,PCA,-99.66635643902221
137064,20161122,14,PM2.5,8.0
137070,20161122,15,PCA,-103.56921601414061
137070,20161122,15,PM2.5,7.0
137076,20161122,16,PCA,-107.50432457886171
137076,20161122,16,PM2.5,5.0
137082,20161122,17,PCA,-103.77948488460878
