,date,hour,type,丰台花园
74478,20150914,6,PCA,-3.0514722824774148
74478,20150914,6,PM2.5,80.0
74484,20150914,7,PCA,-28.907467870311137
74484,20150914,7,PM2.5,42.0
74490,20150914,8,PCA,-30.16471571883825
74490,20150914,8,PM2.5,41.0
74496,20150914,9,PCA,-23.337436268763057
74496,20150914,9,PM2.5,50.0
74502,20150914,10,PCA,-2.4246102521575725
74502,20150914,10,PM2.5,69.0
74508,20150914,11,PCA,11.063961152997898
74508,20150914,11,PM2.5,84.0
74514,20150914,12,PCA,7.249152727850161
74514,20150914,12,PM2.5,96.0
74520,20150914,13,PCA,-19.35612018105466
74520,20150914,13,PM2.5,81.0
74526,20150914,14,PCA,-6.98216704554065
74526,20150914,14,PM2.5,102.0
74532,20150914,15,PCA,-28.86569128586495
74532,20150914,15,PM2.5,68.0
74538,20150914,16,PCA,-34.32035342090952
74538,20150914,16,PM2.5,62.0
74544,20150914,17,PCA,-40.3980522095615
74544,20150914,17,PM2.5,54.0
74550,20150914,18,PCA,-37.17665177009578
74550,20150914,18,PM2.5,54.0
74556,20150914,19,PCA,-26.90240995100329
74556,20150914,19,PM2.5,48.0
74562,20150914,20,PCA,-17.878655388110023
74562,20150914,20,PM2.5,58.0
74568,20150914,21,PCA,-13.272981274761026
74568,20150914,21,PM2.5,57.0
74574,20150914,22,PCA,-4.350626603266674
74574,20150914,22,PM2.5,65.0
74580,20150914,23,PCA,-5.66743424881562
74580,20150914,23,PM2.5,68.0
74586,20150915,0,PCA,6.448066865841389
74586,20150915,0,PM2.5,74.0
74592,20150915,1,PCA,7.4112091077169815
74592,20150915,1,PM2.5,77.0
74598,20150915,2,PCA,14.12973261837891
74598,20150915,2,PM2.5,79.0
74604,20150915,3,PCA,26.768435599786674
74604,20150915,3,PM2.5,94.0
74610,20150915,4,PCA,28.28640050626575
74610,20150915,4,PM2.5,98.0
74616,20150915,5,PCA,27.34162523576385
74616,20150915,5,PM2.5,99.0
74622,20150915,6,PCA,24.11585180296034
74622,20150915,6,PM2.5,91.0
74628,20150915,7,PCA,33.44558884832308
74628,20150915,7,PM2.5,101.0
74634,20150915,8,PCA,54.16939794737116
74634,20150915,8,PM2.5,128.0
74640,20150915,9,PCA,52.185056005077506
74640,20150915,9,PM2.5,124.0
74646,20150915,10,PCA,50.29708695817656
74646,20150915,10,PM2.5,129.0
74652,20150915,11,PCA,41.52452882876553
74652,20150915,11,PM2.5,125.0
74658,20150915,12,PCA,30.652421941665086
74658,20150915,12,PM2.5,116.0
74664,20150915,13,PCA,27.185082868378824
74664,20150915,13,PM2.5,117.0
74670,20150915,14,PCA,8.494043287427928
74670,20150915,14,PM2.5,99.0
74676,20150915,15,PCA,2.7935557654585135
74676,20150915,15,PM2.5,92.0
74682,20150915,16,PCA,-2.3384894368914364
74682,20150915,16,PM2.5,86.0
74688,20150915,17,PCA,-3.416151026927914
74688,20150915,17,PM2.5,84.0
74694,20150915,18,PCA,-1.653614687727563
74694,20150915,18,PM2.5,75.0
74700,20150915,19,PCA,30.30924308546314
74700,20150915,19,PM2.5,94.0
74706,20150915,20,PCA,59.732519103827144
74706,20150915,20,PM2.5,103.0
74712,20150915,21,PCA,70.21821189331803
74712,20150915,21,PM2.5,109.0
74718,20150915,22,PCA,77.16649595343789
74718,20150915,22,PM2.5,115.0
74724,20150915,23,PCA,75.86754824822299
74724,20150915,23,PM2.5,115.0
74730,20150916,0,PCA,88.31095887402829
74730,20150916,0,PM2.5,131.0
74736,20150916,1,PCA,82.57044051969476
74736,20150916,1,PM2.5,123.0
74742,20150916,2,PCA,76.06472764118526
74742,20150916,2,PM2.5,115.0
74748,20150916,3,PCA,68.88987185478098
74748,20150916,3,PM2.5,106.0
74754,20150916,4,PCA,81.10680939853195
74754,20150916,4,PM2.5,122.0
74760,20150916,5,PCA,96.81099183884012
74760,20150916,5,PM2.5,142.0
74766,20150916,6,PCA,99.48578824217176
74766,20150916,6,PM2.5,146.0
74772,20150916,7,PCA,97.05708128787948
74772,20150916,7,PM2.5,142.0
74778,20150916,8,PCA,96.48587733349217
74778,20150916,8,PM2.5,141.0
74784,20150916,9,PCA,95.71631807392292
74784,20150916,9,PM2.5,139.0
74790,20150916,10,PCA,91.15228871294353
74790,20150916,10,PM2.5,140.0
74796,20150916,11,PCA,85.86956573226175
74796,20150916,11,PM2.5,140.0
74802,20150916,12,PCA,79.08631646336121
74802,20150916,12,PM2.5,140.0
74808,20150916,13,PCA,48.31256049089682
74808,20150916,13,PM2.5,113.0
74814,20150916,14,PCA,30.30110138205759
74814,20150916,14,PM2.5,94.0
74820,20150916,15,PCA,26.808101602899665
74820,20150916,15,PM2.5,93.0
74826,20150916,16,PCA,22.027015597917035
74826,20150916,16,PM2.5,85.0
74832,20150916,17,PCA,23.810656140327456
74832,20150916,17,PM2.5,84.0
74838,20150916,18,PCA,36.373484520949866
74838,20150916,18,PM2.5,90.0
74844,20150916,19,PCA,55.56835101859465
74844,20150916,19,PM2.5,96.0
74850,20150916,20,PCA,60.25308838443926
74850,20150916,20,PM2.5,104.0
74856,20150916,21,PCA,94.35728095412476
74856,20150916,21,PM2.5,133.0
74862,20150916,22,PCA,94.08369920771527
74862,20150916,22,PM2.5,142.0
74868,20150916,23,PCA,94.43069839037568
74868,20150916,23,PM2.5,137.0
74874,20150917,0,PCA,121.25299203345253
74874,20150917,0,PM2.5,158.0
74880,20150917,1,PCA,124.81017021562371
74880,20150917,1,PM2.5,164.0
74886,20150917,2,PCA,119.31702933152816
74886,20150917,2,PM2.5,158.0
74892,20150917,3,PCA,93.53864039568194
74892,20150917,3,PM2.5,121.0
74898,20150917,4,PCA,108.39529559097872
74898,20150917,4,PM2.5,139.0
74904,20150917,5,PCA,118.03264232988819
74904,20150917,5,PM2.5,153.0
74910,20150917,6,PCA,119.77721743391852
74910,20150917,6,PM2.5,154.0
74916,20150917,7,PCA,121.01670451379431
74916,20150917,7,PM2.5,161.0
74922,20150917,8,PCA,118.33133343074878
74922,20150917,8,PM2.5,162.0
74928,20150917,9,PCA,110.28258154004727
74928,20150917,9,PM2.5,147.0
74934,20150917,10,PCA,103.59332784299872
74934,20150917,10,PM2.5,149.0
74940,20150917,11,PCA,109.31511231544596
74940,20150917,11,PM2.5,160.0
74946,20150917,12,PCA,94.34441461605738
74946,20150917,12,PM2.5,148.0
74952,20150917,13,PCA,81.95557621454184
74952,20150917,13,PM2.5,139.0
74958,20150917,14,PCA,57.19526472104801
74958,20150917,14,PM2.5,111.0
74964,20150917,15,PCA,50.1675485907
74964,20150917,15,PM2.5,103.0
74970,20150917,16,PCA,46.41764541485617
74970,20150917,16,PM2.5,95.0
74976,20150917,17,PCA,52.00775198818414
74976,20150917,17,PM2.5,102.0
74982,20150917,18,PCA,65.66048854322251
74982,20150917,18,PM2.5,110.0
74988,20150917,19,PCA,95.90584232911871
74988,20150917,19,PM2.5,124.0
74994,20150917,20,PCA,113.33223304322
74994,20150917,20,PM2.5,141.0
75000,20150917,21,PCA,114.29070023356013
75000,20150917,21,PM2.5,144.0
75006,20150917,22,PCA,119.80942985282488
75006,20150917,22,PM2.5,150.0
75012,20150917,23,PCA,144.10811437420676
75012,20150917,23,PM2.5,160.0
75018,20150918,0,PCA,142.05453990624582
75018,20150918,0,PM2.5,169.0
75024,20150918,1,PCA,148.0788505371558
75024,20150918,1,PM2.5,192.0
75030,20150918,2,PCA,163.60347362583397
75030,20150918,2,PM2.5,212.0
75036,20150918,3,PCA,164.9854359769305
75036,20150918,3,PM2.5,213.0
75042,20150918,4,PCA,147.79289551571932
75042,20150918,4,PM2.5,194.0
75048,20150918,5,PCA,100.2859188268172
75048,20150918,5,PM2.5,135.0
75054,20150918,6,PCA,78.88094913280428
75054,20150918,6,PM2.5,101.0
75060,20150918,7,PCA,57.78029010052833
75060,20150918,7,PM2.5,72.0
75066,20150918,8,PCA,46.90220900404764
75066,20150918,8,PM2.5,56.0
75072,20150918,9,PCA,55.16769813734659
75072,20150918,9,PM2.5,76.0
75078,20150918,10,PCA,43.922886005392584
75078,20150918,10,PM2.5,73.0
75084,20150918,11,PCA,40.42860810571302
75084,20150918,11,PM2.5,76.0
75090,20150918,12,PCA,15.300020653567167
75090,20150918,12,PM2.5,49.0
75096,20150918,13,PCA,-16.60425656898777
75096,20150918,13,PM2.5,15.0
75102,20150918,14,PCA,-23.917581510558374
75102,20150918,14,PM2.5,10.0
75108,20150918,15,PCA,-20.7824893576356
75108,20150918,15,PM2.5,17.0
75114,20150918,16,PCA,-30.345490448620208
75114,20150918,16,PM2.5,9.0
75120,20150918,17,PCA,-31.23512015308971
75120,20150918,17,PM2.5,10.0
75126,20150918,18,PCA,-26.743185346077915
75126,20150918,18,PM2.5,12.0
75132,20150918,19,PCA,-17.62145856521461
75132,20150918,19,PM2.5,24.0
75138,20150918,20,PCA,-11.346327755848812
75138,20150918,20,PM2.5,43.0
75144,20150918,21,PCA,-1.9125167899558237
75144,20150918,21,PM2.5,55.0
75150,20150918,22,PCA,0.6909688528534136
75150,20150918,22,PM2.5,51.0
75156,20150918,23,PCA,-10.109654716702622
75156,20150918,23,PM2.5,46.0
75162,20150919,0,PCA,-11.16844861581765
75162,20150919,0,PM2.5,49.0
75168,20150919,1,PCA,-25.668840018340696
75168,20150919,1,PM2.5,38.0
75174,20150919,2,PCA,-30.56472852767446
75174,20150919,2,PM2.5,41.0
75180,20150919,3,PCA,-39.062189959617626
75180,20150919,3,PM2.5,35.0
75186,20150919,4,PCA,-45.45498167462681
75186,20150919,4,PM2.5,30.0
75192,20150919,5,PCA,-50.675230283506764
75192,20150919,5,PM2.5,25.0
75198,20150919,6,PCA,-53.415371019101485
75198,20150919,6,PM2.5,23.0
75204,20150919,7,PCA,-55.6184396672277
75204,20150919,7,PM2.5,20.0
75210,20150919,8,PCA,-59.25465637045623
75210,20150919,8,PM2.5,15.0
75216,20150919,9,PCA,-60.788943444142355
75216,20150919,9,PM2.5,14.0
75222,20150919,10,PCA,-69.06397012580176
75222,20150919,10,PM2.5,6.0
75228,20150919,11,PCA,-74.17216128955323
75228,20150919,11,PM2.5,7.0
75234,20150919,12,PCA,-74.60712085918972
75234,20150919,12,PM2.5,12.0
75240,20150919,13,PCA,-83.24095503026052
75240,20150919,13,PM2.5,4.0
75246,20150919,14,PCA,-79.77011735034843
75246,20150919,14,PM2.5,13.0
75252,20150919,15,PCA,-81.95216443430714
75252,20150919,15,PM2.5,15.0
75258,20150919,16,PCA,-87.54945316748434
75258,20150919,16,PM2.5,14.0
75264,20150919,17,PCA,-89.02003763347996
75264,20150919,17,PM2.5,11.0
75270,20150919,18,PCA,-83.02725850973356
75270,20150919,18,PM2.5,14.0
75276,20150919,19,PCA,-69.35590092681393
75276,20150919,19,PM2.5,20.0
75282,20150919,20,PCA,-58.90647209513856
75282,20150919,20,PM2.5,33.0
75288,20150919,21,PCA,-44.78532117915968
75288,20150919,21,PM2.5,43.0
75294,20150919,22,PCA,-22.49871832650469
75294,20150919,22,PM2.5,64.0
75300,20150919,23,PCA,-30.372281029201027
75300,20150919,23,PM2.5,57.0
75306,20150920,0,PCA,-14.1674241155949
75306,20150920,0,PM2.5,79.0
75312,20150920,1,PCA,-6.4384588010731525
75312,20150920,1,PM2.5,95.0
75318,20150920,2,PCA,4.946170945206138
75318,20150920,2,PM2.5,114.0
75324,20150920,3,PCA,11.545773866282905
75324,20150920,3,PM2.5,118.0
75330,20150920,4,PCA,24.8924745934368
75330,20150920,4,PM2.5,132.0
75336,20150920,5,PCA,25.514974090212515
75336,20150920,5,PM2.5,130.0
75342,20150920,6,PCA,26.412495391664972
75342,20150920,6,PM2.5,129.0
75348,20150920,7,PCA,-22.41348147328332
75348,20150920,7,PM2.5,56.0
75354,20150920,8,PCA,-31.740839764709087
75354,20150920,8,PM2.5,44.0
75360,20150920,9,PCA,-26.049231466452685
75360,20150920,9,PM2.5,52.0
75366,20150920,10,PCA,-12.831072345246136
75366,20150920,10,PM2.5,69.0
75372,20150920,11,PCA,17.246919201206623
75372,20150920,11,PM2.5,114.0
75378,20150920,12,PCA,40.308475750200586
75378,20150920,12,PM2.5,160.0
75384,20150920,13,PCA,23.438165404887666
75384,20150920,13,PM2.5,137.0
75390,20150920,14,PCA,9.894830092680701
75390,20150920,14,PM2.5,117.0
75396,20150920,15,PCA,-1.8471692042989876
75396,20150920,15,PM2.5,99.0
75402,20150920,16,PCA,-14.54527145117699
75402,20150920,16,PM2.5,80.0
75408,20150920,17,PCA,-9.881864300272747
75408,20150920,17,PM2.5,82.0
75414,20150920,18,PCA,-16.656401736224144
75414,20150920,18,PM2.5,63.0
75420,20150920,19,PCA,-17.845611654097542
75420,20150920,19,PM2.5,52.0
75426,20150920,20,PCA,-16.98668690554376
75426,20150920,20,PM2.5,43.0
75432,20150920,21,PCA,-1.827126480665632
75432,20150920,21,PM2.5,55.0
75438,20150920,22,PCA,-0.5563567236462414
75438,20150920,22,PM2.5,55.0
75444,20150920,23,PCA,5.309926494385651
75444,20150920,23,PM2.5,62.0
75450,20150921,0,PCA,15.206790873802467
75450,20150921,0,PM2.5,84.0
75456,20150921,1,PCA,28.529319533842056
75456,20150921,1,PM2.5,90.0
75462,20150921,2,PCA,33.942503736923406
75462,20150921,2,PM2.5,97.0
75468,20150921,3,PCA,31.187479435565894
75468,20150921,3,PM2.5,95.0
75474,20150921,4,PCA,19.471780821695816
75474,20150921,4,PM2.5,83.0
75480,20150921,5,PCA,16.82391636134299
75480,20150921,5,PM2.5,82.0
75486,20150921,6,PCA,16.824021737947476
75486,20150921,6,PM2.5,84.0
75492,20150921,7,PCA,20.723222144086066
75492,20150921,7,PM2.5,89.0
75498,20150921,8,PCA,29.396938383684724
75498,20150921,8,PM2.5,96.0
75504,20150921,9,PCA,34.36898147881293
75504,20150921,9,PM2.5,99.0
75510,20150921,10,PCA,35.76680829002796
75510,20150921,10,PM2.5,100.0
75516,20150921,11,PCA,29.259623556852468
75516,20150921,11,PM2.5,99.0
75522,20150921,12,PCA,12.093685034416177
75522,20150921,12,PM2.5,92.0
75528,20150921,13,PCA,5.454542891963512
75528,20150921,13,PM2.5,94.0
75534,20150921,14,PCA,-13.804257035477912
75534,20150921,14,PM2.5,76.0
75540,20150921,15,PCA,-13.940940090747763
75540,20150921,15,PM2.5,76.0
75546,20150921,16,PCA,-16.261047229701248
75546,20150921,16,PM2.5,73.0
75552,20150921,17,PCA,-7.605733787374418
75552,20150921,17,PM2.5,83.0
75558,20150921,18,PCA,-9.278776523423845
75558,20150921,18,PM2.5,82.0
75564,20150921,19,PCA,-2.441628287693526
75564,20150921,19,PM2.5,83.0
75570,20150921,20,PCA,12.878880501409546
75570,20150921,20,PM2.5,93.0
75576,20150921,21,PCA,43.87790587401097
75576,20150921,21,PM2.5,109.0
75582,20150921,22,PCA,52.50987767950432
75582,20150921,22,PM2.5,121.0
75588,20150921,23,PCA,57.62484824241717
75588,20150921,23,PM2.5,123.0
75594,20150922,0,PCA,54.22694475081946
75594,20150922,0,PM2.5,128.0
75600,20150922,1,PCA,65.94615005179307
75600,20150922,1,PM2.5,138.0
75606,20150922,2,PCA,67.29529660194669
75606,20150922,2,PM2.5,135.0
75612,20150922,3,PCA,69.51115548868522
75612,20150922,3,PM2.5,135.0
75618,20150922,4,PCA,81.46542712306888
75618,20150922,4,PM2.5,146.0
75624,20150922,5,PCA,83.78336399069813
75624,20150922,5,PM2.5,150.0
75630,20150922,6,PCA,94.55186504021738
75630,20150922,6,PM2.5,161.0
75636,20150922,7,PCA,104.08896126785949
75636,20150922,7,PM2.5,171.0
75642,20150922,8,PCA,116.01177255364898
75642,20150922,8,PM2.5,180.0
75648,20150922,9,PCA,126.46146914155389
75648,20150922,9,PM2.5,191.0
75654,20150922,10,PCA,128.29375820449314
75654,20150922,10,PM2.5,191.0
75684,20150922,15,PCA,99.85814620443652
75684,20150922,15,PM2.5,156.0
75690,20150922,16,PCA,112.80352173349368
75690,20150922,16,PM2.5,163.0
75696,20150922,17,PCA,129.2427842077993
75696,20150922,17,PM2.5,174.0
75702,20150922,18,PCA,43.0775112343105
75702,20150922,18,PM2.5,46.0
75708,20150922,19,PCA,31.84304782784634
75708,20150922,19,PM2.5,28.0
75714,20150922,20,PCA,41.23430511771649
75714,20150922,20,PM2.5,42.0
75720,20150922,21,PCA,33.01377753432786
75720,20150922,21,PM2.5,34.0
75726,20150922,22,PCA,20.307706067800403
75726,20150922,22,PM2.5,23.0
75732,20150922,23,PCA,22.52467965792993
75732,20150922,23,PM2.5,31.0
75738,20150923,0,PCA,22.570705778744138
75738,20150923,0,PM2.5,38.0
75744,20150923,1,PCA,17.774556157816754
75744,20150923,1,PM2.5,37.0
75750,20150923,2,PCA,11.91987532699887
75750,20150923,2,PM2.5,35.0
75756,20150923,3,PCA,5.752360584701163
75756,20150923,3,PM2.5,32.0
75762,20150923,4,PCA,-5.1106247376248986
75762,20150923,4,PM2.5,25.0
75768,20150923,5,PCA,-14.131818669322506
75768,20150923,5,PM2.5,21.0
75774,20150923,6,PCA,-23.08669220643318
75774,20150923,6,PM2.5,19.0
75780,20150923,7,PCA,-25.141448980398504
75780,20150923,7,PM2.5,19.0
75786,20150923,8,PCA,-30.200476927631453
75786,20150923,8,PM2.5,20.0
75792,20150923,9,PCA,-37.20083430136721
75792,20150923,9,PM2.5,20.0
75798,20150923,10,PCA,-42.74138691229198
75798,20150923,10,PM2.5,22.0
75804,20150923,11,PCA,-46.1560281950963
75804,20150923,11,PM2.5,24.0
75810,20150923,12,PCA,-46.39366135559662
75810,20150923,12,PM2.5,32.0
75816,20150923,13,PCA,-50.390278665892154
75816,20150923,13,PM2.5,33.0
75822,20150923,14,PCA,-59.73334606102512
75822,20150923,14,PM2.5,32.0
75828,20150923,15,PCA,-73.28882302452655
75828,20150923,15,PM2.5,24.0
75834,20150923,16,PCA,-80.00862119656814
75834,20150923,16,PM2.5,19.0
75840,20150923,17,PCA,-81.69572481435098
75840,20150923,17,PM2.5,22.0
75846,20150923,18,PCA,-66.61300301822959
75846,20150923,18,PM2.5,28.0
75852,20150923,19,PCA,-47.92036662550807
75852,20150923,19,PM2.5,39.0
75858,20150923,20,PCA,-28.42104168916679
75858,20150923,20,PM2.5,51.0
75864,20150923,21,PCA,-23.465779841224055
75864,20150923,21,PM2.5,57.0
75870,20150923,22,PCA,-19.877501302687524
75870,20150923,22,PM2.5,58.0
75876,20150923,23,PCA,-17.98513703657998
75876,20150923,23,PM2.5,60.0
75882,20150924,0,PCA,-12.130712162612264
75882,20150924,0,PM2.5,65.0
75888,20150924,1,PCA,-7.236307458363945
75888,20150924,1,PM2.5,72.0
75894,20150924,2,PCA,-12.192849697424538
75894,20150924,2,PM2.5,65.0
75900,20150924,3,PCA,-18.09521273608424
75900,20150924,3,PM2.5,56.0
75906,20150924,4,PCA,-15.030199987242995
75906,20150924,4,PM2.5,60.0
75912,20150924,5,PCA,-11.034611338020097
75912,20150924,5,PM2.5,67.0
75918,20150924,6,PCA,-13.1052478322654
75918,20150924,6,PM2.5,65.0
75924,20150924,7,PCA,-17.49083534141449
75924,20150924,7,PM2.5,61.0
75930,20150924,8,PCA,-12.272137442957662
75930,20150924,8,PM2.5,68.0
75936,20150924,9,PCA,6.222141318119495
75936,20150924,9,PM2.5,93.0
75942,20150924,10,PCA,16.708815236939312
75942,20150924,10,PM2.5,105.0
75948,20150924,11,PCA,36.83669053277098
75948,20150924,11,PM2.5,132.0
75954,20150924,12,PCA,74.05928498223658
75954,20150924,12,PM2.5,193.0
75960,20150924,13,PCA,84.23491517647871
75960,20150924,13,PM2.5,198.0
75966,20150924,14,PCA,90.29092142985903
75966,20150924,14,PM2.5,200.0
75972,20150924,15,PCA,76.91162958802616
75972,20150924,15,PM2.5,188.0
75978,20150924,16,PCA,50.76045151156454
75978,20150924,16,PM2.5,156.0
75984,20150924,17,PCA,55.72807191954696
75984,20150924,17,PM2.5,154.5
75990,20150924,18,PCA,60.695692327529386
75990,20150924,18,PM2.5,153.0
75996,20150924,19,PCA,53.181377718335305
75996,20150924,19,PM2.5,126.0
76002,20150924,20,PCA,5.9143092152356544
76002,20150924,20,PM2.5,44.0
76008,20150924,21,PCA,-6.530312334914216
76008,20150924,21,PM2.5,26.0
76014,20150924,22,PCA,-4.311453760447711
76014,20150924,22,PM2.5,28.0
76020,20150924,23,PCA,-24.012062850035726
76020,20150924,23,PM2.5,15.0
76026,20150925,0,PCA,-18.59861368713357
76026,20150925,0,PM2.5,23.0
76032,20150925,1,PCA,-10.864494536558091
76032,20150925,1,PM2.5,27.0
76038,20150925,2,PCA,-16.780409104686484
76038,20150925,2,PM2.5,25.0
76044,20150925,3,PCA,-11.668750563148624
76044,20150925,3,PM2.5,31.0
76050,20150925,4,PCA,-4.6277388601821015
76050,20150925,4,PM2.5,35.0
76056,20150925,5,PCA,-8.35829181740733
76056,20150925,5,PM2.5,38.0
76062,20150925,6,PCA,-5.898220919818758
76062,20150925,6,PM2.5,35.0
76068,20150925,7,PCA,-6.780497322053767
76068,20150925,7,PM2.5,35.0
76074,20150925,8,PCA,-12.698361216781091
76074,20150925,8,PM2.5,30.0
76080,20150925,9,PCA,-18.376885884173586
76080,20150925,9,PM2.5,26.0
76086,20150925,10,PCA,-27.111074570226403
76086,20150925,10,PM2.5,15.0
76092,20150925,11,PCA,-39.308490987946655
76092,20150925,11,PM2.5,9.0
76098,20150925,12,PCA,-48.11462939845631
76098,20150925,12,PM2.5,9.0
76104,20150925,13,PCA,-52.95980118443968
76104,20150925,13,PM2.5,7.0
76110,20150925,14,PCA,-64.33113955324136
76110,20150925,14,PM2.5,7.0
76116,20150925,15,PCA,-70.17388002881633
76116,20150925,15,PM2.5,5.0
76122,20150925,16,PCA,-74.37209278850013
76122,20150925,16,PM2.5,3.0
76128,20150925,17,PCA,-77.00537853933672
76128,20150925,17,PM2.5,5.0
76134,20150925,18,PCA,-72.47190345885346
76134,20150925,18,PM2.5,7.0
76140,20150925,19,PCA,-64.14115868097844
76140,20150925,19,PM2.5,8.0
76146,20150925,20,PCA,-58.02612885803762
76146,20150925,20,PM2.5,15.0
76152,20150925,21,PCA,-57.01485161719661
76152,20150925,21,PM2.5,16.0
76158,20150925,22,PCA,-55.122743307939224
76158,20150925,22,PM2.5,21.0
76164,20150925,23,PCA,-44.96201867035556
76164,20150925,23,PM2.5,33.0
76170,20150926,0,PCA,-51.48024309306532
76170,20150926,0,PM2.5,24.0
76176,20150926,1,PCA,-49.373917289103694
76176,20150926,1,PM2.5,25.0
76182,20150926,2,PCA,-47.0792918433455
76182,20150926,2,PM2.5,27.0
76188,20150926,3,PCA,-44.82518360968103
76188,20150926,3,PM2.5,30.0
76194,20150926,4,PCA,-50.66648638151808
76194,20150926,4,PM2.5,23.0
76200,20150926,5,PCA,-55.60378031942267
76200,20150926,5,PM2.5,18.0
76206,20150926,6,PCA,-62.12957627497639
76206,20150926,6,PM2.5,9.0
76212,20150926,7,PCA,-59.799162875271804
76212,20150926,7,PM2.5,13.0
76218,20150926,8,PCA,-56.909583622946585
76218,20150926,8,PM2.5,17.0
76224,20150926,9,PCA,-52.36251276292593
76224,20150926,9,PM2.5,23.0
76230,20150926,10,PCA,-51.487702516930405
76230,20150926,10,PM2.5,25.0
76236,20150926,11,PCA,-52.9011596712694
76236,20150926,11,PM2.5,24.0
76242,20150926,12,PCA,-46.41160761784743
76242,20150926,12,PM2.5,39.0
76248,20150926,13,PCA,-52.453435578537245
76248,20150926,13,PM2.5,42.0
76254,20150926,14,PCA,-61.22931551119784
76254,20150926,14,PM2.5,37.0
76260,20150926,15,PCA,-71.10988278743193
76260,20150926,15,PM2.5,28.0
76266,20150926,16,PCA,-67.84324654442513
76266,20150926,16,PM2.5,31.0
76272,20150926,17,PCA,-64.66274738806969
76272,20150926,17,PM2.5,34.0
76278,20150926,18,PCA,-50.51633226447888
76278,20150926,18,PM2.5,42.0
76284,20150926,19,PCA,-34.1438030107108
76284,20150926,19,PM2.5,50.0
76290,20150926,20,PCA,-13.991151999675653
76290,20150926,20,PM2.5,65.0
76296,20150926,21,PCA,-6.098848682718691
76296,20150926,21,PM2.5,68.0
76302,20150926,22,PCA,1.8266523360126734
76302,20150926,22,PM2.5,73.0
76308,20150926,23,PCA,11.209495979549397
76308,20150926,23,PM2.5,81.0
76314,20150927,0,PCA,14.47120794654496
76314,20150927,0,PM2.5,86.0
76320,20150927,1,PCA,11.491373382535171
76320,20150927,1,PM2.5,83.0
76326,20150927,2,PCA,1.4210264410643256
76326,20150927,2,PM2.5,73.0
76332,20150927,3,PCA,2.2065532667603707
76332,20150927,3,PM2.5,72.0
76338,20150927,4,PCA,-0.383998371858196
76338,20150927,4,PM2.5,67.0
76344,20150927,5,PCA,-5.5691682289522975
76344,20150927,5,PM2.5,64.0
76350,20150927,6,PCA,-0.7099476530943152
76350,20150927,6,PM2.5,67.0
76356,20150927,7,PCA,1.443849605500143
76356,20150927,7,PM2.5,71.0
