,date,hour,type,定陵
197364,20180220,9,PCA,-70.03534508478602
197364,20180220,9,PM2.5,8.0
197370,20180220,10,PCA,-69.61742912360451
197370,20180220,10,PM2.5,8.0
197376,20180220,11,PCA,-62.08124010246853
197376,20180220,11,PM2.5,19.0
197382,20180220,12,PCA,-62.93333982051526
197382,20180220,12,PM2.5,17.0
197388,20180220,13,PCA,-65.5274736124964
197388,20180220,13,PM2.5,12.0
197394,20180220,14,PCA,-60.86470483589663
197394,20180220,14,PM2.5,18.0
197400,20180220,15,PCA,-60.1032656210574
197400,20180220,15,PM2.5,18.0
197406,20180220,16,PCA,-59.05509009938487
197406,20180220,16,PM2.5,20.0
197412,20180220,17,PCA,-62.88602536238614
197412,20180220,17,PM2.5,15.0
197418,20180220,18,PCA,-67.78163130842464
197418,20180220,18,PM2.5,9.0
197424,20180220,19,PCA,-65.00241872470075
197424,20180220,19,PM2.5,14.0
197430,20180220,20,PCA,-50.86012052809693
197430,20180220,20,PM2.5,21.0
197436,20180220,21,PCA,-19.366564804231924
197436,20180220,21,PM2.5,41.0
197442,20180220,22,PCA,-45.52809753909767
197442,20180220,22,PM2.5,23.0
197448,20180220,23,PCA,-58.38842310698076
197448,20180220,23,PM2.5,15.0
197454,20180221,0,PCA,-69.0576691757342
197454,20180221,0,PM2.5,10.0
197484,20180221,5,PCA,-76.4011848349088
197484,20180221,5,PM2.5,5.0
197490,20180221,6,PCA,-66.50974631361008
197490,20180221,6,PM2.5,13.0
197496,20180221,7,PCA,-65.99762522232395
197496,20180221,7,PM2.5,16.0
197502,20180221,8,PCA,-56.76665616344953
197502,20180221,8,PM2.5,20.0
197508,20180221,9,PCA,-54.91888719152689
197508,20180221,9,PM2.5,20.0
197514,20180221,10,PCA,-49.223716209738924
197514,20180221,10,PM2.5,20.0
197520,20180221,11,PCA,-49.128407379912574
197520,20180221,11,PM2.5,25.0
197526,20180221,12,PCA,-67.49174022899638
197526,20180221,12,PM2.5,13.0
197532,20180221,13,PCA,-48.50591727126969
197532,20180221,13,PM2.5,26.0
197538,20180221,14,PCA,-64.33733205231556
197538,20180221,14,PM2.5,14.0
197544,20180221,15,PCA,-45.132735305174286
197544,20180221,15,PM2.5,19.0
197550,20180221,16,PCA,-46.67777461969123
197550,20180221,16,PM2.5,27.0
197556,20180221,17,PCA,-52.991087538098604
197556,20180221,17,PM2.5,15.0
197562,20180221,18,PCA,-69.82224642521038
197562,20180221,18,PM2.5,7.0
197568,20180221,19,PCA,-71.9815419130365
197568,20180221,19,PM2.5,4.0
197574,20180221,20,PCA,-75.63794667572604
197574,20180221,20,PM2.5,3.0
197580,20180221,21,PCA,-60.6228280857956
197580,20180221,21,PM2.5,15.0
197586,20180221,22,PCA,-55.243476431416894
197586,20180221,22,PM2.5,17.0
197592,20180221,23,PCA,-56.718512708381134
197592,20180221,23,PM2.5,15.0
197598,20180222,0,PCA,-62.272175778477965
197598,20180222,0,PM2.5,11.0
197604,20180222,1,PCA,-63.23917061723119
197604,20180222,1,PM2.5,12.0
197610,20180222,2,PCA,-69.77837493176881
197610,20180222,2,PM2.5,4.0
197616,20180222,3,PCA,-62.37746675689934
197616,20180222,3,PM2.5,16.0
197622,20180222,4,PCA,-70.74052136744503
197622,20180222,4,PM2.5,6.0
197628,20180222,5,PCA,-65.97203190010734
197628,20180222,5,PM2.5,7.0
197634,20180222,6,PCA,-63.1949784052755
197634,20180222,6,PM2.5,10.0
197640,20180222,7,PCA,-64.012887068097
197640,20180222,7,PM2.5,12.0
197646,20180222,8,PCA,-65.82101095274224
197646,20180222,8,PM2.5,8.0
197652,20180222,9,PCA,-55.856643568190044
197652,20180222,9,PM2.5,10.0
197658,20180222,10,PCA,-54.68051273253226
197658,20180222,10,PM2.5,12.0
197664,20180222,11,PCA,-60.0387403390428
197664,20180222,11,PM2.5,10.0
197670,20180222,12,PCA,-62.128190761538
197670,20180222,12,PM2.5,7.0
197676,20180222,13,PCA,-45.76830714593915
197676,20180222,13,PM2.5,14.0
197682,20180222,14,PCA,-61.22865226336525
197682,20180222,14,PM2.5,10.0
197688,20180222,15,PCA,-55.625620960108705
197688,20180222,15,PM2.5,15.0
197694,20180222,16,PCA,-58.2738597163222
197694,20180222,16,PM2.5,12.0
197700,20180222,17,PCA,-53.19610813583458
197700,20180222,17,PM2.5,15.0
197706,20180222,18,PCA,-68.94169712701424
197706,20180222,18,PM2.5,8.0
197712,20180222,19,PCA,-67.27026064796918
197712,20180222,19,PM2.5,11.0
197718,20180222,20,PCA,-61.6179760032292
197718,20180222,20,PM2.5,12.0
197724,20180222,21,PCA,-61.47384834512111
197724,20180222,21,PM2.5,11.0
197730,20180222,22,PCA,-57.50387540002007
197730,20180222,22,PM2.5,15.0
197736,20180222,23,PCA,-47.82239218526038
197736,20180222,23,PM2.5,27.0
197742,20180223,0,PCA,-66.29161746971506
197742,20180223,0,PM2.5,9.0
197748,20180223,1,PCA,-64.2430296049511
197748,20180223,1,PM2.5,11.0
197754,20180223,2,PCA,-65.16292061329818
197754,20180223,2,PM2.5,12.0
197760,20180223,3,PCA,-68.12384911915467
197760,20180223,3,PM2.5,10.0
197766,20180223,4,PCA,-66.39172989622472
197766,20180223,4,PM2.5,14.0
197772,20180223,5,PCA,-71.54829034428884
197772,20180223,5,PM2.5,7.0
197778,20180223,6,PCA,-72.95433252368461
197778,20180223,6,PM2.5,9.0
197784,20180223,7,PCA,-66.1229196366249
197784,20180223,7,PM2.5,11.0
197790,20180223,8,PCA,-66.48436361911641
197790,20180223,8,PM2.5,6.0
197796,20180223,9,PCA,-50.29540956544548
197796,20180223,9,PM2.5,20.0
197802,20180223,10,PCA,-43.158089585738615
197802,20180223,10,PM2.5,18.0
197808,20180223,11,PCA,-37.620372011598185
197808,20180223,11,PM2.5,22.0
197814,20180223,12,PCA,-47.96301760164737
197814,20180223,12,PM2.5,17.0
197820,20180223,13,PCA,-49.557890607734016
197820,20180223,13,PM2.5,21.0
197826,20180223,14,PCA,-43.80192946947192
197826,20180223,14,PM2.5,20.0
197832,20180223,15,PCA,-56.03328303260045
197832,20180223,15,PM2.5,15.0
197838,20180223,17,PCA,-70.83915873055163
197838,20180223,17,PM2.5,6.0
197844,20180223,21,PCA,-73.70599909670759
197844,20180223,21,PM2.5,3.0
197850,20180223,22,PCA,-71.71820138841777
197850,20180223,22,PM2.5,6.0
197856,20180223,23,PCA,-72.36495611027347
197856,20180223,23,PM2.5,5.0
197862,20180224,0,PCA,-71.42414435018836
197862,20180224,0,PM2.5,5.0
197868,20180224,1,PCA,11.77848168314567
197868,20180224,1,PM2.5,51.0
197874,20180224,2,PCA,40.208137511695206
197874,20180224,2,PM2.5,80.0
197880,20180224,3,PCA,4.516605005157171
197880,20180224,3,PM2.5,59.0
197886,20180224,4,PCA,-22.623270294572734
197886,20180224,4,PM2.5,36.0
197892,20180224,5,PCA,-11.998784679338733
197892,20180224,5,PM2.5,38.0
197898,20180224,6,PCA,-9.972080723594202
197898,20180224,6,PM2.5,41.0
197904,20180224,7,PCA,-10.618180898160107
197904,20180224,7,PM2.5,40.0
197910,20180224,8,PCA,-5.332057526868918
197910,20180224,8,PM2.5,41.0
197916,20180224,9,PCA,-8.54327369565821
197916,20180224,9,PM2.5,41.0
197922,20180224,10,PCA,-31.899831074083274
197922,20180224,10,PM2.5,27.0
197928,20180224,11,PCA,-45.412732354501074
197928,20180224,11,PM2.5,21.0
197934,20180224,12,PCA,-42.402647800465594
197934,20180224,12,PM2.5,23.0
197940,20180224,13,PCA,-41.69563314742865
197940,20180224,13,PM2.5,26.0
197946,20180224,14,PCA,-48.25241688293732
197946,20180224,14,PM2.5,19.0
197952,20180224,15,PCA,-49.294986671089276
197952,20180224,15,PM2.5,20.0
197958,20180224,16,PCA,-40.10982678325945
197958,20180224,16,PM2.5,24.0
197964,20180224,17,PCA,-41.963103278466306
197964,20180224,17,PM2.5,19.0
197970,20180224,18,PCA,-34.01182613958097
197970,20180224,18,PM2.5,26.0
197976,20180224,19,PCA,-33.07101437949585
197976,20180224,19,PM2.5,26.0
197982,20180224,20,PCA,-31.887974466117576
197982,20180224,20,PM2.5,33.0
197988,20180224,21,PCA,-31.392346005488424
197988,20180224,21,PM2.5,34.0
197994,20180224,22,PCA,-30.17893298508997
197994,20180224,22,PM2.5,33.0
198000,20180224,23,PCA,-40.19421579011051
198000,20180224,23,PM2.5,24.0
198006,20180225,0,PCA,-49.96606666111975
198006,20180225,0,PM2.5,23.0
198012,20180225,1,PCA,-27.79487149005191
198012,20180225,1,PM2.5,38.0
198018,20180225,2,PCA,-32.93171496709613
198018,20180225,2,PM2.5,31.0
198024,20180225,3,PCA,-39.73694529300228
198024,20180225,3,PM2.5,30.0
198030,20180225,4,PCA,-37.66916815180355
198030,20180225,4,PM2.5,32.0
198036,20180225,5,PCA,-49.72623454021445
198036,20180225,5,PM2.5,25.0
198042,20180225,6,PCA,-44.47190461054742
198042,20180225,6,PM2.5,28.0
198048,20180225,7,PCA,-49.365231946582064
198048,20180225,7,PM2.5,25.0
198054,20180225,8,PCA,-49.729265247796754
198054,20180225,8,PM2.5,20.0
198060,20180225,9,PCA,-33.71396326166907
198060,20180225,9,PM2.5,34.0
198066,20180225,10,PCA,-37.60773034765251
198066,20180225,10,PM2.5,30.0
198072,20180225,11,PCA,-30.483002856592424
198072,20180225,11,PM2.5,35.0
198078,20180225,12,PCA,-17.409979471014218
198078,20180225,12,PM2.5,42.0
198084,20180225,13,PCA,-13.484098224892502
198084,20180225,13,PM2.5,45.0
198090,20180225,14,PCA,-15.396655244539238
198090,20180225,14,PM2.5,45.0
198096,20180225,15,PCA,-1.7337144932089568
198096,20180225,15,PM2.5,54.0
198102,20180225,16,PCA,-1.1175684403947201
198102,20180225,16,PM2.5,54.0
198108,20180225,17,PCA,0.2710158523349266
198108,20180225,17,PM2.5,53.0
198114,20180225,18,PCA,5.4541989536843065
198114,20180225,18,PM2.5,55.0
198120,20180225,19,PCA,24.90321434415455
198120,20180225,19,PM2.5,66.0
198126,20180225,20,PCA,34.67981267328449
198126,20180225,20,PM2.5,73.0
198132,20180225,21,PCA,17.13904780121944
198132,20180225,21,PM2.5,63.0
198138,20180225,22,PCA,34.91845363950879
198138,20180225,22,PM2.5,75.0
198144,20180225,23,PCA,59.18353310453261
198144,20180225,23,PM2.5,90.0
198150,20180226,0,PCA,73.90855731890467
198150,20180226,0,PM2.5,99.0
198156,20180226,1,PCA,84.30962613650493
198156,20180226,1,PM2.5,106.0
198162,20180226,2,PCA,68.73571869534167
198162,20180226,2,PM2.5,96.0
198168,20180226,3,PCA,43.85680327418582
198168,20180226,3,PM2.5,81.0
198174,20180226,4,PCA,49.773706568960336
198174,20180226,4,PM2.5,85.0
198180,20180226,5,PCA,50.303519726671816
198180,20180226,5,PM2.5,85.0
198186,20180226,6,PCA,51.07303691781613
198186,20180226,6,PM2.5,84.0
198192,20180226,7,PCA,52.46181674310305
198192,20180226,7,PM2.5,85.0
198198,20180226,8,PCA,38.85017899636585
198198,20180226,8,PM2.5,77.0
198204,20180226,9,PCA,52.9565732146412
198204,20180226,9,PM2.5,87.0
198210,20180226,10,PCA,79.26275238939414
198210,20180226,10,PM2.5,104.0
198216,20180226,11,PCA,75.2005044561864
198216,20180226,11,PM2.5,101.0
198222,20180226,12,PCA,83.94922599018
198222,20180226,12,PM2.5,106.0
198228,20180226,13,PCA,106.18357413472408
198228,20180226,13,PM2.5,119.0
198234,20180226,14,PCA,124.0892038116954
198234,20180226,14,PM2.5,130.0
198240,20180226,15,PCA,127.32426017582524
198240,20180226,15,PM2.5,132.0
198246,20180226,16,PCA,130.97937738277835
198246,20180226,16,PM2.5,134.0
198252,20180226,17,PCA,122.73383990953349
198252,20180226,17,PM2.5,129.0
198258,20180226,18,PCA,124.40526218132825
198258,20180226,18,PM2.5,130.0
198264,20180226,19,PCA,146.49096277506322
198264,20180226,19,PM2.5,142.0
198270,20180226,20,PCA,130.73567165932982
198270,20180226,20,PM2.5,133.0
198276,20180226,21,PCA,180.61944145343747
198276,20180226,21,PM2.5,164.0
198282,20180226,22,PCA,177.71282025844883
198282,20180226,22,PM2.5,163.0
198288,20180226,23,PCA,160.25406017982274
198288,20180226,23,PM2.5,151.0
198294,20180227,0,PCA,128.38149431025087
198294,20180227,0,PM2.5,133.0
198300,20180227,1,PCA,124.35513526020591
198300,20180227,1,PM2.5,131.0
198306,20180227,2,PCA,104.28192672424558
198306,20180227,2,PM2.5,120.0
198312,20180227,3,PCA,94.78457815208267
198312,20180227,3,PM2.5,114.0
198318,20180227,4,PCA,69.8198795012324
198318,20180227,4,PM2.5,98.0
198324,20180227,5,PCA,58.107019784205036
198324,20180227,5,PM2.5,91.0
198330,20180227,6,PCA,113.27114513518016
198330,20180227,6,PM2.5,121.0
198336,20180227,7,PCA,99.04152454646399
198336,20180227,7,PM2.5,113.0
198342,20180227,8,PCA,113.32381017433977
198342,20180227,8,PM2.5,120.0
198348,20180227,9,PCA,172.68698322471099
198348,20180227,9,PM2.5,156.0
198354,20180227,10,PCA,310.5144060122737
198354,20180227,10,PM2.5,254.0
198360,20180227,11,PCA,255.94816543591324
198360,20180227,11,PM2.5,217.0
198366,20180227,12,PCA,195.6905133827622
198366,20180227,12,PM2.5,176.0
198372,20180227,13,PCA,192.35119868838322
198372,20180227,13,PM2.5,176.0
198378,20180227,14,PCA,191.36750634162976
198378,20180227,14,PM2.5,175.0
198384,20180227,15,PCA,194.7989629078404
198384,20180227,15,PM2.5,178.0
198390,20180227,16,PCA,204.07122012484174
198390,20180227,16,PM2.5,185.0
198396,20180227,17,PCA,187.4487416385251
198396,20180227,17,PM2.5,173.0
198402,20180227,18,PCA,186.18488345695346
198402,20180227,18,PM2.5,172.0
198408,20180227,19,PCA,198.02724822993787
198408,20180227,19,PM2.5,180.0
198414,20180227,20,PCA,200.61910341191503
198414,20180227,20,PM2.5,182.0
198420,20180227,21,PCA,171.92056723848316
198420,20180227,21,PM2.5,162.0
198426,20180227,22,PCA,181.69353558448455
198426,20180227,22,PM2.5,169.0
198432,20180227,23,PCA,197.75786397839468
198432,20180227,23,PM2.5,180.0
198438,20180228,0,PCA,193.44329041964235
198438,20180228,0,PM2.5,177.0
198444,20180228,1,PCA,190.82470292556863
198444,20180228,1,PM2.5,175.0
198450,20180228,2,PCA,177.1535630100737
198450,20180228,2,PM2.5,165.0
198456,20180228,3,PCA,122.91697937660727
198456,20180228,3,PM2.5,130.0
198462,20180228,4,PCA,95.21382285519515
198462,20180228,4,PM2.5,114.0
198468,20180228,5,PCA,93.85404184348596
198468,20180228,5,PM2.5,113.0
198474,20180228,6,PCA,83.03571161199393
198474,20180228,6,PM2.5,106.0
198480,20180228,7,PCA,65.51522070795
198480,20180228,7,PM2.5,94.0
198486,20180228,8,PCA,79.2745307396924
198486,20180228,8,PM2.5,102.0
198492,20180228,9,PCA,73.88297627951943
198492,20180228,9,PM2.5,100.0
198498,20180228,10,PCA,75.25774538028334
198498,20180228,10,PM2.5,101.0
198504,20180228,11,PCA,62.52816722372418
198504,20180228,11,PM2.5,94.0
198510,20180228,12,PCA,61.74097306132018
198510,20180228,12,PM2.5,94.0
198516,20180228,13,PCA,90.30043580655882
198516,20180228,13,PM2.5,112.0
198522,20180228,14,PCA,98.62962419231431
198522,20180228,14,PM2.5,117.0
198528,20180228,15,PCA,100.53981471501797
198528,20180228,15,PM2.5,118.0
198534,20180228,16,PCA,108.28962574536506
198534,20180228,16,PM2.5,122.0
198540,20180228,17,PCA,104.62027297891562
198540,20180228,17,PM2.5,120.0
198546,20180228,18,PCA,-32.334488571920375
198546,20180228,18,PM2.5,7.0
198552,20180228,19,PCA,-58.515025148852196
198552,20180228,19,PM2.5,4.0
198558,20180228,20,PCA,-71.74859942973627
198558,20180228,20,PM2.5,3.0
198564,20180228,21,PCA,-58.95955390101837
198564,20180228,21,PM2.5,5.0
198570,20180228,22,PCA,-43.18855380084441
198570,20180228,22,PM2.5,9.0
198576,20180228,23,PCA,-32.458968826776534
198576,20180228,23,PM2.5,12.0
198582,20180301,0,PCA,-54.66202010762366
198582,20180301,0,PM2.5,4.0
198588,20180301,1,PCA,-61.416009665111865
198588,20180301,1,PM2.5,7.0
198594,20180301,2,PCA,-63.82016403875205
198594,20180301,2,PM2.5,13.0
198600,20180301,3,PCA,-71.39525294919984
198600,20180301,3,PM2.5,7.0
198606,20180301,4,PCA,-71.699012111983
198606,20180301,4,PM2.5,6.0
198612,20180301,5,PCA,-73.6788370722946
198612,20180301,5,PM2.5,3.0
198618,20180301,6,PCA,-64.90479553591788
198618,20180301,6,PM2.5,8.0
198624,20180301,7,PCA,-66.86543121979471
198624,20180301,7,PM2.5,5.0
198630,20180301,8,PCA,-62.423561671276715
198630,20180301,8,PM2.5,4.0
198636,20180301,9,PCA,-61.74628205539784
198636,20180301,9,PM2.5,8.0
198642,20180301,10,PCA,-66.31933605914924
198642,20180301,10,PM2.5,9.0
198648,20180301,11,PCA,-74.97642869978888
198648,20180301,11,PM2.5,4.0
198654,20180301,12,PCA,-71.42479889747815
198654,20180301,12,PM2.5,5.0
198660,20180301,13,PCA,-72.94755780604487
198660,20180301,13,PM2.5,6.0
198666,20180301,14,PCA,-70.3832943607971
198666,20180301,14,PM2.5,8.0
198672,20180301,15,PCA,-69.08299441098244
198672,20180301,15,PM2.5,10.0
198678,20180301,16,PCA,-59.98257679889473
198678,20180301,16,PM2.5,13.0
198684,20180301,17,PCA,-48.47441710858344
198684,20180301,17,PM2.5,13.0
198690,20180301,18,PCA,-33.51774529824041
198690,20180301,18,PM2.5,23.0
198696,20180301,19,PCA,-28.305584922156463
198696,20180301,19,PM2.5,24.0
198702,20180301,20,PCA,-26.525686214667346
198702,20180301,20,PM2.5,31.0
198708,20180301,21,PCA,-25.912559624872788
198708,20180301,21,PM2.5,33.0
198714,20180301,22,PCA,-23.065766378571503
198714,20180301,22,PM2.5,37.0
198720,20180301,23,PCA,-32.77222889128119
198720,20180301,23,PM2.5,27.0
198726,20180302,0,PCA,-23.329523357751007
198726,20180302,0,PM2.5,41.0
198732,20180302,1,PCA,-2.4315441367234967
198732,20180302,1,PM2.5,54.0
198738,20180302,2,PCA,-18.459584472338044
198738,20180302,2,PM2.5,43.0
198744,20180302,3,PCA,-18.043505300321293
198744,20180302,3,PM2.5,43.0
198750,20180302,4,PCA,-13.262173143085231
198750,20180302,4,PM2.5,46.0
198756,20180302,5,PCA,-16.819957912344837
198756,20180302,5,PM2.5,41.0
198762,20180302,6,PCA,-10.000277571784297
198762,20180302,6,PM2.5,48.0
198768,20180302,7,PCA,-16.253815631844674
198768,20180302,7,PM2.5,44.0
198774,20180302,8,PCA,-12.92197701294421
198774,20180302,8,PM2.5,46.0
198780,20180302,9,PCA,-18.10461044888529
198780,20180302,9,PM2.5,43.0
198786,20180302,10,PCA,-8.635957830688268
198786,20180302,10,PM2.5,49.0
198792,20180302,11,PCA,-7.274867724399487
198792,20180302,11,PM2.5,50.0
198798,20180302,12,PCA,17.760985086361305
198798,20180302,12,PM2.5,66.0
198804,20180302,13,PCA,21.60721906160201
198804,20180302,13,PM2.5,68.0
198810,20180302,14,PCA,25.691671622343307
198810,20180302,14,PM2.5,71.0
198816,20180302,15,PCA,25.869530195666304
198816,20180302,15,PM2.5,71.0
198822,20180302,16,PCA,34.67591230836775
198822,20180302,16,PM2.5,76.0
198828,20180302,17,PCA,46.33943266267143
198828,20180302,17,PM2.5,82.0
198834,20180302,18,PCA,48.8523931033261
198834,20180302,18,PM2.5,83.0
198840,20180302,19,PCA,50.00997658380182
198840,20180302,19,PM2.5,84.0
198846,20180302,20,PCA,38.948149219435685
198846,20180302,20,PM2.5,77.0
198852,20180302,21,PCA,44.87928807370646
198852,20180302,21,PM2.5,81.0
198858,20180302,22,PCA,47.120927478191405
198858,20180302,22,PM2.5,83.0
198864,20180302,23,PCA,71.80809522134078
198864,20180302,23,PM2.5,98.0
198870,20180303,0,PCA,134.3001331922496
198870,20180303,0,PM2.5,136.0
198876,20180303,1,PCA,129.58622199666178
198876,20180303,1,PM2.5,133.0
198882,20180303,2,PCA,81.51399596011962
198882,20180303,2,PM2.5,106.0
198888,20180303,3,PCA,82.01800324347256
198888,20180303,3,PM2.5,107.0
198894,20180303,4,PCA,82.41049598713727
198894,20180303,4,PM2.5,107.0
198900,20180303,5,PCA,110.8080456550093
198900,20180303,5,PM2.5,125.0
198906,20180303,6,PCA,103.26225809161446
198906,20180303,6,PM2.5,119.0
198912,20180303,7,PCA,111.5734885114782
198912,20180303,7,PM2.5,124.0
198918,20180303,8,PCA,117.29520271648282
198918,20180303,8,PM2.5,127.0
198924,20180303,9,PCA,118.35812935975885
198924,20180303,9,PM2.5,128.0
198930,20180303,10,PCA,148.33677092109752
198930,20180303,10,PM2.5,146.0
198936,20180303,11,PCA,179.38224225436548
198936,20180303,11,PM2.5,167.0
198942,20180303,12,PCA,177.80753154429547
198942,20180303,12,PM2.5,165.0
198948,20180303,13,PCA,188.32210051427654
198948,20180303,13,PM2.5,172.0
198954,20180303,14,PCA,200.69434545807732
198954,20180303,14,PM2.5,181.0
198960,20180303,15,PCA,217.84178660030062
198960,20180303,15,PM2.5,193.0
198966,20180303,16,PCA,209.56238195277106
198966,20180303,16,PM2.5,187.0
198972,20180303,17,PCA,205.39061021958926
198972,20180303,17,PM2.5,184.0
198978,20180303,18,PCA,211.85651594851004
198978,20180303,18,PM2.5,188.0
198984,20180303,19,PCA,213.36388549416156
198984,20180303,19,PM2.5,189.0
198990,20180303,20,PCA,236.9334650647814
198990,20180303,20,PM2.5,205.0
198996,20180303,21,PCA,273.831970823798
198996,20180303,21,PM2.5,229.0
199002,20180303,22,PCA,82.07902346778508
199002,20180303,22,PM2.5,106.0
199008,20180303,23,PCA,-70.9559886226915
199008,20180303,23,PM2.5,9.0
199014,20180304,0,PCA,-59.332597736676064
199014,20180304,0,PM2.5,12.0
199020,20180304,1,PCA,-61.800744633471005
199020,20180304,1,PM2.5,3.0
199026,20180304,2,PCA,-56.72589299489129
199026,20180304,2,PM2.5,9.0
199032,20180304,3,PCA,-53.338454447971024
199032,20180304,3,PM2.5,5.0
199038,20180304,4,PCA,-47.586131573924916
199038,20180304,4,PM2.5,9.0
199044,20180304,5,PCA,-49.177125692358786
199044,20180304,5,PM2.5,11.0
199050,20180304,6,PCA,-50.48033726062392
199050,20180304,6,PM2.5,7.0
199056,20180304,7,PCA,-47.79447981269216
199056,20180304,7,PM2.5,11.0
199062,20180304,8,PCA,-38.06149996055871
199062,20180304,8,PM2.5,17.0
199068,20180304,9,PCA,-36.013234395522076
199068,20180304,9,PM2.5,17.0
199074,20180304,10,PCA,10.495532406359027
199074,20180304,10,PM2.5,40.0
199080,20180304,11,PCA,170.43738882530675
199080,20180304,11,PM2.5,157.0
199086,20180304,12,PCA,94.09503550742757
199086,20180304,12,PM2.5,112.0
199092,20180304,13,PCA,90.92773293484173
199092,20180304,13,PM2.5,97.0
199098,20180304,14,PCA,77.4613940178338
199098,20180304,14,PM2.5,70.0
199104,20180304,15,PCA,71.85906782149962
199104,20180304,15,PM2.5,57.0
199110,20180304,16,PCA,77.4413974576117
199110,20180304,16,PM2.5,63.0
199116,20180304,17,PCA,74.43730877588466
199116,20180304,17,PM2.5,53.0
199122,20180304,18,PCA,71.28653153182702
199122,20180304,18,PM2.5,48.0
199128,20180304,19,PCA,53.19240020354953
199128,20180304,19,PM2.5,44.0
199134,20180304,20,PCA,38.62308259046804
