,date,hour,type,农展馆
2754,20140423,4,PM2.5,94.0
2760,20140423,5,PCA,41.455652009036434
2760,20140423,5,PM2.5,97.0
2766,20140423,6,PCA,52.286619749316046
2766,20140423,6,PM2.5,104.0
2772,20140423,7,PCA,65.39542211134264
2772,20140423,7,PM2.5,112.0
2778,20140423,8,PCA,94.69357166165243
2778,20140423,8,PM2.5,137.0
2784,20140423,9,PCA,114.98846616704247
2784,20140423,9,PM2.5,153.0
2790,20140423,10,PCA,140.48158942767932
2790,20140423,10,PM2.5,167.0
2796,20140423,11,PCA,158.08061668739256
2796,20140423,11,PM2.5,178.0
2802,20140423,12,PCA,167.01177844078381
2802,20140423,12,PM2.5,185.0
2808,20140423,13,PCA,142.3301990340878
2808,20140423,13,PM2.5,160.0
2814,20140423,14,PCA,137.5276256397834
2814,20140423,14,PM2.5,160.0
2820,20140423,15,PCA,130.53328743319494
2820,20140423,15,PM2.5,159.0
2826,20140423,16,PCA,115.4931509937313
2826,20140423,16,PM2.5,147.0
2832,20140423,17,PCA,118.53226038489973
2832,20140423,17,PM2.5,149.0
2838,20140423,18,PCA,108.53968283304259
2838,20140423,18,PM2.5,138.0
2844,20140429,2,PCA,22.579407826836317
2844,20140429,2,PM2.5,81.5
2850,20140429,3,PCA,31.14175460662045
2850,20140429,3,PM2.5,85.9
2856,20140429,4,PCA,40.43381075156271
2856,20140429,4,PM2.5,94.5
2862,20140429,5,PCA,33.92103568637454
2862,20140429,5,PM2.5,86.8
2868,20140429,6,PCA,27.15308033914513
2868,20140429,6,PM2.5,81.6
2874,20140429,7,PCA,22.82554628026672
2874,20140429,7,PM2.5,77.3
2880,20140429,8,PCA,28.662263804818306
2880,20140429,8,PM2.5,81.3
2886,20140429,9,PCA,37.177270358894084
2886,20140429,9,PM2.5,91.3
2892,20140429,10,PCA,26.7948005220468
2892,20140429,10,PM2.5,89.7
2898,20140429,11,PCA,27.387562834630106
2898,20140429,11,PM2.5,97.3
2904,20140429,12,PCA,35.16417907252158
2904,20140429,12,PM2.5,105.8
2910,20140429,13,PCA,36.99041923947833
2910,20140429,13,PM2.5,115.2
2916,20140429,14,PCA,20.921188797143273
2916,20140429,14,PM2.5,102.1
2922,20140429,15,PCA,-4.816838012552978
2922,20140429,15,PM2.5,75.0
2928,20140429,16,PCA,-6.938410748955303
2928,20140429,16,PM2.5,76.3
2934,20140429,17,PCA,-4.440724655892521
2934,20140429,17,PM2.5,77.2
2940,20140429,18,PCA,23.646437210703933
2940,20140429,18,PM2.5,108.7
2946,20140429,19,PCA,2.376156363032746
2946,20140429,19,PM2.5,76.0
2952,20140429,20,PCA,9.909271571161002
2952,20140429,20,PM2.5,77.9
2958,20140429,21,PCA,32.33169808155408
2958,20140429,21,PM2.5,100.8
2964,20140429,22,PCA,32.70524540992916
2964,20140429,22,PM2.5,94.4
2970,20140429,23,PCA,31.22868281207973
2970,20140429,23,PM2.5,92.7
2976,20140430,0,PCA,26.989251410539843
2976,20140430,0,PM2.5,87.4
2982,20140430,1,PCA,23.432147801356834
2982,20140430,1,PM2.5,83.9
2988,20140430,2,PCA,23.105084997385788
2988,20140430,2,PM2.5,85.2
2994,20140430,3,PCA,26.5064348380106
2994,20140430,3,PM2.5,86.1
3000,20140430,4,PCA,33.70737352421785
3000,20140430,4,PM2.5,90.7
3006,20140430,5,PCA,48.385395828214605
3006,20140430,5,PM2.5,102.4
3012,20140430,6,PCA,53.98950290110749
3012,20140430,6,PM2.5,105.0
3018,20140430,7,PCA,59.56046758305795
3018,20140430,7,PM2.5,106.4
3024,20140430,8,PCA,70.5137998888369
3024,20140430,8,PM2.5,116.0
3030,20140430,9,PCA,89.29894203691977
3030,20140430,9,PM2.5,129.1
3036,20140430,10,PCA,107.02677806057439
3036,20140430,10,PM2.5,143.8
3042,20140430,11,PCA,95.59375229354607
3042,20140430,11,PM2.5,145.0
3048,20140430,12,PCA,61.33466605384092
3048,20140430,12,PM2.5,133.7
3054,20140430,13,PCA,29.4780573765772
3054,20140430,13,PM2.5,104.6
3060,20140430,14,PCA,20.004446840159865
3060,20140430,14,PM2.5,94.0
3066,20140430,15,PCA,19.21425156932159
3066,20140430,15,PM2.5,89.5
3072,20140430,16,PCA,10.939668985151695
3072,20140430,16,PM2.5,78.6
3078,20140430,17,PCA,6.915936200890153
3078,20140430,17,PM2.5,70.3
3084,20140430,18,PCA,21.442758091420085
3084,20140430,18,PM2.5,87.7
3090,20140430,19,PCA,15.26678525051151
3090,20140430,19,PM2.5,77.4
3096,20140430,20,PCA,22.748807232686875
3096,20140430,20,PM2.5,80.9
3102,20140430,21,PCA,29.15278389550313
3102,20140430,21,PM2.5,83.8
3108,20140430,22,PCA,27.263878319591047
3108,20140430,22,PM2.5,82.2
3114,20140430,23,PCA,23.621587939536134
3114,20140430,23,PM2.5,78.4
3120,20140501,0,PCA,33.723982651566324
3120,20140501,0,PM2.5,93.0
3126,20140501,1,PCA,42.88043495525419
3126,20140501,1,PM2.5,98.2
3132,20140501,2,PCA,49.63554427319708
3132,20140501,2,PM2.5,105.8
3138,20140501,3,PCA,46.85259834883326
3138,20140501,3,PM2.5,106.8
3144,20140501,4,PCA,54.94586021945157
3144,20140501,4,PM2.5,112.0
3150,20140501,5,PCA,59.202850515727285
3150,20140501,5,PM2.5,123.1
3156,20140501,6,PCA,64.85624310635292
3156,20140501,6,PM2.5,126.2
3162,20140501,7,PCA,81.647611988298
3162,20140501,7,PM2.5,138.8
3168,20140501,8,PCA,95.27902800009274
3168,20140501,8,PM2.5,152.1
3174,20140501,9,PCA,99.96045191893808
3174,20140501,9,PM2.5,160.1
3180,20140501,10,PCA,96.65325545617185
3180,20140501,10,PM2.5,163.2
3186,20140501,11,PCA,81.8659831774262
3186,20140501,11,PM2.5,152.3
3192,20140501,12,PCA,69.67557139115128
3192,20140501,12,PM2.5,145.9
3198,20140501,13,PCA,72.26743638666308
3198,20140501,13,PM2.5,151.3
3204,20140501,14,PCA,72.4794243480156
3204,20140501,14,PM2.5,152.3
3210,20140501,15,PCA,56.882421106977866
3210,20140501,15,PM2.5,128.3
3216,20140501,16,PCA,67.3200810218572
3216,20140501,16,PM2.5,139.8
3222,20140501,17,PCA,63.166786815958666
3222,20140501,17,PM2.5,130.5
3228,20140501,18,PCA,48.260505300840556
3228,20140501,18,PM2.5,92.5
3234,20140501,19,PCA,38.90576734234749
3234,20140501,19,PM2.5,68.6
3240,20140501,20,PCA,35.2210072241183
3240,20140501,20,PM2.5,69.0
3246,20140501,21,PCA,19.555514414338347
3246,20140501,21,PM2.5,49.6
3252,20140501,22,PCA,4.990475365809019
3252,20140501,22,PM2.5,31.3
3258,20140501,23,PCA,10.144698230440813
3258,20140501,23,PM2.5,37.8
3264,20140502,0,PCA,5.810510285369144
3264,20140502,0,PM2.5,35.5
3270,20140502,1,PCA,4.188237118330622
3270,20140502,1,PM2.5,35.6
3276,20140502,2,PCA,-0.9057319606185142
3276,20140502,2,PM2.5,31.8
3282,20140502,3,PCA,-7.952573737287355
3282,20140502,3,PM2.5,25.7
3288,20140502,4,PCA,8.04449113654518
3288,20140502,4,PM2.5,53.1
3294,20140502,5,PCA,-10.543314603890483
3294,20140502,5,PM2.5,29.7
3300,20140502,6,PCA,-20.48035838770998
3300,20140502,6,PM2.5,28.2
3306,20140502,7,PCA,-31.390341184896034
3306,20140502,7,PM2.5,20.5
3312,20140502,8,PCA,-36.1279969896241
3312,20140502,8,PM2.5,17.6
3318,20140502,9,PCA,-30.059512005116023
3318,20140502,9,PM2.5,33.5
3324,20140502,10,PCA,-42.70481677596026
3324,20140502,10,PM2.5,23.4
3330,20140502,11,PCA,-45.019098483264294
3330,20140502,11,PM2.5,21.9
3336,20140502,12,PCA,-50.646891069157014
3336,20140502,12,PM2.5,17.1
3342,20140502,13,PCA,-53.94568152334081
3342,20140502,13,PM2.5,17.4
3348,20140502,14,PCA,-49.28373984165928
3348,20140502,14,PM2.5,28.1
3354,20140502,15,PCA,-57.896723822294796
3354,20140502,15,PM2.5,18.8
3360,20140502,16,PCA,-53.567841543750525
3360,20140502,16,PM2.5,25.2
3366,20140502,17,PCA,20.353729456752813
3366,20140502,17,PM2.5,136.7
3372,20140502,18,PCA,-62.66743227597559
3372,20140502,18,PM2.5,16.3
3378,20140502,19,PCA,-66.68838039354793
3378,20140502,19,PM2.5,12.1
3384,20140502,20,PCA,-68.24385355037035
3384,20140502,20,PM2.5,15.6
3390,20140502,21,PCA,-71.03208162350812
3390,20140502,21,PM2.5,12.6
3396,20140502,22,PCA,-57.05269650286856
3396,20140502,22,PM2.5,20.1
3402,20140502,23,PCA,-47.94034410774882
3402,20140502,23,PM2.5,21.1
3408,20140503,0,PCA,-35.79415499761372
3408,20140503,0,PM2.5,32.0
3414,20140503,1,PCA,-34.248180832212405
3414,20140503,1,PM2.5,32.8
3420,20140503,2,PCA,-40.594039788124356
3420,20140503,2,PM2.5,29.2
3426,20140503,3,PCA,-37.350130106852326
3426,20140503,3,PM2.5,31.1
3432,20140503,4,PCA,-36.58885312631544
3432,20140503,4,PM2.5,33.9
3438,20140503,5,PCA,-40.3052911741328
3438,20140503,5,PM2.5,27.4
3444,20140503,6,PCA,-26.008150055327622
3444,20140503,6,PM2.5,47.0
3450,20140503,7,PCA,-10.873208208443693
3450,20140503,7,PM2.5,66.1
3456,20140503,8,PCA,-1.381707593388893
3456,20140503,8,PM2.5,74.7
3462,20140503,9,PCA,9.35328961486632
3462,20140503,9,PM2.5,86.4
3468,20140503,10,PCA,-21.208437909195485
3468,20140503,10,PM2.5,60.8
3474,20140503,11,PCA,-25.07740178700063
3474,20140503,11,PM2.5,62.2
3480,20140503,12,PCA,-34.650483199405734
3480,20140503,12,PM2.5,56.3
3486,20140503,13,PCA,-38.48923618332721
3486,20140503,13,PM2.5,53.8
3492,20140503,14,PCA,-42.18283730001735
3492,20140503,14,PM2.5,46.0
3498,20140503,15,PCA,-49.227684000895096
3498,20140503,15,PM2.5,30.6
3504,20140503,16,PCA,-55.257755743737995
3504,20140503,16,PM2.5,23.1
3510,20140503,17,PCA,-51.25201570817037
3510,20140503,17,PM2.5,30.6
3516,20140503,18,PCA,-42.24726184359559
3516,20140503,18,PM2.5,35.9
3522,20140503,19,PCA,-25.273290649543156
3522,20140503,19,PM2.5,49.9
3528,20140503,20,PCA,-34.15901242814601
3528,20140503,20,PM2.5,30.7
3534,20140503,21,PCA,-38.448474969018655
3534,20140503,21,PM2.5,20.2
3540,20140503,22,PCA,-32.03453669599807
3540,20140503,22,PM2.5,27.6
3546,20140503,23,PCA,-29.571405661585413
3546,20140503,23,PM2.5,29.5
3552,20140504,0,PCA,-26.08996117972155
3552,20140504,0,PM2.5,33.1
3558,20140504,1,PCA,-27.678933638144184
3558,20140504,1,PM2.5,29.2
3564,20140504,2,PCA,-27.573532201081125
3564,20140504,2,PM2.5,30.2
3570,20140504,3,PCA,-31.70063227212313
3570,20140504,3,PM2.5,24.4
3576,20140504,4,PCA,-25.965718685774263
3576,20140504,4,PM2.5,29.9
3582,20140504,5,PCA,-29.585748679669187
3582,20140504,5,PM2.5,32.8
3588,20140504,6,PCA,-28.422869918172424
3588,20140504,6,PM2.5,35.0
3594,20140504,7,PCA,-28.66875441280636
3594,20140504,7,PM2.5,34.9
3600,20140504,8,PCA,-31.216160880108188
3600,20140504,8,PM2.5,34.0
3606,20140504,9,PCA,-39.2760600351346
3606,20140504,9,PM2.5,28.5
3612,20140504,10,PCA,-42.84051313298396
3612,20140504,10,PM2.5,27.9
3618,20140504,11,PCA,-48.85938366722553
3618,20140504,11,PM2.5,20.3
3624,20140504,12,PCA,-52.68100948558188
3624,20140504,12,PM2.5,15.3
3630,20140504,13,PCA,-45.57600581606313
3630,20140504,13,PM2.5,27.7
3636,20140504,14,PCA,-45.27761650002785
3636,20140504,14,PM2.5,30.1
3642,20140504,15,PCA,-49.40226614113836
3642,20140504,15,PM2.5,23.5
3648,20140504,16,PCA,-59.159453740942794
3648,20140504,16,PM2.5,9.4
3654,20140504,17,PCA,-62.28979242906465
3654,20140504,17,PM2.5,6.0
3660,20140504,18,PCA,-62.61257854668445
3660,20140504,18,PM2.5,10.2
3666,20140504,19,PCA,-63.48912610826838
3666,20140504,19,PM2.5,16.3
3672,20140504,20,PCA,-68.02893720552893
3672,20140504,20,PM2.5,11.1
3678,20140504,21,PCA,-60.93295277396922
3678,20140504,21,PM2.5,14.3
3684,20140504,22,PCA,-46.30103243585848
3684,20140504,22,PM2.5,20.5
3690,20140504,23,PCA,-39.11538037506381
3690,20140504,23,PM2.5,27.1
3696,20140505,0,PCA,-44.81574859836049
3696,20140505,0,PM2.5,21.0
3702,20140505,1,PCA,416.7827047794883
3702,20140505,1,PM2.5,687.1
3708,20140505,2,PCA,156.99507103538292
3708,20140505,2,PM2.5,288.1
3714,20140505,3,PCA,21.510238782970198
3714,20140505,3,PM2.5,83.4
3720,20140505,4,PCA,6.843839060949935
3720,20140505,4,PM2.5,62.400000000000006
3726,20140505,5,PCA,-7.8225606610703355
3726,20140505,5,PM2.5,41.4
3732,20140505,6,PCA,-17.33212049159094
3732,20140505,6,PM2.5,32.5
3738,20140505,7,PCA,-36.08324940366923
3738,20140505,7,PM2.5,24.1
3744,20140505,8,PCA,-44.587063337059135
3744,20140505,8,PM2.5,21.5
3750,20140505,9,PCA,-47.92964645122958
3750,20140505,9,PM2.5,22.2
3756,20140505,10,PCA,-48.65985199384762
3756,20140505,10,PM2.5,23.9
3762,20140505,11,PCA,-53.82883985546494
3762,20140505,11,PM2.5,17.2
3768,20140505,12,PCA,-55.525799631129736
3768,20140505,12,PM2.5,14.5
3774,20140505,13,PCA,177.20769168176912
3774,20140505,13,PM2.5,343.7
4008,20140507,4,PCA,88.02146625946285
4008,20140507,4,PM2.5,128.3
4014,20140507,5,PCA,88.6522110036594
4014,20140507,5,PM2.5,129.2
4020,20140507,6,PCA,90.81613892592937
4020,20140507,6,PM2.5,132.1
4026,20140507,7,PCA,103.94241766762029
4026,20140507,7,PM2.5,145.5
4032,20140507,8,PCA,93.44829324164529
4032,20140507,8,PM2.5,130.9
4038,20140507,9,PCA,58.41004198572795
4038,20140507,9,PM2.5,97.8
4044,20140507,10,PCA,-8.760331866709008
4044,20140507,10,PM2.5,26.8
4050,20140507,11,PCA,-21.349619593675406
4050,20140507,11,PM2.5,14.5
4056,20140507,12,PCA,-20.4743017204342
4056,20140507,12,PM2.5,18.7
4062,20140507,13,PCA,-20.52836979703212
4062,20140507,13,PM2.5,22.3
4068,20140507,14,PCA,-22.12466281309584
4068,20140507,14,PM2.5,23.6
4074,20140507,15,PCA,-31.315693813772704
4074,20140507,15,PM2.5,13.9
4080,20140507,16,PCA,-30.32535039116038
4080,20140507,16,PM2.5,19.2
4086,20140507,17,PCA,-40.050046086414916
4086,20140507,17,PM2.5,9.6
4092,20140507,18,PCA,-41.766102490110896
4092,20140507,18,PM2.5,9.8
4098,20140507,19,PCA,-37.32045167695114
4098,20140507,19,PM2.5,16.7
4104,20140507,20,PCA,-34.02344614724163
4104,20140507,20,PM2.5,16.9
4110,20140507,21,PCA,-30.81209032051013
4110,20140507,21,PM2.5,19.1
4116,20140507,22,PCA,-34.22412208206349
4116,20140507,22,PM2.5,21.2
4122,20140507,23,PCA,-8.336208534170625
4122,20140507,23,PM2.5,42.8
4128,20140508,0,PCA,5.004050529833598
4128,20140508,0,PM2.5,78.0
4134,20140508,1,PCA,7.6533076125346655
4134,20140508,1,PM2.5,92.9
4140,20140508,2,PCA,26.920695577254296
4140,20140508,2,PM2.5,112.3
4146,20140508,3,PCA,23.620942511043683
4146,20140508,3,PM2.5,104.9
4152,20140508,4,PCA,47.222768324379494
4152,20140508,4,PM2.5,126.7
4158,20140508,5,PCA,41.75786738343138
4158,20140508,5,PM2.5,115.7
4164,20140508,6,PCA,45.487845791431475
4164,20140508,6,PM2.5,123.1
4170,20140508,7,PCA,51.302917955742785
4170,20140508,7,PM2.5,132.3
4176,20140508,8,PCA,62.10617688828432
4176,20140508,8,PM2.5,145.4
4182,20140508,9,PCA,20.563502708048
4182,20140508,9,PM2.5,106.0
4188,20140508,10,PCA,-4.422210022852372
4188,20140508,10,PM2.5,81.3
4194,20140508,11,PCA,-18.605010966295016
4194,20140508,11,PM2.5,64.5
4200,20140508,12,PCA,-25.307293400615773
4200,20140508,12,PM2.5,58.8
4206,20140508,13,PCA,-35.70706667991033
4206,20140508,13,PM2.5,46.6
4212,20140508,14,PCA,-23.722631369523533
4212,20140508,14,PM2.5,62.5
4218,20140508,15,PCA,-16.304525330608108
4218,20140508,15,PM2.5,73.2
4224,20140508,16,PCA,-5.1210056388129415
4224,20140508,16,PM2.5,85.7
4230,20140508,17,PCA,-11.98510914680255
4230,20140508,17,PM2.5,72.7
4236,20140508,18,PCA,-14.18746595270153
4236,20140508,18,PM2.5,63.2
4242,20140508,19,PCA,3.934774780130059
4242,20140508,19,PM2.5,70.5
4248,20140508,20,PCA,2.7549391132738026
4248,20140508,20,PM2.5,63.3
4254,20140508,21,PCA,6.487923670240424
4254,20140508,21,PM2.5,62.9
4260,20140508,22,PCA,6.80212940237615
4260,20140508,22,PM2.5,57.5
4266,20140508,23,PCA,17.536030173728705
4266,20140508,23,PM2.5,64.4
4272,20140509,0,PCA,14.417636383708599
4272,20140509,0,PM2.5,65.7
4278,20140509,1,PCA,15.009056892595524
4278,20140509,1,PM2.5,71.7
4284,20140509,2,PCA,3.458232767920943
4284,20140509,2,PM2.5,57.0
4290,20140509,3,PCA,10.903008512559047
4290,20140509,3,PM2.5,62.3
4296,20140509,4,PCA,18.213370425184443
4296,20140509,4,PM2.5,68.5
4302,20140509,5,PCA,25.52256128994232
4302,20140509,5,PM2.5,80.5
4308,20140509,6,PCA,27.44844081104957
4308,20140509,6,PM2.5,83.3
4314,20140509,7,PCA,25.296540172708955
4314,20140509,7,PM2.5,78.4
4320,20140509,8,PCA,27.329264686557362
4320,20140509,8,PM2.5,82.5
4326,20140509,9,PCA,23.61336496624554
4326,20140509,9,PM2.5,84.2
4332,20140509,10,PCA,16.740912774800954
4332,20140509,10,PM2.5,82.2
4338,20140509,11,PCA,8.938372399867719
4338,20140509,11,PM2.5,78.5
4344,20140509,12,PCA,2.1312067529082013
4344,20140509,12,PM2.5,71.8
4350,20140509,13,PCA,-1.4942765048737796
4350,20140509,13,PM2.5,68.1
4356,20140509,14,PCA,-2.3138885830485987
4356,20140509,14,PM2.5,65.0
4362,20140509,15,PCA,8.838317486976603
4362,20140509,15,PM2.5,77.8
4368,20140509,16,PCA,-2.9029239712261705
4368,20140509,16,PM2.5,64.9
4374,20140509,17,PCA,-35.81783009851662
4374,20140509,17,PM2.5,37.7
4380,20140509,18,PCA,-35.77275554348139
4380,20140509,18,PM2.5,38.1
4386,20140509,19,PCA,-35.48410820266042
4386,20140509,19,PM2.5,40.6
4392,20140509,20,PCA,-31.823126081460757
4392,20140509,20,PM2.5,42.8
4398,20140509,21,PCA,-22.625473046045894
4398,20140509,21,PM2.5,49.2
4404,20140509,22,PCA,-22.342947610563392
4404,20140509,22,PM2.5,50.0
4410,20140509,23,PCA,-22.997457548990585
4410,20140509,23,PM2.5,51.9
4416,20140510,0,PCA,-22.235782981968548
4416,20140510,0,PM2.5,52.1
4422,20140510,1,PCA,-22.722642900089852
4422,20140510,1,PM2.5,48.5
4428,20140510,2,PCA,-23.522984343100564
4428,20140510,2,PM2.5,43.2
4434,20140510,3,PCA,-32.67483637229077
4434,20140510,3,PM2.5,30.6
4440,20140510,4,PCA,-23.90007118027494
4440,20140510,4,PM2.5,39.3
4446,20140510,5,PCA,-28.807769078463583
4446,20140510,5,PM2.5,38.2
4452,20140510,6,PCA,-20.89179012624826
4452,20140510,6,PM2.5,43.7
4458,20140510,7,PCA,-25.597252141346324
4458,20140510,7,PM2.5,40.6
4464,20140510,8,PCA,-27.906502318071787
4464,20140510,8,PM2.5,42.2
4470,20140510,9,PCA,-27.432902138012945
4470,20140510,9,PM2.5,48.0
4476,20140510,10,PCA,-23.182660852587407
4476,20140510,10,PM2.5,56.4
4482,20140510,11,PCA,-22.60497673397496
4482,20140510,11,PM2.5,57.4
4488,20140510,12,PCA,-21.177592369290906
4488,20140510,12,PM2.5,58.9
4494,20140510,13,PCA,-22.061745221326422
4494,20140510,13,PM2.5,60.6
4500,20140510,14,PCA,-24.57017912591784
4500,20140510,14,PM2.5,64.6
4506,20140510,15,PCA,-26.43877094736721
4506,20140510,15,PM2.5,62.7
4512,20140510,16,PCA,-32.69989488400498
4512,20140510,16,PM2.5,51.9
4518,20140510,17,PCA,-28.002235020947825
4518,20140510,17,PM2.5,57.8
4524,20140510,18,PCA,-23.98143269892467
4524,20140510,18,PM2.5,59.9
4530,20140510,19,PCA,-17.539281422839437
4530,20140510,19,PM2.5,59.3
4536,20140510,20,PCA,-11.947348094592373
4536,20140510,20,PM2.5,61.8
4542,20140510,21,PCA,-25.827804401902632
4542,20140510,21,PM2.5,42.1
4548,20140510,22,PCA,-29.68401395165987
4548,20140510,22,PM2.5,39.9
4554,20140510,23,PCA,-40.88381083153996
4554,20140510,23,PM2.5,32.9
4560,20140511,0,PCA,-31.4661386160067
4560,20140511,0,PM2.5,40.6
4566,20140511,1,PCA,-30.0645355455995
4566,20140511,1,PM2.5,39.5
4572,20140511,2,PCA,-24.238853688547678
4572,20140511,2,PM2.5,55.2
4578,20140511,3,PCA,-33.4455522076951
4578,20140511,3,PM2.5,46.5
4584,20140511,4,PCA,-32.40910442340387
4584,20140511,4,PM2.5,51.4
4590,20140511,5,PCA,-41.822624447647556
4590,20140511,5,PM2.5,44.1
4596,20140511,6,PCA,-47.93777432877065
4596,20140511,6,PM2.5,37.7
4602,20140511,7,PCA,-49.449865463272474
4602,20140511,7,PM2.5,33.7
4608,20140511,8,PCA,-57.31719743534541
4608,20140511,8,PM2.5,20.9
4614,20140511,9,PCA,-59.080278988561176
4614,20140511,9,PM2.5,20.2
4620,20140511,10,PCA,-54.684678279706986
4620,20140511,10,PM2.5,25.9
4626,20140511,11,PCA,-66.9370377966925
4626,20140511,11,PM2.5,15.9
4632,20140511,12,PCA,-73.50342328108174
4632,20140511,12,PM2.5,7.2
4638,20140511,13,PCA,-70.66259420463844
4638,20140511,13,PM2.5,14.8
4644,20140511,14,PCA,-75.21242335106821
4644,20140511,14,PM2.5,12.9
4650,20140511,15,PCA,-82.0142273575469
4650,20140511,15,PM2.5,7.6
4656,20140511,16,PCA,-84.59896986799359
4656,20140511,16,PM2.5,9.4
4662,20140511,17,PCA,-87.77368241687988
4662,20140511,17,PM2.5,3.0
4668,20140511,18,PCA,-84.77283216982313
4668,20140511,18,PM2.5,3.0
4674,20140511,19,PCA,-75.45150515651176
4674,20140511,19,PM2.5,16.5
4680,20140511,20,PCA,-70.258778238098
4680,20140511,20,PM2.5,22.4
4686,20140511,21,PCA,-73.6743991640488
4686,20140511,21,PM2.5,20.0
4692,20140511,22,PCA,-72.0926215266354
4692,20140511,22,PM2.5,20.0
4698,20140511,23,PCA,-74.7754940273545
4698,20140511,23,PM2.5,17.9
4704,20140512,0,PCA,-65.58018856890236
4704,20140512,0,PM2.5,24.9
4710,20140512,1,PCA,-58.50915496145603
4710,20140512,1,PM2.5,30.0
4716,20140512,2,PCA,-55.35125801818015
4716,20140512,2,PM2.5,35.5
4722,20140512,3,PCA,-60.66633293663228
4722,20140512,3,PM2.5,24.3
4728,20140512,4,PCA,-45.66623433203575
4728,20140512,4,PM2.5,39.7
4734,20140512,5,PCA,-54.492270638720484
4734,20140512,5,PM2.5,33.3
4740,20140512,6,PCA,-56.08145489419369
4740,20140512,6,PM2.5,36.9
4746,20140512,7,PCA,-43.364415036159144
4746,20140512,7,PM2.5,54.2
4752,20140512,8,PCA,-19.005818583200636
4752,20140512,8,PM2.5,67.3
4758,20140512,9,PCA,1.9062900433473102
4758,20140512,9,PM2.5,80.3
4764,20140512,10,PCA,-40.75203499234189
4764,20140512,10,PM2.5,50.3
4770,20140512,11,PCA,-87.34559531306681
4770,20140512,11,PM2.5,9.9
4776,20140512,12,PCA,-85.13278542322456
4776,20140512,12,PM2.5,16.7
4782,20140512,13,PCA,-83.60998951745873
4782,20140512,13,PM2.5,19.2
4788,20140512,14,PCA,-81.97454444798825
4788,20140512,14,PM2.5,20.0
4794,20140512,15,PCA,-81.51679890992637
4794,20140512,15,PM2.5,18.8
4800,20140512,16,PCA,-68.32210330264887
4800,20140512,16,PM2.5,24.9
4806,20140512,17,PCA,-64.54980778072374
4806,20140512,17,PM2.5,24.1
4812,20140512,18,PCA,-69.21044588422875
4812,20140512,18,PM2.5,27.2
4818,20140512,19,PCA,-50.42220761729993
4818,20140512,19,PM2.5,43.4
4824,20140512,20,PCA,-41.44523628507686
4824,20140512,20,PM2.5,54.8
4830,20140512,21,PCA,-37.69523662014311
4830,20140512,21,PM2.5,54.3
4836,20140512,22,PCA,-28.30719276071778
4836,20140512,22,PM2.5,57.6
4842,20140512,23,PCA,-40.00640213199708
4842,20140512,23,PM2.5,47.3
4848,20140513,0,PCA,-39.9098820289908
4848,20140513,0,PM2.5,47.3
4854,20140513,1,PCA,-44.15102863218528
4854,20140513,1,PM2.5,38.7
4860,20140513,2,PCA,-40.46727669337387
4860,20140513,2,PM2.5,38.2
4866,20140513,3,PCA,-34.04707549998823
4866,20140513,3,PM2.5,40.5
4872,20140513,4,PCA,-22.81943168524624
4872,20140513,4,PM2.5,45.9
4878,20140513,5,PCA,-19.130336146185225
4878,20140513,5,PM2.5,47.6
4884,20140513,6,PCA,-17.121647272559525
4884,20140513,6,PM2.5,43.2
4890,20140513,7,PCA,4.08611963195797
4890,20140513,7,PM2.5,64.1
4896,20140513,8,PCA,34.940949497465894
4896,20140513,8,PM2.5,99.6
4902,20140513,9,PCA,46.6928536973115
4902,20140513,9,PM2.5,111.0
4908,20140513,10,PCA,48.647987773341946
4908,20140513,10,PM2.5,108.8
4914,20140513,11,PCA,52.35211933596651
4914,20140513,11,PM2.5,110.2
