,date,hour,type,亦庄
262152,20190521,20,PM2.5,19.0
262158,20190521,21,PCA,-72.84393651232422
262158,20190521,21,PM2.5,20.0
262164,20190521,22,PCA,-61.7585334911482
262164,20190521,22,PM2.5,24.0
262170,20190521,23,PCA,-48.01126085765286
262170,20190521,23,PM2.5,28.0
262176,20190522,0,PCA,-43.83765552865273
262176,20190522,0,PM2.5,29.0
262182,20190522,1,PCA,-31.972179405101453
262182,20190522,1,PM2.5,29.0
262188,20190522,2,PCA,-32.59866844413569
262188,20190522,2,PM2.5,37.0
262194,20190522,3,PCA,-16.071241576667074
262194,20190522,3,PM2.5,43.0
262200,20190522,4,PCA,-19.410554313069618
262200,20190522,4,PM2.5,41.0
262206,20190522,5,PCA,-34.20514850484595
262206,20190522,5,PM2.5,32.0
262212,20190522,6,PCA,-43.29539651038022
262212,20190522,6,PM2.5,32.0
262218,20190522,7,PCA,-6.4035383819563245
262218,20190522,7,PM2.5,61.0
262224,20190522,8,PCA,42.45002097211809
262224,20190522,8,PM2.5,92.0
262230,20190522,9,PCA,-48.75890753038871
262230,20190522,9,PM2.5,30.0
262236,20190522,10,PCA,-64.1000147316941
262236,20190522,10,PM2.5,21.0
262242,20190522,11,PCA,-60.388049942243754
262242,20190522,11,PM2.5,21.0
262248,20190522,12,PCA,-57.10831880710079
262248,20190522,12,PM2.5,27.0
262254,20190522,13,PCA,-86.19280143638058
262254,20190522,13,PM2.5,20.0
262260,20190522,14,PCA,-99.18164627770588
262260,20190522,14,PM2.5,9.0
262266,20190522,15,PCA,-88.80730877021354
262266,20190522,15,PM2.5,15.0
262272,20190522,16,PCA,-87.72283676981448
262272,20190522,16,PM2.5,14.0
262278,20190522,17,PCA,-71.60488721729175
262278,20190522,17,PM2.5,17.0
262284,20190522,18,PCA,-81.9612939192321
262284,20190522,18,PM2.5,15.0
262290,20190522,19,PCA,-79.86624870825406
262290,20190522,19,PM2.5,20.0
262296,20190522,20,PCA,-70.69607528988185
262296,20190522,20,PM2.5,23.0
262302,20190522,21,PCA,-52.04334215815073
262302,20190522,21,PM2.5,28.0
262308,20190522,22,PCA,-40.901736810044184
262308,20190522,22,PM2.5,28.0
262314,20190522,23,PCA,-39.85303397489237
262314,20190522,23,PM2.5,34.0
262320,20190523,0,PCA,-20.949324821660174
262320,20190523,0,PM2.5,38.0
262326,20190523,1,PCA,-27.74192169366227
262326,20190523,1,PM2.5,37.0
262332,20190523,2,PCA,-22.123509905608095
262332,20190523,2,PM2.5,38.0
262338,20190523,3,PCA,-34.83257259812549
262338,20190523,3,PM2.5,33.0
262344,20190523,4,PCA,-33.70888175442627
262344,20190523,4,PM2.5,28.0
262350,20190523,5,PCA,-36.213131756929265
262350,20190523,5,PM2.5,26.0
262356,20190523,6,PCA,-47.0353889773598
262356,20190523,6,PM2.5,22.0
262362,20190523,7,PCA,-44.067640191060676
262362,20190523,7,PM2.5,25.0
262368,20190523,8,PCA,-55.28529633550151
262368,20190523,8,PM2.5,24.0
262374,20190523,9,PCA,-54.794601919012884
262374,20190523,9,PM2.5,37.0
262380,20190523,10,PCA,-55.273920521955496
262380,20190523,10,PM2.5,40.0
262386,20190523,11,PCA,-44.926485860079985
262386,20190523,11,PM2.5,46.0
262392,20190523,12,PCA,-47.78264305098328
262392,20190523,12,PM2.5,40.0
262398,20190523,13,PCA,-38.8544861572888
262398,20190523,13,PM2.5,34.0
262404,20190523,14,PCA,-32.69828566663697
262404,20190523,14,PM2.5,37.0
262410,20190523,15,PCA,-37.55146711776612
262410,20190523,15,PM2.5,28.0
262416,20190523,16,PCA,-28.8974665025856
262416,20190523,16,PM2.5,32.0
262422,20190523,17,PCA,-29.98231560203114
262422,20190523,17,PM2.5,31.0
262428,20190523,18,PCA,-31.663675749501518
262428,20190523,18,PM2.5,30.0
262434,20190523,19,PCA,-29.678847729953144
262434,20190523,19,PM2.5,34.0
262440,20190523,20,PCA,-42.76972382080197
262440,20190523,20,PM2.5,35.0
262446,20190523,21,PCA,-53.0372913322048
262446,20190523,21,PM2.5,42.0
262452,20190523,22,PCA,-38.78333624542634
262452,20190523,22,PM2.5,44.0
262458,20190523,23,PCA,-28.261864115781194
262458,20190523,23,PM2.5,58.0
262464,20190524,0,PCA,-38.56040745247892
262464,20190524,0,PM2.5,51.0
262470,20190524,1,PCA,-60.899000928699486
262470,20190524,1,PM2.5,40.0
262476,20190524,2,PCA,-32.112609804616376
262476,20190524,2,PM2.5,47.0
262482,20190524,3,PCA,-24.660851050484972
262482,20190524,3,PM2.5,48.0
262488,20190524,4,PCA,-40.46287849391209
262488,20190524,4,PM2.5,46.0
262494,20190524,5,PCA,-45.22900556715667
262494,20190524,5,PM2.5,43.0
262500,20190524,6,PCA,-1.3310564268711753
262500,20190524,6,PM2.5,50.0
262506,20190524,7,PCA,20.292615474542398
262506,20190524,7,PM2.5,75.0
262512,20190524,8,PCA,14.97592058180773
262512,20190524,8,PM2.5,76.0
262518,20190524,9,PCA,-33.29909071785593
262518,20190524,9,PM2.5,49.0
262524,20190524,10,PCA,-40.60031879473259
262524,20190524,10,PM2.5,43.0
262530,20190524,11,PCA,-45.701444621680245
262530,20190524,11,PM2.5,43.0
262536,20190524,12,PCA,-52.96439448024743
262536,20190524,12,PM2.5,45.0
262542,20190524,13,PCA,-52.14962187599964
262542,20190524,13,PM2.5,32.0
262548,20190524,14,PCA,-57.16845987743691
262548,20190524,14,PM2.5,29.0
262554,20190524,15,PCA,-57.276396642802354
262554,20190524,15,PM2.5,30.0
262560,20190524,16,PCA,-59.12508756428162
262560,20190524,16,PM2.5,30.0
262566,20190524,17,PCA,-51.51219626710928
262566,20190524,17,PM2.5,35.0
262572,20190524,18,PCA,-59.730138927800866
262572,20190524,18,PM2.5,31.0
262578,20190524,19,PCA,-76.52899528596969
262578,20190524,19,PM2.5,28.0
262584,20190524,20,PCA,-57.747102596493164
262584,20190524,20,PM2.5,42.0
262590,20190524,21,PCA,-64.34164886685687
262590,20190524,21,PM2.5,35.0
262596,20190524,22,PCA,-58.74231207040842
262596,20190524,22,PM2.5,34.0
262602,20190524,23,PCA,-49.14023347878276
262602,20190524,23,PM2.5,38.0
262608,20190525,0,PCA,-45.71869866958957
262608,20190525,0,PM2.5,40.0
262614,20190525,1,PCA,-46.276616421153314
262614,20190525,1,PM2.5,46.0
262620,20190525,2,PCA,-42.938071158887986
262620,20190525,2,PM2.5,52.0
262626,20190525,3,PCA,-44.06574718741263
262626,20190525,3,PM2.5,52.0
262632,20190525,4,PCA,-22.982504967321645
262632,20190525,4,PM2.5,53.0
262638,20190525,5,PCA,-4.591032050448214
262638,20190525,5,PM2.5,54.0
262644,20190525,6,PCA,-8.361032678464335
262644,20190525,6,PM2.5,55.0
262650,20190525,7,PCA,-9.567168982606637
262650,20190525,7,PM2.5,59.0
262656,20190525,8,PCA,-33.14883125606783
262656,20190525,8,PM2.5,78.0
262662,20190525,9,PCA,35.16678172241447
262662,20190525,9,PM2.5,97.0
262668,20190525,10,PCA,22.55248673573709
262668,20190525,10,PM2.5,96.0
262674,20190525,11,PCA,123.26272754025156
262674,20190525,11,PM2.5,165.0
262692,20190525,14,PCA,-22.219758543649775
262692,20190525,14,PM2.5,60.0
262698,20190525,15,PCA,-32.94711441361781
262698,20190525,15,PM2.5,49.0
262704,20190525,16,PCA,-36.240521584467935
262704,20190525,16,PM2.5,48.0
262710,20190525,17,PCA,-34.831992563207166
262710,20190525,17,PM2.5,47.0
262716,20190525,18,PCA,-32.29892969693359
262716,20190525,18,PM2.5,49.0
262722,20190525,19,PCA,-25.781698882464568
262722,20190525,19,PM2.5,57.0
262728,20190525,20,PCA,-25.217347507445336
262728,20190525,20,PM2.5,62.0
262734,20190525,21,PCA,-9.778245873113306
262734,20190525,21,PM2.5,82.0
262740,20190525,22,PCA,-18.94197092923074
262740,20190525,22,PM2.5,70.0
262746,20190525,23,PCA,-16.618439511183414
262746,20190525,23,PM2.5,66.0
262752,20190526,0,PCA,-32.12443171503228
262752,20190526,0,PM2.5,59.0
262758,20190526,1,PCA,-24.036711168168964
262758,20190526,1,PM2.5,62.0
262764,20190526,2,PCA,-8.710495839056575
262764,20190526,2,PM2.5,72.0
262770,20190526,3,PCA,-19.55342224153224
262770,20190526,3,PM2.5,66.0
262776,20190526,4,PCA,-6.591338123109109
262776,20190526,4,PM2.5,73.0
262782,20190526,5,PCA,20.070529827827603
262782,20190526,5,PM2.5,89.0
262788,20190526,6,PCA,38.43394590164183
262788,20190526,6,PM2.5,99.0
262794,20190526,7,PCA,25.372136933283585
262794,20190526,7,PM2.5,90.0
262800,20190526,8,PCA,23.992771212195247
262800,20190526,8,PM2.5,89.0
262806,20190526,9,PCA,29.611853528239727
262806,20190526,9,PM2.5,94.0
262812,20190526,10,PCA,28.89149103501551
262812,20190526,10,PM2.5,94.0
262818,20190526,11,PCA,-14.09898342757953
262818,20190526,11,PM2.5,67.0
262824,20190526,12,PCA,-91.49594304262132
262824,20190526,12,PM2.5,23.0
262830,20190526,13,PCA,-104.04146096465975
262830,20190526,13,PM2.5,13.0
262836,20190526,14,PCA,-108.4511876238366
262836,20190526,14,PM2.5,7.0
262842,20190526,15,PCA,-106.319288147839
262842,20190526,15,PM2.5,8.0
262848,20190526,16,PCA,-103.71555175701846
262848,20190526,16,PM2.5,12.0
262854,20190526,17,PCA,-103.79960648186616
262854,20190526,17,PM2.5,12.0
262860,20190526,18,PCA,-103.97503915566291
262860,20190526,18,PM2.5,11.0
262866,20190526,19,PCA,-105.66062435603892
262866,20190526,19,PM2.5,10.0
262872,20190526,20,PCA,-107.71319084396109
262872,20190526,20,PM2.5,6.0
262878,20190526,21,PCA,-105.74003291661842
262878,20190526,21,PM2.5,8.0
262884,20190526,22,PCA,-103.61322737889618
262884,20190526,22,PM2.5,9.0
262890,20190526,23,PCA,-104.57939187675701
262890,20190526,23,PM2.5,8.0
262896,20190527,0,PCA,-107.4008234500276
262896,20190527,0,PM2.5,5.0
262902,20190527,1,PCA,-105.10546291898143
262902,20190527,1,PM2.5,8.0
262908,20190527,2,PCA,-106.1175502867385
262908,20190527,2,PM2.5,7.0
262914,20190527,3,PCA,-107.28293482847336
262914,20190527,3,PM2.5,5.0
262920,20190527,4,PCA,-108.60196698058785
262920,20190527,4,PM2.5,4.0
262926,20190527,5,PCA,-106.65834722208551
262926,20190527,5,PM2.5,6.0
262932,20190527,6,PCA,-108.12182103863834
262932,20190527,6,PM2.5,4.0
262938,20190527,7,PCA,-103.21241442502217
262938,20190527,7,PM2.5,12.0
262944,20190527,8,PCA,-108.0381167501926
262944,20190527,8,PM2.5,6.0
262950,20190527,9,PCA,-106.02717963467907
262950,20190527,9,PM2.5,10.0
262956,20190527,10,PCA,-108.44200344299648
262956,20190527,10,PM2.5,6.0
262962,20190527,11,PCA,-107.48250753912794
262962,20190527,11,PM2.5,6.0
262968,20190527,12,PCA,-104.75214749072062
262968,20190527,12,PM2.5,10.0
262974,20190527,13,PCA,-106.24323438399487
262974,20190527,13,PM2.5,7.0
262980,20190527,14,PCA,-107.00902796079208
262980,20190527,14,PM2.5,5.0
262986,20190527,15,PCA,-105.88334769934701
262986,20190527,15,PM2.5,6.0
262992,20190527,16,PCA,-107.81917198214722
262992,20190527,16,PM2.5,4.0
262998,20190527,17,PCA,-104.6806295130698
262998,20190527,17,PM2.5,8.0
263004,20190527,18,PCA,-105.60164535596361
263004,20190527,18,PM2.5,6.0
263010,20190527,19,PCA,-104.8720563116203
263010,20190527,19,PM2.5,7.0
263016,20190527,20,PCA,-102.30542137206841
263016,20190527,20,PM2.5,9.0
263022,20190527,21,PCA,-67.13234026813255
263022,20190527,21,PM2.5,14.0
263028,20190527,22,PCA,-56.30926753294913
263028,20190527,22,PM2.5,17.0
263034,20190527,23,PCA,-56.086254251778016
263034,20190527,23,PM2.5,13.0
263040,20190528,0,PCA,-59.08467666833956
263040,20190528,0,PM2.5,18.0
263046,20190528,1,PCA,-66.83765340354512
263046,20190528,1,PM2.5,18.0
263052,20190528,2,PCA,-53.468406458043646
263052,20190528,2,PM2.5,20.0
263058,20190528,3,PCA,-52.229503274035025
263058,20190528,3,PM2.5,24.0
263064,20190528,4,PCA,-58.31632736479423
263064,20190528,4,PM2.5,20.0
263070,20190528,5,PCA,-69.54042214033221
263070,20190528,5,PM2.5,16.0
263076,20190528,6,PCA,-60.48869026204569
263076,20190528,6,PM2.5,16.0
263082,20190528,7,PCA,-57.632609277315666
263082,20190528,7,PM2.5,18.0
263088,20190528,8,PCA,-81.9717247719636
263088,20190528,8,PM2.5,21.0
263094,20190528,9,PCA,-97.69207302383374
263094,20190528,9,PM2.5,13.0
263100,20190528,10,PCA,-55.38210217870004
263100,20190528,10,PM2.5,19.0
263106,20190528,11,PCA,-98.57314006735348
263106,20190528,11,PM2.5,13.0
263112,20190528,12,PCA,-102.71299153290843
263112,20190528,12,PM2.5,7.0
263118,20190528,13,PCA,-102.55969435893074
263118,20190528,13,PM2.5,8.0
263124,20190528,14,PCA,-104.05078125220497
263124,20190528,14,PM2.5,5.0
263130,20190528,15,PCA,-100.52123927392239
263130,20190528,15,PM2.5,9.0
263136,20190528,16,PCA,-99.63133625558581
263136,20190528,16,PM2.5,10.0
263142,20190528,17,PCA,-101.3621456834329
263142,20190528,17,PM2.5,5.0
263148,20190528,18,PCA,-97.73171650523946
263148,20190528,18,PM2.5,11.0
263154,20190528,19,PCA,-91.48859440691197
263154,20190528,19,PM2.5,13.0
263160,20190528,20,PCA,-95.27754152019898
263160,20190528,20,PM2.5,13.0
263166,20190528,21,PCA,-82.73026440412214
263166,20190528,21,PM2.5,15.0
263172,20190528,22,PCA,-72.96057037950304
263172,20190528,22,PM2.5,21.0
263178,20190528,23,PCA,-66.72895641828217
263178,20190528,23,PM2.5,24.0
263184,20190529,0,PCA,-66.1600851549509
263184,20190529,0,PM2.5,26.0
263190,20190529,1,PCA,-62.97908432145613
263190,20190529,1,PM2.5,27.0
263196,20190529,2,PCA,-53.10928667015614
263196,20190529,2,PM2.5,29.0
263202,20190529,3,PCA,-35.238644609767015
263202,20190529,3,PM2.5,35.0
263208,20190529,4,PCA,-37.46867497116925
263208,20190529,4,PM2.5,28.0
263214,20190529,5,PCA,-31.581073154662707
263214,20190529,5,PM2.5,31.0
263220,20190529,6,PCA,-50.13807735038527
263220,20190529,6,PM2.5,21.0
263226,20190529,7,PCA,-51.286294688289466
263226,20190529,7,PM2.5,21.0
263232,20190529,8,PCA,-56.457979669071804
263232,20190529,8,PM2.5,25.0
263238,20190529,9,PCA,-70.29626822643489
263238,20190529,9,PM2.5,23.0
263244,20190529,10,PCA,-88.05638744410193
263244,20190529,10,PM2.5,24.0
263250,20190529,11,PCA,-78.52514656250108
263250,20190529,11,PM2.5,23.0
263256,20190529,12,PCA,-64.15270101729932
263256,20190529,12,PM2.5,30.0
263262,20190529,13,PCA,-41.722403784876796
263262,20190529,13,PM2.5,42.0
263268,20190529,14,PCA,-40.499270565176225
263268,20190529,14,PM2.5,43.0
263274,20190529,15,PCA,-44.55582804355695
263274,20190529,15,PM2.5,34.0
263280,20190529,16,PCA,-46.60996918719612
263280,20190529,16,PM2.5,29.0
263286,20190529,17,PCA,-35.117693523343924
263286,20190529,17,PM2.5,37.0
263292,20190529,18,PCA,-34.43868064108717
263292,20190529,18,PM2.5,35.0
263298,20190529,19,PCA,-34.233587983251255
263298,20190529,19,PM2.5,37.0
263304,20190529,20,PCA,-44.66579491345293
263304,20190529,20,PM2.5,35.0
263310,20190529,21,PCA,-60.69761617116565
263310,20190529,21,PM2.5,36.0
263316,20190529,22,PCA,-56.08892334549987
263316,20190529,22,PM2.5,37.0
263322,20190529,23,PCA,-67.3292769332677
263322,20190529,23,PM2.5,34.0
263328,20190530,0,PCA,-77.88848792093657
263328,20190530,0,PM2.5,26.0
263334,20190530,1,PCA,-79.28083408960161
263334,20190530,1,PM2.5,21.0
263340,20190530,2,PCA,-77.0550664440874
263340,20190530,2,PM2.5,25.0
263346,20190530,3,PCA,-82.68511308199042
263346,20190530,3,PM2.5,19.0
263352,20190530,4,PCA,-73.82113718755788
263352,20190530,4,PM2.5,27.0
263358,20190530,5,PCA,-69.06730817398362
263358,20190530,5,PM2.5,32.0
263364,20190530,6,PCA,-64.6925381742681
263364,20190530,6,PM2.5,32.0
263370,20190530,7,PCA,-63.70340041462034
263370,20190530,7,PM2.5,29.0
263376,20190530,8,PCA,-58.039915107317164
263376,20190530,8,PM2.5,29.0
263382,20190530,9,PCA,-54.46906830897165
263382,20190530,9,PM2.5,27.0
263388,20190530,10,PCA,-44.97202639765836
263388,20190530,10,PM2.5,34.0
263394,20190530,11,PCA,-44.14637557711541
263394,20190530,11,PM2.5,37.0
263400,20190530,12,PCA,-67.7234186259847
263400,20190530,12,PM2.5,37.0
263406,20190530,13,PCA,-86.59807441369693
263406,20190530,13,PM2.5,27.0
263412,20190530,14,PCA,-90.02268562898476
263412,20190530,14,PM2.5,23.0
263418,20190530,15,PCA,-94.03911281816978
263418,20190530,15,PM2.5,18.0
263424,20190530,16,PCA,-99.01388726441236
263424,20190530,16,PM2.5,11.0
263430,20190530,17,PCA,-98.56170483558617
263430,20190530,17,PM2.5,12.0
263436,20190530,18,PCA,-102.21093871234304
263436,20190530,18,PM2.5,10.0
263442,20190530,19,PCA,-100.84361082420625
263442,20190530,19,PM2.5,12.0
263448,20190530,20,PCA,-100.43972413140233
263448,20190530,20,PM2.5,12.0
263454,20190530,21,PCA,-99.50897041634367
263454,20190530,21,PM2.5,12.0
263460,20190530,22,PCA,-96.15250860437041
263460,20190530,22,PM2.5,12.0
263466,20190530,23,PCA,-101.11944278400638
263466,20190530,23,PM2.5,13.0
263472,20190531,0,PCA,-99.05599200748708
263472,20190531,0,PM2.5,13.0
263478,20190531,1,PCA,-95.62013893927815
263478,20190531,1,PM2.5,16.0
263484,20190531,2,PCA,-84.62938722406261
263484,20190531,2,PM2.5,16.0
263490,20190531,3,PCA,-81.48809779877965
263490,20190531,3,PM2.5,11.0
263496,20190531,4,PCA,-72.91096297691028
263496,20190531,4,PM2.5,11.0
263502,20190531,5,PCA,-104.0271182280504
263502,20190531,5,PM2.5,11.0
263508,20190531,6,PCA,-62.99025443475628
263508,20190531,6,PM2.5,16.0
263514,20190531,7,PCA,-97.38967294718424
263514,20190531,7,PM2.5,12.0
263520,20190531,8,PCA,-86.89674187170652
263520,20190531,8,PM2.5,14.0
263526,20190531,9,PCA,-95.30490771681144
263526,20190531,9,PM2.5,9.0
263532,20190531,10,PCA,-91.05472081669866
263532,20190531,10,PM2.5,16.0
263538,20190531,11,PCA,-105.41205726693686
263538,20190531,11,PM2.5,6.0
263544,20190531,12,PCA,-108.05504458109642
263544,20190531,12,PM2.5,6.5
263550,20190531,13,PCA,-105.94878620693403
263550,20190531,13,PM2.5,7.0
263556,20190531,14,PCA,-96.00032826840157
263556,20190531,14,PM2.5,17.5
263562,20190531,15,PCA,-88.35109834949691
263562,20190531,15,PM2.5,28.0
263844,20190602,14,PCA,-43.766500632265284
263844,20190602,14,PM2.5,37.0
263850,20190602,15,PCA,-42.16224908458773
263850,20190602,15,PM2.5,37.0
263856,20190602,16,PCA,-44.17010979400662
263856,20190602,16,PM2.5,35.0
263862,20190602,17,PCA,-43.64173879099549
263862,20190602,17,PM2.5,36.0
263868,20190602,18,PCA,-43.76077382898212
263868,20190602,18,PM2.5,38.0
263874,20190602,19,PCA,-48.49304906750705
263874,20190602,19,PM2.5,33.0
263880,20190602,20,PCA,-70.25447441353107
263880,20190602,20,PM2.5,26.0
263886,20190602,21,PCA,-89.62620160520211
263886,20190602,21,PM2.5,23.0
263892,20190602,22,PCA,-59.7904601437802
263892,20190602,22,PM2.5,31.0
263898,20190602,23,PCA,-65.25038203018576
263898,20190602,23,PM2.5,23.0
263904,20190603,0,PCA,-62.12360476054063
263904,20190603,0,PM2.5,21.0
263910,20190603,1,PCA,-75.41365357363522
263910,20190603,1,PM2.5,22.0
263916,20190603,2,PCA,-50.07364592420324
263916,20190603,2,PM2.5,45.0
263922,20190603,3,PCA,-55.06346999199804
263922,20190603,3,PM2.5,36.0
263928,20190603,4,PCA,-60.3588723862272
263928,20190603,4,PM2.5,29.0
263934,20190603,5,PCA,-26.002635986109624
263934,20190603,5,PM2.5,60.0
263940,20190603,6,PCA,-45.67077837961197
263940,20190603,6,PM2.5,33.0
263946,20190603,7,PCA,-32.09207789886528
263946,20190603,7,PM2.5,49.0
263952,20190603,8,PCA,-48.39766849294784
263952,20190603,8,PM2.5,50.0
263958,20190603,9,PCA,-53.141362176672196
263958,20190603,9,PM2.5,49.0
263964,20190603,10,PCA,-77.75254743198201
263964,20190603,10,PM2.5,36.0
263970,20190603,11,PCA,-76.4168406409485
263970,20190603,11,PM2.5,29.0
263976,20190603,12,PCA,-69.72426877462345
263976,20190603,12,PM2.5,28.0
263982,20190603,13,PCA,-67.97878537248029
263982,20190603,13,PM2.5,21.0
263988,20190603,14,PCA,-63.025877664953384
263988,20190603,14,PM2.5,27.0
263994,20190603,15,PCA,-50.98810635478536
263994,20190603,15,PM2.5,30.0
264000,20190603,16,PCA,-57.179284381312975
264000,20190603,16,PM2.5,21.0
264006,20190603,17,PCA,-64.94038114456643
264006,20190603,17,PM2.5,15.0
264012,20190603,18,PCA,-73.84777809964827
264012,20190603,18,PM2.5,14.0
264018,20190603,19,PCA,-66.79057381642329
264018,20190603,19,PM2.5,14.0
264024,20190603,20,PCA,-78.48200820169446
264024,20190603,20,PM2.5,16.0
264030,20190603,21,PCA,-71.5910989544661
264030,20190603,21,PM2.5,25.0
264036,20190603,22,PCA,-58.31077705852625
264036,20190603,22,PM2.5,32.0
264042,20190603,23,PCA,-41.08919417673146
264042,20190603,23,PM2.5,41.0
264048,20190604,0,PCA,-28.82588479566981
264048,20190604,0,PM2.5,63.0
264054,20190604,1,PCA,-19.904398202775283
264054,20190604,1,PM2.5,68.0
264060,20190604,2,PCA,-59.825793415566615
264060,20190604,2,PM2.5,43.0
264066,20190604,3,PCA,-64.04497946590647
264066,20190604,3,PM2.5,39.0
264072,20190604,4,PCA,-61.36627355143595
264072,20190604,4,PM2.5,42.0
264078,20190604,5,PCA,-43.470001819932335
264078,20190604,5,PM2.5,51.0
264084,20190604,6,PCA,-17.029908293672584
264084,20190604,6,PM2.5,68.0
264090,20190604,7,PCA,-31.78685747394959
264090,20190604,7,PM2.5,59.0
264096,20190604,8,PCA,-53.721603763597315
264096,20190604,8,PM2.5,45.0
264102,20190604,9,PCA,-56.92857234313581
264102,20190604,9,PM2.5,44.0
264108,20190604,10,PCA,-58.02686858584864
264108,20190604,10,PM2.5,42.0
264114,20190604,11,PCA,-39.7767874093823
264114,20190604,11,PM2.5,51.0
264120,20190604,12,PCA,-24.563368145313863
264120,20190604,12,PM2.5,64.0
264126,20190604,13,PCA,-61.55434577509275
264126,20190604,13,PM2.5,43.0
264132,20190604,14,PCA,-74.16427928118411
264132,20190604,14,PM2.5,39.0
264138,20190604,15,PCA,-63.529587720056206
264138,20190604,15,PM2.5,46.0
264144,20190604,16,PCA,-66.70667869469042
264144,20190604,16,PM2.5,44.0
264150,20190604,17,PCA,-54.23156999685291
264150,20190604,17,PM2.5,51.0
264156,20190604,18,PCA,-47.20347787356224
264156,20190604,18,PM2.5,54.0
264162,20190604,19,PCA,-49.385593716943724
264162,20190604,19,PM2.5,53.0
264168,20190604,20,PCA,-46.29731196936851
264168,20190604,20,PM2.5,54.0
264174,20190604,21,PCA,-48.25655050184298
264174,20190604,21,PM2.5,52.0
264180,20190604,22,PCA,-41.62302831055395
264180,20190604,22,PM2.5,55.0
264186,20190604,23,PCA,-46.22610463002154
264186,20190604,23,PM2.5,49.0
264192,20190605,0,PCA,-50.27741969228357
264192,20190605,0,PM2.5,45.0
264198,20190605,1,PCA,-30.72344207598308
264198,20190605,1,PM2.5,47.0
264204,20190605,2,PCA,-20.54074762677164
264204,20190605,2,PM2.5,56.0
264210,20190605,3,PCA,-15.989548195224025
264210,20190605,3,PM2.5,59.0
264216,20190605,4,PCA,-12.381517410733107
264216,20190605,4,PM2.5,61.0
264222,20190605,5,PCA,-8.991801196444381
264222,20190605,5,PM2.5,61.0
264228,20190605,6,PCA,7.92037605556246
264228,20190605,6,PM2.5,70.0
264234,20190605,7,PCA,7.720694925974885
264234,20190605,7,PM2.5,77.0
264240,20190605,8,PCA,-32.15367482255714
264240,20190605,8,PM2.5,60.0
264246,20190605,9,PCA,-47.525041037015185
264246,20190605,9,PM2.5,51.0
264252,20190605,10,PCA,-61.16147233870445
264252,20190605,10,PM2.5,43.0
264258,20190605,11,PCA,-79.28271646963928
264258,20190605,11,PM2.5,31.0
264264,20190605,12,PCA,-90.3684635778835
264264,20190605,12,PM2.5,22.0
264270,20190605,13,PCA,-76.97312261038213
264270,20190605,13,PM2.5,25.0
264276,20190605,14,PCA,-91.21336152155313
264276,20190605,14,PM2.5,20.0
264282,20190605,15,PCA,-89.80632935312659
264282,20190605,15,PM2.5,23.0
264288,20190605,16,PCA,-95.88226915528863
264288,20190605,16,PM2.5,15.0
264294,20190605,17,PCA,-95.76819770599393
264294,20190605,17,PM2.5,14.0
264300,20190605,18,PCA,-93.32852362971417
264300,20190605,18,PM2.5,17.0
264306,20190605,19,PCA,-30.989423109900578
264306,20190605,19,PM2.5,49.0
264312,20190605,20,PCA,-19.67520772680513
264312,20190605,20,PM2.5,67.0
264318,20190605,21,PCA,-31.047230437361605
264318,20190605,21,PM2.5,60.0
264324,20190605,22,PCA,-41.342256721879636
264324,20190605,22,PM2.5,52.0
264330,20190605,23,PCA,-47.92829951581537
264330,20190605,23,PM2.5,46.0
264336,20190606,0,PCA,-47.06449051947867
264336,20190606,0,PM2.5,46.0
264342,20190606,1,PCA,-22.449077980884624
264342,20190606,1,PM2.5,59.0
264348,20190606,2,PCA,-12.183995902604277
264348,20190606,2,PM2.5,68.0
264354,20190606,3,PCA,-6.460864668414567
264354,20190606,3,PM2.5,71.0
264360,20190606,4,PCA,7.436599794612944
264360,20190606,4,PM2.5,77.0
264366,20190606,5,PCA,28.872156319435113
264366,20190606,5,PM2.5,86.0
264372,20190606,6,PCA,60.10352468947296
264372,20190606,6,PM2.5,107.0
264378,20190606,7,PCA,52.26303255102883
264378,20190606,7,PM2.5,105.0
264384,20190606,8,PCA,104.53760332245747
264384,20190606,8,PM2.5,138.0
264390,20190606,9,PCA,78.61197730222194
264390,20190606,9,PM2.5,126.0
264396,20190606,10,PCA,4.691044138001062
264396,20190606,10,PM2.5,82.0
264402,20190606,11,PCA,-14.334301685465896
264402,20190606,11,PM2.5,69.0
264408,20190606,12,PCA,-44.04854474122508
264408,20190606,12,PM2.5,51.0
264414,20190606,13,PCA,-57.21550095821744
264414,20190606,13,PM2.5,42.0
264420,20190606,14,PCA,-70.48880382376308
264420,20190606,14,PM2.5,34.0
264426,20190606,15,PCA,-89.57107639054368
264426,20190606,15,PM2.5,24.0
264432,20190606,16,PCA,-90.07112854648618
264432,20190606,16,PM2.5,25.0
264438,20190606,17,PCA,-90.23653645875478
264438,20190606,17,PM2.5,25.0
264444,20190606,18,PCA,-89.84124122168343
264444,20190606,18,PM2.5,25.0
264450,20190606,19,PCA,-95.58603429762879
264450,20190606,19,PM2.5,16.0
264456,20190606,20,PCA,-95.30625704636431
264456,20190606,20,PM2.5,17.0
264462,20190606,21,PCA,-95.2096655743197
264462,20190606,21,PM2.5,19.0
264468,20190606,22,PCA,-84.45121723843302
264468,20190606,22,PM2.5,27.0
264474,20190606,23,PCA,-80.81769701696591
264474,20190606,23,PM2.5,29.0
264480,20190607,0,PCA,-81.5881367580313
264480,20190607,0,PM2.5,29.0
264486,20190607,1,PCA,-65.77904995406283
264486,20190607,1,PM2.5,38.0
