,date,hour,type,奥体中心
185616,20171130,15,PM2.5,5.0
185622,20171130,16,PCA,-70.67681792042524
185622,20171130,16,PM2.5,16.0
185628,20171130,17,PCA,-45.875143538876095
185628,20171130,17,PM2.5,28.0
185634,20171130,18,PCA,-32.57945356803084
185634,20171130,18,PM2.5,38.0
185640,20171130,19,PCA,-18.455289082887948
185640,20171130,19,PM2.5,45.0
185646,20171130,20,PCA,0.2945897086525128
185646,20171130,20,PM2.5,57.0
185652,20171130,21,PCA,1.403062335630166
185652,20171130,21,PM2.5,59.0
185658,20171130,22,PCA,0.6947462060064736
185658,20171130,22,PM2.5,60.0
185664,20171130,23,PCA,10.135438447142379
185664,20171130,23,PM2.5,66.0
185670,20171201,0,PCA,17.082019643311636
185670,20171201,0,PM2.5,70.0
185676,20171201,1,PCA,25.40272018861347
185676,20171201,1,PM2.5,75.0
185682,20171201,2,PCA,22.7407385463277
185682,20171201,2,PM2.5,73.0
185688,20171201,3,PCA,26.43077154346385
185688,20171201,3,PM2.5,75.0
185694,20171201,4,PCA,26.51793411160226
185694,20171201,4,PM2.5,76.0
185700,20171201,5,PCA,35.507445221897356
185700,20171201,5,PM2.5,81.0
185706,20171201,6,PCA,-2.738265247608748
185706,20171201,6,PM2.5,58.0
185712,20171201,7,PCA,-31.949774713248374
185712,20171201,7,PM2.5,37.0
185718,20171201,8,PCA,-29.954090986188135
185718,20171201,8,PM2.5,38.0
185724,20171201,9,PCA,-20.802800134640155
185724,20171201,9,PM2.5,44.0
185730,20171201,10,PCA,-16.448503258183123
185730,20171201,10,PM2.5,46.0
185736,20171201,11,PCA,-17.268428288419155
185736,20171201,11,PM2.5,48.0
185742,20171201,12,PCA,24.720247748692945
185742,20171201,12,PM2.5,73.0
185748,20171201,13,PCA,4.856428598676573
185748,20171201,13,PM2.5,64.0
185754,20171201,14,PCA,-26.42136284299407
185754,20171201,14,PM2.5,47.0
185760,20171201,15,PCA,-18.207714269914575
185760,20171201,15,PM2.5,53.0
185766,20171201,16,PCA,-21.01188426410657
185766,20171201,16,PM2.5,51.0
185772,20171201,17,PCA,-16.056872598567455
185772,20171201,17,PM2.5,51.0
185778,20171201,18,PCA,24.48851205350908
185778,20171201,18,PM2.5,75.0
185784,20171201,19,PCA,62.873460905705514
185784,20171201,19,PM2.5,99.0
185790,20171201,20,PCA,98.41875499035746
185790,20171201,20,PM2.5,120.0
185796,20171201,21,PCA,110.60878152302035
185796,20171201,21,PM2.5,127.0
185802,20171201,22,PCA,100.44772717404355
185802,20171201,22,PM2.5,121.0
185808,20171201,23,PCA,117.37003624916694
185808,20171201,23,PM2.5,131.0
185814,20171202,0,PCA,127.28930856048991
185814,20171202,0,PM2.5,137.0
185820,20171202,1,PCA,87.65655466033132
185820,20171202,1,PM2.5,113.0
185826,20171202,2,PCA,82.52366511296782
185826,20171202,2,PM2.5,109.0
185832,20171202,3,PCA,88.07621278472072
185832,20171202,3,PM2.5,114.0
185838,20171202,4,PCA,92.48358121094331
185838,20171202,4,PM2.5,117.0
185844,20171202,5,PCA,75.74210284354267
185844,20171202,5,PM2.5,107.0
185850,20171202,6,PCA,66.52150803741593
185850,20171202,6,PM2.5,101.0
185856,20171202,7,PCA,70.054527091621
185856,20171202,7,PM2.5,104.0
185862,20171202,8,PCA,92.19083183237348
185862,20171202,8,PM2.5,118.0
185868,20171202,9,PCA,98.11137490665331
185868,20171202,9,PM2.5,121.0
185874,20171202,10,PCA,106.18512812050386
185874,20171202,10,PM2.5,127.0
185880,20171202,11,PCA,128.2764197366407
185880,20171202,11,PM2.5,140.0
185886,20171202,12,PCA,159.4698101209762
185886,20171202,12,PM2.5,159.0
185892,20171202,13,PCA,182.16122169012147
185892,20171202,13,PM2.5,173.0
185898,20171202,14,PCA,183.0810301262301
185898,20171202,14,PM2.5,172.0
185904,20171202,15,PCA,162.46037184963112
185904,20171202,15,PM2.5,156.0
185910,20171202,16,PCA,187.3676117143967
185910,20171202,16,PM2.5,170.0
185916,20171202,17,PCA,215.51215065503646
185916,20171202,17,PM2.5,188.0
185922,20171202,18,PCA,205.18950826859984
185922,20171202,18,PM2.5,181.0
185928,20171202,19,PCA,223.54345788633657
185928,20171202,19,PM2.5,194.0
185934,20171202,20,PCA,222.34638263922153
185934,20171202,20,PM2.5,194.0
185940,20171202,21,PCA,228.32325113025703
185940,20171202,21,PM2.5,200.0
185946,20171202,22,PCA,238.94627781260795
185946,20171202,22,PM2.5,208.0
185952,20171202,23,PCA,267.7571442444609
185952,20171202,23,PM2.5,228.0
185958,20171203,0,PCA,294.05957035872916
185958,20171203,0,PM2.5,248.0
185964,20171203,1,PCA,282.7000420244353
185964,20171203,1,PM2.5,243.0
185970,20171203,2,PCA,246.67816144387203
185970,20171203,2,PM2.5,218.0
185976,20171203,3,PCA,197.79205438201944
185976,20171203,3,PM2.5,183.0
185982,20171203,4,PCA,138.88416738276405
185982,20171203,4,PM2.5,143.0
185988,20171203,5,PCA,129.62651024166377
185988,20171203,5,PM2.5,139.0
185994,20171203,6,PCA,47.66489872899062
185994,20171203,6,PM2.5,91.0
186000,20171203,7,PCA,-24.428813038771626
186000,20171203,7,PM2.5,48.0
186006,20171203,8,PCA,-65.77887769358956
186006,20171203,8,PM2.5,25.0
186012,20171203,9,PCA,-82.80939203588079
186012,20171203,9,PM2.5,16.0
186018,20171203,10,PCA,-81.19477283363464
186018,20171203,10,PM2.5,15.0
186024,20171203,11,PCA,-82.97252850408117
186024,20171203,11,PM2.5,12.0
186030,20171203,12,PCA,-94.18815409499503
186030,20171203,12,PM2.5,12.0
186036,20171203,13,PCA,-90.46699938197199
186036,20171203,13,PM2.5,14.0
186042,20171203,14,PCA,-97.79377002873368
186042,20171203,14,PM2.5,9.0
186048,20171203,15,PCA,-100.97356507726575
186048,20171203,15,PM2.5,5.0
186054,20171203,16,PCA,-100.97356507726575
186054,20171203,16,PM2.5,5.0
186060,20171203,17,PCA,-86.9277689656005
186060,20171203,17,PM2.5,9.0
186066,20171203,18,PCA,-79.11694601049234
186066,20171203,18,PM2.5,8.0
186072,20171203,19,PCA,-91.2645375201621
186072,20171203,19,PM2.5,3.0
186078,20171203,20,PCA,-98.17125108171798
186078,20171203,20,PM2.5,5.0
186084,20171203,21,PCA,-97.08645361236144
186084,20171203,21,PM2.5,3.0
186090,20171203,22,PCA,-94.37755835092133
186090,20171203,22,PM2.5,5.0
186096,20171203,23,PCA,-96.29055212363345
186096,20171203,23,PM2.5,3.0
186102,20171204,0,PCA,-98.01623150900292
186102,20171204,0,PM2.5,3.0
186108,20171204,1,PCA,-96.82836333021208
186108,20171204,1,PM2.5,3.0
186114,20171204,2,PCA,-101.66403788255258
186114,20171204,2,PM2.5,4.0
186120,20171204,3,PCA,-102.32764478533478
186120,20171204,3,PM2.5,3.0
186126,20171204,4,PCA,-101.3752574406196
186126,20171204,4,PM2.5,5.0
186132,20171204,5,PCA,-101.42481493866627
186132,20171204,5,PM2.5,4.0
186138,20171204,6,PCA,-100.97727443689772
186138,20171204,6,PM2.5,3.0
186144,20171204,7,PCA,-95.65582877928027
186144,20171204,7,PM2.5,6.0
186150,20171204,8,PCA,-88.73160957381342
186150,20171204,8,PM2.5,5.0
186156,20171204,9,PCA,-92.57472663520858
186156,20171204,9,PM2.5,4.0
186162,20171204,10,PCA,-95.8268660496159
186162,20171204,10,PM2.5,6.0
186168,20171204,11,PCA,-102.45317159768167
186168,20171204,11,PM2.5,5.0
186174,20171204,12,PCA,-99.75612199063836
186174,20171204,12,PM2.5,4.0
186180,20171204,13,PCA,-90.68311898778988
186180,20171204,13,PM2.5,4.0
186186,20171204,14,PCA,-92.51637197942952
186186,20171204,14,PM2.5,7.0
186192,20171204,15,PCA,-80.47124623760156
186192,20171204,15,PM2.5,8.0
186198,20171204,16,PCA,-80.48475586143445
186198,20171204,16,PM2.5,5.0
186204,20171204,17,PCA,-89.96815224595305
186204,20171204,17,PM2.5,5.0
186210,20171204,18,PCA,-91.40879329920023
186210,20171204,18,PM2.5,4.0
186216,20171204,19,PCA,-95.14216473827325
186216,20171204,19,PM2.5,4.0
186222,20171204,20,PCA,-99.15657848939045
186222,20171204,20,PM2.5,3.0
186228,20171204,21,PCA,-94.23586166565076
186228,20171204,21,PM2.5,4.0
186234,20171204,22,PCA,-101.06455060540813
186234,20171204,22,PM2.5,3.0
186240,20171204,23,PCA,-101.17714586837276
186240,20171204,23,PM2.5,4.0
186246,20171205,0,PCA,-96.7951543833981
186246,20171205,0,PM2.5,6.0
186252,20171205,1,PCA,-80.52097455467036
186252,20171205,1,PM2.5,5.0
186258,20171205,2,PCA,-89.07332258621625
186258,20171205,2,PM2.5,4.0
186264,20171205,3,PCA,-91.76203998285766
186264,20171205,3,PM2.5,10.0
186270,20171205,4,PCA,-106.87783113114591
186270,20171205,4,PM2.5,3.0
186276,20171205,5,PCA,-102.81287283007853
186276,20171205,5,PM2.5,3.0
186282,20171205,6,PCA,-100.89002939587586
186282,20171205,6,PM2.5,5.0
186288,20171205,7,PCA,-89.24650640207109
186288,20171205,7,PM2.5,4.0
186294,20171205,8,PCA,-65.13375090351819
186294,20171205,8,PM2.5,12.0
186300,20171205,9,PCA,-22.245750169120257
186300,20171205,9,PM2.5,36.0
186306,20171205,10,PCA,-47.26364069784184
186306,20171205,10,PM2.5,23.0
186312,20171205,11,PCA,-61.393005882124186
186312,20171205,11,PM2.5,21.0
186318,20171205,12,PCA,-60.539232313700275
186318,20171205,12,PM2.5,24.0
186324,20171205,13,PCA,-73.23555054609663
186324,20171205,13,PM2.5,16.0
186330,20171205,14,PCA,-82.68663954352189
186330,20171205,14,PM2.5,14.0
186336,20171205,15,PCA,-71.44143561117467
186336,20171205,15,PM2.5,20.0
186342,20171205,16,PCA,-58.16491121941093
186342,20171205,16,PM2.5,21.0
186348,20171205,17,PCA,-59.21393499123016
186348,20171205,17,PM2.5,20.0
186354,20171205,18,PCA,-57.16792615228426
186354,20171205,18,PM2.5,16.0
186360,20171205,19,PCA,-47.58346070819336
186360,20171205,19,PM2.5,21.0
186366,20171205,20,PCA,-38.28905525291923
186366,20171205,20,PM2.5,25.0
186372,20171205,21,PCA,-32.38764825564922
186372,20171205,21,PM2.5,26.0
186378,20171205,22,PCA,-35.804320846526444
186378,20171205,22,PM2.5,25.0
186384,20171205,23,PCA,-30.334877300060157
186384,20171205,23,PM2.5,29.0
186390,20171206,0,PCA,-26.096208818218273
186390,20171206,0,PM2.5,34.0
186396,20171206,1,PCA,-18.329095376700057
186396,20171206,1,PM2.5,40.0
186402,20171206,2,PCA,-12.954258873204326
186402,20171206,2,PM2.5,46.0
186408,20171206,3,PCA,-12.075417554126417
186408,20171206,3,PM2.5,49.0
186414,20171206,4,PCA,-7.8154786405783945
186414,20171206,4,PM2.5,52.0
186420,20171206,5,PCA,-7.5990996224291765
186420,20171206,5,PM2.5,45.0
186426,20171206,6,PCA,-1.6977731499372954
186426,20171206,6,PM2.5,49.0
186432,20171206,7,PCA,-23.618285058628626
186432,20171206,7,PM2.5,38.0
186438,20171206,8,PCA,-38.98494098177343
186438,20171206,8,PM2.5,27.0
186444,20171206,9,PCA,-40.72492432411994
186444,20171206,9,PM2.5,26.0
186450,20171206,10,PCA,-48.92930386684492
186450,20171206,10,PM2.5,25.0
186456,20171206,11,PCA,-64.02984422429364
186456,20171206,11,PM2.5,18.0
186462,20171206,12,PCA,-83.16540107478444
186462,20171206,12,PM2.5,14.0
186468,20171206,13,PCA,-91.36809382497883
186468,20171206,13,PM2.5,9.0
186474,20171206,14,PCA,-88.72634385296472
186474,20171206,14,PM2.5,10.0
186480,20171206,15,PCA,-89.84351828441721
186480,20171206,15,PM2.5,9.0
186486,20171206,16,PCA,-82.75434264098942
186486,20171206,16,PM2.5,14.0
186492,20171206,17,PCA,-84.93550340046704
186492,20171206,17,PM2.5,10.0
186498,20171206,18,PCA,-78.28629948014273
186498,20171206,18,PM2.5,9.0
186504,20171206,19,PCA,-54.61369312444807
186504,20171206,19,PM2.5,20.0
186510,20171206,20,PCA,-58.48995864820707
186510,20171206,20,PM2.5,20.0
186516,20171206,21,PCA,-89.78204253767176
186516,20171206,21,PM2.5,10.0
186522,20171206,22,PCA,-93.18275629268838
186522,20171206,22,PM2.5,9.0
186528,20171206,23,PCA,-99.60978060336335
186528,20171206,23,PM2.5,4.0
186534,20171207,0,PCA,-98.8683467649465
186534,20171207,0,PM2.5,6.0
186540,20171207,1,PCA,-98.16460046950488
186540,20171207,1,PM2.5,7.0
186546,20171207,2,PCA,-95.93228261342352
186546,20171207,2,PM2.5,6.0
186552,20171207,3,PCA,-90.95163583602246
186552,20171207,3,PM2.5,7.0
186558,20171207,4,PCA,-97.909511550469
186558,20171207,4,PM2.5,5.0
186564,20171207,5,PCA,-101.11303695597765
186564,20171207,5,PM2.5,3.0
186570,20171207,6,PCA,-100.99969185576337
186570,20171207,6,PM2.5,3.0
186576,20171207,7,PCA,-93.68734334233082
186576,20171207,7,PM2.5,8.0
186582,20171207,8,PCA,-91.30910573777528
186582,20171207,8,PM2.5,6.0
186588,20171207,9,PCA,-89.55596459886128
186588,20171207,9,PM2.5,3.0
186594,20171207,10,PCA,-81.78499350883682
186594,20171207,10,PM2.5,8.0
186600,20171207,11,PCA,-79.27819674916907
186600,20171207,11,PM2.5,14.0
186606,20171207,12,PCA,-92.27953247030108
186606,20171207,12,PM2.5,12.0
186624,20171207,15,PCA,-104.88433347809476
186624,20171207,15,PM2.5,3.0
186630,20171207,16,PCA,-102.3514366592346
186630,20171207,16,PM2.5,7.0
186636,20171207,17,PCA,-104.52503267431267
186636,20171207,17,PM2.5,4.0
186642,20171207,18,PCA,-102.42381038207147
186642,20171207,18,PM2.5,7.0
186648,20171207,19,PCA,-95.65470198734057
186648,20171207,19,PM2.5,8.0
186666,20171207,22,PCA,-96.21030938470513
186666,20171207,22,PM2.5,9.0
186672,20171207,23,PCA,-94.8601972068821
186672,20171207,23,PM2.5,9.0
186678,20171208,0,PCA,-94.23199292998405
186678,20171208,0,PM2.5,8.0
186684,20171208,1,PCA,-90.75091178928425
186684,20171208,1,PM2.5,7.0
186702,20171208,4,PCA,-80.88743767762924
186702,20171208,4,PM2.5,8.0
186708,20171208,5,PCA,-78.93201959516668
186708,20171208,5,PM2.5,9.0
186714,20171208,6,PCA,-75.57301370387802
186714,20171208,6,PM2.5,14.0
186720,20171208,7,PCA,-73.00160807056733
186720,20171208,7,PM2.5,16.0
186726,20171208,8,PCA,-63.5779565260119
186726,20171208,8,PM2.5,18.0
186732,20171208,9,PCA,-58.68761158090941
186732,20171208,9,PM2.5,20.0
186738,20171208,10,PCA,-52.520418012332506
186738,20171208,10,PM2.5,20.0
186744,20171208,13,PCA,-42.56090208356609
186744,20171208,13,PM2.5,35.0
186750,20171208,14,PCA,-50.23732155878317
186750,20171208,14,PM2.5,33.0
186756,20171208,15,PCA,-89.07187949995632
186756,20171208,15,PM2.5,10.0
186762,20171208,16,PCA,-76.49837990132477
186762,20171208,16,PM2.5,22.0
186768,20171208,17,PCA,-50.92804850041848
186768,20171208,17,PM2.5,24.0
186774,20171208,18,PCA,-29.76434801736289
186774,20171208,18,PM2.5,36.0
186780,20171208,19,PCA,-31.91010615095632
186780,20171208,19,PM2.5,34.0
186786,20171208,20,PCA,-28.841044709788864
186786,20171208,20,PM2.5,35.0
186792,20171208,21,PCA,-23.801111759257612
186792,20171208,21,PM2.5,35.0
186798,20171208,22,PCA,-25.605656841696124
186798,20171208,22,PM2.5,37.0
186804,20171208,23,PCA,-34.9641590897318
186804,20171208,23,PM2.5,33.0
186810,20171209,0,PCA,-42.08665921866911
186810,20171209,0,PM2.5,28.0
186816,20171209,1,PCA,-46.480435873590444
186816,20171209,1,PM2.5,27.0
186822,20171209,2,PCA,-45.064633976370885
186822,20171209,2,PM2.5,27.0
186828,20171209,3,PCA,-62.53807023000744
186828,20171209,3,PM2.5,18.0
186834,20171209,4,PCA,-65.0425115644424
186834,20171209,4,PM2.5,20.0
186840,20171209,5,PCA,-70.70128218677125
186840,20171209,5,PM2.5,12.0
186846,20171209,6,PCA,-45.37571452089195
186846,20171209,6,PM2.5,32.0
186852,20171209,7,PCA,-56.86037652561901
186852,20171209,7,PM2.5,17.0
186858,20171209,8,PCA,-43.31302146440217
186858,20171209,8,PM2.5,25.0
186864,20171209,9,PCA,-37.611356617587866
186864,20171209,9,PM2.5,25.0
186870,20171209,10,PCA,-42.465933522108834
186870,20171209,10,PM2.5,26.0
186876,20171209,11,PCA,-30.124507916592766
186876,20171209,11,PM2.5,35.0
186882,20171209,12,PCA,-19.03205501006805
186882,20171209,12,PM2.5,45.0
186888,20171209,13,PCA,-27.777862632210354
186888,20171209,13,PM2.5,42.0
186894,20171209,14,PCA,-58.76568532308511
186894,20171209,14,PM2.5,26.0
186900,20171209,15,PCA,-51.28643819131348
186900,20171209,15,PM2.5,30.0
186906,20171209,16,PCA,-46.230792455902105
186906,20171209,16,PM2.5,29.0
186912,20171209,17,PCA,-34.13989163257529
186912,20171209,17,PM2.5,31.0
186918,20171209,18,PCA,-10.383689484958351
186918,20171209,18,PM2.5,44.0
186924,20171209,19,PCA,-11.355059706632206
186924,20171209,19,PM2.5,45.0
186930,20171209,20,PCA,-7.776049241045452
186930,20171209,20,PM2.5,48.0
186936,20171209,21,PCA,-5.027178881882631
186936,20171209,21,PM2.5,52.0
186942,20171209,22,PCA,-37.035025873534266
186942,20171209,22,PM2.5,32.0
186948,20171209,23,PCA,-64.93077079365699
186948,20171209,23,PM2.5,19.0
186954,20171210,0,PCA,-91.5989656217976
186954,20171210,0,PM2.5,8.0
186960,20171210,1,PCA,-86.25097234282201
186960,20171210,1,PM2.5,9.0
186966,20171210,2,PCA,-91.34176517115998
186966,20171210,2,PM2.5,6.0
186972,20171210,3,PCA,-85.32479656172919
186972,20171210,3,PM2.5,8.0
186978,20171210,4,PCA,-92.2723400386021
186978,20171210,4,PM2.5,6.0
186984,20171210,5,PCA,-85.44956096436067
186984,20171210,5,PM2.5,5.0
186990,20171210,6,PCA,-69.52386448810178
186990,20171210,6,PM2.5,5.0
186996,20171210,7,PCA,-48.16021159596084
186996,20171210,7,PM2.5,8.0
187002,20171210,8,PCA,-57.55373770428412
187002,20171210,8,PM2.5,8.0
187008,20171210,9,PCA,-68.01827182449877
187008,20171210,9,PM2.5,8.0
187014,20171210,10,PCA,-75.6329304440252
187014,20171210,10,PM2.5,6.0
187020,20171210,11,PCA,-84.34012466279692
187020,20171210,11,PM2.5,6.0
187026,20171210,12,PCA,-87.04702393133078
187026,20171210,12,PM2.5,7.0
187032,20171210,13,PCA,-83.39056529570601
187032,20171210,13,PM2.5,5.0
187038,20171210,14,PCA,-79.8071917726536
187038,20171210,14,PM2.5,9.0
187044,20171210,15,PCA,-83.88655713412666
187044,20171210,15,PM2.5,6.0
187050,20171210,16,PCA,-85.21185709425322
187050,20171210,16,PM2.5,8.0
187056,20171210,17,PCA,-85.88833932231425
187056,20171210,17,PM2.5,8.0
187062,20171210,18,PCA,-88.0470549286548
187062,20171210,18,PM2.5,8.0
187068,20171210,19,PCA,-83.13838144547584
187068,20171210,19,PM2.5,10.0
187074,20171210,20,PCA,-88.58738492226382
187074,20171210,20,PM2.5,6.0
187080,20171210,21,PCA,-90.3858695865734
187080,20171210,21,PM2.5,7.0
187086,20171210,22,PCA,-93.85975565791773
187086,20171210,22,PM2.5,4.0
187092,20171210,23,PCA,-72.92712707647532
187092,20171210,23,PM2.5,12.0
187098,20171211,0,PCA,-69.56156041438535
187098,20171211,0,PM2.5,9.0
187104,20171211,1,PCA,-76.05776505557552
187104,20171211,1,PM2.5,8.0
187110,20171211,2,PCA,-68.70673434220322
187110,20171211,2,PM2.5,10.0
187116,20171211,3,PCA,-69.75501736732528
187116,20171211,3,PM2.5,9.0
187122,20171211,4,PCA,-89.51795296289211
187122,20171211,4,PM2.5,7.0
187128,20171211,5,PCA,-98.71289401343795
187128,20171211,5,PM2.5,5.0
187134,20171211,6,PCA,-99.45432785185479
187134,20171211,6,PM2.5,3.0
187140,20171211,7,PCA,-94.559443826141
187140,20171211,7,PM2.5,7.0
187146,20171211,8,PCA,-93.31507861290554
187146,20171211,8,PM2.5,6.0
187152,20171211,9,PCA,-93.46639167465632
187152,20171211,9,PM2.5,6.5
187158,20171211,10,PCA,-93.61770473640716
187158,20171211,10,PM2.5,7.0
187164,20171211,11,PCA,-96.47814634460838
187164,20171211,11,PM2.5,6.0
187170,20171211,12,PCA,-88.14669271887232
187170,20171211,12,PM2.5,7.0
187176,20171211,13,PCA,-95.86681341306713
187176,20171211,13,PM2.5,8.0
187182,20171211,14,PCA,-99.96551268282394
187182,20171211,14,PM2.5,6.0
187188,20171211,15,PCA,-99.65492138630808
187188,20171211,15,PM2.5,7.0
187194,20171211,16,PCA,-102.29949933594648
187194,20171211,16,PM2.5,3.0
187200,20171211,17,PCA,-99.25482685098439
187200,20171211,17,PM2.5,5.0
187206,20171211,18,PCA,-95.64692437746459
187206,20171211,18,PM2.5,9.0
187212,20171211,19,PCA,-95.63242009666718
187212,20171211,19,PM2.5,8.0
187218,20171211,20,PCA,-94.90083591974089
187218,20171211,20,PM2.5,10.0
187224,20171211,21,PCA,-86.74358748612937
187224,20171211,21,PM2.5,11.0
187230,20171211,22,PCA,-89.23607866612984
187230,20171211,22,PM2.5,8.0
187236,20171211,23,PCA,-92.81534466467414
187236,20171211,23,PM2.5,7.0
187242,20171212,0,PCA,-94.1327088087481
187242,20171212,0,PM2.5,5.0
187248,20171212,1,PCA,-96.0299992785572
187248,20171212,1,PM2.5,5.0
187254,20171212,2,PCA,-100.59761834856216
187254,20171212,2,PM2.5,3.0
187260,20171212,3,PCA,-99.02770837315748
187260,20171212,3,PM2.5,4.0
187266,20171212,4,PCA,-103.8085308526345
187266,20171212,4,PM2.5,3.0
187272,20171212,5,PCA,-102.49702034997307
187272,20171212,5,PM2.5,3.0
187278,20171212,6,PCA,-101.33742160877013
187278,20171212,6,PM2.5,3.0
187284,20171212,7,PCA,-87.70998808605488
187284,20171212,7,PM2.5,13.0
187290,20171212,8,PCA,-96.74153310117723
187290,20171212,8,PM2.5,5.0
187296,20171212,9,PCA,-94.96677879384423
187296,20171212,9,PM2.5,6.0
187302,20171212,10,PCA,-92.21251570633382
187302,20171212,10,PM2.5,7.0
187308,20171212,11,PCA,-98.0050561995507
187308,20171212,11,PM2.5,8.0
187314,20171212,12,PCA,-94.60567256907956
187314,20171212,12,PM2.5,10.0
187320,20171212,13,PCA,-75.53710076763927
187320,20171212,13,PM2.5,20.0
187326,20171212,14,PCA,-76.71029128014345
187326,20171212,14,PM2.5,18.0
187332,20171212,15,PCA,-70.6694808093061
187332,20171212,15,PM2.5,23.0
187338,20171212,16,PCA,-74.77148901008013
187338,20171212,16,PM2.5,20.0
187344,20171212,17,PCA,-75.95855456111457
187344,20171212,17,PM2.5,14.0
187350,20171212,18,PCA,-67.89572114126545
187350,20171212,18,PM2.5,19.0
187356,20171212,19,PCA,-57.30767624193823
187356,20171212,19,PM2.5,21.0
187362,20171212,20,PCA,-46.768338212220705
187362,20171212,20,PM2.5,25.0
187368,20171212,21,PCA,-42.348717031064524
187368,20171212,21,PM2.5,26.0
187374,20171212,22,PCA,-38.17574090627564
187374,20171212,22,PM2.5,29.0
187380,20171212,23,PCA,-39.41710475639755
187380,20171212,23,PM2.5,32.0
187386,20171213,0,PCA,-43.73733802333805
187386,20171213,0,PM2.5,28.0
187392,20171213,1,PCA,-44.48590908431671
187392,20171213,1,PM2.5,32.0
187398,20171213,2,PCA,-33.647565838201814
187398,20171213,2,PM2.5,41.0
187404,20171213,3,PCA,-55.155630273172555
