,date,hour,type,八达岭
2616,20140422,4,PM2.5,32.0
2622,20140422,5,PCA,-35.675106545079736
2622,20140422,5,PM2.5,33.0
2628,20140422,6,PCA,-16.07022671512732
2628,20140422,6,PM2.5,49.0
2634,20140422,7,PCA,-3.871503375718645
2634,20140422,7,PM2.5,64.0
2640,20140422,8,PCA,-29.491269045392322
2640,20140422,8,PM2.5,27.0
2646,20140422,9,PCA,-13.772809222753802
2646,20140422,9,PM2.5,47.0
2652,20140422,10,PCA,-15.429259866531034
2652,20140422,10,PM2.5,44.0
2658,20140422,11,PCA,-24.818643529942992
2658,20140422,11,PM2.5,38.0
2664,20140422,12,PCA,-22.021111925444135
2664,20140422,12,PM2.5,37.0
2670,20140422,13,PCA,-14.728701281971945
2670,20140422,13,PM2.5,45.0
2676,20140422,14,PCA,-35.7894467720598
2676,20140422,14,PM2.5,21.0
2682,20140422,15,PCA,-27.574507710999352
2682,20140422,15,PM2.5,34.0
2688,20140422,16,PCA,-6.519045278078047
2688,20140422,16,PM2.5,50.5
2694,20140422,18,PCA,14.53641715484325
2694,20140422,18,PM2.5,67.0
2700,20140422,19,PCA,48.81041637364112
2700,20140422,19,PM2.5,95.0
2706,20140422,20,PCA,40.87469008572931
2706,20140422,20,PM2.5,72.0
2712,20140422,21,PCA,37.95725011187234
2712,20140422,21,PM2.5,63.0
2718,20140422,22,PCA,36.640768328406295
2718,20140422,22,PM2.5,69.0
2724,20140422,23,PCA,-28.83686057372051
2724,20140422,23,PM2.5,8.0
2730,20140423,0,PCA,14.613425508746088
2730,20140423,0,PM2.5,78.0
2736,20140423,1,PCA,13.55589187217152
2736,20140423,1,PM2.5,73.0
2742,20140423,2,PCA,2.4555314409756273
2742,20140423,2,PM2.5,59.0
2748,20140423,3,PCA,42.94481164011051
2748,20140423,3,PM2.5,89.0
2754,20140423,4,PCA,12.138015074905432
2754,20140423,4,PM2.5,51.0
2760,20140423,5,PCA,30.198713310728838
2760,20140423,5,PM2.5,73.0
2766,20140423,6,PCA,-9.914006968267609
2766,20140423,6,PM2.5,22.0
2772,20140423,7,PCA,2.4861905515267377
2772,20140423,7,PM2.5,55.0
2778,20140423,8,PCA,34.22766412566209
2778,20140423,8,PM2.5,94.0
2784,20140423,9,PCA,42.97540378945543
2784,20140423,9,PM2.5,99.0
2790,20140423,10,PCA,36.12936107999318
2790,20140423,10,PM2.5,70.0
2796,20140423,11,PCA,57.550390774433154
2796,20140423,11,PM2.5,89.0
2802,20140423,12,PCA,86.12050648937664
2802,20140423,12,PM2.5,121.0
2808,20140423,13,PCA,90.65631235975357
2808,20140423,13,PM2.5,117.0
2814,20140423,14,PCA,140.52569300786143
2814,20140423,14,PM2.5,159.0
2820,20140423,15,PCA,174.17653868946942
2820,20140423,15,PM2.5,173.0
2826,20140423,16,PCA,184.38168773488803
2826,20140423,16,PM2.5,171.0
2832,20140423,17,PCA,163.48141677084953
2832,20140423,17,PM2.5,134.0
3000,20140430,4,PCA,60.75202306217352
3000,20140430,4,PM2.5,94.1
3006,20140430,5,PCA,61.31923149680433
3006,20140430,5,PM2.5,100.0
3012,20140430,6,PCA,58.81455785375544
3012,20140430,6,PM2.5,94.5
3018,20140430,7,PCA,58.696393423700655
3018,20140430,7,PM2.5,90.2
3024,20140430,8,PCA,65.00928523717435
3024,20140430,8,PM2.5,95.7
3030,20140430,9,PCA,69.83903507410037
3030,20140430,9,PM2.5,100.8
3036,20140430,10,PCA,73.97334580534914
3036,20140430,10,PM2.5,101.2
3042,20140430,11,PCA,74.97237759939414
3042,20140430,11,PM2.5,99.7
3048,20140430,12,PCA,86.7958589778396
3048,20140430,12,PM2.5,112.6
3054,20140430,13,PCA,104.93442154285276
3054,20140430,13,PM2.5,133.9
3060,20140430,14,PCA,117.55670182275696
3060,20140430,14,PM2.5,146.9
3066,20140430,15,PCA,122.29701776358401
3066,20140430,15,PM2.5,139.8
3072,20140430,16,PCA,126.121091817516
3072,20140430,16,PM2.5,136.4
3078,20140430,17,PCA,118.10949486586706
3078,20140430,17,PM2.5,125.0
3084,20140430,18,PCA,111.00771028988498
3084,20140430,18,PM2.5,120.9
3090,20140430,19,PCA,97.1777779873167
3090,20140430,19,PM2.5,102.9
3096,20140430,20,PCA,100.4418334737995
3096,20140430,20,PM2.5,106.6
3102,20140430,21,PCA,97.9074785542895
3102,20140430,21,PM2.5,100.4
3108,20140430,22,PCA,100.62212515011943
3108,20140430,22,PM2.5,103.0
3114,20140430,23,PCA,90.57104771380735
3114,20140430,23,PM2.5,97.5
3120,20140501,0,PCA,85.2270474954608
3120,20140501,0,PM2.5,97.3
3126,20140501,1,PCA,95.84789411964954
3126,20140501,1,PM2.5,103.6
3132,20140501,2,PCA,97.25908264402203
3132,20140501,2,PM2.5,107.1
3138,20140501,3,PCA,101.72847156430014
3138,20140501,3,PM2.5,111.4
3144,20140501,4,PCA,106.9532469222841
3144,20140501,4,PM2.5,119.8
3150,20140501,5,PCA,99.39303768982629
3150,20140501,5,PM2.5,115.5
3156,20140501,6,PCA,103.1299666826998
3156,20140501,6,PM2.5,120.6
3162,20140501,7,PCA,106.77299725509653
3162,20140501,7,PM2.5,125.8
3168,20140501,8,PCA,112.37281010094003
3168,20140501,8,PM2.5,136.0
3174,20140501,9,PCA,119.54835660264658
3174,20140501,9,PM2.5,144.5
3180,20140501,10,PCA,126.25718198395954
3180,20140501,10,PM2.5,147.9
3186,20140501,11,PCA,138.1705279108302
3186,20140501,11,PM2.5,158.7
3192,20140501,12,PCA,150.53338748609147
3192,20140501,12,PM2.5,170.5
3198,20140501,13,PCA,169.06188070936108
3198,20140501,13,PM2.5,189.4
3204,20140501,14,PCA,185.10535165808807
3204,20140501,14,PM2.5,210.2
3210,20140501,15,PCA,189.9489963710999
3210,20140501,15,PM2.5,213.1
3216,20140501,16,PCA,177.6646709744789
3216,20140501,16,PM2.5,194.3
3222,20140501,17,PCA,94.13619690459882
3222,20140501,17,PM2.5,82.7
3228,20140501,18,PCA,129.36223462982142
3228,20140501,18,PM2.5,140.0
3234,20140501,19,PCA,99.91975543838186
3234,20140501,19,PM2.5,94.5
3240,20140501,20,PCA,80.11706088799217
3240,20140501,20,PM2.5,65.5
3246,20140501,21,PCA,65.80785044880928
3246,20140501,21,PM2.5,48.4
3252,20140501,22,PCA,58.13629205672225
3252,20140501,22,PM2.5,41.5
3258,20140501,23,PCA,53.72495247871618
3258,20140501,23,PM2.5,38.1
3264,20140502,0,PCA,50.29381136257356
3264,20140502,0,PM2.5,37.1
3270,20140502,1,PCA,38.855615602188706
3270,20140502,1,PM2.5,25.3
3276,20140502,2,PCA,34.2105894049949
3276,20140502,2,PM2.5,25.1
3282,20140502,3,PCA,29.620736373985885
3282,20140502,3,PM2.5,22.8
3288,20140502,4,PCA,34.11085802450376
3288,20140502,4,PM2.5,35.4
3294,20140502,5,PCA,19.725537317934883
3294,20140502,5,PM2.5,15.8
3300,20140502,6,PCA,13.38613752911919
3300,20140502,6,PM2.5,11.7
3306,20140502,7,PCA,10.831351066374312
3306,20140502,7,PM2.5,14.3
3312,20140502,8,PCA,19.356517724626464
3312,20140502,8,PM2.5,36.2
3318,20140502,9,PCA,8.520450942905343
3318,20140502,9,PM2.5,25.8
3324,20140502,10,PCA,5.03591472521538
3324,20140502,10,PM2.5,27.0
3330,20140502,11,PCA,10.159949197433004
3330,20140502,11,PM2.5,41.3
3336,20140502,12,PCA,27.294636858643774
3336,20140502,12,PM2.5,74.3
3342,20140502,13,PCA,10.669357833557918
3342,20140502,13,PM2.5,51.9
3348,20140502,14,PCA,-17.260970935462932
3348,20140502,14,PM2.5,12.0
3354,20140502,15,PCA,2.7286136661797817
3354,20140502,15,PM2.5,47.9
3360,20140502,16,PCA,-12.09368901751798
3360,20140502,16,PM2.5,29.0
3366,20140502,17,PCA,-7.499046614781941
3366,20140502,17,PM2.5,34.3
3372,20140502,18,PCA,-26.605469472974836
3372,20140502,18,PM2.5,8.6
3378,20140502,19,PCA,-33.095184426708
3378,20140502,19,PM2.5,11.9
3384,20140502,20,PCA,-40.67157424870391
3384,20140502,20,PM2.5,10.1
3390,20140502,21,PCA,-38.752003385821
3390,20140502,21,PM2.5,15.7
3396,20140502,22,PCA,-44.49570175021625
3396,20140502,22,PM2.5,13.4
3402,20140502,23,PCA,-45.50670421809692
3402,20140502,23,PM2.5,12.3
3408,20140503,0,PCA,-36.47434394924999
3408,20140503,0,PM2.5,16.3
3414,20140503,1,PCA,-52.471205256040214
3414,20140503,1,PM2.5,6.1
3420,20140503,2,PCA,-57.242797037919026
3420,20140503,2,PM2.5,4.4
3426,20140503,3,PCA,-56.53645395202774
3426,20140503,3,PM2.5,7.3
3432,20140503,4,PCA,-56.02436782477255
3432,20140503,4,PM2.5,9.9
3438,20140503,5,PCA,-56.912647695180084
3438,20140503,5,PM2.5,10.2
3444,20140503,6,PCA,-58.868923268900645
3444,20140503,6,PM2.5,6.3
3450,20140503,7,PCA,-57.34593730649972
3450,20140503,7,PM2.5,9.7
3456,20140503,8,PCA,-52.26623513794979
3456,20140503,8,PM2.5,14.2
3462,20140503,9,PCA,-52.223275346093445
3462,20140503,9,PM2.5,16.4
3468,20140503,10,PCA,-49.339219394909804
3468,20140503,10,PM2.5,22.2
3474,20140503,11,PCA,-43.89322614752282
3474,20140503,11,PM2.5,31.4
3480,20140503,12,PCA,-31.508802572527856
3480,20140503,12,PM2.5,45.4
3486,20140503,13,PCA,-21.346970060679475
3486,20140503,13,PM2.5,52.6
3492,20140503,14,PCA,-26.756577551753615
3492,20140503,14,PM2.5,48.3
3498,20140503,15,PCA,-34.63675328697862
3498,20140503,15,PM2.5,36.8
3504,20140503,16,PCA,-22.82866600477991
3504,20140503,16,PM2.5,50.0
3510,20140503,17,PCA,-40.83341911689947
3510,20140503,17,PM2.5,18.7
3516,20140503,18,PCA,-21.695873983780174
3516,20140503,18,PM2.5,37.5
3522,20140503,19,PCA,-25.489100514713524
3522,20140503,19,PM2.5,21.6
3528,20140503,20,PCA,-27.799135702747822
3528,20140503,20,PM2.5,12.4
3534,20140503,21,PCA,-20.45951127336847
3534,20140503,21,PM2.5,21.0
3540,20140503,22,PCA,-16.848273462023904
3540,20140503,22,PM2.5,23.1
3546,20140503,23,PCA,-17.278627029789654
3546,20140503,23,PM2.5,21.2
3552,20140504,0,PCA,-17.93883124831192
3552,20140504,0,PM2.5,20.5
3558,20140504,1,PCA,-16.398249496693506
3558,20140504,1,PM2.5,21.6
3564,20140504,2,PCA,-16.20674479288275
3564,20140504,2,PM2.5,22.6
3570,20140504,3,PCA,-7.849297944634479
3570,20140504,3,PM2.5,30.1
3576,20140504,4,PCA,-1.6529993253820576
3576,20140504,4,PM2.5,37.4
3582,20140504,5,PCA,-1.726513377245672
3582,20140504,5,PM2.5,39.4
3588,20140504,6,PCA,4.066611969956111
3588,20140504,6,PM2.5,44.2
3594,20140504,7,PCA,1.5723999704310465
3594,20140504,7,PM2.5,41.0
3600,20140504,8,PCA,-0.6037737928192256
3600,20140504,8,PM2.5,38.1
3606,20140504,9,PCA,-8.624181976152116
3606,20140504,9,PM2.5,26.0
3612,20140504,10,PCA,-18.551718022739838
3612,20140504,10,PM2.5,10.1
3618,20140504,11,PCA,-14.395900601244874
3618,20140504,11,PM2.5,15.7
3624,20140504,12,PCA,-19.302037917515047
3624,20140504,12,PM2.5,7.6
3630,20140504,13,PCA,-15.846367720591104
3630,20140504,13,PM2.5,15.2
3636,20140504,14,PCA,-19.693595812837412
3636,20140504,14,PM2.5,8.8
3642,20140504,15,PCA,-19.549015150481946
3642,20140504,15,PM2.5,11.9
3648,20140504,16,PCA,-20.72875369830641
3648,20140504,16,PM2.5,12.0
3654,20140504,17,PCA,-23.546503836192127
3654,20140504,17,PM2.5,13.2
3660,20140504,18,PCA,-32.8750570846739
3660,20140504,18,PM2.5,12.9
3666,20140504,19,PCA,-40.5151651947397
3666,20140504,19,PM2.5,11.5
3672,20140504,20,PCA,-44.2092747203775
3672,20140504,20,PM2.5,12.4
3678,20140504,21,PCA,-43.520264077080775
3678,20140504,21,PM2.5,14.4
3684,20140504,22,PCA,-46.591069076295724
3684,20140504,22,PM2.5,12.7
3690,20140504,23,PCA,-46.6133154503451
3690,20140504,23,PM2.5,14.0
3696,20140505,0,PCA,-47.58612818744086
3696,20140505,0,PM2.5,12.8
3702,20140505,1,PCA,-52.51495510899352
3702,20140505,1,PM2.5,8.5
3708,20140505,2,PCA,-54.47533988586188
3708,20140505,2,PM2.5,8.1
3714,20140505,3,PCA,-52.893761913953114
3714,20140505,3,PM2.5,9.7
3720,20140505,4,PCA,-51.105299328300106
3720,20140505,4,PM2.5,9.8
3726,20140505,5,PCA,-49.31683674264708
3726,20140505,5,PM2.5,9.9
3732,20140505,6,PCA,-47.033984220442775
3732,20140505,6,PM2.5,12.9
3738,20140505,7,PCA,-53.405607768202785
3738,20140505,7,PM2.5,11.7
3744,20140505,8,PCA,-47.98783164830165
3744,20140505,8,PM2.5,19.1
3750,20140505,9,PCA,-49.752597945112626
3750,20140505,9,PM2.5,16.3
3756,20140505,10,PCA,-55.51658694977762
3756,20140505,10,PM2.5,9.6
3762,20140505,11,PCA,-54.857040095294245
3762,20140505,11,PM2.5,13.5
3768,20140505,12,PCA,-55.75062821659782
3768,20140505,12,PM2.5,14.1
3774,20140505,13,PCA,-57.018613021245564
3774,20140505,13,PM2.5,11.7
3780,20140505,14,PCA,-55.34459725091744
3780,20140505,14,PM2.5,13.1
3786,20140505,15,PCA,-61.558837977597584
3786,20140505,15,PM2.5,5.8
3792,20140505,16,PCA,-53.1757558169937
3792,20140505,16,PM2.5,14.5
3798,20140505,17,PCA,-56.993124658770846
3798,20140505,17,PM2.5,9.8
3804,20140505,18,PCA,-56.65796019444687
3804,20140505,18,PM2.5,14.0
3810,20140505,19,PCA,-46.13865789025401
3810,20140505,19,PM2.5,21.8
3816,20140505,20,PCA,-43.144045712507996
3816,20140505,20,PM2.5,21.7
3822,20140505,21,PCA,-42.996730203375364
3822,20140505,21,PM2.5,20.4
3828,20140505,22,PCA,-43.536062232691954
3828,20140505,22,PM2.5,20.6
3834,20140505,23,PCA,-38.11710136421808
3834,20140505,23,PM2.5,25.8
3840,20140506,0,PCA,-43.04418692121662
3840,20140506,0,PM2.5,24.7
3846,20140506,1,PCA,-43.6433993918558
3846,20140506,1,PM2.5,23.9
3852,20140506,2,PCA,-18.69541049103228
3852,20140506,2,PM2.5,30.5
3858,20140506,3,PCA,-1.845842684607632
3858,20140506,3,PM2.5,52.6
3864,20140506,4,PCA,-9.918510827561127
3864,20140506,4,PM2.5,46.7
3870,20140506,5,PCA,-23.33242751848512
3870,20140506,5,PM2.5,42.0
3876,20140506,6,PCA,-23.6807426733141
3876,20140506,6,PM2.5,48.4
3882,20140506,7,PCA,-20.107690700720667
3882,20140506,7,PM2.5,48.1
3888,20140506,8,PCA,-15.58177654569432
3888,20140506,8,PM2.5,56.9
3894,20140506,9,PCA,-8.181383330648673
3894,20140506,9,PM2.5,67.1
3900,20140506,10,PCA,-4.54511160476172
3900,20140506,10,PM2.5,71.2
3906,20140506,11,PCA,-7.000462617965269
3906,20140506,11,PM2.5,64.0
3912,20140506,12,PCA,1.542743189467142
3912,20140506,12,PM2.5,74.4
3918,20140506,13,PCA,12.118637134196916
3918,20140506,13,PM2.5,87.6
3924,20140506,14,PCA,15.725733377862959
3924,20140506,14,PM2.5,87.1
3930,20140506,15,PCA,18.606770516725238
3930,20140506,15,PM2.5,85.1
3936,20140506,16,PCA,27.890968605872906
3936,20140506,16,PM2.5,92.2
3942,20140506,17,PCA,31.775653567104783
3942,20140506,17,PM2.5,89.9
3948,20140506,18,PCA,35.14938558232439
3948,20140506,18,PM2.5,89.2
3954,20140506,19,PCA,35.061103193323724
3954,20140506,19,PM2.5,85.9
3960,20140506,20,PCA,41.40927486166475
3960,20140506,20,PM2.5,88.6
3966,20140506,21,PCA,42.16044519046831
3966,20140506,21,PM2.5,89.5
3972,20140506,22,PCA,43.218389337578074
3972,20140506,22,PM2.5,87.3
3978,20140506,23,PCA,47.7951202212421
3978,20140506,23,PM2.5,92.2
3984,20140507,0,PCA,53.2265591871501
3984,20140507,0,PM2.5,99.7
3990,20140507,1,PCA,54.426223002980905
3990,20140507,1,PM2.5,94.6
3996,20140507,2,PCA,54.78752860817235
3996,20140507,2,PM2.5,95.1
4002,20140507,3,PCA,54.12438630198101
4002,20140507,3,PM2.5,99.0
4008,20140507,4,PCA,63.300219706996394
4008,20140507,4,PM2.5,117.2
4014,20140507,5,PCA,61.14560223810963
4014,20140507,5,PM2.5,106.6
4020,20140507,6,PCA,58.31112449604506
4020,20140507,6,PM2.5,95.1
4026,20140507,7,PCA,29.642603236581767
4026,20140507,7,PM2.5,55.3
4032,20140507,8,PCA,27.10819453854168
4032,20140507,8,PM2.5,51.9
4038,20140507,9,PCA,21.495328489049154
4038,20140507,9,PM2.5,43.5
4044,20140507,10,PCA,19.908844130434918
4044,20140507,10,PM2.5,41.5
4050,20140507,11,PCA,21.294446787419897
4050,20140507,11,PM2.5,44.6
4056,20140507,12,PCA,29.734078610330098
4056,20140507,12,PM2.5,58.4
4062,20140507,13,PCA,16.273106682681522
4062,20140507,13,PM2.5,40.0
4068,20140507,14,PCA,9.739678352271362
4068,20140507,14,PM2.5,34.0
4074,20140507,15,PCA,15.89824691878844
4074,20140507,15,PM2.5,45.4
4080,20140507,16,PCA,3.4989158919176915
4080,20140507,16,PM2.5,29.1
4086,20140507,17,PCA,-9.72423755008289
4086,20140507,17,PM2.5,16.5
4092,20140507,18,PCA,-7.56763840306883
4092,20140507,18,PM2.5,23.7
4098,20140507,19,PCA,-16.73453731929523
4098,20140507,19,PM2.5,14.2
4104,20140507,20,PCA,-23.20219482624834
4104,20140507,20,PM2.5,8.5
4110,20140507,21,PCA,-19.13065134024511
4110,20140507,21,PM2.5,15.8
4116,20140507,22,PCA,-26.851077006109985
4116,20140507,22,PM2.5,10.4
4122,20140507,23,PCA,-30.788642633664708
4122,20140507,23,PM2.5,10.3
4128,20140508,0,PCA,-23.67992255676942
4128,20140508,0,PM2.5,23.7
4134,20140508,1,PCA,-12.07097585572584
4134,20140508,1,PM2.5,44.6
4140,20140508,2,PCA,-25.658737678457552
4140,20140508,2,PM2.5,24.7
4146,20140508,3,PCA,-29.67703498621968
4146,20140508,3,PM2.5,19.3
4152,20140508,4,PCA,-43.22789338356097
4152,20140508,4,PM2.5,17.5
4158,20140508,5,PCA,-49.62036465769263
4158,20140508,5,PM2.5,11.9
4164,20140508,6,PCA,-48.3506132508287
4164,20140508,6,PM2.5,18.5
4170,20140508,7,PCA,-28.298164301102727
4170,20140508,7,PM2.5,48.2
4176,20140508,8,PCA,-8.579307255086619
4176,20140508,8,PM2.5,75.9
4182,20140508,9,PCA,-8.397687446520628
4182,20140508,9,PM2.5,72.5
4188,20140508,10,PCA,-15.557908982095979
4188,20140508,10,PM2.5,58.9
4194,20140508,11,PCA,-11.027361889811498
4194,20140508,11,PM2.5,61.1
4200,20140508,12,PCA,14.926609321068122
4200,20140508,12,PM2.5,94.0
4206,20140508,13,PCA,25.25819773312198
4206,20140508,13,PM2.5,76.7
4212,20140508,14,PCA,10.539903415422888
4212,20140508,14,PM2.5,55.3
4218,20140508,15,PCA,20.93265213832911
4218,20140508,15,PM2.5,60.8
4224,20140508,16,PCA,24.442447900333917
4224,20140508,16,PM2.5,74.5
4230,20140508,17,PCA,11.420572348166246
4230,20140508,17,PM2.5,72.7
4236,20140508,18,PCA,19.089708807232935
4236,20140508,18,PM2.5,79.1
4242,20140508,19,PCA,14.962198903886447
4242,20140508,19,PM2.5,71.1
4248,20140508,20,PCA,12.690886295893957
4248,20140508,20,PM2.5,62.7
4254,20140508,21,PCA,17.72364146597908
4254,20140508,21,PM2.5,66.9
4260,20140508,22,PCA,19.127860825879274
4260,20140508,22,PM2.5,70.7
4266,20140508,23,PCA,15.845889380799461
4266,20140508,23,PM2.5,64.2
4272,20140509,0,PCA,8.813084216138868
4272,20140509,0,PM2.5,57.9
4278,20140509,1,PCA,12.171625551112001
4278,20140509,1,PM2.5,55.8
4284,20140509,2,PCA,20.92844413329296
4284,20140509,2,PM2.5,61.8
4290,20140509,3,PCA,21.394110333771582
4290,20140509,3,PM2.5,64.3
4296,20140509,4,PCA,23.165103157609682
4296,20140509,4,PM2.5,67.7
4302,20140509,5,PCA,30.099302747670652
4302,20140509,5,PM2.5,67.9
4308,20140509,6,PCA,19.978073079669564
4308,20140509,6,PM2.5,50.8
4314,20140509,7,PCA,25.543146411149326
4314,20140509,7,PM2.5,60.3
4320,20140509,8,PCA,29.506384228049694
4320,20140509,8,PM2.5,66.3
4326,20140509,9,PCA,20.669343979633037
4326,20140509,9,PM2.5,55.9
4332,20140509,10,PCA,22.892663248265087
4332,20140509,10,PM2.5,60.5
4338,20140509,11,PCA,30.17390547511024
4338,20140509,11,PM2.5,71.8
4344,20140509,12,PCA,32.83329020587199
4344,20140509,12,PM2.5,77.0
4350,20140509,13,PCA,27.737182579837164
4350,20140509,13,PM2.5,70.8
4356,20140509,14,PCA,22.486646151694018
4356,20140509,14,PM2.5,61.9
4362,20140509,15,PCA,19.77203707990644
4362,20140509,15,PM2.5,57.9
4368,20140509,16,PCA,24.088312513546438
4368,20140509,16,PM2.5,64.4
4374,20140509,17,PCA,24.453037057707164
4374,20140509,17,PM2.5,64.2
4380,20140509,18,PCA,23.972926741285587
4380,20140509,18,PM2.5,62.8
4386,20140509,19,PCA,22.368836851552405
4386,20140509,19,PM2.5,57.7
4392,20140509,20,PCA,22.12846832138032
4392,20140509,20,PM2.5,55.7
4398,20140509,21,PCA,12.390540589974957
4398,20140509,21,PM2.5,47.5
4404,20140509,22,PCA,8.443340297111114
4404,20140509,22,PM2.5,44.0
4410,20140509,23,PCA,8.14724991761637
4410,20140509,23,PM2.5,44.0
4416,20140510,0,PCA,16.266383019106808
4416,20140510,0,PM2.5,56.4
4422,20140510,1,PCA,13.295903893141372
4422,20140510,1,PM2.5,53.7
4428,20140510,2,PCA,10.681911897683202
4428,20140510,2,PM2.5,54.2
4434,20140510,3,PCA,14.542927259050343
4434,20140510,3,PM2.5,51.4
4440,20140510,4,PCA,6.572555334016931
4440,20140510,4,PM2.5,40.0
4446,20140510,5,PCA,3.2917608831531706
4446,20140510,5,PM2.5,40.1
4452,20140510,6,PCA,7.315292569561359
4452,20140510,6,PM2.5,46.5
4458,20140510,7,PCA,2.0840775688325195
4458,20140510,7,PM2.5,42.7
4464,20140510,8,PCA,-0.09923017859791114
4464,20140510,8,PM2.5,41.8
4470,20140510,9,PCA,-2.5217260913461756
4470,20140510,9,PM2.5,43.8
4476,20140510,10,PCA,-3.6172745428305717
4476,20140510,10,PM2.5,43.5
4482,20140510,11,PCA,-1.7324717161088257
4482,20140510,11,PM2.5,48.5
4488,20140510,12,PCA,-5.567372639347848
4488,20140510,12,PM2.5,45.8
4494,20140510,13,PCA,-6.358417952294279
4494,20140510,13,PM2.5,44.6
4500,20140510,14,PCA,-0.8957974813585644
4500,20140510,14,PM2.5,52.9
4506,20140510,15,PCA,2.0564441096473116
4506,20140510,15,PM2.5,56.3
4512,20140510,16,PCA,2.8555538728589513
4512,20140510,16,PM2.5,56.1
4518,20140510,17,PCA,0.07878209581184331
4518,20140510,17,PM2.5,50.4
4524,20140510,18,PCA,-1.9151462255439857
4524,20140510,18,PM2.5,45.9
4530,20140510,19,PCA,5.2952817038152995
4530,20140510,19,PM2.5,55.9
4536,20140510,20,PCA,8.996212467957502
4536,20140510,20,PM2.5,60.0
4542,20140510,21,PCA,17.673458627309792
4542,20140510,21,PM2.5,58.8
4548,20140510,22,PCA,5.532511500300805
4548,20140510,22,PM2.5,52.4
4554,20140510,23,PCA,-6.079039578230215
4554,20140510,23,PM2.5,48.9
4560,20140511,0,PCA,-7.700200071018848
4560,20140511,0,PM2.5,47.4
4566,20140511,1,PCA,-13.312107655416597
4566,20140511,1,PM2.5,44.6
4572,20140511,2,PCA,-10.1982087766948
4572,20140511,2,PM2.5,49.7
4578,20140511,3,PCA,-14.199412922768325
4578,20140511,3,PM2.5,42.2
4584,20140511,4,PCA,-24.96712752979096
4584,20140511,4,PM2.5,27.3
4590,20140511,5,PCA,-25.330082356267955
4590,20140511,5,PM2.5,27.5
4596,20140511,6,PCA,-28.722701635403627
4596,20140511,6,PM2.5,22.4
4602,20140511,7,PCA,-30.525170301868553
4602,20140511,7,PM2.5,20.4
4608,20140511,8,PCA,-34.24495622224734
4608,20140511,8,PM2.5,15.5
4614,20140511,9,PCA,-32.798281916656826
4614,20140511,9,PM2.5,17.8
4620,20140511,10,PCA,-37.093884069562826
4620,20140511,10,PM2.5,12.6
4626,20140511,11,PCA,-40.69469956601439
4626,20140511,11,PM2.5,7.9
4632,20140511,12,PCA,-45.33624382800458
4632,20140511,12,PM2.5,3.0
4638,20140511,13,PCA,-47.01092794297608
4638,20140511,13,PM2.5,3.0
4644,20140511,14,PCA,-48.4537648325444
4644,20140511,14,PM2.5,3.0
4650,20140511,15,PCA,-48.1376825925772
4650,20140511,15,PM2.5,3.6
4656,20140511,16,PCA,-41.08679135785773
4656,20140511,16,PM2.5,18.5
4662,20140511,17,PCA,-46.04558821811786
4662,20140511,17,PM2.5,13.3
4668,20140511,18,PCA,-49.19703116975784
4668,20140511,18,PM2.5,13.5
4674,20140511,19,PCA,-49.83736040809367
4674,20140511,19,PM2.5,16.4
4680,20140511,20,PCA,-46.47347102727152
4680,20140511,20,PM2.5,23.7
4686,20140511,21,PCA,-56.22271360019831
4686,20140511,21,PM2.5,14.5
4692,20140511,22,PCA,-64.4713219589568
4692,20140511,22,PM2.5,5.6
4698,20140511,23,PCA,-62.867782313455834
4698,20140511,23,PM2.5,9.1
4704,20140512,0,PCA,-69.29436403786684
4704,20140512,0,PM2.5,3.5
4710,20140512,1,PCA,-67.20283145339275
4710,20140512,1,PM2.5,7.8
4716,20140512,2,PCA,-66.43872606195282
