,date,hour,type,大兴
2484,20140420,22,PM2.5,64.0
2616,20140422,4,PCA,53.63910827020774
2616,20140422,4,PM2.5,105.0
2622,20140422,5,PCA,62.283024038491526
2622,20140422,5,PM2.5,110.0
2628,20140422,6,PCA,62.85093547061696
2628,20140422,6,PM2.5,106.0
2634,20140422,7,PCA,50.02467587214251
2634,20140422,7,PM2.5,87.0
2640,20140422,8,PCA,19.68808798421097
2640,20140422,8,PM2.5,58.0
2646,20140422,9,PCA,9.99207649774332
2646,20140422,9,PM2.5,60.0
2652,20140422,10,PCA,-22.0978706309322
2652,20140422,10,PM2.5,39.0
2658,20140422,11,PCA,-10.483968247333612
2658,20140422,11,PM2.5,63.0
2664,20140422,12,PCA,2.868729159615508
2664,20140422,12,PM2.5,93.0
2670,20140422,13,PCA,-30.053013665572866
2670,20140422,13,PM2.5,64.0
2676,20140422,14,PCA,-27.76904713642435
2676,20140422,14,PM2.5,67.0
2682,20140422,15,PCA,-36.13437059015909
2682,20140422,15,PM2.5,59.0
2688,20140422,16,PCA,-39.03983391646116
2688,20140422,16,PM2.5,57.0
2694,20140422,18,PCA,-41.945297242763246
2694,20140422,18,PM2.5,55.0
2700,20140422,19,PCA,-32.18416539675141
2700,20140422,19,PM2.5,62.0
2706,20140422,20,PCA,-22.88359667955625
2706,20140422,20,PM2.5,68.0
2712,20140422,21,PCA,-23.408093443218164
2712,20140422,21,PM2.5,68.0
2718,20140422,22,PCA,-26.915999311698595
2718,20140422,22,PM2.5,57.0
2724,20140422,23,PCA,-2.5465772963484796
2724,20140422,23,PM2.5,79.0
2730,20140423,0,PCA,-1.8716590384641776
2730,20140423,0,PM2.5,79.0
2736,20140423,1,PCA,-3.6394686531429747
2736,20140423,1,PM2.5,77.0
2742,20140423,2,PCA,13.13140720025999
2742,20140423,2,PM2.5,89.0
2748,20140423,3,PCA,14.240354849067812
2748,20140423,3,PM2.5,89.0
2754,20140423,4,PCA,12.658435101429749
2754,20140423,4,PM2.5,85.0
2760,20140423,5,PCA,26.550530160875418
2760,20140423,5,PM2.5,100.0
2766,20140423,6,PCA,46.44142267883814
2766,20140423,6,PM2.5,118.0
2772,20140423,7,PCA,69.24849876873651
2772,20140423,7,PM2.5,132.0
2778,20140423,8,PCA,88.9435944970921
2778,20140423,8,PM2.5,141.0
2784,20140423,9,PCA,108.66797045612465
2784,20140423,9,PM2.5,155.0
2790,20140423,10,PCA,125.94969045674776
2790,20140423,10,PM2.5,166.0
2796,20140423,11,PCA,149.11797352414254
2796,20140423,11,PM2.5,185.0
2802,20140423,12,PCA,161.16803050984012
2802,20140423,12,PM2.5,193.0
2808,20140423,13,PCA,140.56426320245038
2808,20140423,13,PM2.5,164.0
2814,20140423,14,PCA,120.00303845337709
2814,20140423,14,PM2.5,147.0
2820,20140423,15,PCA,91.03652297732246
2820,20140423,15,PM2.5,125.0
2826,20140423,16,PCA,91.8212743928717
2826,20140423,16,PM2.5,140.0
2832,20140423,17,PCA,79.12521755231265
2832,20140423,17,PM2.5,132.0
2838,20140423,18,PCA,36.77118864559225
2838,20140423,18,PM2.5,92.0
2844,20140429,2,PCA,17.0753406239675
2844,20140429,2,PM2.5,88.2
2850,20140429,3,PCA,10.124637453689637
2850,20140429,3,PM2.5,92.1
2856,20140429,4,PCA,15.791793184037642
2856,20140429,4,PM2.5,90.6
2862,20140429,5,PCA,26.264739310526036
2862,20140429,5,PM2.5,94.9
2868,20140429,6,PCA,32.60427156837974
2868,20140429,6,PM2.5,96.1
2874,20140429,7,PCA,24.25674090450617
2874,20140429,7,PM2.5,83.0
2880,20140429,8,PCA,28.717313714820023
2880,20140429,8,PM2.5,89.3
2886,20140429,9,PCA,26.92032988236111
2886,20140429,9,PM2.5,88.3
2892,20140429,10,PCA,40.841087045329
2892,20140429,10,PM2.5,108.3
2898,20140429,11,PCA,40.37560919891267
2898,20140429,11,PM2.5,113.7
2904,20140429,12,PCA,38.3228808924827
2904,20140429,12,PM2.5,117.9
2910,20140429,13,PCA,10.903128465782974
2910,20140429,13,PM2.5,97.8
2916,20140429,14,PCA,-10.564324363562115
2916,20140429,14,PM2.5,78.7
2922,20140429,15,PCA,-14.501493495433806
2922,20140429,15,PM2.5,78.4
2928,20140429,16,PCA,-20.310534087436732
2928,20140429,16,PM2.5,70.6
2934,20140429,17,PCA,-12.426064335677522
2934,20140429,17,PM2.5,79.4
2940,20140429,18,PCA,-19.693000582254765
2940,20140429,18,PM2.5,66.8
2946,20140429,19,PCA,-7.811595934120012
2946,20140429,19,PM2.5,75.5
2952,20140429,20,PCA,10.412220691733909
2952,20140429,20,PM2.5,89.3
2958,20140429,21,PCA,23.93342048285206
2958,20140429,21,PM2.5,95.9
2964,20140429,22,PCA,19.588454369285053
2964,20140429,22,PM2.5,92.5
2970,20140429,23,PCA,23.710279514745263
2970,20140429,23,PM2.5,94.9
2976,20140430,0,PCA,20.171300683107184
2976,20140430,0,PM2.5,90.2
2982,20140430,1,PCA,28.425868461498965
2982,20140430,1,PM2.5,97.9
2988,20140430,2,PCA,29.836142760465012
2988,20140430,2,PM2.5,96.8
2994,20140430,3,PCA,26.80492041320311
2994,20140430,3,PM2.5,94.0
3000,20140430,4,PCA,25.912271839372288
3000,20140430,4,PM2.5,91.1
3006,20140430,5,PCA,23.594157786381015
3006,20140430,5,PM2.5,90.0
3012,20140430,6,PCA,21.554073481562067
3012,20140430,6,PM2.5,89.0
3018,20140430,7,PCA,33.07451137755459
3018,20140430,7,PM2.5,96.5
3024,20140430,8,PCA,44.548027840168956
3024,20140430,8,PM2.5,107.2
3030,20140430,9,PCA,62.065350913709494
3030,20140430,9,PM2.5,129.1
3036,20140430,10,PCA,54.49486748634908
3036,20140430,10,PM2.5,126.5
3042,20140430,11,PCA,46.3911797708963
3042,20140430,11,PM2.5,134.1
3048,20140430,12,PCA,17.513124061601253
3048,20140430,12,PM2.5,103.1
3054,20140430,13,PCA,-2.902708987885676
3054,20140430,13,PM2.5,79.8
3060,20140430,14,PCA,-5.454207457750984
3060,20140430,14,PM2.5,79.3
3066,20140430,15,PCA,-20.309300870857047
3066,20140430,15,PM2.5,60.3
3072,20140430,16,PCA,-13.353165788246626
3072,20140430,16,PM2.5,70.6
3078,20140430,17,PCA,-20.546162735746222
3078,20140430,17,PM2.5,61.2
3084,20140430,18,PCA,-11.590280832699284
3084,20140430,18,PM2.5,72.3
3090,20140430,19,PCA,-6.894950939518097
3090,20140430,19,PM2.5,72.1
3096,20140430,20,PCA,-4.77369425209453
3096,20140430,20,PM2.5,70.1
3102,20140430,21,PCA,-2.677955444863591
3102,20140430,21,PM2.5,70.7
3108,20140430,22,PCA,3.353291651915861
3108,20140430,22,PM2.5,78.4
3114,20140430,23,PCA,12.874333427073292
3114,20140430,23,PM2.5,86.2
3120,20140501,0,PCA,25.638335298119724
3120,20140501,0,PM2.5,99.5
3126,20140501,1,PCA,24.69320700091677
3126,20140501,1,PM2.5,102.7
3132,20140501,2,PCA,32.25774773463927
3132,20140501,2,PM2.5,110.4
3138,20140501,3,PCA,37.833306061479384
3138,20140501,3,PM2.5,120.0
3144,20140501,4,PCA,45.88805476714135
3144,20140501,4,PM2.5,122.6
3150,20140501,5,PCA,53.140699638713464
3150,20140501,5,PM2.5,132.3
3156,20140501,6,PCA,55.93121850581683
3156,20140501,6,PM2.5,133.3
3162,20140501,7,PCA,69.4173008782554
3162,20140501,7,PM2.5,142.8
3168,20140501,8,PCA,88.63525270600863
3168,20140501,8,PM2.5,162.0
3174,20140501,9,PCA,71.49533756237072
3174,20140501,9,PM2.5,147.6
3180,20140501,10,PCA,81.17942775808943
3180,20140501,10,PM2.5,166.0
3186,20140501,11,PCA,55.09071327294775
3186,20140501,11,PM2.5,139.3
3192,20140501,12,PCA,58.69380650974786
3192,20140501,12,PM2.5,147.6
3198,20140501,13,PCA,59.50281956578162
3198,20140501,13,PM2.5,149.6
3204,20140501,14,PCA,52.48020368907411
3204,20140501,14,PM2.5,138.6
3210,20140501,15,PCA,54.37730555920413
3210,20140501,15,PM2.5,140.5
3216,20140501,16,PCA,58.50445875542972
3216,20140501,16,PM2.5,142.2
3222,20140501,17,PCA,54.19090310360634
3222,20140501,17,PM2.5,131.2
3228,20140501,18,PCA,40.28457689418026
3228,20140501,18,PM2.5,100.1
3234,20140501,19,PCA,26.351493028295156
3234,20140501,19,PM2.5,67.1
3240,20140501,20,PCA,21.659774215897492
3240,20140501,20,PM2.5,60.2
3246,20140501,21,PCA,17.44917175909088
3246,20140501,21,PM2.5,56.9
3252,20140501,22,PCA,-1.7795306283421652
3252,20140501,22,PM2.5,30.4
3258,20140501,23,PCA,3.590775390425517
3258,20140501,23,PM2.5,41.7
3264,20140502,0,PCA,-7.6511173149689995
3264,20140502,0,PM2.5,30.4
3270,20140502,1,PCA,-13.299178315686213
3270,20140502,1,PM2.5,25.5
3276,20140502,2,PCA,-13.399318876356103
3276,20140502,2,PM2.5,28.2
3282,20140502,3,PCA,-20.237193846711534
3282,20140502,3,PM2.5,22.0
3288,20140502,4,PCA,-21.029993698908648
3288,20140502,4,PM2.5,27.1
3294,20140502,5,PCA,-29.440777958589415
3294,20140502,5,PM2.5,23.4
3300,20140502,6,PCA,-36.47882582167427
3300,20140502,6,PM2.5,19.4
3306,20140502,7,PCA,-52.247427870740836
3306,20140502,7,PM2.5,8.1
3312,20140502,8,PCA,-60.67498962370949
3312,20140502,8,PM2.5,3.0
3318,20140502,9,PCA,-48.87365098432185
3318,20140502,9,PM2.5,24.9
3324,20140502,10,PCA,-49.88051768997519
3324,20140502,10,PM2.5,31.7
3330,20140502,11,PCA,-65.89141219947665
3330,20140502,11,PM2.5,14.7
3336,20140502,12,PCA,-69.3414062324213
3336,20140502,12,PM2.5,16.8
3342,20140502,13,PCA,-74.04065131810114
3342,20140502,13,PM2.5,13.2
3348,20140502,14,PCA,-71.24185144498101
3348,20140502,14,PM2.5,20.5
3354,20140502,15,PCA,-82.84825077517803
3354,20140502,15,PM2.5,3.0
3360,20140502,16,PCA,-86.76978710964406
3360,20140502,16,PM2.5,3.0
3366,20140502,17,PCA,-81.5690411061379
3366,20140502,17,PM2.5,9.3
3372,20140502,18,PCA,-79.89876780661126
3372,20140502,18,PM2.5,5.8
3378,20140502,19,PCA,-73.70792019439135
3378,20140502,19,PM2.5,13.5
3384,20140502,20,PCA,-66.5681522066291
3384,20140502,20,PM2.5,22.7
3390,20140502,21,PCA,-74.79827354245232
3390,20140502,21,PM2.5,13.9
3396,20140502,22,PCA,-69.2722734623565
3396,20140502,22,PM2.5,16.3
3402,20140502,23,PCA,-47.61644872529434
3402,20140502,23,PM2.5,28.1
3408,20140503,0,PCA,-46.38199751017171
3408,20140503,0,PM2.5,27.5
3414,20140503,1,PCA,-46.715268205804165
3414,20140503,1,PM2.5,27.8
3420,20140503,2,PCA,-48.49750147094047
3420,20140503,2,PM2.5,31.1
3426,20140503,3,PCA,-55.77178165877256
3426,20140503,3,PM2.5,24.7
3432,20140503,4,PCA,-46.628334786584226
3432,20140503,4,PM2.5,34.8
3438,20140503,5,PCA,-45.00253013954684
3438,20140503,5,PM2.5,39.2
3444,20140503,6,PCA,-43.20607788981814
3444,20140503,6,PM2.5,40.3
3450,20140503,7,PCA,-31.820624386319384
3450,20140503,7,PM2.5,53.8
3456,20140503,8,PCA,-32.637528957197446
3456,20140503,8,PM2.5,58.2
3462,20140503,9,PCA,-46.012587343048146
3462,20140503,9,PM2.5,47.2
3468,20140503,10,PCA,-39.18955055429827
3468,20140503,10,PM2.5,58.9
3474,20140503,11,PCA,-41.75585173564804
3474,20140503,11,PM2.5,57.1
3480,20140503,12,PCA,-49.433358113017995
3480,20140503,12,PM2.5,50.3
3486,20140503,13,PCA,-30.575919643043484
3486,20140503,13,PM2.5,77.7
3492,20140503,14,PCA,-21.58428022272969
3492,20140503,14,PM2.5,81.4
3498,20140503,15,PCA,-43.10088198121079
3498,20140503,15,PM2.5,53.2
3504,20140503,16,PCA,-75.31262396688916
3504,20140503,16,PM2.5,3.0
3510,20140503,17,PCA,-60.5045915778014
3510,20140503,17,PM2.5,23.3
3516,20140503,18,PCA,-59.02886409477078
3516,20140503,18,PM2.5,30.0
3522,20140503,19,PCA,-35.327564290049445
3522,20140503,19,PM2.5,51.5
3528,20140503,20,PCA,-25.59287543233027
3528,20140503,20,PM2.5,55.0
3534,20140503,21,PCA,-30.923653237589548
3534,20140503,21,PM2.5,40.5
3540,20140503,22,PCA,-47.93941707082971
3540,20140503,22,PM2.5,14.0
3546,20140503,23,PCA,-31.757630988284717
3546,20140503,23,PM2.5,31.8
3552,20140504,0,PCA,-33.073542171522725
3552,20140504,0,PM2.5,30.5
3558,20140504,1,PCA,-35.104974658891564
3558,20140504,1,PM2.5,27.6
3564,20140504,2,PCA,-31.141075509195687
3564,20140504,2,PM2.5,33.0
3570,20140504,3,PCA,-33.48268780791727
3570,20140504,3,PM2.5,30.1
3576,20140504,4,PCA,-25.711177166638187
3576,20140504,4,PM2.5,36.4
3582,20140504,5,PCA,-24.248668279364338
3582,20140504,5,PM2.5,39.8
3588,20140504,6,PCA,-29.054542028770303
3588,20140504,6,PM2.5,34.4
3594,20140504,7,PCA,-29.23645244946219
3594,20140504,7,PM2.5,33.7
3600,20140504,8,PCA,-28.024455351127653
3600,20140504,8,PM2.5,37.4
3606,20140504,9,PCA,-45.36347501176493
3606,20140504,9,PM2.5,17.4
3612,20140504,10,PCA,-36.031635463858265
3612,20140504,10,PM2.5,33.3
3618,20140504,11,PCA,-47.77300616882181
3618,20140504,11,PM2.5,18.9
3624,20140504,12,PCA,-54.92644608253082
3624,20140504,12,PM2.5,9.9
3630,20140504,13,PCA,-50.69009891843372
3630,20140504,13,PM2.5,18.7
3636,20140504,14,PCA,-63.20407701538842
3636,20140504,14,PM2.5,3.9
3642,20140504,15,PCA,-61.31573712472935
3642,20140504,15,PM2.5,6.4
3648,20140504,16,PCA,-55.551543626443916
3648,20140504,16,PM2.5,14.2
3654,20140504,17,PCA,-60.90403834160719
3654,20140504,17,PM2.5,6.4
3660,20140504,18,PCA,-65.01993563175017
3660,20140504,18,PM2.5,3.7
3666,20140504,19,PCA,-66.713980481104
3666,20140504,19,PM2.5,9.7
3672,20140504,20,PCA,-67.71884144855862
3672,20140504,20,PM2.5,15.5
3678,20140504,21,PCA,-63.982514493260055
3678,20140504,21,PM2.5,14.3
3684,20140504,22,PCA,-46.488907147045055
3684,20140504,22,PM2.5,24.1
3690,20140504,23,PCA,-38.81821030269055
3690,20140504,23,PM2.5,37.0
3696,20140505,0,PCA,-22.192899478619687
3696,20140505,0,PM2.5,59.2
3702,20140505,1,PCA,-39.45926308688865
3702,20140505,1,PM2.5,36.3
3708,20140505,2,PCA,-41.099160507592515
3708,20140505,2,PM2.5,35.2
3714,20140505,3,PCA,-35.19273789532621
3714,20140505,3,PM2.5,42.9
3720,20140505,4,PCA,-37.575363979337595
3720,20140505,4,PM2.5,38.25
3726,20140505,5,PCA,-39.957990063348994
3726,20140505,5,PM2.5,33.6
3732,20140505,6,PCA,-43.06675337894615
3732,20140505,6,PM2.5,28.0
3738,20140505,7,PCA,-55.69852346683564
3738,20140505,7,PM2.5,17.3
3744,20140505,8,PCA,-67.44444135250721
3744,20140505,8,PM2.5,11.8
3750,20140505,9,PCA,-73.63940007584473
3750,20140505,9,PM2.5,10.2
3756,20140505,10,PCA,-70.67385342569844
3756,20140505,10,PM2.5,20.9
3762,20140505,11,PCA,-85.14288676684166
3762,20140505,11,PM2.5,3.0
3768,20140505,12,PCA,-65.09970257179364
3768,20140505,12,PM2.5,34.9
3774,20140505,13,PCA,-84.05951633190836
3774,20140505,13,PM2.5,12.0
3780,20140505,14,PCA,-71.29995807924334
3780,20140505,14,PM2.5,30.0
3786,20140505,15,PCA,-91.33422383198125
3786,20140505,15,PM2.5,3.0
3792,20140505,16,PCA,-82.8530844801113
3792,20140505,16,PM2.5,18.2
3798,20140505,17,PCA,-82.93052978842809
3798,20140505,17,PM2.5,20.6
3804,20140505,18,PCA,-86.99590032986806
3804,20140505,18,PM2.5,11.2
3810,20140505,19,PCA,-70.46517408692485
3810,20140505,19,PM2.5,31.3
3816,20140505,20,PCA,-70.83196685972723
3816,20140505,20,PM2.5,23.9
3822,20140505,21,PCA,-58.50411366654478
3822,20140505,21,PM2.5,30.8
3828,20140505,22,PCA,-50.0082885707876
3828,20140505,22,PM2.5,36.2
3834,20140505,23,PCA,-57.37404965704127
3834,20140505,23,PM2.5,37.0
3840,20140506,0,PCA,-55.55773545417853
3840,20140506,0,PM2.5,37.5
3846,20140506,1,PCA,-42.10805711719528
3846,20140506,1,PM2.5,45.5
3852,20140506,2,PCA,-47.123297783478144
3852,20140506,2,PM2.5,41.7
3858,20140506,3,PCA,-34.31041200359339
3858,20140506,3,PM2.5,49.8
3864,20140506,4,PCA,-26.82068547456018
3864,20140506,4,PM2.5,55.5
3870,20140506,5,PCA,-17.791562335881018
3870,20140506,5,PM2.5,65.5
3876,20140506,6,PCA,-24.297923977777774
3876,20140506,6,PM2.5,57.2
3882,20140506,7,PCA,-19.159503178088546
3882,20140506,7,PM2.5,65.7
3888,20140506,8,PCA,-23.363072112488776
3888,20140506,8,PM2.5,60.7
3894,20140506,9,PCA,-15.11383591977458
3894,20140506,9,PM2.5,77.4
3900,20140506,10,PCA,-15.032445677898334
3900,20140506,10,PM2.5,70.8
3906,20140506,11,PCA,-7.444519040046631
3906,20140506,11,PM2.5,83.4
3912,20140506,12,PCA,-10.297002046743636
3912,20140506,12,PM2.5,85.1
3918,20140506,13,PCA,-13.358402268821367
3918,20140506,13,PM2.5,89.8
3924,20140506,14,PCA,-13.992080378846811
3924,20140506,14,PM2.5,94.2
3930,20140506,15,PCA,-7.88585903349148
3930,20140506,15,PM2.5,102.6
3936,20140506,16,PCA,-6.985587562514986
3936,20140506,16,PM2.5,106.2
3942,20140506,17,PCA,-5.83938985680862
3942,20140506,17,PM2.5,101.6
3948,20140506,18,PCA,-11.61133218719748
3948,20140506,18,PM2.5,87.8
3954,20140506,19,PCA,5.645894441970403
3954,20140506,19,PM2.5,99.2
3960,20140506,20,PCA,26.064769557045484
3960,20140506,20,PM2.5,112.3
3966,20140506,21,PCA,32.989574043918815
3966,20140506,21,PM2.5,110.2
3972,20140506,22,PCA,36.49697439370659
3972,20140506,22,PM2.5,115.3
3978,20140506,23,PCA,35.79080764628599
3978,20140506,23,PM2.5,104.1
3984,20140507,0,PCA,64.16134902833433
3984,20140507,0,PM2.5,124.2
3990,20140507,1,PCA,72.67889960410972
3990,20140507,1,PM2.5,129.4
3996,20140507,2,PCA,74.9017299742012
3996,20140507,2,PM2.5,136.6
4002,20140507,3,PCA,77.11113596102427
4002,20140507,3,PM2.5,137.2
4008,20140507,4,PCA,79.64305231790416
4008,20140507,4,PM2.5,139.2
4014,20140507,5,PCA,66.97729555124407
4014,20140507,5,PM2.5,118.0
4020,20140507,6,PCA,72.89578509062987
4020,20140507,6,PM2.5,119.7
4026,20140507,7,PCA,89.9966592177553
4026,20140507,7,PM2.5,139.8
4032,20140507,8,PCA,98.69729511078404
4032,20140507,8,PM2.5,146.9
4038,20140507,9,PCA,40.48306767364979
4038,20140507,9,PM2.5,90.2
4044,20140507,10,PCA,-7.030910438365309
4044,20140507,10,PM2.5,32.0
4050,20140507,11,PCA,-19.2230520190345
4050,20140507,11,PM2.5,27.4
4056,20140507,12,PCA,-12.802791138112639
4056,20140507,12,PM2.5,39.8
4062,20140507,13,PCA,-20.042834207851552
4062,20140507,13,PM2.5,34.3
4068,20140507,14,PCA,-21.648379377233773
4068,20140507,14,PM2.5,30.9
4074,20140507,15,PCA,-31.953346096376784
4074,20140507,15,PM2.5,23.2
4080,20140507,16,PCA,-38.95914429598197
4080,20140507,16,PM2.5,16.9
4086,20140507,17,PCA,-43.8848034756761
4086,20140507,17,PM2.5,14.8
4092,20140507,18,PCA,-45.49194879431902
4092,20140507,18,PM2.5,14.5
4098,20140507,19,PCA,-44.807960988895736
4098,20140507,19,PM2.5,11.8
4104,20140507,20,PCA,-36.736807421673916
4104,20140507,20,PM2.5,14.9
4110,20140507,21,PCA,-29.750729897550734
4110,20140507,21,PM2.5,18.0
4116,20140507,22,PCA,-16.844135032588
4116,20140507,22,PM2.5,32.1
4122,20140507,23,PCA,-20.92157296257068
4122,20140507,23,PM2.5,29.2
4128,20140508,0,PCA,16.994592745606944
4128,20140508,0,PM2.5,94.4
4134,20140508,1,PCA,34.274917190474554
4134,20140508,1,PM2.5,118.6
4140,20140508,2,PCA,27.622887319151904
4140,20140508,2,PM2.5,108.4
4146,20140508,3,PCA,31.16844851540309
4146,20140508,3,PM2.5,109.3
4152,20140508,4,PCA,34.69643504960514
4152,20140508,4,PM2.5,115.0
4158,20140508,5,PCA,48.80464287347524
4158,20140508,5,PM2.5,135.0
4164,20140508,6,PCA,27.720091369583777
4164,20140508,6,PM2.5,106.0
4170,20140508,7,PCA,35.541908775945856
4170,20140508,7,PM2.5,118.8
4176,20140508,8,PCA,31.383548908056888
4176,20140508,8,PM2.5,125.1
4182,20140508,9,PCA,-3.1894312049144005
4182,20140508,9,PM2.5,93.3
4188,20140508,10,PCA,-9.236182969249075
4188,20140508,10,PM2.5,90.4
4194,20140508,11,PCA,-32.210170750217614
4194,20140508,11,PM2.5,61.5
4200,20140508,12,PCA,-45.81982945233759
4200,20140508,12,PM2.5,43.7
4206,20140508,13,PCA,-50.53348618697238
4206,20140508,13,PM2.5,38.2
4212,20140508,14,PCA,-47.37882612984843
4212,20140508,14,PM2.5,44.2
4218,20140508,15,PCA,-26.488808515902907
4218,20140508,15,PM2.5,73.0
4224,20140508,16,PCA,-39.15270909119339
4224,20140508,16,PM2.5,55.0
4230,20140508,17,PCA,-35.695481073978385
4230,20140508,17,PM2.5,56.5
4236,20140508,18,PCA,-28.313615635047896
4236,20140508,18,PM2.5,63.0
4242,20140508,19,PCA,-28.38536190194078
4242,20140508,19,PM2.5,56.7
4248,20140508,20,PCA,-16.33337417036199
4248,20140508,20,PM2.5,63.7
4254,20140508,21,PCA,-6.5823831241321376
4254,20140508,21,PM2.5,65.8
4260,20140508,22,PCA,6.752000090163226
4260,20140508,22,PM2.5,72.3
4266,20140508,23,PCA,3.5103580935484566
4266,20140508,23,PM2.5,61.8
4272,20140509,0,PCA,15.046532893800679
4272,20140509,0,PM2.5,66.1
4278,20140509,1,PCA,22.42709239973365
4278,20140509,1,PM2.5,73.3
4284,20140509,2,PCA,16.733924959004824
4284,20140509,2,PM2.5,74.4
4290,20140509,3,PCA,12.119596258197188
4290,20140509,3,PM2.5,73.1
4296,20140509,4,PCA,-0.7092593612789797
4296,20140509,4,PM2.5,66.7
4302,20140509,5,PCA,-12.566821075763956
4302,20140509,5,PM2.5,50.9
4308,20140509,6,PCA,-6.119802441334668
4308,20140509,6,PM2.5,59.4
4314,20140509,7,PCA,21.249737562524913
4314,20140509,7,PM2.5,89.7
4320,20140509,8,PCA,25.898184118150688
4320,20140509,8,PM2.5,95.6
4326,20140509,9,PCA,29.768307679891315
4326,20140509,9,PM2.5,103.8
4332,20140509,10,PCA,12.07305621301628
4332,20140509,10,PM2.5,86.8
4338,20140509,11,PCA,4.954661949257864
4338,20140509,11,PM2.5,85.2
4344,20140509,12,PCA,-0.045350683761692476
4344,20140509,12,PM2.5,80.2
4350,20140509,13,PCA,-11.872786877279552
4350,20140509,13,PM2.5,67.3
4356,20140509,14,PCA,-30.731158335631147
4356,20140509,14,PM2.5,46.4
4362,20140509,15,PCA,-23.221700783976555
4362,20140509,15,PM2.5,49.4
4368,20140509,16,PCA,-29.380469229873714
4368,20140509,16,PM2.5,45.1
4374,20140509,17,PCA,-45.11123344617048
4374,20140509,17,PM2.5,36.9
4380,20140509,18,PCA,-52.49931649209843
4380,20140509,18,PM2.5,27.4
4386,20140509,19,PCA,-41.75582971707949
4386,20140509,19,PM2.5,40.6
4392,20140509,20,PCA,-42.78606684105085
4392,20140509,20,PM2.5,38.4
4398,20140509,21,PCA,-34.59442973699382
4398,20140509,21,PM2.5,47.9
4404,20140509,22,PCA,-28.86799446929685
4404,20140509,22,PM2.5,53.2
4410,20140509,23,PCA,-25.372792214782372
4410,20140509,23,PM2.5,53.9
4416,20140510,0,PCA,-21.065466638570136
4416,20140510,0,PM2.5,56.8
4422,20140510,1,PCA,-19.889153492910417
4422,20140510,1,PM2.5,56.9
4428,20140510,2,PCA,-32.307219235176476
4428,20140510,2,PM2.5,44.0
4434,20140510,3,PCA,-34.761367377089826
4434,20140510,3,PM2.5,40.0
4440,20140510,4,PCA,-35.94843725664519
4440,20140510,4,PM2.5,38.5
4446,20140510,5,PCA,-32.1552451195168
4446,20140510,5,PM2.5,42.5
4452,20140510,6,PCA,-30.459669304867457
4452,20140510,6,PM2.5,44.5
4458,20140510,7,PCA,-27.254265337869995
4458,20140510,7,PM2.5,48.3
4464,20140510,8,PCA,-32.69878737870365
4464,20140510,8,PM2.5,41.4
4470,20140510,9,PCA,-29.66142535002629
4470,20140510,9,PM2.5,50.8
4476,20140510,10,PCA,-34.37643467416544
4476,20140510,10,PM2.5,46.0
4482,20140510,11,PCA,-24.77158219015254
4482,20140510,11,PM2.5,63.1
4488,20140510,12,PCA,-17.231211204199607
4488,20140510,12,PM2.5,76.4
4494,20140510,13,PCA,-35.71315987794109
4494,20140510,13,PM2.5,56.6
4500,20140510,14,PCA,-40.065225466606904
4500,20140510,14,PM2.5,53.9
4506,20140510,15,PCA,-35.61800964235063
4506,20140510,15,PM2.5,61.7
4512,20140510,16,PCA,-35.89342674583227
4512,20140510,16,PM2.5,58.7
4518,20140510,17,PCA,-53.71501908493409
4518,20140510,17,PM2.5,35.9
4524,20140510,18,PCA,-56.717700786338234
4524,20140510,18,PM2.5,30.1
4530,20140510,19,PCA,-56.727017657147954
