,date,hour,type,北部新区
2640,20140422,8,PM2.5,56.0
2646,20140422,9,PCA,-25.327423763897958
2646,20140422,9,PM2.5,50.0
2652,20140422,10,PCA,-29.43615675585118
2652,20140422,10,PM2.5,48.0
2658,20140422,11,PCA,-37.122006752411444
2658,20140422,11,PM2.5,45.0
2664,20140422,12,PCA,-40.92398401810753
2664,20140422,12,PM2.5,45.0
2670,20140422,13,PCA,-41.942397338852935
2670,20140422,13,PM2.5,43.0
2676,20140422,14,PCA,-36.29827722060201
2676,20140422,14,PM2.5,59.0
2682,20140422,15,PCA,-52.20659215031506
2682,20140422,15,PM2.5,43.0
2688,20140422,16,PCA,-28.39503655395665
2688,20140422,16,PM2.5,60.0
2694,20140422,18,PCA,-4.583480957598249
2694,20140422,18,PM2.5,77.0
2700,20140422,19,PCA,-8.689577915589009
2700,20140422,19,PM2.5,66.0
2706,20140422,20,PCA,-28.67822936611712
2706,20140422,20,PM2.5,44.0
2712,20140422,21,PCA,-48.69573801617185
2712,20140422,21,PM2.5,27.0
2718,20140422,22,PCA,-44.197001126568225
2718,20140422,22,PM2.5,47.0
2724,20140422,23,PCA,-41.14525942171363
2724,20140422,23,PM2.5,53.0
2730,20140423,0,PCA,-32.86226500396376
2730,20140423,0,PM2.5,55.0
2736,20140423,1,PCA,-26.20802678653442
2736,20140423,1,PM2.5,51.0
2742,20140423,2,PCA,-11.249207624899201
2742,20140423,2,PM2.5,53.0
2748,20140423,3,PCA,-6.647969541797482
2748,20140423,3,PM2.5,57.0
2754,20140423,4,PCA,-3.125264768354194
2754,20140423,4,PM2.5,59.0
2760,20140423,5,PCA,-4.774492731203805
2760,20140423,5,PM2.5,57.0
2766,20140423,6,PCA,-2.022081460174387
2766,20140423,6,PM2.5,61.0
2772,20140423,7,PCA,0.6828338885447541
2772,20140423,7,PM2.5,65.0
2778,20140423,8,PCA,14.037110472751216
2778,20140423,8,PM2.5,80.0
2784,20140423,9,PCA,44.72108241962687
2784,20140423,9,PM2.5,106.0
2790,20140423,10,PCA,74.8796231658957
2790,20140423,10,PM2.5,128.0
2796,20140423,11,PCA,86.82334163663874
2796,20140423,11,PM2.5,129.0
2802,20140423,12,PCA,108.56628354087827
2802,20140423,12,PM2.5,152.0
2808,20140423,13,PCA,131.27967976575513
2808,20140423,13,PM2.5,172.0
2814,20140423,14,PCA,158.73837462776362
2814,20140423,14,PM2.5,198.0
2820,20140423,15,PCA,163.0836550748079
2820,20140423,15,PM2.5,191.0
2826,20140423,16,PCA,153.2843579690376
2826,20140423,16,PM2.5,171.0
2832,20140423,17,PCA,162.11239671826812
2832,20140423,17,PM2.5,179.0
2838,20140423,18,PCA,158.8919886830949
2838,20140423,18,PM2.5,175.0
2844,20140429,2,PCA,35.39735611838486
2844,20140429,2,PM2.5,84.6
2850,20140429,3,PCA,28.406231810155017
2850,20140429,3,PM2.5,74.8
2856,20140429,4,PCA,31.071508238215266
2856,20140429,4,PM2.5,78.2
2862,20140429,5,PCA,28.61981310349891
2862,20140429,5,PM2.5,75.5
2868,20140429,6,PCA,30.530395623377697
2868,20140429,6,PM2.5,80.5
2874,20140429,7,PCA,32.43382493430606
2874,20140429,7,PM2.5,82.8
2880,20140429,8,PCA,51.65682352141841
2880,20140429,8,PM2.5,109.1
2886,20140429,9,PCA,51.660985231458504
2886,20140429,9,PM2.5,115.2
2892,20140429,10,PCA,45.626648003371784
2892,20140429,10,PM2.5,111.4
2898,20140429,11,PCA,39.5933245048798
2898,20140429,11,PM2.5,115.0
2904,20140429,12,PCA,40.629120860654716
2904,20140429,12,PM2.5,122.2
2910,20140429,13,PCA,32.87405844385702
2910,20140429,13,PM2.5,115.2
2916,20140429,14,PCA,33.061883724722
2916,20140429,14,PM2.5,113.9
2922,20140429,15,PCA,43.83927511089185
2922,20140429,15,PM2.5,131.0
2928,20140429,16,PCA,24.7272395420893
2928,20140429,16,PM2.5,101.8
2934,20140429,17,PCA,17.500390633256128
2934,20140429,17,PM2.5,89.2
2940,20140429,18,PCA,21.56218609634555
2940,20140429,18,PM2.5,92.0
2946,20140429,19,PCA,28.63028503985864
2946,20140429,19,PM2.5,98.3
2952,20140429,20,PCA,37.52090877146073
2952,20140429,20,PM2.5,99.2
2958,20140429,21,PCA,34.974195309899414
2958,20140429,21,PM2.5,96.8
2964,20140429,22,PCA,44.62174128081143
2964,20140429,22,PM2.5,99.9
2970,20140429,23,PCA,76.34125699686786
2970,20140429,23,PM2.5,123.0
2976,20140430,0,PCA,77.82654931060573
2976,20140430,0,PM2.5,126.1
2982,20140430,1,PCA,72.43947159403253
2982,20140430,1,PM2.5,118.6
2988,20140430,2,PCA,81.34391118379513
2988,20140430,2,PM2.5,127.1
2994,20140430,3,PCA,65.78495392293887
2994,20140430,3,PM2.5,101.8
3000,20140430,4,PCA,58.92098840251167
3000,20140430,4,PM2.5,87.0
3006,20140430,5,PCA,62.21869922639219
3006,20140430,5,PM2.5,92.8
3012,20140430,6,PCA,63.1875254139852
3012,20140430,6,PM2.5,93.3
3018,20140430,7,PCA,70.52458902892282
3018,20140430,7,PM2.5,102.3
3024,20140430,8,PCA,76.98317171956107
3024,20140430,8,PM2.5,116.3
3030,20140430,9,PCA,89.67786104480513
3030,20140430,9,PM2.5,142.0
3036,20140430,10,PCA,105.24649094245902
3036,20140430,10,PM2.5,162.6
3042,20140430,11,PCA,86.84524005334356
3042,20140430,11,PM2.5,145.7
3048,20140430,12,PCA,85.2447895632858
3048,20140430,12,PM2.5,151.0
3054,20140430,13,PCA,81.26681231688401
3054,20140430,13,PM2.5,146.6
3060,20140430,14,PCA,59.87586325822821
3060,20140430,14,PM2.5,124.8
3066,20140430,15,PCA,53.684583949005415
3066,20140430,15,PM2.5,121.4
3072,20140430,16,PCA,52.414789046336665
3072,20140430,16,PM2.5,119.2
3078,20140430,17,PCA,51.79248197253817
3078,20140430,17,PM2.5,112.4
3084,20140430,18,PCA,56.19549660868229
3084,20140430,18,PM2.5,113.8
3090,20140430,19,PCA,52.55743905786194
3090,20140430,19,PM2.5,104.9
3096,20140430,20,PCA,54.81224313522186
3096,20140430,20,PM2.5,104.3
3102,20140430,21,PCA,62.52976882981869
3102,20140430,21,PM2.5,104.4
3108,20140430,22,PCA,81.17921280890019
3108,20140430,22,PM2.5,116.1
3114,20140430,23,PCA,95.9799482700174
3114,20140430,23,PM2.5,138.1
3120,20140501,0,PCA,83.35734670267993
3120,20140501,0,PM2.5,124.7
3126,20140501,1,PCA,92.02973863717355
3126,20140501,1,PM2.5,127.7
3132,20140501,2,PCA,97.42295990918191
3132,20140501,2,PM2.5,129.9
3138,20140501,3,PCA,92.07252796266354
3138,20140501,3,PM2.5,119.2
3144,20140501,4,PCA,100.21159704907386
3144,20140501,4,PM2.5,127.0
3150,20140501,5,PCA,98.95361355520356
3150,20140501,5,PM2.5,124.0
3156,20140501,6,PCA,98.21257051550438
3156,20140501,6,PM2.5,120.6
3162,20140501,7,PCA,99.47955068264679
3162,20140501,7,PM2.5,123.7
3168,20140501,8,PCA,113.08146016851092
3168,20140501,8,PM2.5,147.3
3174,20140501,9,PCA,143.31359711156315
3174,20140501,9,PM2.5,188.7
3180,20140501,10,PCA,161.64450457871268
3180,20140501,10,PM2.5,212.9
3186,20140501,11,PCA,170.78739893031292
3186,20140501,11,PM2.5,229.5
3192,20140501,12,PCA,174.8534437672146
3192,20140501,12,PM2.5,240.3
3198,20140501,13,PCA,176.6414454825562
3198,20140501,13,PM2.5,240.2
3204,20140501,14,PCA,177.03307978169093
3204,20140501,14,PM2.5,241.7
3210,20140501,15,PCA,178.81961667072332
3210,20140501,15,PM2.5,240.5
3216,20140501,16,PCA,181.38025711434827
3216,20140501,16,PM2.5,242.0
3222,20140501,17,PCA,141.3950329121353
3222,20140501,17,PM2.5,174.5
3228,20140501,18,PCA,114.170751929675
3228,20140501,18,PM2.5,130.2
3234,20140501,19,PCA,117.20648708228946
3234,20140501,19,PM2.5,132.6
3240,20140501,20,PCA,108.68660473947696
3240,20140501,20,PM2.5,119.1
3246,20140501,21,PCA,59.24467790867313
3246,20140501,21,PM2.5,48.2
3252,20140501,22,PCA,50.139702889112364
3252,20140501,22,PM2.5,37.6
3258,20140501,23,PCA,55.87646850566765
3258,20140501,23,PM2.5,49.2
3264,20140502,0,PCA,50.39801961142916
3264,20140502,0,PM2.5,42.7
3270,20140502,1,PCA,40.042065615284685
3270,20140502,1,PM2.5,34.1
3276,20140502,2,PCA,30.672976668713336
3276,20140502,2,PM2.5,26.5
3282,20140502,3,PCA,21.797421687850438
3282,20140502,3,PM2.5,20.0
3288,20140502,4,PCA,18.175227835472107
3288,20140502,4,PM2.5,21.7
3294,20140502,5,PCA,15.160822398677736
3294,20140502,5,PM2.5,23.8
3300,20140502,6,PCA,1.4271981595680086
3300,20140502,6,PM2.5,13.4
3306,20140502,7,PCA,1.3976240750127056
3306,20140502,7,PM2.5,19.4
3312,20140502,8,PCA,-3.084998925298955
3312,20140502,8,PM2.5,18.6
3318,20140502,9,PCA,2.48221158007827
3318,20140502,9,PM2.5,36.0
3324,20140502,10,PCA,-12.251627381966722
3324,20140502,10,PM2.5,25.7
3330,20140502,11,PCA,-24.100081182584223
3330,20140502,11,PM2.5,20.3
3336,20140502,12,PCA,-32.81136729682771
3336,20140502,12,PM2.5,19.1
3342,20140502,13,PCA,-41.69452428453614
3342,20140502,13,PM2.5,19.2
3348,20140502,14,PCA,-58.6849331375473
3348,20140502,14,PM2.5,5.9
3354,20140502,15,PCA,-51.293593431809015
3354,20140502,15,PM2.5,29.3
3360,20140502,16,PCA,-64.74245067943498
3360,20140502,16,PM2.5,22.2
3366,20140502,17,PCA,-75.07174736565837
3366,20140502,17,PM2.5,13.7
3372,20140502,18,PCA,-50.84382789137174
3372,20140502,18,PM2.5,46.9
3378,20140502,19,PCA,-73.34872740563208
3378,20140502,19,PM2.5,15.7
3384,20140502,20,PCA,-81.35393841032918
3384,20140502,20,PM2.5,8.7
3390,20140502,21,PCA,-59.08259086525556
3390,20140502,21,PM2.5,33.6
3396,20140502,22,PCA,-43.986564694570845
3396,20140502,22,PM2.5,41.3
3402,20140502,23,PCA,-19.57396610139296
3402,20140502,23,PM2.5,69.3
3408,20140503,0,PCA,-28.064651233337802
3408,20140503,0,PM2.5,56.4
3414,20140503,1,PCA,-34.55570126518287
3414,20140503,1,PM2.5,49.4
3420,20140503,2,PCA,-40.43119556431681
3420,20140503,2,PM2.5,40.2
3426,20140503,3,PCA,-30.525407910589553
3426,20140503,3,PM2.5,52.5
3432,20140503,4,PCA,-22.17375968033242
3432,20140503,4,PM2.5,62.6
3438,20140503,5,PCA,-28.325056843521736
3438,20140503,5,PM2.5,54.1
3444,20140503,6,PCA,-43.63997479379242
3444,20140503,6,PM2.5,32.9
3450,20140503,7,PCA,-39.52699170243846
3450,20140503,7,PM2.5,38.2
3456,20140503,8,PCA,-37.034774667417366
3456,20140503,8,PM2.5,44.9
3462,20140503,9,PCA,-31.16977117438903
3462,20140503,9,PM2.5,55.9
3468,20140503,10,PCA,-18.776073148312868
3468,20140503,10,PM2.5,70.8
3474,20140503,11,PCA,-15.884859237545031
3474,20140503,11,PM2.5,74.4
3480,20140503,12,PCA,9.639938709045744
3480,20140503,12,PM2.5,105.8
3486,20140503,13,PCA,14.925150836470985
3486,20140503,13,PM2.5,107.8
3492,20140503,14,PCA,-30.991251794335515
3492,20140503,14,PM2.5,56.4
3498,20140503,15,PCA,-36.15226113308777
3498,20140503,15,PM2.5,55.2
3504,20140503,16,PCA,-29.75518083873378
3504,20140503,16,PM2.5,65.0
3510,20140503,17,PCA,-3.0126728134294702
3510,20140503,17,PM2.5,100.9
3516,20140503,18,PCA,66.24355733270038
3516,20140503,18,PM2.5,195.5
3522,20140503,19,PCA,31.859521065971126
3522,20140503,19,PM2.5,136.9
3528,20140503,20,PCA,3.436092787946678
3528,20140503,20,PM2.5,87.4
3534,20140503,21,PCA,-11.069242603049158
3534,20140503,21,PM2.5,64.2
3540,20140503,22,PCA,-1.1922856193642237
3540,20140503,22,PM2.5,77.6
3546,20140503,23,PCA,-11.616386878790522
3546,20140503,23,PM2.5,61.0
3552,20140504,0,PCA,-16.593850954228422
3552,20140504,0,PM2.5,53.6
3558,20140504,1,PCA,-19.900134976462294
3558,20140504,1,PM2.5,47.9
3564,20140504,2,PCA,-30.022136994262432
3564,20140504,2,PM2.5,33.9
3570,20140504,3,PCA,-30.51912064776733
3570,20140504,3,PM2.5,34.0
3576,20140504,4,PCA,-35.51143523936715
3576,20140504,4,PM2.5,28.2
3582,20140504,5,PCA,-26.4327135108957
3582,20140504,5,PM2.5,41.6
3588,20140504,6,PCA,-27.47208765494645
3588,20140504,6,PM2.5,40.1
3594,20140504,7,PCA,-28.610848477392214
3594,20140504,7,PM2.5,38.8
3600,20140504,8,PCA,-33.32908329256015
3600,20140504,8,PM2.5,33.1
3606,20140504,9,PCA,-39.09853117918839
3606,20140504,9,PM2.5,26.0
3612,20140504,10,PCA,-37.81610222960365
3612,20140504,10,PM2.5,31.6
3618,20140504,11,PCA,-44.56800146300537
3618,20140504,11,PM2.5,22.3
3624,20140504,12,PCA,-52.20883693538311
3624,20140504,12,PM2.5,13.0
3630,20140504,13,PCA,-50.161861685062604
3630,20140504,13,PM2.5,17.1
3636,20140504,14,PCA,-50.52965087840421
3636,20140504,14,PM2.5,17.2
3642,20140504,15,PCA,-44.80513251619713
3642,20140504,15,PM2.5,25.4
3648,20140504,16,PCA,-50.585568290092965
3648,20140504,16,PM2.5,17.0
3654,20140504,17,PCA,-53.635950229575926
3654,20140504,17,PM2.5,17.2
3660,20140504,18,PCA,-62.153427001665804
3660,20140504,18,PM2.5,14.4
3666,20140504,19,PCA,-65.04527443138116
3666,20140504,19,PM2.5,16.0
3672,20140504,20,PCA,-64.12373148904733
3672,20140504,20,PM2.5,17.7
3678,20140504,21,PCA,-51.630436701841674
3678,20140504,21,PM2.5,29.4
3684,20140504,22,PCA,-40.05759196659647
3684,20140504,22,PM2.5,44.4
3690,20140504,23,PCA,-39.566506542360024
3690,20140504,23,PM2.5,37.5
3696,20140505,0,PCA,-40.384323690336934
3696,20140505,0,PM2.5,32.5
3702,20140505,1,PCA,-38.649889607701574
3702,20140505,1,PM2.5,34.4
3708,20140505,2,PCA,-45.688289961478716
3708,20140505,2,PM2.5,26.6
3714,20140505,3,PCA,-48.36106915285064
3714,20140505,3,PM2.5,23.8
3720,20140505,4,PCA,-48.14639477789234
3720,20140505,4,PM2.5,24.65
3726,20140505,5,PCA,-47.93172040293403
3726,20140505,5,PM2.5,25.5
3732,20140505,6,PCA,-47.444240135920396
3732,20140505,6,PM2.5,27.3
3738,20140505,7,PCA,-45.53380065224725
3738,20140505,7,PM2.5,30.9
3744,20140505,8,PCA,-52.15294331091638
3744,20140505,8,PM2.5,25.4
3750,20140505,9,PCA,-69.5520989990414
3750,20140505,9,PM2.5,17.2
3756,20140505,10,PCA,-73.90535732279228
3756,20140505,10,PM2.5,12.9
3762,20140505,11,PCA,-76.75880881139375
3762,20140505,11,PM2.5,12.5
3768,20140505,12,PCA,-78.60126235514285
3768,20140505,12,PM2.5,12.3
3774,20140505,13,PCA,-84.71450872614697
3774,20140505,13,PM2.5,7.4
3780,20140505,14,PCA,-87.31928787457288
3780,20140505,14,PM2.5,6.5
3786,20140505,15,PCA,-88.0576878150415
3786,20140505,15,PM2.5,6.9
3792,20140505,16,PCA,-84.1388981164063
3792,20140505,16,PM2.5,12.8
3798,20140505,17,PCA,-82.58880056752392
3798,20140505,17,PM2.5,12.9
3804,20140505,18,PCA,-60.37817069104543
3804,20140505,18,PM2.5,39.7
3810,20140505,19,PCA,-63.01545572323035
3810,20140505,19,PM2.5,34.9
3816,20140505,20,PCA,-65.27413981805827
3816,20140505,20,PM2.5,32.3
3822,20140505,21,PCA,-64.17641324514123
3822,20140505,21,PM2.5,34.4
3828,20140505,22,PCA,-62.458813404970364
3828,20140505,22,PM2.5,35.7
3834,20140505,23,PCA,-62.13086083020303
3834,20140505,23,PM2.5,33.3
3840,20140506,0,PCA,-25.990801591305452
3840,20140506,0,PM2.5,57.7
3846,20140506,1,PCA,2.9916684327035505
3846,20140506,1,PM2.5,81.1
3852,20140506,2,PCA,-0.4272916033392801
3852,20140506,2,PM2.5,77.6
3858,20140506,3,PCA,-8.339495134807324
3858,20140506,3,PM2.5,68.4
3864,20140506,4,PCA,-13.669993952098544
3864,20140506,4,PM2.5,61.5
3870,20140506,5,PCA,-16.65292067788055
3870,20140506,5,PM2.5,60.7
3876,20140506,6,PCA,-21.41997154715094
3876,20140506,6,PM2.5,56.2
3882,20140506,7,PCA,-15.578685512462615
3882,20140506,7,PM2.5,67.4
3888,20140506,8,PCA,7.589369697219163
3888,20140506,8,PM2.5,102.0
3894,20140506,9,PCA,-6.0173967740852365
3894,20140506,9,PM2.5,89.9
3900,20140506,10,PCA,-28.220840247134937
3900,20140506,10,PM2.5,62.4
3906,20140506,11,PCA,-16.23400029798042
3906,20140506,11,PM2.5,74.0
3912,20140506,12,PCA,-16.944610868543947
3912,20140506,12,PM2.5,76.3
3918,20140506,13,PCA,-8.78216205731211
3918,20140506,13,PM2.5,88.5
3924,20140506,14,PCA,-5.084910792625826
3924,20140506,14,PM2.5,88.5
3930,20140506,15,PCA,2.9414438657590383
3930,20140506,15,PM2.5,94.4
3936,20140506,16,PCA,15.1539887623701
3936,20140506,16,PM2.5,104.3
3942,20140506,17,PCA,24.70855784093529
3942,20140506,17,PM2.5,111.4
3948,20140506,18,PCA,27.08283276500473
3948,20140506,18,PM2.5,111.5
3954,20140506,19,PCA,32.859557674472235
3954,20140506,19,PM2.5,116.9
3960,20140506,20,PCA,40.64523902479092
3960,20140506,20,PM2.5,117.6
3966,20140506,21,PCA,48.57278919256858
3966,20140506,21,PM2.5,119.6
3972,20140506,22,PCA,56.41815887254489
3972,20140506,22,PM2.5,126.9
3978,20140506,23,PCA,89.22467919978384
3978,20140506,23,PM2.5,158.8
3984,20140507,0,PCA,67.93088386233737
3984,20140507,0,PM2.5,122.3
3990,20140507,1,PCA,68.05175075876282
3990,20140507,1,PM2.5,121.0
3996,20140507,2,PCA,67.24700713002015
3996,20140507,2,PM2.5,119.8
4002,20140507,3,PCA,67.5276534332501
4002,20140507,3,PM2.5,119.2
4008,20140507,4,PCA,68.47910893257742
4008,20140507,4,PM2.5,113.8
4014,20140507,5,PCA,58.40326771435973
4014,20140507,5,PM2.5,99.7
4020,20140507,6,PCA,71.82853946195607
4020,20140507,6,PM2.5,118.9
4026,20140507,7,PCA,81.00155518239548
4026,20140507,7,PM2.5,130.2
4032,20140507,8,PCA,98.11662788758422
4032,20140507,8,PM2.5,154.7
4038,20140507,9,PCA,26.643351005678962
4038,20140507,9,PM2.5,65.4
4044,20140507,10,PCA,10.068355827152539
4044,20140507,10,PM2.5,43.9
4050,20140507,11,PCA,9.54339669914254
4050,20140507,11,PM2.5,48.1
4056,20140507,12,PCA,-7.395016892377274
4056,20140507,12,PM2.5,27.2
4062,20140507,13,PCA,-9.746752105208452
4062,20140507,13,PM2.5,27.5
4068,20140507,14,PCA,-9.338014926099701
4068,20140507,14,PM2.5,31.0
4074,20140507,15,PCA,-17.756532755888735
4074,20140507,15,PM2.5,23.2
4080,20140507,16,PCA,-24.422177622586815
4080,20140507,16,PM2.5,17.2
4086,20140507,17,PCA,-33.3948283220688
4086,20140507,17,PM2.5,10.6
4092,20140507,18,PCA,-29.248626196591626
4092,20140507,18,PM2.5,19.1
4098,20140507,19,PCA,-32.82170437410025
4098,20140507,19,PM2.5,18.5
4104,20140507,20,PCA,-34.155580636055056
4104,20140507,20,PM2.5,17.3
4110,20140507,21,PCA,-2.8992500018471374
4110,20140507,21,PM2.5,48.7
4116,20140507,22,PCA,1.938852998046541
4116,20140507,22,PM2.5,55.1
4122,20140507,23,PCA,-1.7652211539583489
4122,20140507,23,PM2.5,56.0
4128,20140508,0,PCA,8.831428540111437
4128,20140508,0,PM2.5,70.4
4134,20140508,1,PCA,-19.495425892110365
4134,20140508,1,PM2.5,35.5
4140,20140508,2,PCA,-3.7833589136981107
4140,20140508,2,PM2.5,59.1
4146,20140508,3,PCA,-10.73174289447975
4146,20140508,3,PM2.5,53.7
4152,20140508,4,PCA,-17.50762621871618
4152,20140508,4,PM2.5,49.4
4158,20140508,5,PCA,-8.812396185794329
4158,20140508,5,PM2.5,62.9
4164,20140508,6,PCA,-5.873680792862734
4164,20140508,6,PM2.5,66.0
4170,20140508,7,PCA,-9.686345834602221
4170,20140508,7,PM2.5,61.4
4176,20140508,8,PCA,14.686578527284826
4176,20140508,8,PM2.5,96.2
4182,20140508,9,PCA,22.379478453807796
4182,20140508,9,PM2.5,109.5
4188,20140508,10,PCA,39.97561679378772
4188,20140508,10,PM2.5,130.7
4194,20140508,11,PCA,23.125218802655326
4194,20140508,11,PM2.5,120.8
4200,20140508,12,PCA,-26.010567358206295
4200,20140508,12,PM2.5,62.0
4206,20140508,13,PCA,-29.935493656182203
4206,20140508,13,PM2.5,57.5
4212,20140508,14,PCA,-25.449129010421572
4212,20140508,14,PM2.5,64.0
4218,20140508,15,PCA,-26.220655865682346
4218,20140508,15,PM2.5,62.5
4224,20140508,16,PCA,-18.542859061975182
4224,20140508,16,PM2.5,69.5
4230,20140508,17,PCA,-9.882727241717511
4230,20140508,17,PM2.5,81.3
4236,20140508,18,PCA,-11.454684724117623
4236,20140508,18,PM2.5,77.2
4242,20140508,19,PCA,-18.553322788143095
4242,20140508,19,PM2.5,64.4
4248,20140508,20,PCA,-15.51569298607626
4248,20140508,20,PM2.5,62.6
4254,20140508,21,PCA,6.928880057215404
4254,20140508,21,PM2.5,79.2
4260,20140508,22,PCA,9.197349464364683
4260,20140508,22,PM2.5,75.7
4266,20140508,23,PCA,-5.982271086151752
4266,20140508,23,PM2.5,57.7
4272,20140509,0,PCA,8.214179375982736
4272,20140509,0,PM2.5,73.5
4278,20140509,1,PCA,23.104121276708323
4278,20140509,1,PM2.5,88.7
4284,20140509,2,PCA,8.873019093409258
4284,20140509,2,PM2.5,75.6
4290,20140509,3,PCA,4.9083393590528
4290,20140509,3,PM2.5,70.9
4296,20140509,4,PCA,12.514270865927658
4296,20140509,4,PM2.5,77.5
4302,20140509,5,PCA,12.311066086586765
4302,20140509,5,PM2.5,73.3
4308,20140509,6,PCA,14.142276571865988
4308,20140509,6,PM2.5,72.0
4314,20140509,7,PCA,22.418153680492843
4314,20140509,7,PM2.5,76.2
4320,20140509,8,PCA,21.51869377571695
4320,20140509,8,PM2.5,76.6
4326,20140509,9,PCA,20.311978238866207
4326,20140509,9,PM2.5,74.2
4332,20140509,10,PCA,32.50634784590944
4332,20140509,10,PM2.5,98.5
4338,20140509,11,PCA,23.807230109761623
4338,20140509,11,PM2.5,90.8
4344,20140509,12,PCA,22.21100045025211
4344,20140509,12,PM2.5,90.4
4350,20140509,13,PCA,18.03902505291243
4350,20140509,13,PM2.5,85.0
4356,20140509,14,PCA,14.356454072263329
4356,20140509,14,PM2.5,79.8
4362,20140509,15,PCA,15.172742408140138
4362,20140509,15,PM2.5,79.6
4368,20140509,16,PCA,22.26248013773409
4368,20140509,16,PM2.5,88.0
4374,20140509,17,PCA,23.794950850734363
4374,20140509,17,PM2.5,88.0
4380,20140509,18,PCA,22.3469233919952
4380,20140509,18,PM2.5,81.3
4386,20140509,19,PCA,25.795002540964287
4386,20140509,19,PM2.5,84.5
4392,20140509,20,PCA,34.72213359755533
4392,20140509,20,PM2.5,89.3
4398,20140509,21,PCA,19.52603555781713
4398,20140509,21,PM2.5,79.3
4404,20140509,22,PCA,4.770127720422721
4404,20140509,22,PM2.5,68.1
4410,20140509,23,PCA,-4.377183101403721
4410,20140509,23,PM2.5,55.9
4416,20140510,0,PCA,1.8522755902088708
4416,20140510,0,PM2.5,63.7
4422,20140510,1,PCA,4.360253402235971
4422,20140510,1,PM2.5,62.9
4428,20140510,2,PCA,3.9782912855916184
4428,20140510,2,PM2.5,58.9
4434,20140510,3,PCA,9.629368695415506
4434,20140510,3,PM2.5,58.7
4440,20140510,4,PCA,5.968502263331606
4440,20140510,4,PM2.5,56.9
4446,20140510,5,PCA,8.138185307293067
4446,20140510,5,PM2.5,60.5
4452,20140510,6,PCA,3.287091306720967
4452,20140510,6,PM2.5,56.9
4458,20140510,7,PCA,0.8905848262203931
4458,20140510,7,PM2.5,56.0
4464,20140510,8,PCA,0.8967416072867949
4464,20140510,8,PM2.5,58.3
4470,20140510,9,PCA,-2.889724618719153
4470,20140510,9,PM2.5,56.6
4476,20140510,10,PCA,2.690590851514797
4476,20140510,10,PM2.5,65.6
4482,20140510,11,PCA,-5.732273726686171
4482,20140510,11,PM2.5,61.7
4488,20140510,12,PCA,-8.016442766509735
4488,20140510,12,PM2.5,60.1
4494,20140510,13,PCA,-10.637660426088058
4494,20140510,13,PM2.5,60.3
4500,20140510,14,PCA,-11.7372223580597
4500,20140510,14,PM2.5,61.4
4506,20140510,15,PCA,-9.642887109034998
4506,20140510,15,PM2.5,65.5
4512,20140510,16,PCA,-17.55968099781268
4512,20140510,16,PM2.5,55.1
4518,20140510,17,PCA,-16.499077753542075
4518,20140510,17,PM2.5,56.7
4524,20140510,18,PCA,-13.113948400624638
4524,20140510,18,PM2.5,61.9
4530,20140510,19,PCA,-9.474602749447492
4530,20140510,19,PM2.5,64.2
4536,20140510,20,PCA,-6.2139493383299325
4536,20140510,20,PM2.5,69.0
4542,20140510,21,PCA,9.90181610405614
4542,20140510,21,PM2.5,83.8
4548,20140510,22,PCA,18.554225194284136
4548,20140510,22,PM2.5,87.5
4554,20140510,23,PCA,17.283410377697113
4554,20140510,23,PM2.5,84.7
