,date,hour,type,永定门内
2340,20140419,22,PM2.5,54.0
2346,20140419,23,PCA,-4.959614107858235
2346,20140419,23,PM2.5,77.0
2352,20140420,0,PCA,20.449218326340297
2352,20140420,0,PM2.5,89.0
2358,20140420,1,PCA,28.881719098153543
2358,20140420,1,PM2.5,90.0
2364,20140420,2,PCA,19.997773469250482
2364,20140420,2,PM2.5,75.0
2370,20140420,3,PCA,35.19365505621437
2370,20140420,3,PM2.5,92.0
2376,20140420,4,PCA,55.543312485795326
2376,20140420,4,PM2.5,108.0
2382,20140420,5,PCA,56.64212505468984
2382,20140420,5,PM2.5,105.0
2388,20140420,6,PCA,61.980103376891385
2388,20140420,6,PM2.5,104.0
2394,20140420,7,PCA,63.31724070755471
2394,20140420,7,PM2.5,106.0
2400,20140420,8,PCA,39.521394927026776
2400,20140420,8,PM2.5,83.0
2406,20140420,9,PCA,33.70186745254448
2406,20140420,9,PM2.5,90.0
2412,20140420,10,PCA,-11.480366671662392
2412,20140420,10,PM2.5,47.0
2418,20140420,11,PCA,-31.02001630818336
2418,20140420,11,PM2.5,41.0
2424,20140420,12,PCA,-58.77889071014417
2424,20140420,12,PM2.5,27.0
2430,20140420,13,PCA,-74.46811364017543
2430,20140420,13,PM2.5,24.5
2436,20140420,14,PCA,-81.91521457596477
2436,20140420,14,PM2.5,22.0
2442,20140420,15,PCA,-65.554878542828
2442,20140420,15,PM2.5,37.0
2448,20140420,16,PCA,-61.908044062046415
2448,20140420,16,PM2.5,43.0
2454,20140420,17,PCA,-53.10988333486363
2454,20140420,17,PM2.5,49.0
2460,20140420,18,PCA,-44.39921643052804
2460,20140420,18,PM2.5,50.0
2466,20140420,19,PCA,-37.92404265311006
2466,20140420,19,PM2.5,54.0
2472,20140420,20,PCA,-31.143342056218412
2472,20140420,20,PM2.5,57.0
2478,20140420,21,PCA,-29.069218810429778
2478,20140420,21,PM2.5,60.0
2484,20140420,22,PCA,-27.840997254526894
2484,20140420,22,PM2.5,59.0
2616,20140422,4,PCA,53.861885282062865
2616,20140422,4,PM2.5,98.0
2622,20140422,5,PCA,29.78388716887385
2622,20140422,5,PM2.5,74.0
2628,20140422,6,PCA,-1.7881991255154566
2628,20140422,6,PM2.5,46.0
2634,20140422,7,PCA,-2.9207068764323534
2634,20140422,7,PM2.5,54.0
2640,20140422,8,PCA,-20.972771882970225
2640,20140422,8,PM2.5,48.0
2646,20140422,9,PCA,-45.44407400449325
2646,20140422,9,PM2.5,32.0
2652,20140422,10,PCA,-44.628778242207545
2652,20140422,10,PM2.5,38.0
2658,20140422,11,PCA,-47.71687227244393
2658,20140422,11,PM2.5,40.0
2664,20140422,12,PCA,-37.25961760104174
2664,20140422,12,PM2.5,55.0
2670,20140422,13,PCA,-21.35546883267756
2670,20140422,13,PM2.5,72.0
2676,20140422,14,PCA,-38.217991228562546
2676,20140422,14,PM2.5,55.0
2682,20140422,15,PCA,-54.26461901123599
2682,20140422,15,PM2.5,40.0
2688,20140422,16,PCA,-48.76778030172596
2688,20140422,16,PM2.5,48.0
2694,20140422,18,PCA,-43.2709415922159
2694,20140422,18,PM2.5,56.0
2700,20140422,19,PCA,-34.11979838863795
2700,20140422,19,PM2.5,61.0
2706,20140422,20,PCA,-24.98735129520614
2706,20140422,20,PM2.5,65.0
2712,20140422,21,PCA,-17.270376043129914
2712,20140422,21,PM2.5,70.0
2718,20140422,22,PCA,-24.778347243614984
2718,20140422,22,PM2.5,57.0
2724,20140422,23,PCA,-19.75440438084413
2724,20140422,23,PM2.5,63.0
2730,20140423,0,PCA,-10.177523859636935
2730,20140423,0,PM2.5,74.0
2736,20140423,1,PCA,-10.047179397257516
2736,20140423,1,PM2.5,76.0
2742,20140423,2,PCA,-4.241553599004413
2742,20140423,2,PM2.5,79.0
2748,20140423,3,PCA,5.849790082667998
2748,20140423,3,PM2.5,87.0
2754,20140423,4,PCA,22.467665294018975
2754,20140423,4,PM2.5,96.0
2760,20140423,5,PCA,41.098263566458996
2760,20140423,5,PM2.5,105.0
2766,20140423,6,PCA,62.035461601448695
2766,20140423,6,PM2.5,117.0
2772,20140423,7,PCA,74.09462783824902
2772,20140423,7,PM2.5,126.0
2778,20140423,8,PCA,92.33728149353644
2778,20140423,8,PM2.5,140.0
2784,20140423,9,PCA,104.51671196362985
2784,20140423,9,PM2.5,146.0
2790,20140423,10,PCA,100.49297644727186
2790,20140423,10,PM2.5,136.0
2796,20140423,11,PCA,144.91451647142995
2796,20140423,11,PM2.5,179.0
2802,20140423,12,PCA,157.71035829879466
2802,20140423,12,PM2.5,188.0
2808,20140423,13,PCA,147.1098016253464
2808,20140423,13,PM2.5,173.0
2814,20140423,14,PCA,155.7107888618665
2814,20140423,14,PM2.5,179.0
2820,20140423,15,PCA,167.95918580998193
2820,20140423,15,PM2.5,194.0
2826,20140423,16,PCA,167.66427377458086
2826,20140423,16,PM2.5,198.0
2832,20140423,17,PCA,174.2039695867258
2832,20140423,17,PM2.5,196.0
2850,20140429,3,PCA,19.82088337795431
2850,20140429,3,PM2.5,89.2
2856,20140429,4,PCA,22.05464154179136
2856,20140429,4,PM2.5,90.4
2862,20140429,5,PCA,18.46499844440694
2862,20140429,5,PM2.5,83.2
2868,20140429,6,PCA,6.946886749704754
2868,20140429,6,PM2.5,65.1
2874,20140429,7,PCA,24.053256020874876
2874,20140429,7,PM2.5,86.9
2880,20140429,8,PCA,34.95448909412348
2880,20140429,8,PM2.5,103.3
2886,20140429,9,PCA,25.787260633779603
2886,20140429,9,PM2.5,86.2
2892,20140429,10,PCA,49.51951309817517
2892,20140429,10,PM2.5,118.4
2898,20140429,11,PCA,66.26720678245468
2898,20140429,11,PM2.5,144.5
2904,20140429,12,PCA,47.95474574806771
2904,20140429,12,PM2.5,123.3
2910,20140429,13,PCA,41.702205095999986
2910,20140429,13,PM2.5,120.8
2916,20140429,14,PCA,15.418809734808384
2916,20140429,14,PM2.5,93.4
2922,20140429,15,PCA,10.92671062479712
2922,20140429,15,PM2.5,89.6
2928,20140429,16,PCA,15.760700045322805
2928,20140429,16,PM2.5,94.0
2934,20140429,17,PCA,-2.8508903946977244
2934,20140429,17,PM2.5,65.0
2940,20140429,18,PCA,6.086656206534634
2940,20140429,18,PM2.5,79.4
2946,20140429,19,PCA,7.779492580645002
2946,20140429,19,PM2.5,79.6
2952,20140429,20,PCA,17.32128565217064
2952,20140429,20,PM2.5,91.3
2958,20140429,21,PCA,26.48629847307672
2958,20140429,21,PM2.5,96.1
2964,20140429,22,PCA,26.12483754534684
2964,20140429,22,PM2.5,93.4
2970,20140429,23,PCA,28.42059991560898
2970,20140429,23,PM2.5,94.5
2976,20140430,0,PCA,30.732280769974547
2976,20140430,0,PM2.5,95.6
2982,20140430,1,PCA,19.969090162671275
2982,20140430,1,PM2.5,83.9
2988,20140430,2,PCA,9.046184601843903
2988,20140430,2,PM2.5,71.0
2994,20140430,3,PCA,13.82685008280271
2994,20140430,3,PM2.5,74.0
3000,20140430,4,PCA,35.588055903132194
3000,20140430,4,PM2.5,98.6
3006,20140430,5,PCA,49.3407068769592
3006,20140430,5,PM2.5,103.4
3012,20140430,6,PCA,61.40911060337228
3012,20140430,6,PM2.5,116.3
3018,20140430,7,PCA,64.75026534555415
3018,20140430,7,PM2.5,117.6
3024,20140430,8,PCA,73.4300914340648
3024,20140430,8,PM2.5,131.5
3030,20140430,9,PCA,81.05168957036891
3030,20140430,9,PM2.5,132.9
3036,20140430,10,PCA,106.78080845405525
3036,20140430,10,PM2.5,164.4
3042,20140430,11,PCA,75.40773081937633
3042,20140430,11,PM2.5,139.9
3048,20140430,12,PCA,49.987284465205924
3048,20140430,12,PM2.5,123.7
3054,20140430,13,PCA,50.090022722930236
3054,20140430,13,PM2.5,133.4
3060,20140430,14,PCA,30.12035897043847
3060,20140430,14,PM2.5,101.1
3066,20140430,15,PCA,6.945146822686328
3066,20140430,15,PM2.5,69.7
3072,20140430,16,PCA,3.8505643729238415
3072,20140430,16,PM2.5,68.1
3078,20140430,17,PCA,-4.390888379996597
3078,20140430,17,PM2.5,54.6
3084,20140430,18,PCA,9.774626364956458
3084,20140430,18,PM2.5,77.0
3090,20140430,19,PCA,36.50045243518681
3090,20140430,19,PM2.5,109.5
3096,20140430,20,PCA,19.073144608003684
3096,20140430,20,PM2.5,80.2
3102,20140430,21,PCA,11.547283503724186
3102,20140430,21,PM2.5,69.1
3108,20140430,22,PCA,19.885101236869655
3108,20140430,22,PM2.5,80.0
3114,20140430,23,PCA,22.443141526901588
3114,20140430,23,PM2.5,87.6
3120,20140501,0,PCA,29.04187481967115
3120,20140501,0,PM2.5,94.9
3126,20140501,1,PCA,47.23431347629815
3126,20140501,1,PM2.5,109.7
3132,20140501,2,PCA,39.771290280256835
3132,20140501,2,PM2.5,111.8
3138,20140501,3,PCA,41.12338063241209
3138,20140501,3,PM2.5,114.8
3144,20140501,4,PCA,48.57476296679202
3144,20140501,4,PM2.5,121.2
3150,20140501,5,PCA,47.385473217393226
3150,20140501,5,PM2.5,113.0
3156,20140501,6,PCA,70.19078106011074
3156,20140501,6,PM2.5,135.7
3162,20140501,7,PCA,85.91636628973468
3162,20140501,7,PM2.5,148.7
3168,20140501,8,PCA,100.7213442928887
3168,20140501,8,PM2.5,163.9
3174,20140501,9,PCA,107.637429685117
3174,20140501,9,PM2.5,175.6
3180,20140501,10,PCA,105.92719928250145
3180,20140501,10,PM2.5,173.9
3186,20140501,11,PCA,84.5344733601661
3186,20140501,11,PM2.5,156.3
3192,20140501,12,PCA,77.72852872872284
3192,20140501,12,PM2.5,152.6
3198,20140501,13,PCA,85.54139098373768
3198,20140501,13,PM2.5,164.4
3204,20140501,14,PCA,87.73645597232812
3204,20140501,14,PM2.5,164.1
3210,20140501,15,PCA,88.19315422274
3210,20140501,15,PM2.5,161.1
3216,20140501,16,PCA,96.1199174202921
3216,20140501,16,PM2.5,172.4
3222,20140501,17,PCA,86.49503931718166
3222,20140501,17,PM2.5,153.4
3228,20140501,18,PCA,109.93467287845398
3228,20140501,18,PM2.5,174.4
3234,20140501,19,PCA,71.17336473277217
3234,20140501,19,PM2.5,101.6
3240,20140501,20,PCA,79.63822455175365
3240,20140501,20,PM2.5,119.2
3246,20140501,21,PCA,63.425964363794435
3246,20140501,21,PM2.5,99.3
3252,20140501,22,PCA,30.08158434856427
3252,20140501,22,PM2.5,51.6
3258,20140501,23,PCA,22.915113410531482
3258,20140501,23,PM2.5,44.9
3264,20140502,0,PCA,77.79189857230342
3264,20140502,0,PM2.5,125.7
3270,20140502,1,PCA,28.63731323171194
3270,20140502,1,PM2.5,56.9
3276,20140502,2,PCA,18.810079801549062
3276,20140502,2,PM2.5,46.5
3282,20140502,3,PCA,8.060130804734808
3282,20140502,3,PM2.5,36.1
3288,20140502,4,PCA,-1.4458803180789606
3288,20140502,4,PM2.5,27.1
3294,20140502,5,PCA,-4.7571917065382205
3294,20140502,5,PM2.5,27.5
3300,20140502,6,PCA,-16.97294515900906
3300,20140502,6,PM2.5,20.5
3306,20140502,7,PCA,-28.02767038462037
3306,20140502,7,PM2.5,9.5
3312,20140502,8,PCA,-27.531079543644314
3312,20140502,8,PM2.5,18.2
3318,20140502,9,PCA,-20.97494507522518
3318,20140502,9,PM2.5,31.4
3324,20140502,10,PCA,-16.566722259952147
3324,20140502,10,PM2.5,46.7
3330,20140502,11,PCA,-33.46812849149641
3330,20140502,11,PM2.5,28.7
3336,20140502,12,PCA,-41.478894979309636
3336,20140502,12,PM2.5,24.3
3342,20140502,13,PCA,-45.881796326638685
3342,20140502,13,PM2.5,25.5
3348,20140502,14,PCA,-44.10165817745832
3348,20140502,14,PM2.5,35.2
3354,20140502,15,PCA,-56.49235887686522
3354,20140502,15,PM2.5,26.700000000000003
3360,20140502,16,PCA,-68.88305957627212
3360,20140502,16,PM2.5,18.2
3366,20140502,17,PCA,-71.38569518631707
3366,20140502,17,PM2.5,20.6
3372,20140502,18,PCA,-72.95849923065761
3372,20140502,18,PM2.5,23.5
3378,20140502,19,PCA,-80.5871892687579
3378,20140502,19,PM2.5,19.0
3384,20140502,20,PCA,-75.00992282805908
3384,20140502,20,PM2.5,19.5
3390,20140502,21,PCA,-45.02266070241062
3390,20140502,21,PM2.5,37.0
3396,20140502,22,PCA,-40.06692842699567
3396,20140502,22,PM2.5,44.5
3402,20140502,23,PCA,-30.907317292494465
3402,20140502,23,PM2.5,52.5
3408,20140503,0,PCA,-17.79896089150606
3408,20140503,0,PM2.5,68.0
3414,20140503,1,PCA,-25.298909774210287
3414,20140503,1,PM2.5,64.4
3420,20140503,2,PCA,-28.51428091627424
3420,20140503,2,PM2.5,61.5
3426,20140503,3,PCA,-32.22325712440003
3426,20140503,3,PM2.5,62.3
3432,20140503,4,PCA,-33.661348380934605
3432,20140503,4,PM2.5,58.8
3438,20140503,5,PCA,-37.72453707630803
3438,20140503,5,PM2.5,53.7
3444,20140503,6,PCA,-40.127030895953645
3444,20140503,6,PM2.5,55.2
3450,20140503,7,PCA,-24.764608347676408
3450,20140503,7,PM2.5,69.8
3456,20140503,8,PCA,-24.878835702915936
3456,20140503,8,PM2.5,73.8
3462,20140503,9,PCA,-16.863659480254768
3462,20140503,9,PM2.5,80.5
3468,20140503,10,PCA,-21.95633550713757
3468,20140503,10,PM2.5,76.2
3474,20140503,11,PCA,-9.313428892552048
3474,20140503,11,PM2.5,90.5
3480,20140503,12,PCA,-15.177646796829492
3480,20140503,12,PM2.5,89.9
3486,20140503,13,PCA,-16.78689911763393
3486,20140503,13,PM2.5,90.8
3492,20140503,14,PCA,-13.284525618260382
3492,20140503,14,PM2.5,95.3
3498,20140503,15,PCA,-32.618016198088675
3498,20140503,15,PM2.5,60.5
3504,20140503,16,PCA,-36.87036463617117
3504,20140503,16,PM2.5,50.1
3510,20140503,17,PCA,-30.946920161765217
3510,20140503,17,PM2.5,66.6
3516,20140503,18,PCA,-2.0246952436960046
3516,20140503,18,PM2.5,105.0
3522,20140503,19,PCA,90.33889421794383
3522,20140503,19,PM2.5,229.2
3528,20140503,20,PCA,27.950775657268068
3528,20140503,20,PM2.5,132.0
3534,20140503,21,PCA,-14.658114379135434
3534,20140503,21,PM2.5,67.2
3540,20140503,22,PCA,-21.71611388075211
3540,20140503,22,PM2.5,57.4
3546,20140503,23,PCA,-19.112156660524267
3546,20140503,23,PM2.5,60.0
3552,20140504,0,PCA,-25.854863824439917
3552,20140504,0,PM2.5,50.3
3558,20140504,1,PCA,-23.96466630797555
3558,20140504,1,PM2.5,54.0
3564,20140504,2,PCA,-33.26044410688761
3564,20140504,2,PM2.5,41.3
3570,20140504,3,PCA,-40.492932902364146
3570,20140504,3,PM2.5,32.4
3576,20140504,4,PCA,-39.426399693407575
3576,20140504,4,PM2.5,36.3
3582,20140504,5,PCA,-38.79935496006847
3582,20140504,5,PM2.5,36.6
3588,20140504,6,PCA,-38.954189648546254
3588,20140504,6,PM2.5,36.5
3594,20140504,7,PCA,-34.5836402952641
3594,20140504,7,PM2.5,42.5
3600,20140504,8,PCA,-34.591314924832325
3600,20140504,8,PM2.5,40.7
3606,20140504,9,PCA,-38.862635229421905
3606,20140504,9,PM2.5,34.4
3612,20140504,10,PCA,-46.11845096135046
3612,20140504,10,PM2.5,29.6
3618,20140504,11,PCA,-35.46833422994389
3618,20140504,11,PM2.5,49.2
3624,20140504,12,PCA,-45.09698076112476
3624,20140504,12,PM2.5,39.8
3630,20140504,13,PCA,-55.83198202791684
3630,20140504,13,PM2.5,29.8
3636,20140504,14,PCA,-64.9356509504886
3636,20140504,14,PM2.5,19.2
3654,20140504,17,PCA,-76.3211065318915
3654,20140504,17,PM2.5,3.0
3660,20140504,18,PCA,-80.11358883703438
3660,20140504,18,PM2.5,3.0
3666,20140504,19,PCA,-75.28234370418772
3666,20140504,19,PM2.5,20.3
3672,20140504,20,PCA,-76.15741001263032
3672,20140504,20,PM2.5,21.8
3678,20140504,21,PCA,-61.74020653127232
3678,20140504,21,PM2.5,22.9
3684,20140504,22,PCA,-39.47256191610928
3684,20140504,22,PM2.5,48.0
3690,20140504,23,PCA,-47.24598293709236
3690,20140504,23,PM2.5,38.5
3696,20140505,0,PCA,-50.051886262176396
3696,20140505,0,PM2.5,37.2
3702,20140505,1,PCA,-55.64472738646965
3702,20140505,1,PM2.5,29.9
3708,20140505,2,PCA,-49.81088185193708
3708,20140505,2,PM2.5,39.3
3732,20140505,6,PCA,-64.57957667114846
3732,20140505,6,PM2.5,22.1
3738,20140505,7,PCA,-67.53128024682321
3738,20140505,7,PM2.5,19.8
3744,20140505,8,PCA,-61.468925458833716
3744,20140505,8,PM2.5,19.8
3750,20140505,9,PCA,-69.11781962042495
3750,20140505,9,PM2.5,18.0
3756,20140505,10,PCA,-68.10187260008696
3756,20140505,10,PM2.5,23.2
3762,20140505,11,PCA,-77.90005653201494
3762,20140505,11,PM2.5,12.5
3768,20140505,12,PCA,-74.50306958487722
3768,20140505,12,PM2.5,21.2
3774,20140505,13,PCA,-83.27203719559864
3774,20140505,13,PM2.5,8.3
3780,20140505,14,PCA,-82.94212705972377
3780,20140505,14,PM2.5,10.4
3786,20140505,15,PCA,-75.35800970411184
3786,20140505,15,PM2.5,20.4
3792,20140505,16,PCA,-71.60505890087606
3792,20140505,16,PM2.5,23.2
3798,20140505,17,PCA,-75.46628553362302
3798,20140505,17,PM2.5,19.7
3804,20140505,18,PCA,-83.31177883992369
3804,20140505,18,PM2.5,13.3
3810,20140505,19,PCA,-77.8547414607827
3810,20140505,19,PM2.5,21.0
3816,20140505,20,PCA,-64.55824102076248
3816,20140505,20,PM2.5,30.6
3822,20140505,21,PCA,-61.65427702361242
3822,20140505,21,PM2.5,29.0
3828,20140505,22,PCA,-58.39469764355299
3828,20140505,22,PM2.5,30.7
3834,20140505,23,PCA,-41.492022481261166
3834,20140505,23,PM2.5,51.5
3840,20140506,0,PCA,-41.439661253195744
3840,20140506,0,PM2.5,53.9
3846,20140506,1,PCA,-40.267127970123944
3846,20140506,1,PM2.5,58.9
3852,20140506,2,PCA,-37.89462279418618
3852,20140506,2,PM2.5,62.5
3858,20140506,3,PCA,-40.23963164089102
3858,20140506,3,PM2.5,56.7
3864,20140506,4,PCA,-31.221441872146404
3864,20140506,4,PM2.5,62.8
3870,20140506,5,PCA,-15.309978158686539
3870,20140506,5,PM2.5,85.6
3876,20140506,6,PCA,-25.301235223476198
3876,20140506,6,PM2.5,69.5
3882,20140506,7,PCA,-19.95210087170154
3882,20140506,7,PM2.5,74.5
3888,20140506,8,PCA,-6.4647275047554595
3888,20140506,8,PM2.5,91.2
3894,20140506,9,PCA,-12.433104072350257
3894,20140506,9,PM2.5,79.5
3900,20140506,10,PCA,-22.037665416842167
3900,20140506,10,PM2.5,63.6
3906,20140506,11,PCA,-18.83245947977873
3906,20140506,11,PM2.5,70.0
3912,20140506,12,PCA,-8.734492965085598
3912,20140506,12,PM2.5,84.0
3918,20140506,13,PCA,-13.430334786016376
3918,20140506,13,PM2.5,79.9
3924,20140506,14,PCA,10.018444630435765
3924,20140506,14,PM2.5,110.4
3930,20140506,15,PCA,-7.291246756905394
3930,20140506,15,PM2.5,83.8
3936,20140506,16,PCA,7.637835216850463
3936,20140506,16,PM2.5,101.8
3942,20140506,17,PCA,14.534191348584715
3942,20140506,17,PM2.5,105.0
3948,20140506,18,PCA,22.549265200024255
3948,20140506,18,PM2.5,107.4
3954,20140506,19,PCA,35.63326423632381
3954,20140506,19,PM2.5,113.8
3960,20140506,20,PCA,39.274626696335545
3960,20140506,20,PM2.5,115.4
3966,20140506,21,PCA,37.56186495476648
3966,20140506,21,PM2.5,111.1
3972,20140506,22,PCA,43.657959403890196
3972,20140506,22,PM2.5,111.7
3978,20140506,23,PCA,59.92333133971279
3978,20140506,23,PM2.5,125.5
3984,20140507,0,PCA,74.50834061272833
3984,20140507,0,PM2.5,141.4
3990,20140507,1,PCA,62.02679049171804
3990,20140507,1,PM2.5,122.8
3996,20140507,2,PCA,54.88330527501349
3996,20140507,2,PM2.5,113.3
4002,20140507,3,PCA,56.0779956709497
4002,20140507,3,PM2.5,114.0
4008,20140507,4,PCA,69.7699822455716
4008,20140507,4,PM2.5,130.2
4014,20140507,5,PCA,60.142528696448586
4014,20140507,5,PM2.5,113.0
4020,20140507,6,PCA,65.73045865030589
4020,20140507,6,PM2.5,117.7
4026,20140507,7,PCA,87.78074260276317
4026,20140507,7,PM2.5,141.7
4032,20140507,8,PCA,76.38471872053506
4032,20140507,8,PM2.5,124.0
4038,20140507,9,PCA,25.006608222792956
4038,20140507,9,PM2.5,64.7
4044,20140507,10,PCA,-6.948232610765032
4044,20140507,10,PM2.5,32.0
4050,20140507,11,PCA,-1.2561038276579304
4050,20140507,11,PM2.5,47.3
4056,20140507,12,PCA,3.644409684994949
4056,20140507,12,PM2.5,59.3
4062,20140507,13,PCA,-18.632101110711726
4062,20140507,13,PM2.5,31.0
4068,20140507,14,PCA,-26.88635173154008
4068,20140507,14,PM2.5,24.3
4074,20140507,15,PCA,-30.766370503681078
4074,20140507,15,PM2.5,21.3
4080,20140507,16,PCA,-37.71264250665953
4080,20140507,16,PM2.5,17.3
4086,20140507,17,PCA,-43.596218981976726
4086,20140507,17,PM2.5,13.1
4092,20140507,18,PCA,-40.47468199044824
4092,20140507,18,PM2.5,16.3
4098,20140507,19,PCA,-40.26528582749111
4098,20140507,19,PM2.5,11.2
4104,20140507,20,PCA,-38.53321760353352
4104,20140507,20,PM2.5,16.2
4110,20140507,21,PCA,-36.789609126656686
4110,20140507,21,PM2.5,18.0
4116,20140507,22,PCA,-49.62862771247872
4116,20140507,22,PM2.5,16.7
4122,20140507,23,PCA,-36.109159995882855
4122,20140507,23,PM2.5,29.7
4128,20140508,0,PCA,-3.9626210428733852
4128,20140508,0,PM2.5,79.5
4134,20140508,1,PCA,-3.0379728035527096
4134,20140508,1,PM2.5,88.5
4140,20140508,2,PCA,9.543073262596959
4140,20140508,2,PM2.5,101.0
4146,20140508,3,PCA,19.61935830275261
4146,20140508,3,PM2.5,115.9
4152,20140508,4,PCA,39.03637788870667
4152,20140508,4,PM2.5,138.6
4158,20140508,5,PCA,56.36307937004921
4158,20140508,5,PM2.5,158.2
4164,20140508,6,PCA,47.704455704453906
4164,20140508,6,PM2.5,141.5
4170,20140508,7,PCA,33.811419373271605
4170,20140508,7,PM2.5,124.2
4176,20140508,8,PCA,4.94558337004798
4176,20140508,8,PM2.5,98.3
4182,20140508,9,PCA,-0.5609732567642195
4182,20140508,9,PM2.5,88.8
4188,20140508,10,PCA,-9.710747440211547
4188,20140508,10,PM2.5,78.5
4194,20140508,11,PCA,-21.103909393717526
4194,20140508,11,PM2.5,62.7
4200,20140508,12,PCA,-40.879082346436384
4200,20140508,12,PM2.5,42.4
4206,20140508,13,PCA,-39.066447930281015
4206,20140508,13,PM2.5,42.0
4212,20140508,14,PCA,-31.96994773275356
4212,20140508,14,PM2.5,50.2
4218,20140508,15,PCA,-47.14225717862712
4218,20140508,15,PM2.5,28.4
4224,20140508,16,PCA,-66.12819284225914
4224,20140508,16,PM2.5,3.0
4230,20140508,17,PCA,-33.13914613307852
4230,20140508,17,PM2.5,44.0
4236,20140508,18,PCA,-17.732010734324156
4236,20140508,18,PM2.5,58.1
4242,20140508,19,PCA,-12.117241466444014
4242,20140508,19,PM2.5,58.7
4248,20140508,20,PCA,-7.397101814702346
4248,20140508,20,PM2.5,63.2
4254,20140508,21,PCA,-0.8824799853773845
4254,20140508,21,PM2.5,61.9
4260,20140508,22,PCA,-6.235252128957613
4260,20140508,22,PM2.5,55.9
4266,20140508,23,PCA,10.820386188765868
4266,20140508,23,PM2.5,71.6
4272,20140509,0,PCA,10.504627041770178
4272,20140509,0,PM2.5,73.1
4278,20140509,1,PCA,3.1416079015011906
4278,20140509,1,PM2.5,70.7
4284,20140509,2,PCA,-2.0050999778290417
4284,20140509,2,PM2.5,67.5
4290,20140509,3,PCA,-14.405128158323587
4290,20140509,3,PM2.5,56.4
4296,20140509,4,PCA,-24.901551908844265
4296,20140509,4,PM2.5,49.9
4302,20140509,5,PCA,-14.337813844069855
4302,20140509,5,PM2.5,63.4
4308,20140509,6,PCA,-16.073594557933774
4308,20140509,6,PM2.5,61.1
4314,20140509,7,PCA,12.733290235794444
4314,20140509,7,PM2.5,86.8
4320,20140509,8,PCA,25.393121709652426
4320,20140509,8,PM2.5,98.1
4326,20140509,9,PCA,20.217351435125476
4326,20140509,9,PM2.5,94.6
4332,20140509,10,PCA,10.467140114193972
4332,20140509,10,PM2.5,89.1
4338,20140509,11,PCA,1.6229807653380814
4338,20140509,11,PM2.5,81.8
4344,20140509,12,PCA,-9.87216406592265
4344,20140509,12,PM2.5,69.6
4350,20140509,13,PCA,-12.999158454799522
4350,20140509,13,PM2.5,66.2
4356,20140509,14,PCA,-25.54565186117835
4356,20140509,14,PM2.5,49.9
4362,20140509,15,PCA,-2.708115159707206
4362,20140509,15,PM2.5,74.0
4368,20140509,16,PCA,2.992396293826308
4368,20140509,16,PM2.5,75.1
4374,20140509,17,PCA,-32.457756215059064
4374,20140509,17,PM2.5,44.4
4380,20140509,18,PCA,-32.51695761325375
4380,20140509,18,PM2.5,41.2
4386,20140509,19,PCA,-31.822028456065166
4386,20140509,19,PM2.5,40.8
4392,20140509,20,PCA,-35.155261469389465
4392,20140509,20,PM2.5,40.5
4398,20140509,21,PCA,-33.43157311407993
4398,20140509,21,PM2.5,44.4
4404,20140509,22,PCA,-27.99098868275992
4404,20140509,22,PM2.5,51.8
4410,20140509,23,PCA,-24.955088369472964
4410,20140509,23,PM2.5,56.9
4416,20140510,0,PCA,-26.838680910531764
4416,20140510,0,PM2.5,55.4
4422,20140510,1,PCA,-27.147274752052684
