,date,hour,type,顺义
19908,20140826,20,PM2.5,22.1
19914,20140826,21,PCA,-26.91442413835682
19914,20140826,21,PM2.5,35.3
19920,20140826,22,PCA,6.277281905388685
19920,20140826,22,PM2.5,41.3
19926,20140826,23,PCA,0.7430054043554782
19926,20140826,23,PM2.5,57.6
19932,20140827,0,PCA,-22.53132108223316
19932,20140827,0,PM2.5,47.0
19938,20140827,1,PCA,-40.422102709473045
19938,20140827,1,PM2.5,49.4
19944,20140827,2,PCA,-49.080406293772164
19944,20140827,2,PM2.5,37.0
19950,20140827,3,PCA,-62.764113807613796
19950,20140827,3,PM2.5,26.9
19956,20140827,4,PCA,-68.06251520460184
19956,20140827,4,PM2.5,20.8
19962,20140827,5,PCA,-67.93349614509756
19962,20140827,5,PM2.5,20.3
19968,20140827,6,PCA,-73.3758331483214
19968,20140827,6,PM2.5,15.1
19974,20140827,7,PCA,-74.70728720645693
19974,20140827,7,PM2.5,13.1
19980,20140827,8,PCA,-67.19761945194811
19980,20140827,8,PM2.5,20.5
19986,20140827,9,PCA,-74.68424687336707
19986,20140827,9,PM2.5,17.2
19992,20140827,10,PCA,-72.72615385036055
19992,20140827,10,PM2.5,22.7
19998,20140827,11,PCA,-62.952502081849765
19998,20140827,11,PM2.5,29.4
20004,20140827,12,PCA,-36.23406932373445
20004,20140827,12,PM2.5,33.2
20010,20140827,13,PCA,-19.246283985341286
20010,20140827,13,PM2.5,36.2
20016,20140827,14,PCA,-13.576987184398577
20016,20140827,14,PM2.5,45.1
20022,20140827,15,PCA,4.305692027134941
20022,20140827,15,PM2.5,53.5
20028,20140827,16,PCA,-1.7055138106113636
20028,20140827,16,PM2.5,49.6
20034,20140827,17,PCA,0.7784339299064815
20034,20140827,17,PM2.5,55.8
20040,20140827,18,PCA,-7.708984166828824
20040,20140827,18,PM2.5,57.5
20046,20140827,19,PCA,-24.948210628064718
20046,20140827,19,PM2.5,60.4
20052,20140827,20,PCA,-14.2736157700603
20052,20140827,20,PM2.5,63.7
20058,20140827,21,PCA,2.728762109204732
20058,20140827,21,PM2.5,77.8
20064,20140827,22,PCA,3.0784874328028877
20064,20140827,22,PM2.5,83.5
20070,20140827,23,PCA,0.025438208548539377
20070,20140827,23,PM2.5,86.2
20076,20140828,0,PCA,8.500873250497762
20076,20140828,0,PM2.5,92.0
20112,20140828,6,PCA,-11.152884764700158
20112,20140828,6,PM2.5,61.6
20118,20140828,7,PCA,-11.153504706947938
20118,20140828,7,PM2.5,57.5
20124,20140828,8,PCA,6.05086726699196
20124,20140828,8,PM2.5,65.8
20130,20140828,9,PCA,25.422831013275477
20130,20140828,9,PM2.5,92.3
20136,20140828,10,PCA,36.75493310458982
20136,20140828,10,PM2.5,109.2
20142,20140828,11,PCA,62.81993162073668
20142,20140828,11,PM2.5,143.3
20148,20140828,12,PCA,38.44169900323966
20148,20140828,12,PM2.5,107.6
20154,20140828,13,PCA,29.536207270669976
20154,20140828,13,PM2.5,98.8
20160,20140828,14,PCA,29.69762232976739
20160,20140828,14,PM2.5,102.7
20166,20140828,15,PCA,20.469609642430203
20166,20140828,15,PM2.5,89.6
20172,20140828,16,PCA,20.410234743459473
20172,20140828,16,PM2.5,88.0
20178,20140828,17,PCA,41.70603816440219
20178,20140828,17,PM2.5,112.8
20184,20140828,18,PCA,70.23721381030835
20184,20140828,18,PM2.5,147.2
20190,20140828,19,PCA,96.8746620802405
20190,20140828,19,PM2.5,171.9
20196,20140828,20,PCA,86.97432622130407
20196,20140828,20,PM2.5,154.1
20202,20140828,21,PCA,-9.386833543031758
20202,20140828,21,PM2.5,29.9
20208,20140828,22,PCA,-12.500092060061784
20208,20140828,22,PM2.5,26.5
20214,20140828,23,PCA,-11.61086417790305
20214,20140828,23,PM2.5,29.8
20220,20140829,0,PCA,-4.078198121836082
20220,20140829,0,PM2.5,42.4
20226,20140829,1,PCA,7.568233369350707
20226,20140829,1,PM2.5,60.2
20232,20140829,2,PCA,5.251279656370046
20232,20140829,2,PM2.5,60.0
20238,20140829,3,PCA,6.121899170499475
20238,20140829,3,PM2.5,60.2
20244,20140829,4,PCA,10.903954718852608
20244,20140829,4,PM2.5,64.5
20250,20140829,5,PCA,6.704911393569381
20250,20140829,5,PM2.5,61.8
20256,20140829,6,PCA,3.307705222326474
20256,20140829,6,PM2.5,57.2
20262,20140829,7,PCA,3.1287020362579105
20262,20140829,7,PM2.5,55.4
20268,20140829,8,PCA,8.492711908169904
20268,20140829,8,PM2.5,60.0
20274,20140829,9,PCA,9.08648229130902
20274,20140829,9,PM2.5,62.0
20280,20140829,10,PCA,4.1092021806114545
20280,20140829,10,PM2.5,58.4
20286,20140829,11,PCA,-9.296715498236933
20286,20140829,11,PM2.5,50.8
20292,20140829,12,PCA,-11.30826394304919
20292,20140829,12,PM2.5,53.2
20298,20140829,13,PCA,5.006538543162818
20298,20140829,13,PM2.5,79.1
20304,20140829,14,PCA,15.401279202463567
20304,20140829,14,PM2.5,92.9
20310,20140829,15,PCA,21.63582285391052
20310,20140829,15,PM2.5,99.4
20316,20140829,16,PCA,26.564919121746982
20316,20140829,16,PM2.5,106.8
20322,20140829,17,PCA,26.22797332755378
20322,20140829,17,PM2.5,106.2
20328,20140829,18,PCA,24.39300421535063
20328,20140829,18,PM2.5,105.2
20334,20140829,19,PCA,35.44419002905136
20334,20140829,19,PM2.5,122.2
20340,20140829,20,PCA,40.064308647174784
20340,20140829,20,PM2.5,124.3
20346,20140829,21,PCA,53.101776907069606
20346,20140829,21,PM2.5,136.1
20352,20140829,22,PCA,69.64405306953375
20352,20140829,22,PM2.5,147.5
20358,20140829,23,PCA,94.34416870673799
20358,20140829,23,PM2.5,171.2
20364,20140830,0,PCA,90.70272184482589
20364,20140830,0,PM2.5,161.2
20400,20140830,6,PCA,47.01900977825251
20400,20140830,6,PM2.5,84.9
20406,20140830,7,PCA,44.783852842707844
20406,20140830,7,PM2.5,82.3
20412,20140830,8,PCA,50.176248089097015
20412,20140830,8,PM2.5,84.1
20418,20140830,9,PCA,49.80131376725711
20418,20140830,9,PM2.5,84.5
20424,20140830,10,PCA,60.5510133967758
20424,20140830,10,PM2.5,101.8
20430,20140830,11,PCA,50.13906430413244
20430,20140830,11,PM2.5,86.2
20436,20140830,12,PCA,57.81947967768183
20436,20140830,12,PM2.5,96.1
20442,20140830,13,PCA,60.635541305610936
20442,20140830,13,PM2.5,99.5
20448,20140830,14,PCA,76.64568697775462
20448,20140830,14,PM2.5,122.6
20454,20140830,15,PCA,66.93515622023052
20454,20140830,15,PM2.5,111.7
20460,20140830,16,PCA,51.62891953559913
20460,20140830,16,PM2.5,91.5
20466,20140830,17,PCA,66.90025501426705
20466,20140830,17,PM2.5,111.2
20472,20140830,18,PCA,67.06427456414103
20472,20140830,18,PM2.5,111.4
20478,20140830,19,PCA,52.881661566936366
20478,20140830,19,PM2.5,90.5
20484,20140830,20,PCA,41.362543421203135
20484,20140830,20,PM2.5,76.5
20490,20140830,21,PCA,46.47192831740931
20490,20140830,21,PM2.5,86.5
20496,20140830,22,PCA,57.06639845537158
20496,20140830,22,PM2.5,102.7
20502,20140830,23,PCA,68.36346916642277
20502,20140830,23,PM2.5,119.9
20508,20140831,0,PCA,64.07147238355773
20508,20140831,0,PM2.5,118.8
20514,20140831,1,PCA,41.94706635828595
20514,20140831,1,PM2.5,94.2
20520,20140831,2,PCA,41.92529987715985
20520,20140831,2,PM2.5,91.6
20526,20140831,3,PCA,48.69559828889289
20526,20140831,3,PM2.5,100.8
20532,20140831,4,PCA,44.88905125121163
20532,20140831,4,PM2.5,97.3
20538,20140831,5,PCA,28.11065407077036
20538,20140831,5,PM2.5,73.6
20544,20140831,6,PCA,29.2252482369867
20544,20140831,6,PM2.5,73.0
20550,20140831,7,PCA,35.078695380140495
20550,20140831,7,PM2.5,77.9
20556,20140831,8,PCA,19.486940866324613
20556,20140831,8,PM2.5,58.9
20562,20140831,9,PCA,33.59221947621334
20562,20140831,9,PM2.5,79.1
20568,20140831,10,PCA,17.233855617506862
20568,20140831,10,PM2.5,62.3
20574,20140831,11,PCA,1.490831603986876
20574,20140831,11,PM2.5,46.1
20580,20140831,12,PCA,-3.9877353064788283
20580,20140831,12,PM2.5,43.3
20586,20140831,13,PCA,-3.4077578544674716
20586,20140831,13,PM2.5,48.0
20592,20140831,14,PCA,-10.169212002266887
20592,20140831,14,PM2.5,44.1
20598,20140831,15,PCA,2.928322897815698
20598,20140831,15,PM2.5,64.2
20604,20140831,16,PCA,2.4138062387340464
20604,20140831,16,PM2.5,64.9
20610,20140831,17,PCA,-6.67560607324031
20610,20140831,17,PM2.5,53.5
20616,20140831,18,PCA,-24.305059005102006
20616,20140831,18,PM2.5,27.8
20622,20140831,19,PCA,1.4502676384081579
20622,20140831,19,PM2.5,65.6
20628,20140831,20,PCA,1.0157618438203888
20628,20140831,20,PM2.5,63.8
20634,20140831,21,PCA,-3.4802292653577984
20634,20140831,21,PM2.5,57.0
20640,20140831,22,PCA,0.9911736517800201
20640,20140831,22,PM2.5,61.2
20646,20140831,23,PCA,4.138360725051965
20646,20140831,23,PM2.5,65.2
20652,20140901,0,PCA,3.380847626395336
20652,20140901,0,PM2.5,67.4
20688,20140901,6,PCA,8.73601725554913
20688,20140901,6,PM2.5,75.2
20694,20140901,7,PCA,11.41496252620968
20694,20140901,7,PM2.5,78.8
20700,20140901,8,PCA,7.942222096118256
20700,20140901,8,PM2.5,75.5
20706,20140901,9,PCA,13.02712474668148
20706,20140901,9,PM2.5,83.4
20712,20140901,10,PCA,23.773864591356716
20712,20140901,10,PM2.5,98.0
20718,20140901,11,PCA,23.933737785467578
20718,20140901,11,PM2.5,100.8
20724,20140901,12,PCA,30.391349690742334
20724,20140901,12,PM2.5,108.8
20730,20140901,13,PCA,38.32563189935577
20730,20140901,13,PM2.5,120.1
20736,20140901,14,PCA,36.84115504833852
20736,20140901,14,PM2.5,115.7
20742,20140901,15,PCA,36.9127275792893
20742,20140901,15,PM2.5,113.4
21288,20140905,10,PCA,9.698139293754386
21288,20140905,10,PM2.5,88.3
21294,20140905,11,PCA,12.356599307386611
21294,20140905,11,PM2.5,96.7
21300,20140905,12,PCA,17.687994349605063
21300,20140905,12,PM2.5,104.1
21306,20140905,13,PCA,19.734980951520736
21306,20140905,13,PM2.5,108.3
21312,20140905,14,PCA,28.140103542791394
21312,20140905,14,PM2.5,110.0
21318,20140905,15,PCA,24.03510078801136
21318,20140905,15,PM2.5,99.7
21324,20140905,16,PCA,18.00145691628293
21324,20140905,16,PM2.5,90.2
21330,20140905,17,PCA,17.192318802796056
21330,20140905,17,PM2.5,89.7
21336,20140905,18,PCA,17.093211120934257
21336,20140905,18,PM2.5,96.5
21342,20140905,19,PCA,24.632927693622147
21342,20140905,19,PM2.5,104.4
21348,20140905,20,PCA,38.22259275631497
21348,20140905,20,PM2.5,120.1
21354,20140905,21,PCA,52.093581130522736
21354,20140905,21,PM2.5,132.5
21360,20140905,22,PCA,64.07704949141775
21360,20140905,22,PM2.5,142.0
21366,20140905,23,PCA,65.93294594018867
21366,20140905,23,PM2.5,141.0
21372,20140906,0,PCA,66.73274983185499
21372,20140906,0,PM2.5,131.4
21378,20140906,1,PCA,79.39815534854644
21378,20140906,1,PM2.5,145.3
21384,20140906,2,PCA,64.01096390761249
21384,20140906,2,PM2.5,120.0
21390,20140906,3,PCA,59.73599417980907
21390,20140906,3,PM2.5,110.0
21396,20140906,4,PCA,63.156581780837385
21396,20140906,4,PM2.5,114.0
21402,20140906,5,PCA,67.60059764856335
21402,20140906,5,PM2.5,114.0
21408,20140906,6,PCA,73.53423373226003
21408,20140906,6,PM2.5,117.8
21414,20140906,7,PCA,67.48437152053671
21414,20140906,7,PM2.5,104.8
21420,20140906,8,PCA,72.48434048317877
21420,20140906,8,PM2.5,110.6
21426,20140906,9,PCA,74.22439375838073
21426,20140906,9,PM2.5,115.6
21432,20140906,10,PCA,70.19525861098089
21432,20140906,10,PM2.5,110.2
21438,20140906,11,PCA,69.94874306588169
21438,20140906,11,PM2.5,113.3
21444,20140906,12,PCA,71.75734461527848
21444,20140906,12,PM2.5,122.1
21450,20140906,13,PCA,77.8433342847296
21450,20140906,13,PM2.5,133.2
21456,20140906,14,PCA,86.11993199792147
21456,20140906,14,PM2.5,146.4
21462,20140906,15,PCA,85.41064938409174
21462,20140906,15,PM2.5,143.4
21468,20140906,16,PCA,78.51255656977723
21468,20140906,16,PM2.5,133.2
21474,20140906,17,PCA,80.95555841852062
21474,20140906,17,PM2.5,130.9
21480,20140906,18,PCA,77.5741093655849
21480,20140906,18,PM2.5,121.9
21486,20140906,19,PCA,85.62329136426047
21486,20140906,19,PM2.5,128.3
21492,20140906,20,PCA,95.34267215256102
21492,20140906,20,PM2.5,143.1
21498,20140906,21,PCA,111.03539329302592
21498,20140906,21,PM2.5,162.1
21504,20140906,22,PCA,116.62577083493186
21504,20140906,22,PM2.5,162.5
21510,20140906,23,PCA,109.07517355928545
21510,20140906,23,PM2.5,148.4
21516,20140907,0,PCA,122.91581274420469
21516,20140907,0,PM2.5,162.1
21522,20140907,1,PCA,125.01331895507816
21522,20140907,1,PM2.5,162.3
21528,20140907,2,PCA,129.69758959122635
21528,20140907,2,PM2.5,165.2
21534,20140907,3,PCA,135.8135198934456
21534,20140907,3,PM2.5,170.0
21540,20140907,4,PCA,143.34986625082698
21540,20140907,4,PM2.5,174.0
21546,20140907,5,PCA,151.13751791059386
21546,20140907,5,PM2.5,179.5
21552,20140907,6,PCA,161.9133418336064
21552,20140907,6,PM2.5,192.0
21558,20140907,7,PCA,166.61237629806112
21558,20140907,7,PM2.5,194.5
21564,20140907,8,PCA,179.9201575541843
21564,20140907,8,PM2.5,209.0
21570,20140907,9,PCA,198.0890625447049
21570,20140907,9,PM2.5,231.2
21576,20140907,10,PCA,207.55395942435777
21576,20140907,10,PM2.5,239.7
21582,20140907,11,PCA,203.01690718637607
21582,20140907,11,PM2.5,229.4
21588,20140907,12,PCA,191.12151872131898
21588,20140907,12,PM2.5,207.5
21594,20140907,13,PCA,171.84045885713178
21594,20140907,13,PM2.5,183.8
21600,20140907,14,PCA,164.4540558317535
21600,20140907,14,PM2.5,175.3
21606,20140907,15,PCA,117.34252613147022
21606,20140907,15,PM2.5,115.8
21612,20140907,16,PCA,99.89476545655887
21612,20140907,16,PM2.5,93.9
21618,20140907,17,PCA,99.91344444579042
21618,20140907,17,PM2.5,95.3
21624,20140907,18,PCA,109.17960053514503
21624,20140907,18,PM2.5,107.4
21630,20140907,19,PCA,123.45971485998207
21630,20140907,19,PM2.5,122.6
21636,20140907,20,PCA,125.18065798780245
21636,20140907,20,PM2.5,121.9
21642,20140907,21,PCA,132.34290297845018
21642,20140907,21,PM2.5,138.1
21648,20140907,22,PCA,134.80898390899694
21648,20140907,22,PM2.5,144.3
21654,20140907,23,PCA,121.40814407169503
21654,20140907,23,PM2.5,122.2
21660,20140908,0,PCA,118.54449261113267
21660,20140908,0,PM2.5,116.1
21666,20140908,1,PCA,95.72139040438853
21666,20140908,1,PM2.5,88.1
21672,20140908,2,PCA,56.42635286892317
21672,20140908,2,PM2.5,35.8
21678,20140908,3,PCA,55.18006192354578
21678,20140908,3,PM2.5,39.6
21684,20140908,4,PCA,40.013751150467144
21684,20140908,4,PM2.5,23.4
21690,20140908,5,PCA,19.03595475262648
21690,20140908,5,PM2.5,3.8
21696,20140908,6,PCA,15.94257805127082
21696,20140908,6,PM2.5,10.7
21702,20140908,7,PCA,9.596555790810841
21702,20140908,7,PM2.5,7.7
21708,20140908,8,PCA,-2.9408450025200823
21708,20140908,8,PM2.5,3.6
21714,20140908,9,PCA,-10.733511121107929
21714,20140908,9,PM2.5,8.3
21720,20140908,10,PCA,-22.801487394512698
21720,20140908,10,PM2.5,5.0
21726,20140908,11,PCA,-34.24963687135784
21726,20140908,11,PM2.5,3.0
21732,20140908,12,PCA,-40.54270813646629
21732,20140908,12,PM2.5,5.7
21738,20140908,13,PCA,-48.364841232264354
21738,20140908,13,PM2.5,4.5
21744,20140908,14,PCA,-55.23380896683119
21744,20140908,14,PM2.5,4.2
21750,20140908,15,PCA,-58.48412232849629
21750,20140908,15,PM2.5,5.7
21756,20140908,16,PCA,-61.89131499577109
21756,20140908,16,PM2.5,6.6
21762,20140908,17,PCA,-65.86551330100632
21762,20140908,17,PM2.5,5.2
21768,20140908,18,PCA,-63.56193857620938
21768,20140908,18,PM2.5,9.3
21774,20140908,19,PCA,-62.06617278311263
21774,20140908,19,PM2.5,15.9
21780,20140908,20,PCA,-64.45942535750467
21780,20140908,20,PM2.5,15.7
21786,20140908,21,PCA,-54.28946814995016
21786,20140908,21,PM2.5,27.8
21792,20140908,22,PCA,-55.03577139324081
21792,20140908,22,PM2.5,28.7
21798,20140908,23,PCA,-56.12915252393312
21798,20140908,23,PM2.5,28.0
21804,20140909,0,PCA,-48.44281110074076
21804,20140909,0,PM2.5,42.0
21810,20140909,1,PCA,-58.87043514738033
21810,20140909,1,PM2.5,39.6
21816,20140909,2,PCA,-50.67347316536952
21816,20140909,2,PM2.5,34.2
21822,20140909,3,PCA,-56.29127140641457
21822,20140909,3,PM2.5,27.0
21828,20140909,4,PCA,-63.07575453268803
21828,20140909,4,PM2.5,18.1
21834,20140909,5,PCA,-73.0069882811859
21834,20140909,5,PM2.5,5.2
21840,20140909,6,PCA,-70.97020922895912
21840,20140909,6,PM2.5,10.4
21846,20140909,7,PCA,-69.60093266454281
21846,20140909,7,PM2.5,12.2
21852,20140909,8,PCA,-71.09146322498117
21852,20140909,8,PM2.5,9.2
21858,20140909,9,PCA,-69.91931459915502
21858,20140909,9,PM2.5,12.3
21864,20140909,10,PCA,-67.84514033084164
21864,20140909,10,PM2.5,11.3
21870,20140909,11,PCA,-65.37016344318651
21870,20140909,11,PM2.5,19.1
21876,20140909,12,PCA,-53.65019288139034
21876,20140909,12,PM2.5,35.3
21882,20140909,13,PCA,-40.579686389368476
21882,20140909,13,PM2.5,50.7
21888,20140909,14,PCA,-12.05666781649125
21888,20140909,14,PM2.5,58.7
21894,20140909,15,PCA,9.672080397003395
21894,20140909,15,PM2.5,71.6
21900,20140909,16,PCA,14.72298057770421
21900,20140909,16,PM2.5,68.1
21906,20140909,17,PCA,-9.124611060635337
21906,20140909,17,PM2.5,48.8
21912,20140909,18,PCA,-29.52108826189153
21912,20140909,18,PM2.5,38.9
21918,20140909,19,PCA,-34.040122220023015
21918,20140909,19,PM2.5,49.0
21924,20140909,20,PCA,-17.100394502715382
21924,20140909,20,PM2.5,56.9
21930,20140909,21,PCA,-8.136605988153432
21930,20140909,21,PM2.5,67.0
21936,20140909,22,PCA,-1.3656304761087303
21936,20140909,22,PM2.5,80.7
21942,20140909,23,PCA,8.684061407522057
21942,20140909,23,PM2.5,92.6
21948,20140910,0,PCA,4.429051365595816
21948,20140910,0,PM2.5,83.2
21954,20140910,1,PCA,1.950425145673728
21954,20140910,1,PM2.5,81.8
21960,20140910,2,PCA,-0.49872264583896936
21960,20140910,2,PM2.5,76.8
21966,20140910,3,PCA,-0.9963739583472694
21966,20140910,3,PM2.5,78.8
21972,20140910,4,PCA,1.5877889457628576
21972,20140910,4,PM2.5,79.4
21978,20140910,5,PCA,11.201884604384034
21978,20140910,5,PM2.5,86.2
21984,20140910,6,PCA,9.911302841310862
21984,20140910,6,PM2.5,85.8
21990,20140910,7,PCA,4.631378584078436
21990,20140910,7,PM2.5,74.2
21996,20140910,8,PCA,-2.8820542517209238
21996,20140910,8,PM2.5,62.9
22002,20140910,9,PCA,-2.873402011471003
22002,20140910,9,PM2.5,64.8
22008,20140910,10,PCA,7.006565787469875
22008,20140910,10,PM2.5,76.2
22014,20140910,11,PCA,13.274110888598646
22014,20140910,11,PM2.5,82.5
22020,20140910,12,PCA,11.16668658914759
22020,20140910,12,PM2.5,82.9
22026,20140910,13,PCA,7.5888122920941115
22026,20140910,13,PM2.5,82.1
22032,20140910,14,PCA,-17.254698592663395
22032,20140910,14,PM2.5,49.6
22038,20140910,15,PCA,-31.586609322884456
22038,20140910,15,PM2.5,32.8
22044,20140910,16,PCA,-21.773177479342095
22044,20140910,16,PM2.5,38.0
22050,20140910,17,PCA,-12.262199492970382
22050,20140910,17,PM2.5,44.9
22056,20140910,18,PCA,-8.304614582253365
22056,20140910,18,PM2.5,49.5
22062,20140910,19,PCA,-8.50625654873866
22062,20140910,19,PM2.5,53.4
22068,20140910,20,PCA,1.5062557958220983
22068,20140910,20,PM2.5,61.6
22074,20140910,21,PCA,7.3362203470405305
22074,20140910,21,PM2.5,70.3
22080,20140910,22,PCA,10.575870908553327
22080,20140910,22,PM2.5,72.8
22086,20140910,23,PCA,6.500484177286041
22086,20140910,23,PM2.5,68.4
22092,20140911,0,PCA,2.2559205338347725
22092,20140911,0,PM2.5,60.9
22128,20140911,6,PCA,6.8457865351722615
22128,20140911,6,PM2.5,75.3
22134,20140911,7,PCA,3.1904138948802387
22134,20140911,7,PM2.5,69.6
22140,20140911,8,PCA,1.31153209736027
22140,20140911,8,PM2.5,66.5
22146,20140911,9,PCA,-1.5898834473460657
22146,20140911,9,PM2.5,65.2
22152,20140911,10,PCA,0.1350455374633684
22152,20140911,10,PM2.5,67.4
22158,20140911,11,PCA,3.8430460398591
22158,20140911,11,PM2.5,72.1
22164,20140911,12,PCA,1.6835575147058541
22164,20140911,12,PM2.5,72.7
22170,20140911,13,PCA,-4.704721560855267
22170,20140911,13,PM2.5,72.1
22176,20140911,14,PCA,-7.89016388091738
22176,20140911,14,PM2.5,68.5
22182,20140911,15,PCA,-18.246008293754354
22182,20140911,15,PM2.5,52.3
22188,20140911,16,PCA,-15.892265546227453
22188,20140911,16,PM2.5,52.9
22194,20140911,17,PCA,-13.731844182663398
22194,20140911,17,PM2.5,52.5
22200,20140911,18,PCA,-8.859351575921782
22200,20140911,18,PM2.5,54.3
22206,20140911,19,PCA,-1.387993860028431
22206,20140911,19,PM2.5,62.4
22212,20140911,20,PCA,17.925496749209817
22212,20140911,20,PM2.5,87.1
22218,20140911,21,PCA,13.354497794479524
22218,20140911,21,PM2.5,90.7
22224,20140911,22,PCA,13.881860351772003
22224,20140911,22,PM2.5,90.9
22230,20140911,23,PCA,18.076910659932572
22230,20140911,23,PM2.5,96.1
22236,20140912,0,PCA,11.181511299044303
22236,20140912,0,PM2.5,87.9
22242,20140912,1,PCA,11.732689084564718
22242,20140912,1,PM2.5,87.5
22248,20140912,2,PCA,14.198455005593907
22248,20140912,2,PM2.5,87.5
22254,20140912,3,PCA,24.59157262837468
22254,20140912,3,PM2.5,94.0
22260,20140912,4,PCA,38.987474716707844
22260,20140912,4,PM2.5,106.6
22266,20140912,5,PCA,47.29906724986715
22266,20140912,5,PM2.5,107.8
22272,20140912,6,PCA,56.54802127267495
22272,20140912,6,PM2.5,118.4
22278,20140912,7,PCA,53.2439856798731
22278,20140912,7,PM2.5,111.4
22284,20140912,8,PCA,49.028808277844576
22284,20140912,8,PM2.5,104.2
22290,20140912,9,PCA,61.12724705660814
22290,20140912,9,PM2.5,117.4
22296,20140912,10,PCA,59.4462353392678
22296,20140912,10,PM2.5,114.0
22302,20140912,11,PCA,62.11290046288601
22302,20140912,11,PM2.5,117.8
22308,20140912,12,PCA,46.57254114199717
22308,20140912,12,PM2.5,105.2
22314,20140912,13,PCA,44.984657434719594
22314,20140912,13,PM2.5,104.1
22320,20140912,14,PCA,32.78183992323962
22320,20140912,14,PM2.5,86.8
22326,20140912,15,PCA,32.35484999911317
22326,20140912,15,PM2.5,85.8
22332,20140912,16,PCA,33.39005636039168
22332,20140912,16,PM2.5,85.8
22338,20140912,17,PCA,30.20454013970548
22338,20140912,17,PM2.5,78.6
22344,20140912,18,PCA,26.177891603412043
22344,20140912,18,PM2.5,67.2
22350,20140912,19,PCA,23.105314874228284
22350,20140912,19,PM2.5,62.6
22356,20140912,20,PCA,18.98104781900022
22356,20140912,20,PM2.5,53.8
22362,20140912,21,PCA,38.88769580189411
22362,20140912,21,PM2.5,76.2
22368,20140912,22,PCA,47.45284668664117
22368,20140912,22,PM2.5,79.4
22374,20140912,23,PCA,41.16048486856156
22374,20140912,23,PM2.5,71.8
22380,20140913,0,PCA,35.494370381884764
22380,20140913,0,PM2.5,66.6
22386,20140913,1,PCA,37.32781957877022
22386,20140913,1,PM2.5,75.3
22392,20140913,2,PCA,38.36055453157132
22392,20140913,2,PM2.5,81.2
22398,20140913,3,PCA,49.50946792976669
22398,20140913,3,PM2.5,100.2
22404,20140913,4,PCA,42.038866144078966
22404,20140913,4,PM2.5,88.3
22410,20140913,5,PCA,33.00093244777135
22410,20140913,5,PM2.5,75.4
